科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"71,722,303.65","51,897,799.16","91,274,581.15","82,067,771.95","61,635,186.05","691,996,063.01","533,675,800.79","411,648,857.15","394,635,489.29","438,628,722.97","263,467,196.03","198,015,911.48","209,678,558.94","438,651,301.83","198,975,718.24","188,483,228.37","157,722,287.90","467,123,090.42","266,843,755.96","185,404,648.55","115,390,984.07","1,380,086,707.50","444,285,696.17","337,373,779.58","411,075,166.04","498,621,417.92","214,047,424.49","342,323,689.10","412,092,991.23","1,199,141,128.43","695,138,558.32","381,202,127.33"
短期借款,,,"22,000,000.00","55,000,000.00","90,000,000.00","80,000,000.00",,"30,000,000.00","110,000,000.00",,"20,000,000.00","75,000,000.00","169,000,000.00","142,494,500.00","47,500,000.00","75,300,000.00","87,700,000.00","56,700,000.00","83,710,000.00","112,375,000.00","175,665,000.00","201,665,000.00","198,165,000.00","43,500,000.00","122,730,410.00","79,230,410.00","285,000,000.00","285,000,000.00","327,854,507.05","221,816,664.53","410,000,000.00","420,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"3,271,000.00","3,405,577.00","15,772,943.00","2,754,540.14","11,582,971.66","6,685,016.63","14,642,877.08","4,018,868.23","5,928,325.77","9,830,764.23","3,815,842.00","6,636,294.47","8,067,500.00","25,568,951.14","10,137,809.00","11,976,256.00","1,438,103.00","3,742,000.00","6,988,180.00","16,473,380.00","11,900,387.00","45,786,310.00","52,413,490.00","51,217,906.55","45,349,433.00","13,540,459.55","8,081,594.00","6,509,538.90","13,128,608.90","27,473,011.20","16,090,073.20","6,102,863.00"
应付票据,"18,381,000.00","47,194,709.50","18,507,945.00","37,630,061.92","6,401,409.00","7,420,590.09",,"30,655,362.02","26,846,046.98","57,091,167.58",,,,"85,053,906.21","6,888,078.04","4,903,073.24","10,514,906.01","198,763,079.40","27,411,829.20","7,984,772.20","12,444,114.00","150,824,698.73","78,736,812.18","5,325,636.00","8,988,269.00","51,730,007.21","17,727,268.00","2,875,400.00","13,206,195.00","165,607,853.34","747,268.00","8,581,901.72"
应收账款,"66,964,530.19","78,399,089.79","119,886,566.25","139,626,038.71","161,100,691.65","169,411,797.59","193,059,053.29","259,175,696.14","285,675,900.47","305,241,464.41","308,638,832.25","277,915,627.09","305,698,583.78","357,407,963.91","373,065,024.12","404,330,414.00","474,299,463.72","601,557,378.64","594,540,678.19","718,416,986.02","642,981,137.77","596,808,795.66","613,269,164.00","638,430,359.61","674,476,347.60","661,153,111.86","737,672,454.52","759,322,200.91","841,103,091.97","1,102,205,329.88","1,120,749,139.34","1,196,234,446.60"
应付账款,"78,698,771.46","30,147,333.37","45,359,357.06","58,568,072.71","58,072,517.50","120,197,308.53","137,760,073.96","104,559,771.37","109,676,249.37","173,596,831.56","168,525,125.34","123,882,238.77","149,884,297.76","169,594,376.68","97,881,091.75","125,331,650.48","160,234,389.19","185,235,382.30","145,624,733.17","226,940,205.99","227,400,111.32","280,415,345.49","312,816,131.11","293,926,290.73","289,068,315.76","319,289,669.55","288,996,435.26","298,104,431.93","384,097,225.29","656,232,379.77","542,530,952.53","723,678,132.58"
预付款项,"643,486.15","16,400,861.93","13,649,845.51","7,634,489.81","38,894,379.40","28,957,521.54","59,682,436.18","127,985,990.42","148,554,491.15","95,452,040.23","108,510,084.22","91,223,228.21","81,938,614.15","128,379,965.34","118,796,840.08","165,234,791.29","185,887,255.29","179,207,045.96","183,116,975.88","216,076,606.36","269,888,703.65","193,338,787.79","240,222,306.64","279,785,536.87","240,995,775.29","243,874,925.20","230,422,166.44","227,706,644.31","223,590,589.06","194,592,850.50","243,903,831.98","250,658,123.55"
预收款项,"29,645,628.02","34,787,506.86","37,887,038.02","16,186,721.16","25,738,185.82","19,821,494.46","35,825,148.63","28,343,889.05","28,619,633.12","49,835,600.31","68,196,530.32","15,878,911.53","23,948,963.31","95,752,390.14","38,431,251.27","26,063,483.88","33,555,060.23","88,550,394.88","101,368,667.93","83,973,856.33","82,305,278.44","54,982,371.22","55,821,928.42","82,478,867.73","100,026,947.01","76,437,859.79","81,849,570.73","104,178,487.57","150,718,808.38","247,797,415.24","134,134,859.42","200,594,582.59"
其他应收款,"4,295,719.27","6,385,019.65","5,904,260.39","7,870,024.87","9,366,953.50","6,952,990.48","8,390,070.27","12,619,864.21","17,609,340.48","14,753,086.36","17,940,850.57","33,265,509.45","27,713,376.36","31,084,272.77","33,223,517.99","33,675,991.86","40,911,172.41","26,853,238.04","27,240,226.75","27,906,406.94","28,934,354.10","30,206,061.54","34,403,710.80","32,336,623.27","52,667,005.00","39,253,602.29","38,652,189.10","39,589,487.82","49,395,617.90","47,203,054.72","45,994,966.89","44,380,975.01"
应付职工薪酬,"3,830,956.08","2,605,999.81","3,620,708.70","1,126,533.33","1,087,596.42","3,491,696.66","1,583,920.14","631,127.76","564,095.63","2,600,726.26","1,203,485.82","926,319.67","327,125.65","3,317,480.05","1,141,559.78","1,109,816.66","440,633.80","4,106,171.11","797,521.45","1,081,956.47","1,032,960.63","3,731,674.43","827,384.58","1,028,697.91","1,215,740.96","4,313,368.65","934,678.80","846,877.57","892,246.93","4,537,638.73","877,508.59","1,242,203.61"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,910,965.86","4,314,586.33","19,465,016.16","814,868.10","2,557,189.78","8,930,272.15","2,328,764.35","1,580,558.48","1,544,086.75","8,287,509.32","-3,466,506.23","9,750,694.23","9,982,937.81","17,394,218.27","8,527,809.75","15,274,017.95","16,070,122.03","46,769,713.00","24,191,798.87","44,135,472.91","12,882,119.32","39,986,678.23","25,508,735.74","21,906,730.57","23,147,366.68","52,783,107.07","41,734,628.11","15,940,888.71","26,215,072.17","43,071,989.76","36,828,058.49","27,077,480.54"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,"156,773.75","156,773.75","153,623.75","153,623.75","137,935.45","137,935.45","137,935.19",,"15,702.50",,,,"4,698,925.64",,,,
存货,"132,622,948.49","97,330,842.01","68,929,783.71","91,877,859.25","80,995,335.45","108,476,402.45","148,033,107.53","148,496,911.88","179,596,475.61","154,325,828.14","214,394,132.01","207,045,413.12","289,032,345.10","271,082,249.67","249,677,193.85","236,751,603.74","262,401,492.62","232,860,275.93","255,788,614.08","264,132,463.70","343,669,754.68","404,115,977.32","457,972,784.18","474,734,442.90","569,227,400.88","506,609,960.29","593,652,774.42","661,412,621.05","782,757,554.63","895,778,055.50","941,607,042.80","1,266,836,170.21"
