科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"426,389,262.67","535,233,712.90","510,557,998.39",,"236,075,141.49","342,533,016.96","511,821,384.00","92,979,336.37","233,942,339.68","321,465,417.43","449,083,097.05","107,900,711.35","226,795,662.99","337,032,911.15","455,496,832.94","108,653,931.99"
取得借款收到的现金,"424,000,000.00","510,000,000.00","795,000,000.00",,"580,000,000.00","790,000,000.00","871,485,000.00","100,000,000.00","400,000,000.00","620,000,000.00","660,000,000.00","50,000,000.00","323,721,566.67","478,584,644.44","773,411,507.71","209,475,700.00"
支付的各项税费,"184,366,769.18","255,628,568.78","245,540,003.63",,"126,728,749.81","192,212,649.57","248,298,027.20","39,480,762.03","119,008,081.42","164,189,674.92","226,414,687.58","67,750,096.32","112,007,056.34","137,978,770.00","171,063,443.00","71,458,172.63"
收到其他与筹资活动有关的现金,,,"300,000.00",,,,,,,,"20,000,000.00",,,,"20,000,000.00",
支付其他与经营活动有关的现金,"108,969,551.44","136,467,295.97","115,767,886.48",,"47,775,500.91","74,293,163.22","88,751,782.44","42,482,605.56","29,132,496.52","69,499,099.88","75,157,137.23","20,870,389.09","31,408,299.94","65,629,812.90","135,624,931.75","27,506,330.51"
筹资活动现金流入小计,"424,000,000.00","523,500,000.00","795,300,000.00",,"2,133,050,000.00","2,343,050,000.00","2,424,535,000.00","100,000,000.00","400,000,000.00","620,000,000.00","680,000,000.00","50,000,000.00","521,721,566.67","676,584,644.44","1,003,171,507.71","209,475,700.00"
经营活动现金流出小计,"1,531,761,646.85","1,867,342,153.37","1,973,296,511.27",,"1,000,763,034.08","1,609,716,283.52","1,988,652,890.15","402,527,895.59","861,799,653.60","1,336,296,887.55","1,501,405,143.99","471,871,929.92","841,048,020.07","1,351,132,161.51","1,800,615,412.69","591,773,054.45"
偿还债务支付的现金,"200,700,000.00","251,500,000.00","564,800,000.00",,"440,000,000.00","1,160,000,000.00","1,241,485,000.00","50,000,000.00","260,000,000.00","560,500,000.00","590,500,000.00","70,500,000.00","319,500,000.00","529,500,000.00","702,984,600.00","200,000,000.00"
经营活动产生的现金流量净额,"139,920,549.30","115,913,819.11","76,156,814.82","-90,674,300.00","-37,440,946.48","-160,485,122.96","-180,820,433.74","-13,168,336.19","43,992,945.22","17,636,950.19","242,883,405.59","-68,205,193.40","14,694,363.83","-98,210,196.62","126,088,116.05","-83,049,531.06"
分配股利、利润或偿还利息支付的现金,"28,493,385.94","60,247,557.58","86,549,401.80",,"56,412,041.63","64,075,854.20","73,056,110.18","4,953,773.62","11,085,036.01","47,437,190.71","54,499,824.28","4,798,691.67","10,630,845.94","40,498,505.31","53,530,639.19","6,091,111.11"
收回投资收到的现金,,,,,,,"575,300,000.00",,,,"1,611,000,000.00",,,,"944,000,000.00",
支付其他与筹资活动有关的现金,"300,000.00","35,487,820.12","55,947,140.22",,"11,677,251.77","29,198,585.51","61,158,719.08","4,225,187.92","7,025,912.38","11,400,567.35","1,153,155.87","8,490,069.49","23,542,348.31","3,399,776.82","6,532,035.17","3,336,203.66"
取得投资收益收到的现金,,,,,,,"5,365,200.00",,,,"12,049,781.14","237,939.72","5,568,572.90",,"7,439,356.70",
筹资活动现金流出小计,"229,493,385.94","347,235,377.70","707,296,542.02",,"508,089,293.40","1,253,274,439.71","1,375,699,829.26","59,178,961.54","278,110,948.39","619,337,758.06","646,152,980.15","83,788,761.16","353,673,194.25","573,398,282.13","763,047,274.36","209,427,314.77"
处置固定资产、无形资产和其他长期资产收回的现金净额,"2,790,514.54","597,347.29","110,058.28",,"2,416.00","5,907.14","131,739.93",,"15,342.98","27,081.51","5,416,809.85","41,670.78","135,411.63","140,812.86","787,487.99",
筹资活动产生的现金流量净额,"194,506,614.06","176,264,622.30","88,003,457.98","18,828,000.00","1,624,960,706.60","1,089,775,560.29","1,048,835,170.74","40,821,038.46","121,889,051.61","662,241.94","33,847,019.85","-33,788,761.16","168,048,372.42","103,186,362.31","240,124,233.35","48,385.23"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-913,070.99","-3,849,214.72","-833,221.37",,"-160,637.65","1,631,644.20","3,136,163.86","-97,241.38","2,816,988.62","-2,404,505.75","823,798.72","-103,008.24","-2,912,397.05","-6,425,424.06","-6,649,383.51","-7,349,935.98"
收到其他与投资活动有关的现金,,,,,,,"2,538,600.00","2,538,600.00","4,304,327.71","7,951,070.59","3,638,728.00",,"937,500.00","4,929,182.46",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,790,514.54","597,347.29","110,058.28",,"2,416.00","5,907.14","583,335,539.93","2,538,600.00","4,319,670.69","7,978,152.10","1,632,105,318.99","279,610.50","6,641,484.53","5,069,995.32","952,226,844.69",
五、现金及现金等价物净增加额,"85,970,118.42","101,869,819.98","17,856,027.80",,"1,502,554,945.74","766,142,488.11","696,759,543.86","-7,593,201.92","125,794,764.60","-53,750,697.60","24,665,331.00","-157,218,734.90","63,027,539.32","-217,852,549.40","22,802,598.63","-209,490,632.26"
购建固定资产、无形资产和其他长期资产支付的现金,"249,518,132.16","187,056,754.00","145,581,081.91",,"74,726,592.73","154,705,500.56","169,346,896.93","37,687,262.81","46,583,891.54","76,983,536.08","153,994,212.15","55,401,382.60","99,944,284.41","197,973,286.35","324,987,110.62","119,139,550.45"
期初现金及现金等价物余额,"199,843,648.58","285,813,767.00","387,683,586.98",,"405,539,614.78","405,539,614.78","405,539,614.78","1,102,299,158.64","1,102,299,158.64","1,102,299,158.64","1,102,299,158.64","1,126,964,489.64","1,126,964,489.64","1,126,964,489.64","1,126,964,489.64","1,149,767,088.27"
投资支付的现金,,,,,"10,080,000.00","10,080,000.00","588,380,000.00",,"640,000.00","640,000.00","1,731,000,000.00",,"23,500,000.00","23,500,000.00","964,000,101.33",
期末现金及现金等价物余额,"285,813,767.00","387,683,586.98","405,539,614.78",,"1,908,094,560.52","1,171,682,102.89","1,102,299,158.64","1,094,705,956.72","1,228,093,923.24","1,048,548,461.04","1,126,964,489.64","969,745,754.74","1,189,992,028.96","909,111,940.24","1,149,767,088.27","940,276,456.01"
