科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"4,021,799,000.00","8,482,657,000.00","12,927,032,000.00","17,175,656,000.00","4,119,583,000.00","8,548,609,000.00","12,550,430,000.00","15,224,524,000.00","2,788,794,000.00","6,135,575,000.00","9,637,265,000.00","13,225,029,000.00","3,716,988,000.00","7,596,517,000.00","11,567,392,000.00","16,348,366,000.00","5,057,074,000.00","10,332,587,000.00","15,642,205,000.00","20,179,768,000.00","4,150,775,000.00","8,328,595,000.00","12,624,772,000.00","16,987,916,000.00","4,113,880,000.00","8,717,991,000.00","13,349,217,000.00","17,677,171,000.00","3,701,693,000.00","7,924,423,000.00","11,937,448,000.00","94,481,041,000.00","11,135,608,000.00","23,121,285,000.00","36,580,781,000.00","60,349,334,000.00","8,510,893,000.00","18,689,863,000.00","27,781,621,000.00","42,923,500,000.00","8,815,250,000.00","19,842,318,000.00","30,026,964,000.00","48,485,788,000.00"
二、营业利润,"11,424,000.00","39,615,000.00","68,969,000.00","27,191,000.00","-22,743,000.00","-210,604,000.00","-450,164,000.00","-1,507,814,000.00","39,543,000.00","302,175,000.00","370,037,000.00","361,977,000.00","74,881,000.00","229,313,000.00","576,485,000.00","1,131,060,000.00","502,773,000.00","719,379,000.00","1,024,504,000.00","979,056,000.00","8,666,000.00","-301,491,000.00","-373,456,000.00","-561,987,000.00","-273,970,000.00","-579,338,000.00","-781,227,000.00","-1,175,631,000.00","-314,467,000.00","-1,667,853,000.00","-1,894,848,000.00","615,387,000.00","-352,544,000.00","-1,349,881,000.00","-1,988,596,000.00","125,445,000.00","-1,664,828,000.00","-4,439,422,000.00","-8,823,734,000.00","-16,011,952,000.00","-1,289,650,000.00","-2,116,238,000.00","-3,087,125,000.00","-10,196,367,000.00"
减:营业成本,"3,847,099,000.00","7,998,855,000.00","12,242,768,000.00","16,275,270,000.00","3,962,725,000.00","8,305,392,000.00","12,350,231,000.00","15,294,088,000.00","2,512,800,000.00","5,358,807,000.00","8,581,610,000.00","11,801,291,000.00","3,419,765,000.00","6,913,950,000.00","10,216,307,000.00","13,949,852,000.00","4,260,817,000.00","9,095,394,000.00","13,815,809,000.00","18,206,234,000.00","3,926,374,000.00","8,130,724,000.00","12,241,440,000.00","16,572,824,000.00","4,146,411,000.00","8,812,475,000.00","13,372,752,000.00","17,765,544,000.00","3,777,370,000.00","8,046,864,000.00","11,959,151,000.00","85,261,101,000.00","10,426,926,000.00","22,305,940,000.00","35,077,127,000.00","54,568,960,000.00","9,216,491,000.00","21,069,363,000.00","33,426,745,000.00","53,516,744,000.00","9,202,543,000.00","19,868,364,000.00","29,943,394,000.00","50,976,270,000.00"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"6,298,000.00","20,912,000.00","35,357,000.00","44,141,000.00","32,000.00","6,237,000.00","8,787,000.00","29,355,000.00","10,286,000.00","16,404,000.00","18,760,000.00","31,650,000.00","8,289,000.00","19,430,000.00","36,682,000.00","41,656,000.00","16,466,000.00","22,353,000.00","32,955,000.00","39,514,000.00","204,000.00","384,000.00","730,000.00","913,000.00","4,000.00","29,000.00","59,000.00","150,000.00","6,000.00","2,764,000.00","2,784,000.00","980,648,000.00","134,586,000.00","260,523,000.00","376,022,000.00","712,093,000.00","116,352,000.00","201,159,000.00","244,847,000.00","401,551,000.00","78,542,000.00","171,547,000.00","240,478,000.00","382,876,000.00"
营业外收入,"1,886,000.00","9,269,000.00","14,393,000.00","20,371,000.00","1,341,000.00","2,171,000.00","6,153,000.00","8,165,000.00","129,000.00","9,763,000.00","10,992,000.00","24,288,000.00","3,161,000.00","11,226,000.00","11,594,000.00","14,658,000.00","563,000.00","55,653,000.00","69,652,000.00","72,655,000.00","668,000.00","2,116,000.00","2,672,000.00","40,107,000.00","738,000.00","1,305,000.00","2,921,000.00","8,550,000.00","2,329,000.00","3,063,000.00","12,448,000.00","1,710,049,000.00","47,636,000.00","173,729,000.00","228,130,000.00","471,912,000.00","45,309,000.00","69,736,000.00","189,527,000.00","337,844,000.00","27,424,000.00","93,686,000.00","122,047,000.00","126,167,000.00"
销售费用,"47,269,000.00","108,270,000.00","157,711,000.00","198,558,000.00","47,824,000.00","98,261,000.00","140,709,000.00","187,146,000.00","48,660,000.00","98,185,000.00","138,343,000.00","183,227,000.00","52,077,000.00","98,331,000.00","170,584,000.00","212,868,000.00","84,513,000.00","108,938,000.00","175,885,000.00","220,430,000.00","52,811,000.00","110,385,000.00","168,325,000.00","209,179,000.00","51,660,000.00","109,521,000.00","170,145,000.00","226,661,000.00","56,644,000.00","120,321,000.00","185,027,000.00","312,380,000.00","10,650,000.00","25,343,000.00","36,725,000.00","62,315,000.00","10,527,000.00","24,797,000.00","38,138,000.00","58,558,000.00","8,926,000.00","21,370,000.00","34,231,000.00","59,615,000.00"
减:营业外支出,"3,657,000.00","33,978,000.00","40,440,000.00","42,905,000.00","5,752,000.00","8,153,000.00","19,821,000.00","54,943,000.00","3,330,000.00","3,960,000.00","5,235,000.00","4,247,000.00","94,000.00","1,426,000.00","1,672,000.00","6,130,000.00","276,000.00","313,000.00","7,641,000.00","9,710,000.00","8,363,000.00","9,402,000.00","11,552,000.00","17,658,000.00","11,297,000.00","17,528,000.00","32,452,000.00","48,586,000.00","9,157,000.00","11,706,000.00","56,146,000.00","118,756,000.00","7,614,000.00","21,158,000.00","48,235,000.00","91,617,000.00","11,054,000.00","26,608,000.00","40,475,000.00","129,594,000.00","10,683,000.00","63,434,000.00","76,212,000.00","273,882,000.00"
管理费用,"105,830,000.00","310,564,000.00","427,700,000.00","632,856,000.00","137,998,000.00","292,763,000.00","441,354,000.00","661,389,000.00","182,419,000.00","343,429,000.00","511,851,000.00","705,042,000.00","174,563,000.00","355,813,000.00","556,857,000.00","775,543,000.00","209,252,000.00","413,516,000.00","643,951,000.00","808,359,000.00","182,650,000.00","419,070,000.00","626,732,000.00","829,424,000.00","192,189,000.00","374,303,000.00","583,789,000.00","848,455,000.00","179,364,000.00","391,805,000.00","642,093,000.00","5,367,890,000.00","758,224,000.00","1,560,959,000.00","2,424,845,000.00","4,043,145,000.00","751,718,000.00","1,562,419,000.00","2,416,671,000.00","3,756,029,000.00","690,828,000.00","1,485,061,000.00","2,311,763,000.00","4,134,373,000.00"
其中:非流动资产处置净损失,"162,000.00","26,524,000.00","27,039,000.00","27,768,000.00",,,,"897,000.00",,"568,000.00","1,702,000.00","1,702,000.00",,"1,184,000.00","1,184,000.00","1,816,000.00","36,000.00","71,000.00","628,000.00","2,284,000.00","3,315,000.00","4,146,000.00","6,296,000.00","6,783,000.00","3,349,000.00","3,360,000.00","18,052,000.00","-22,766,000.00","2,391,000.00","4,940,000.00","5,575,000.00","32,053,000.00","142,000.00","4,890,000.00","8,710,000.00","28,489,000.00","2,124,000.00","5,679,000.00","10,196,000.00","86,600,000.00","1,382,000.00","37,960,000.00","43,037,000.00",
