科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"145,437,187.30","168,124,657.33","240,879,041.97","59,122,637.70","136,819,999.01","212,659,050.43","293,966,862.34","59,893,777.03","135,552,036.07","216,451,619.58","300,890,408.43","73,476,106.71","157,581,964.09","260,445,320.90","356,319,766.82","79,096,502.92","177,478,296.37","284,352,922.42","399,196,537.68","82,007,091.57","263,486,945.97","586,294,682.85","928,437,940.58","300,345,575.92","704,011,183.52","1,117,496,058.70","1,826,789,161.84","644,287,418.15","1,372,420,361.57","2,189,672,710.14","3,086,394,028.64","686,690,178.31","1,597,481,046.47"
二、营业利润,"27,416,634.39","30,646,999.06","43,500,268.62","10,221,930.16","22,378,484.18","39,563,605.44","59,201,235.06","10,736,154.69","25,264,168.43","40,713,609.58","61,070,655.30","11,217,217.99","27,114,331.72","46,108,836.60","61,962,977.70","10,584,743.65","27,088,578.31","51,619,964.14","66,311,125.00","10,373,374.49","36,025,186.43","78,676,601.41","111,847,223.40","25,235,029.92","68,384,791.32","119,314,051.72","188,629,758.20","81,056,119.00","177,449,114.49","269,092,388.79","371,707,491.15","69,030,162.13","255,985,042.89"
减:营业成本,"92,125,609.32","101,444,876.95","145,935,090.52","33,844,134.41","80,682,146.43","124,013,388.53","165,350,912.29","34,167,890.33","78,000,859.83","125,170,173.05","169,351,524.04","44,330,110.60","87,771,019.47","145,792,791.82","202,242,060.55","48,664,361.55","103,000,189.08","159,273,109.78","225,563,023.89","47,474,169.32","165,537,495.69","392,856,991.83","636,423,880.32","210,134,095.13","498,151,478.22","791,535,897.15","1,298,224,050.87","438,398,905.27","941,522,682.46","1,513,686,233.09","2,170,561,709.08","484,723,164.57","1,134,247,646.50"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"638,154.51","563,570.31","532,494.83","94,768.20","230,781.91","421,658.70","601,194.75","143,953.27","375,397.34","495,436.89","732,163.84","119,308.78","216,457.79","449,717.99","522,718.10","90,533.66","260,476.65","614,467.22","1,012,109.98","263,192.93","928,931.00","2,210,251.49","3,708,693.38","1,064,476.69","2,631,571.51","3,913,376.98","9,629,518.43","3,753,414.47","6,063,527.49","8,790,735.44","13,603,802.73","3,553,517.53","8,932,782.46"
营业外收入,"1,927,470.76","4,240,751.92","3,191,545.95","461,854.00","2,281,493.00","5,480,987.50","6,766,616.53","246,127.00","433,508.00","2,249,803.84","2,883,090.50","156,004.25","649,978.52","2,841,283.69","3,892,503.59","460,096.18","665,050.67","2,547,586.35","5,198,538.12","381,505.88","1,922,396.17","3,919,594.68","6,259,405.54","932,241.88","3,243,609.33","5,084,655.88","12,891,234.76","3,309,810.83","1,881,224.38","4,764,753.22","1,275,712.95","138,173.40","937,889.75"
销售费用,"9,946,538.78","12,802,623.59","23,266,056.72","6,533,488.24","14,038,556.36","20,278,176.47","29,647,519.64","8,037,511.04","16,300,096.08","24,851,627.65","34,125,093.13","9,499,764.00","19,750,791.25","30,404,762.58","41,740,429.26","12,859,709.44","28,421,864.82","41,965,943.88","57,336,092.46","13,604,309.82","32,778,781.97","56,351,988.32","81,995,313.35","29,134,157.13","58,391,567.92","89,021,834.02","131,562,277.61","47,975,511.11","95,641,797.29","148,192,718.92","187,850,017.41","39,778,524.45","89,891,303.10"
减:营业外支出,"127,266.50","80,776.75",,"10,000.00","17,069.90","17,069.90","17,369.90","33,904.42","35,802.41","35,802.41","35,802.41","10,000.00","10,000.00","112,026.10","131,008.68","132,596.70","172,770.59","205,618.82","254,249.68","51,347.10","78,224.91","745,671.59","796,196.32","184,390.05","269,584.19","463,589.15","2,138,343.47","202,778.01","747,007.04","4,302,603.77","813,948.22","192,405.61","640,415.52"
管理费用,"13,638,897.18","19,403,536.16","22,801,490.48","6,901,997.61","16,723,053.30","26,091,178.40","36,871,862.87","8,341,866.40","18,262,970.59","28,114,225.92","38,955,614.87","8,916,147.36","22,236,948.26","36,612,520.08","48,551,271.47","8,779,229.26","22,101,861.63","33,635,844.61","49,636,702.87","10,655,047.57","28,181,101.64","60,150,574.07","94,656,166.95","33,069,865.43","73,445,319.94","113,452,373.68","203,408,771.52","70,093,329.05","148,292,781.99","233,667,498.10","326,087,807.56","77,832,392.82","165,466,041.81"
其中:非流动资产处置净损失,323.50,,,,,,770.28,"3,904.42","4,864.42","4,864.42","4,864.42",,,"2,026.10","21,008.68","122,596.70","130,091.72","130,592.23","159,455.01",,"14,193.13","62,667.24","399,661.13","130,306.62","153,410.95","272,298.79","1,739,844.17","81,794.89","577,349.57","3,958,660.23",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"3,016,090.73","2,121,570.85","3,538,038.58","1,024,063.03","2,070,831.35","1,633,530.17","208,868.98","-1,670,398.53","-3,584,564.10","-4,570,303.08","-6,185,109.45","-950,099.72","-787,533.60","-1,309,532.05","-1,538,493.11","-1,586,851.76","-3,346,588.95","-3,895,833.62","-3,495,449.75","-854,271.02","-2,034,676.66","-5,715,112.46","-6,799,110.58","1,225,863.02","-171,422.24","-5,195,376.61","-10,195,790.36","3,451,294.91","8,862,555.09","14,435,542.12","19,568,288.10","18,559,620.05","-800,809.60"
三、利润总额,"29,216,838.65","34,806,974.23","46,691,814.57","10,673,784.16","24,642,907.28","45,027,523.04","65,950,481.69","10,948,377.27","25,661,874.02","42,927,611.01","63,917,943.39","11,363,222.24","27,754,310.24","48,838,094.19","65,724,472.61","10,912,243.13","27,580,858.39","53,961,931.67","71,255,413.44","10,703,533.27","37,869,357.69","81,850,524.50","117,310,432.62","25,982,881.75","71,358,816.46","123,935,118.45","199,382,649.49","84,163,151.82","178,583,331.83","269,554,538.24","372,169,255.88","68,975,929.92","256,282,517.12"
