科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"348,089,504.60","111,702,914.50","358,186,091.26","151,518,092.84","1,596,488,240.09","1,351,845,264.90","871,108,272.29","489,004,311.56","593,579,549.96","308,904,271.82","358,433,654.70","296,515,887.69","105,683,540.53","146,178,618.15","66,063,459.05","893,276,349.99","298,614,338.97","568,546,899.57","518,760,554.66","384,727,819.43","4,005,772,402.89","308,717,084.21","244,428,280.16","960,418,908.59","1,068,227,645.94","830,708,417.37"
短期借款,"806,900,000.00","650,000,000.00","530,500,000.00","530,000,000.00","480,000,000.00","330,000,000.00","285,000,000.00","490,000,000.00","610,000,000.00","655,000,000.00","1,000,000,000.00","1,730,000,000.00","1,740,000,000.00","1,570,000,000.00","1,888,000,000.00","1,768,000,000.00","1,758,000,000.00","2,558,000,000.00","2,508,000,000.00","2,630,000,000.00","2,524,000,000.00","442,000,000.00","338,756,000.00","320,000,000.00","420,000,000.00","420,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"80,928,561.36","160,802,282.09","217,023,927.46","276,772,884.96","235,039,891.39","243,144,670.25","125,707,754.81","136,000,222.91","207,964,806.88","445,241,725.82","97,089,807.48","230,314,619.35","111,457,335.92","75,937,527.74","86,380,154.49","35,262,703.24","59,519,038.15","120,048,157.35","147,902,381.86","312,638,126.27","164,993,514.11","254,476,387.58","290,424,436.65","469,936,635.89","636,954,877.14","885,979,491.00"
应付票据,"3,801,400.00",,,,,,,,,,,"50,000,000.00",,,,,,,,,,,,,,
应收账款,"60,753,651.66","57,395,481.30","65,098,523.90","148,345,283.18","195,561,460.71","155,392,395.68","176,963,565.39","216,456,862.39","273,487,780.03","300,810,099.21","376,774,742.38","312,688,168.81","311,419,873.13","466,896,305.13","487,248,633.75","607,299,446.82","604,540,596.11","627,641,410.71","637,277,341.71","589,571,566.94","601,366,537.00","635,726,644.03","767,922,233.71","812,414,317.17","904,075,325.94","700,086,344.31"
应付账款,"364,923,250.36","282,548,187.88","294,122,601.03","129,737,837.48","107,010,073.39","148,541,035.02","136,921,887.94","159,135,182.51","184,649,214.26","264,760,338.48","250,754,963.24","666,184,665.01","616,564,327.74","801,531,073.46","885,827,794.27","726,626,740.11","795,766,171.32","785,521,402.39","755,999,683.83","744,278,822.32","778,383,022.63","670,659,526.60","689,086,415.82","691,418,029.24","576,715,984.34","697,342,084.89"
预付款项,"152,796,050.12","233,917,130.35","43,647,416.11","124,125,634.79","246,223,881.60","148,872,716.31","270,932,366.99","355,246,109.98","536,266,686.98","505,710,285.54","495,227,006.25","457,878,655.52","416,483,540.46","119,092,704.71","126,509,273.70","165,107,978.24","135,603,025.95","119,158,442.77","81,798,281.00","72,095,110.82","103,453,272.52","76,936,354.73","96,278,280.48","60,577,883.01","107,387,188.05","67,334,602.85"
预收款项,"53,320,580.90","43,277,548.24","69,269,787.26","17,356,307.27","14,912,800.96","67,871,476.14","13,358,487.56","24,146,288.26","84,072,956.09","34,575,231.31","27,958,845.24","38,270,121.99","80,702,822.44","55,470,935.52","91,472,757.19","219,381,237.26","55,588,270.42","102,872,587.25","230,969,017.01","147,537,729.87","129,391,450.27","103,819,622.53","62,800,365.10","76,272,237.73","103,744,421.70","79,155,184.01"
其他应收款,"1,586,173.19","74,360.00","324,164.58","764,686.42","841,855.49","651,398.23","2,537,460.20","2,412,171.96","4,293,595.71","1,746,981.01","2,235,382.04","3,611,110.17","2,336,996.26","1,523,262.52","2,334,320.57","2,195,567.10","4,411,750.96","1,412,791.89","2,497,608.31","2,799,744.84","3,534,619.39","1,549,444.60","2,870,634.84","4,297,857.73","4,334,193.08","1,359,218.20"
