科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
应付职工薪酬,"7,359,583.40","9,893,695.20","14,648,595.55","10,863,745.89","4,105,303.72","14,738,815.54","8,055,563.47","7,858,691.33","1,073,758.75","14,438,264.06","6,531,427.59","15,555,722.63","6,316,460.06","38,882,811.49","34,961,103.12","24,959,850.44","12,775,759.20","34,521,757.28","25,147,160.80","28,662,108.02","16,728,972.69","34,725,498.58","26,098,875.26","29,596,933.79","15,310,389.10","40,624,854.91"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-67,295,472.68","-879,157.06","75,075,832.17","31,888,694.88","20,895,790.65","-1,449,685.16","-724,296.81","-9,152,910.23","-3,811,300.89","-3,106,553.75","-2,155,136.78","-64,736,263.68","-90,439,265.35","23,116,588.08","24,418,955.60","52,411,028.86","39,352,513.15","50,571,448.65","58,697,111.40","34,882,956.86","43,769,722.81","38,436,894.04","36,217,897.43","16,137,365.87","38,962,375.21","46,085,794.19"
应收利息,,,,,,"4,935,716.47","6,287,861.11","6,493,374.98",,,,,,,,,,,,,,"920,803.51","814,358.88","1,108,442.98","565,836.94","719,127.92"
应付利息,"3,124,145.76","2,984,551.46","3,944,016.12","3,536,869.02","3,224,695.21","2,877,949.84","2,591,723.82","6,262,833.31","12,264,987.43","18,462,315.01","24,345,211.64","8,872,304.85","14,940,590.77","22,497,146.43","36,419,240.80","22,397,469.89","34,287,051.55","21,888,871.33","39,969,424.27","35,239,361.83","53,708,050.14","18,236,198.72","30,543,593.50","19,187,363.05","31,414,216.63","16,540,248.34"
应收股利,,,"9,800,000.00",,,,,,,"23,520,000.00","23,520,000.00","23,520,000.00","23,520,000.00",,,,,,,,,,,,,
应付股利,"41,717,623.70",,,,,,"180,000,000.00",,,,,,,,,,,,,"33,122,385.78",,,,"40,142,046.49",,
存货,"82,487,427.76","163,258,525.66","228,751,909.65","283,842,995.57","326,540,843.71","448,923,248.12","552,430,859.62","661,369,786.14","598,335,978.46","548,470,455.97","604,302,535.38","921,212,697.58","995,326,475.65","901,905,391.08","1,023,578,355.84","931,674,271.68","957,717,159.33","820,576,303.98","779,951,585.37","793,564,242.90","826,384,323.31","864,192,409.89","1,079,957,036.03","1,178,442,107.73","919,355,944.17","1,063,768,203.76"
其他应付款,"25,686,933.60","116,363,771.73","736,267.63","527,351.35","457,030.65","402,256.60","41,690,555.87","12,665,605.97","13,261,302.15","12,383,077.47","12,458,860.32","79,639,044.60","141,600,075.37","138,131,350.59","132,268,071.33","74,979,505.22","74,820,054.78","16,075,332.39","22,644,821.68","26,056,927.44","36,599,739.88","22,072,564.86","21,966,535.88","18,870,056.72","28,615,886.14","17,108,692.95"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,"1,384,826,258.07","1,038,760,451.03","31,261,254.63","7,667,849.50","12,220,953.47"
一年内到期的非流动负债,"55,000,000.00","40,000,000.00","130,000,000.00","385,000,000.00","354,000,000.00","333,000,000.00","544,000,000.00","545,000,000.00","500,000,000.00","490,000,000.00","490,000,000.00","785,000,000.00","790,000,000.00","701,282,000.00","391,282,000.00","241,282,000.00","151,282,000.00","151,282,000.00","206,282,000.00","171,282,000.00","121,282,000.00","1,282,000.00","1,282,000.00","1,282,000.00","1,282,000.00","1,282,000.00"
其他流动资产,,,,,,,,"350,712,671.23","50,900,000.00",,,,,"72,800,689.60","71,330,547.37","76,699,811.86","71,238,757.19","86,887,511.21","98,065,427.74","87,269,325.20","92,304,618.41","81,867,256.25","87,529,067.15","64,076,481.13","20,161,802.99","17,102,109.60"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"726,641,368.69","727,150,693.90","922,832,032.96","985,369,577.76","2,600,696,172.99","2,353,765,409.96","2,005,968,140.41","2,217,695,511.15","2,264,828,398.02","2,134,403,819.37","1,957,583,128.23","2,245,741,139.12","1,966,227,761.95","1,784,334,498.93","1,863,444,744.77","2,711,516,128.93","2,131,644,666.66","2,344,271,517.48","2,266,253,180.65","2,242,665,936.40","5,797,809,287.63","3,609,212,642.87","3,608,984,778.93","3,582,533,888.86","3,668,730,663.75","3,579,278,468.48"
流动负债合计,"1,294,538,045.04","1,144,188,597.45","1,118,297,099.76","1,108,910,805.89","984,605,694.58","895,981,847.98","1,210,893,921.85","1,235,915,691.15","1,401,510,917.79","1,486,512,672.58","1,809,894,171.25","3,308,785,595.40","3,299,685,011.03","3,350,911,905.57","3,484,649,922.31","3,130,037,831.78","2,921,871,820.42","3,720,733,399.29","3,847,709,218.99","3,851,062,292.12","3,703,862,958.42","1,331,232,305.33","1,206,751,682.99","1,212,906,032.89","1,216,045,273.12","1,318,138,859.29"
可供出售金融资产,,,,,,,,,,,,,"80,024,187.11","80,024,187.11","80,024,187.11","80,024,187.11","80,024,187.11","80,024,187.11","80,024,187.11","80,024,187.11","80,024,187.11","241,442,298.01","251,949,871.93","254,039,749.98","321,454,074.35","425,320,585.06"
长期借款,"1,125,000,000.00","1,000,000,000.00","1,223,000,000.00","910,000,000.00","880,000,000.00","745,000,000.00","430,000,000.00","310,000,000.00","410,000,000.00","410,000,000.00","100,000,000.00","310,000,000.00","270,000,000.00","210,000,000.00","205,000,000.00","170,000,000.00","120,000,000.00","70,000,000.00",,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,"200,334,000.00",,,,,
应付债券,,,,,,,,"394,478,193.93","394,733,725.28","394,994,081.15","395,257,556.99","395,525,551.12","395,797,218.46","791,826,998.26","792,297,808.34","792,776,132.39","793,262,090.53","793,754,468.20","794,256,062.58","794,765,663.09","795,283,397.70","795,809,396.47","796,343,791.49","796,886,717.03","797,438,309.54","494,250,901.09"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"30,000,000.00","251,999,863.98","288,945,560.52","306,305,325.74","311,402,908.70","298,173,759.81","304,726,190.87","308,884,529.11","339,241,362.34","350,798,331.38","366,320,180.24","209,202,018.87","134,175,074.62","139,881,530.93","156,408,265.65","162,905,569.04","416,049,004.96","179,408,312.30","188,887,797.01","194,548,638.67","202,939,892.96","209,341,780.85","218,436,218.66","199,016,513.91","203,550,686.76","203,343,701.13"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,"12,165,515.20",,,,,,,"572,880.37","572,880.37",,,,,,,,,,,
固定资产,"845,340,361.09","1,889,510,662.73","1,765,370,512.53","1,672,789,652.03","1,626,578,010.61","1,597,779,130.91","1,556,738,951.09","1,510,133,659.44","1,464,688,993.75","1,455,153,905.79","1,409,780,100.03","2,456,739,008.83","2,602,036,936.13","2,898,015,758.90","2,826,014,689.94","2,909,996,715.72","3,275,932,033.97","3,403,628,578.93","3,329,990,953.88","4,265,494,870.14","4,202,356,315.17","4,165,769,742.21","4,093,858,481.98","5,029,694,180.98","4,891,651,823.34","4,779,057,492.88"
递延所得税负债,"498,627.19",,,,,"740,357.47","943,179.17","1,080,906.93","135,000.00","750,887.83","711,366.45","671,167.33","630,417.23","3,225,270.96","3,126,574.39","3,026,667.16","2,925,781.93","2,823,683.10","2,720,327.10","7,641,156.94","2,517,485.36","2,403,060.05","2,294,825.74","2,185,311.80","2,074,497.90","1,764,034.11"
在建工程,"1,418,804,377.01","54,343,728.18","21,830,509.26","33,254,564.66","49,101,531.83","128,485,558.84","280,959,918.32","344,122,404.56","457,196,288.94","695,812,722.57","940,122,141.58","1,666,668,911.94","1,785,875,479.21","1,672,060,691.28","1,857,043,497.80","1,877,936,010.31","1,599,575,916.13","1,674,623,053.99","1,920,246,366.63","1,004,105,387.96","1,103,698,315.38","1,166,622,539.95","1,243,201,538.59","656,827,330.57","765,732,257.56","922,124,085.27"
其他非流动负债,"9,440,000.00",,,,,,,,,,,"25,319,499.98","25,160,665.97",,,,,,,,,,,,,
工程物资,"7,635,855.73",,,,,"3,111,761.39","8,866,909.36","39,861,862.26","128,585,646.19","124,765,498.07","95,230,300.79","59,058,376.16","20,545,811.72","10,976,769.93","11,124,582.08","11,088,021.10","10,603,814.80","9,416,503.21","6,187,728.34","794,133.03","609,137.44","325,825.27","363,337.33",569.80,"2,530,325.19","3,374,258.96"
非流动负债合计,"1,134,938,627.19","1,000,000,000.00","1,223,000,000.00","910,000,000.00","880,000,000.00","745,740,357.47","443,108,694.37","705,559,100.86","804,868,725.28","805,744,968.98","495,968,923.44","731,516,218.43","691,588,301.66","1,029,181,899.56","1,024,233,513.08","988,718,549.54","938,783,122.46","894,320,512.51","824,139,896.27","829,386,866.97","829,881,907.97","820,611,768.92","826,601,876.01","820,234,072.45","825,048,501.02","515,725,685.29"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"2,429,476,672.23","2,144,188,597.45","2,341,297,099.76","2,018,910,805.89","1,864,605,694.58","1,641,722,205.45","1,654,002,616.22","1,941,474,792.01","2,206,379,643.07","2,292,257,641.56","2,305,863,094.69","4,040,301,813.83","3,991,273,312.69","4,380,093,805.13","4,508,883,435.39","4,118,756,381.32","3,860,654,942.88","4,615,053,911.80","4,671,849,115.26","4,680,449,159.09","4,533,744,866.39","2,151,844,074.25","2,033,353,559.00","2,033,140,105.34","2,041,093,774.14","1,833,864,544.58"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"300,000,000.00","350,000,000.00","350,000,000.00","350,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","505,547,425.00","1,011,094,850.00","1,011,094,850.00","1,011,094,850.00","1,104,079,526.00","3,312,238,578.00","3,312,238,578.00","3,312,238,578.00","3,312,238,578.00","4,014,204,649.00","4,014,204,649.00","4,014,204,649.00","4,014,204,649.00","8,831,250,228.00","8,831,250,228.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"7,780,122.06","167,202,452.10","167,202,452.10","154,369,480.92","1,747,251,173.33","1,747,251,173.33","1,747,251,173.33","1,747,246,114.71","1,747,246,114.71","1,747,246,114.71","1,747,246,114.71","2,498,325,827.02","1,992,778,402.02","1,992,778,402.02","1,992,778,402.02","3,266,306,729.10","1,058,147,677.10","1,058,147,677.10","1,059,724,918.68","1,060,359,645.75","4,229,755,514.19","4,227,106,257.09","4,227,106,257.09","4,227,106,257.09","212,901,608.09","212,901,608.09"
无形资产,"134,204,025.90","160,316,328.71","649,229,999.91","646,997,262.52","647,884,684.79","645,506,512.65","761,382,698.33","760,451,824.01","792,423,214.86","792,533,369.07","828,126,072.83","885,770,051.46","884,503,059.30","882,859,350.09","881,027,282.37","879,195,214.64","877,363,146.92","965,576,112.80","972,792,320.88","1,006,488,961.30","1,016,540,019.41","1,026,430,283.65","1,030,175,298.22","1,064,414,546.70","1,066,512,080.23","1,074,230,724.70"
盈余公积,"46,531,934.91","47,313,688.55","81,849,910.95","86,394,612.67","86,394,612.67","118,196,465.62","118,196,465.62","118,196,465.62","118,196,465.62","122,794,580.82","122,794,580.82","122,794,580.82","122,794,580.82","122,794,580.82","122,794,580.82","122,794,580.82","122,794,580.82","129,142,653.37","129,142,653.37","129,142,653.37","129,142,653.37","149,601,629.57","149,601,629.57","149,601,629.57","149,601,629.57","169,645,777.01"
开发支出,,,,,,,,,,,,,,,,,"1,105,569.28","2,501,728.90","4,153,129.37","5,588,140.45","7,190,585.89","5,589,067.68","6,272,232.03","6,796,370.76","6,797,478.63",
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,"1,263,185,061.91","1,263,185,061.91","1,263,185,061.91","1,263,185,061.91","1,263,185,061.91","1,263,185,061.91","1,522,379,207.13","1,522,379,207.13","1,522,379,207.13","1,522,379,207.13","1,522,379,207.13","1,522,379,207.13","1,522,379,207.13","1,522,379,207.13","1,522,379,207.13"
未分配利润,"293,754,368.14","410,101,343.86","741,841,523.44","1,054,635,895.14","1,106,390,994.59","1,089,100,912.68","950,114,054.56","950,444,617.29","951,139,011.89","968,940,145.04","999,989,392.15","1,642,239,852.37","1,641,527,920.06","1,620,481,244.00","1,658,729,087.96","1,686,355,008.84","1,714,979,412.42","1,783,222,382.40","1,836,823,164.73","1,872,819,570.60","1,935,516,239.39","2,047,451,852.86","2,219,411,181.15","2,263,280,925.22","1,548,668,312.29","1,701,964,612.65"
长期待摊费用,,,,,,,,,,,,,,,,,,,,"287,672.07","245,764.29","203,856.55","511,147.94","788,382.07","861,830.91","172,808.51"
少数股东权益,"89,552,325.73",,,,,,"25,736,344.44",,,,,,,,,,,"294,516,464.79","291,248,566.43","295,952,209.80","299,086,994.26","319,172,995.88","317,499,301.08","304,611,157.91","297,533,581.17","287,289,847.13"
递延所得税资产,"4,469,434.65","35,484,804.46","33,982,371.07","20,475,305.46","20,332,149.85","19,612,280.55","27,327,383.48","27,407,466.91","27,088,371.90","28,961,954.13","30,144,380.19","27,198,348.25","28,081,066.18","48,695,356.97","46,432,281.93","43,902,171.53","49,614,852.55","58,558,429.00","56,841,393.94","64,025,135.51","72,765,476.43","73,089,441.32","53,044,482.55","55,169,761.82","48,193,121.58","41,888,849.49"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,"352,154,859.90","316,446,712.48","366,719,749.78","370,321,070.49","957,051,582.86","957,868,785.70","976,850,442.32","947,050,246.44","907,380,843.22","948,929,709.44","625,659,628.21","574,198,116.01","557,619,510.67"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"2,440,454,054.38","2,391,655,388.06","2,759,358,953.29","2,679,822,110.41","2,655,299,285.78","2,692,669,004.15","2,940,002,051.45","2,990,861,746.29","3,209,223,877.98","3,448,025,781.01","3,669,723,175.66","6,567,821,777.42","6,798,426,676.18","7,347,853,567.02","7,437,706,561.27","7,594,952,701.14","7,943,774,658.12","8,853,167,696.23","9,039,371,869.99","9,120,586,775.69","9,356,133,147.65","9,318,574,885.84","9,369,121,525.80","9,414,786,241.93","9,403,861,001.69","9,529,511,223.80"
所有者权益(或股东权益)合计,"737,618,750.84","974,617,484.51","1,340,893,886.49","1,646,280,882.28","3,391,389,764.19","3,404,712,208.66","3,291,967,575.64","3,267,082,465.43","3,267,672,632.93","3,290,171,958.82","3,321,443,209.20","4,773,261,102.71","4,773,381,125.44","4,752,094,260.82","4,792,267,870.65","6,187,712,448.75","6,214,764,381.90","6,582,385,301.91","6,633,775,935.38","6,682,803,553.00","10,620,197,568.89","10,775,943,454.46","10,944,752,745.73","10,964,180,025.45","11,031,497,891.30","11,274,925,147.70"
资产总计,"3,167,095,423.07","3,118,806,081.96","3,682,190,986.25","3,665,191,688.17","5,255,995,458.77","5,046,434,414.11","4,945,970,191.86","5,208,557,257.44","5,474,052,276.00","5,582,429,600.38","5,627,306,303.89","8,813,562,916.54","8,764,654,438.13","9,132,188,065.95","9,301,151,306.04","10,306,468,830.07","10,075,419,324.78","11,197,439,213.71","11,305,625,050.64","11,363,252,712.09","15,153,942,435.28","12,927,787,528.71","12,978,106,304.73","12,997,320,130.79","13,072,591,665.44","13,108,789,692.28"
负债和所有者(或股东权益)合计,"3,167,095,423.07","3,118,806,081.96","3,682,190,986.25","3,665,191,688.17","5,255,995,458.77","5,046,434,414.11","4,945,970,191.86","5,208,557,257.44","5,474,052,276.00","5,582,429,600.38","5,627,306,303.89","8,813,562,916.54","8,764,654,438.13","9,132,188,065.95","9,301,151,306.04","10,306,468,830.07","10,075,419,324.78","11,197,439,213.71","11,305,625,050.64","11,363,252,712.09","15,153,942,435.28","12,927,787,528.71","12,978,106,304.73","12,997,320,130.79","13,072,591,665.44","13,108,789,692.28"
