科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"212,662,160.09","188,039,683.57","136,538,871.74","177,906,304.46","176,180,613.41","185,708,563.72","166,269,467.11","213,498,755.82","218,296,201.40","297,411,353.31","334,389,458.11","354,787,048.89","261,965,634.89","297,391,365.52","341,735,647.97","200,865,475.75","86,733,019.30","109,958,943.77","206,177,437.16","147,554,858.86","155,240,902.07","261,154,029.70","246,395,694.53","276,780,499.58","571,274,443.06","695,921,980.90","734,913,410.34","744,797,666.86","762,308,831.14","797,434,536.86","606,521,933.40","805,845,429.70","819,315,262.50","846,656,399.16","867,291,939.98","894,158,063.77","919,525,490.83","924,507,392.92","934,855,269.38","824,188,988.06","668,503,580.28","655,795,576.94","700,476,318.28"
短期借款,"165,000,000.00","95,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","117,000,000.00","99,000,000.00","115,000,000.00","115,000,000.00","115,000,000.00","115,000,000.00","99,000,000.00","100,000,000.00","115,000,000.00","115,000,000.00","115,000,000.00","99,000,000.00","80,000,000.00","115,000,000.00","115,000,000.00","115,000,000.00","83,000,000.00","83,000,000.00","115,000,000.00","115,000,000.00","115,000,000.00","100,000,000.00","100,000,000.00","140,000,000.00","124,000,000.00","120,000,000.00","140,000,000.00","140,000,000.00","124,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00","92,000,000.00","108,000,000.00","100,000,000.00","100,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,"1,728,000.00","3,035,989.88","5,399,726.14","6,350,000.00","1,900,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"19,329,080.99","19,721,585.86","24,473,579.86","14,071,622.76","16,680,094.47","16,924,123.36","10,009,991.42","4,867,301.29","16,729,464.65","4,126,838.65","4,232,032.65","2,660,267.52","5,085,487.29","5,861,183.29","2,302,434.15","2,825,846.21","-129,565.92","-378,871.42","-378,871.42","217,262.74","16,063,640.99","1,781,981.99","1,539,645.99","91,735.40","661,223.86","207,345.81","5,171.82",,,,,,,,,,,,,,,,
应付账款,"934,993.38","1,596,923.93","3,862,991.14","6,786,414.68","802,543.15","809,183.85","1,307,168.66","15,877,919.26","5,293,770.04","4,220,192.04","4,337,803.08","9,221,598.76","8,030,710.59","15,761,816.04","15,066,233.32","19,141,995.61","13,235,489.65","7,200,186.64","7,374,619.58","17,229,320.48","23,520,362.62","31,504,452.52","3,822,543.16","28,211,731.56","31,733,028.07","25,054,754.31","28,101,845.50","46,723,641.98","22,555,605.42","17,127,825.52","39,065,326.16","12,745,359.80","37,910,737.04","14,314,527.83","18,791,795.10","18,304,815.82","27,402,767.99","12,969,831.31","18,949,079.58","16,362,862.75","35,874,878.38","18,225,060.95","41,410,256.71"
预付款项,"126,142,504.81","123,231,592.54","133,086,987.56","155,579,356.11","156,421,153.57","114,200,357.32","112,783,038.37","93,394,745.38","94,667,845.87","65,669,032.72","62,839,528.35","92,911,038.93","62,460,388.54","69,325,303.96","55,071,027.87","51,688,260.37","44,586,935.69","59,036,257.21","68,091,827.21","67,072,889.42","67,477,131.35","14,097,416.43","9,154,470.08","15,284,328.15","7,479,242.32","19,596,086.81","13,562,669.76","23,136,719.68","12,724,707.05","7,584,759.55","209,845,232.39","11,863,144.08","9,786,755.73","10,363,708.81","6,619,301.18","9,952,351.10","22,885,217.18","10,420,755.38","22,995,944.05","642,949.44","2,483,748.99","6,965,512.04","7,340,916.32"
预收款项,"2,005,845.69","2,029,262.69","406,439.26","891,152.65","534,755.78","534,755.78","534,755.78","35,643.80","387,879.16","387,879.16","387,879.16","12,282,287.54","4,280,429.16","387,879.16","387,879.16","35,643.80","387,879.16","387,879.16","387,879.16","35,643.80","-7,269,710.12","3,201,879.16","3,201,879.16","12,690,705.80","387,879.16","387,879.16","387,879.16","35,643.80","387,879.16","387,879.16","387,879.16","35,643.80","387,879.16","1,987,879.16","639,879.16","2,251,520.80","5,559,367.80","59,367.80","8,959,367.80","1,554,800.00","734,800.00","1,784,800.00","4,534,800.00"
