科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"549,537,779.76","331,195,346.08","320,725,066.32","76,267,877.21","203,223,478.57","317,268,863.08","448,052,833.14","80,511,861.83","181,780,265.49","279,963,576.30","383,268,758.53","119,583,706.08","289,992,046.88","521,307,221.35","765,021,644.55","192,036,858.28","566,948,939.25","908,407,749.48","1,276,794,616.19","385,022,945.56","955,203,432.37","1,533,886,740.17","2,267,800,223.15","311,849,910.48","1,086,308,283.42","1,987,753,096.60","3,393,990,299.80","672,467,292.43","1,549,445,188.15","3,133,596,866.96","4,094,220,132.55","1,013,900,862.10"
二、营业利润,"93,037,418.83","25,131,425.66","57,859,175.81","11,767,071.53","54,552,354.27","89,049,478.99","112,778,453.46","17,311,411.65","54,395,223.27","89,346,337.26","113,550,733.89","33,085,820.71","91,141,688.30","148,726,758.32","198,088,391.08","55,772,138.15","147,600,069.56","237,604,539.47","306,195,018.15","75,577,026.70","230,178,270.61","398,116,629.16","580,505,333.78","92,480,920.90","303,636,593.91","558,343,801.80","833,234,571.95","93,294,705.31","336,007,104.96","732,492,041.82","721,930,423.75","161,223,979.43"
减:营业成本,"374,013,368.31","228,825,365.22","181,439,291.01","46,982,168.37","116,335,956.10","182,835,950.54","266,941,383.97","50,365,537.38","107,383,197.10","165,470,200.17","233,473,856.79","66,158,737.97","162,151,311.40","316,664,238.62","488,270,724.66","115,399,514.74","371,884,952.25","600,313,035.99","842,811,453.35","267,447,568.22","621,045,646.49","972,326,075.24","1,383,533,748.76","192,069,744.87","670,044,138.37","1,224,607,817.79","2,125,118,016.35","449,762,964.27","1,007,571,327.55","2,063,066,644.63","2,889,590,836.20","708,412,532.35"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"8,506,222.75","4,466,729.50","3,915,485.37","975,631.19","2,366,928.50","3,323,719.05","4,722,768.14","1,362,502.24","1,694,151.90","2,209,988.89","3,199,766.63","847,321.42","3,475,346.29","4,718,611.91","5,825,510.73","1,342,863.67","2,708,593.00","5,172,895.38","12,731,971.90","1,243,878.73","3,489,652.48","8,280,654.78","17,137,119.59","2,425,753.04","10,962,135.23","18,798,781.45","32,010,805.29","4,384,177.33","11,627,207.72","21,108,022.36","35,672,071.14","5,649,328.97"
营业外收入,"131,079.96","2,000,000.00","1,100,000.00",,"2,500.00","2,500.00","1,682,298.85","138,034.19","138,034.19","246,051.93","1,047,320.77","605,286.62","605,286.62","609,772.18","609,772.18","47,388.50","49,442.15","49,442.15","148,973.23","10,000.00","10,945.38","6,451,162.74","6,862,363.69","8,651,510.18","15,484,286.56","35,189,387.21","58,159,583.36","20,723,542.81","40,523,144.57","120,651.11","63,385,708.88","3,023,200.60"
销售费用,"13,669,820.27","8,874,980.35","4,502,951.38","1,329,163.65","1,170,822.04","1,859,349.75","3,037,684.23","758,336.50","2,525,777.44","4,080,619.21","5,267,263.03","6,528,449.98","10,037,452.70","12,867,293.91","14,518,388.10","5,000,555.42","11,408,674.55","14,598,297.04","19,328,450.20","7,624,813.47","18,050,473.52","31,252,028.14","63,579,090.43","11,142,129.41","27,276,844.96","47,792,176.27","77,482,534.90","17,588,488.01","32,354,785.40","75,940,816.16","71,320,472.05","20,692,734.78"
减:营业外支出,"1,089,740.98","218,443.66",,,"581,262.95","589,295.45","643,474.35",,,"124,727.90","364,368.80",,,,,920.00,"1,488.72","69,448.48","4,967,333.08",210.85,"626,875.80","663,109.10","728,391.07",,"24,364.32","404,042.28","424,723.17","117,357.76","117,457.76","167,929.65","346,888.64",718.77
管理费用,"52,944,244.74","36,273,962.64","32,417,557.23","6,362,339.07","16,783,114.63","27,289,594.16","41,149,953.04","12,667,929.10","22,713,953.41","30,624,692.70","43,165,204.64","13,480,380.85","25,678,616.30","39,551,544.58","55,391,564.44","15,449,696.64","28,294,387.17","42,121,517.89","78,922,907.11","32,246,265.16","66,235,538.69","96,301,310.35","152,936,872.59","30,479,925.12","60,855,539.00","108,336,180.58","172,709,958.84","57,376,783.69","71,944,218.44","164,702,505.75","198,054,894.24","68,803,017.68"
其中:非流动资产处置净损失,,"218,443.66",,,"581,262.95","589,295.45","643,474.35",,,"124,727.90","76,368.90",,,,,,,,"4,898,804.60",,"126,875.80",,"228,180.22",,"24,364.32","404,042.28","424,723.17","17,145.45","67,457.76","17,145.45",,
