科目,2008年度,2009年度,2010年度,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"10,402,718.81","12,794,067.11","21,414,672.07","27,396,981.47","36,009,375.12","14,453,878.92","24,067,795.55","34,341,135.69","43,355,371.67","15,614,659.28","26,794,036.05","39,614,180.55","53,089,995.15","21,119,766.62","34,944,665.22","50,480,847.48","65,574,840.37","23,643,539.28","38,320,700.14","54,230,583.03","67,952,453.29","19,867,512.63","31,598,699.99","43,721,500.03","58,610,736.22","43,686,845.12","72,944,396.45","99,442,751.56","140,925,808.83","52,647,820.90","81,969,015.21","118,565,895.76","149,324,395.37","41,241,250.54"
取得借款收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000.00",,,,,
支付的各项税费,"7,561,687.67","10,750,583.70","21,787,139.64","24,709,254.74","36,600,807.48","10,727,461.63","23,017,568.58","31,345,163.92","37,535,272.18","9,629,837.23","17,927,020.30","28,876,258.71","38,198,632.67","7,138,921.52","15,335,136.97","25,726,572.35","33,838,710.64","9,912,392.71","18,621,358.46","26,827,204.65","35,619,315.42","9,721,863.54","19,676,804.63","32,325,070.35","40,637,134.54","17,904,846.84","33,376,256.94","48,101,287.28","64,262,732.53","23,738,643.25","48,342,062.68","56,120,525.91","68,711,257.73","9,610,455.83"
收到其他与筹资活动有关的现金,,,,,,,,,,,"19,628,181.40","19,665,282.78",,,,"13,822,505.20",,,,,,,,,,,,,"141,805.56",,,,"7,368,000.00",
支付其他与经营活动有关的现金,"10,323,998.73","11,442,888.28","20,126,431.05","16,117,855.58","22,437,371.87","6,705,038.55","10,182,117.00","15,184,859.48","20,980,198.85","6,443,962.70","11,939,047.33","18,029,444.97","28,109,187.08","7,497,002.71","14,779,480.21","21,329,973.60","28,508,008.35","6,230,669.81","12,218,463.22","18,993,038.18","29,036,041.21","6,724,094.76","12,968,863.54","17,866,188.07","33,136,572.44","32,383,448.91","48,169,620.99","64,301,254.51","70,766,170.35","18,983,693.30","42,403,802.57","65,997,930.26","88,826,340.43","10,786,490.88"
筹资活动现金流入小计,,,"22,746,800.00",,,"637,201,000.00","632,838,800.00","632,838,800.00","632,838,800.00",,"19,628,181.40","19,665,282.78",,,,"13,822,505.20",,,"1,000,000.00","1,000,000.00","1,000,000.00",,,,,,"55,900.00","55,900.00","4,197,705.56",,"660,000.00","572,000.00","7,940,000.00","-44,000.00"
经营活动现金流出小计,"57,084,843.10","70,071,219.75","125,956,073.14","134,561,695.68","176,721,645.15","47,012,888.14","85,315,096.85","125,248,554.42","152,365,602.32","51,542,054.80","92,830,661.91","142,180,558.19","185,843,779.11","54,762,006.47","109,165,494.00","161,286,065.58","201,941,173.53","59,567,726.56","107,220,567.87","155,128,045.62","193,334,300.46","50,222,578.80","97,537,139.77","147,647,711.80","205,028,354.99","134,492,527.43","279,398,104.11","434,003,427.19","548,059,906.46","141,218,221.90","270,700,953.48","379,628,117.17","489,520,920.97","86,578,192.85"
偿还债务支付的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000.00",,,"4,770,000.00","4,770,000.00",
经营活动产生的现金流量净额,"20,965,559.22","42,070,141.75","62,744,345.12","43,843,753.04","77,197,450.36","1,097,408.10","19,043,311.98","34,562,034.11","71,403,322.75","-5,793,053.26","15,643,054.24","38,948,337.94","103,371,987.39","-4,333,467.46","22,434,218.76","33,483,698.18","91,733,240.61","-9,326,035.00","15,694,715.24","24,008,938.92","76,628,461.35","1,797,095.82","39,434,428.06","69,250,578.29","101,361,464.26","-12,250,713.71","4,711,952.50","14,131,681.54","84,638,322.34","-21,966,801.60","5,482,707.94","29,142,876.04","73,558,940.09","9,932,544.41"
分配股利、利润或偿还利息支付的现金,"700,000.00","15,500,000.00","30,000,000.00","10,000,000.00","10,000,000.00",,,"16,678,617.75","18,000,000.00",,,,,,"24,766,762.26","26,337,410.37","26,400,000.00",,"23,520,435.00","23,520,435.00","24,000,000.00",,"24,026,000.00","24,026,000.00","24,026,000.00",,"19,435,522.18","19,435,522.18","19,707,280.58","69,165.00","57,634,548.00","58,018,169.00","57,933,750.90","2,030,000.00"
收回投资收到的现金,"506,540.00","18,863,562.06","6,216,630.91",,,,,,,,,,,,"285,988.47","285,988.47","285,988.47",,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,"900,000.00","450,000.00","450,000.00",,,,,,,,,,,,,,,,,,,,"1,226,415.09",,,,,,,,,
取得投资收益收到的现金,"100,911.80","9,300.00",150.00,,,,,,,,,,"2,029,036.99",,"4,424,994.54",,"5,689,515.09",,"6,864,109.58","6,884,054.78","6,948,372.58",,"638,745.20","745,804.10","1,264,323.55","1,691,747.26","3,545,026.13","5,186,025.22","7,557,905.87","198,525.37","2,985,334.46","3,771,704.68","718,151.07","5,427,052.05"
筹资活动现金流出小计,"700,000.00","15,500,000.00","30,900,000.00","10,450,000.00","10,450,000.00",,,"16,678,617.75","18,000,000.00",,,,,,"24,766,762.26","26,337,410.37","26,400,000.00",,"23,520,435.00","23,520,435.00","24,000,000.00",,"24,026,000.00","24,026,000.00","25,252,415.09",,"19,435,522.18","19,435,522.18","22,707,280.58","69,165.00","57,634,548.00","62,788,169.00","62,703,750.90","2,030,000.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"35,300.00","34,000.00","3,059,944.75","22,000.00","22,000.00",,,,,,,"3,500.00","39,721.15",,388.00,380.54,"45,368.62",,,,,,,,"48,249.13","107,573.38","109,237.50","104,569.94","231,317.96","-1,180.22","195,758.75","185,930.95","2,217,614.54","28,100.00"
筹资活动产生的现金流量净额,"-700,000.00","-15,500,000.00","-8,153,200.00","-10,450,000.00","-10,450,000.00","637,201,000.00","632,838,800.00","616,160,182.25","614,838,800.00",,"19,628,181.40","19,665,282.78",,,"-24,766,762.26","-12,514,905.17","-26,400,000.00",,"-22,520,435.00","-22,520,435.00","-23,000,000.00",,"-24,026,000.00","-24,026,000.00","-25,252,415.09",,"-19,379,622.18","-19,379,622.18","-18,509,575.02","-69,165.00","-56,974,548.00","-62,216,169.00","-54,763,750.90","-2,074,000.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"26,065.25","-1,539.30","-3,803.14",-849.51,-957.45,,106.73,49.78,"-4,801.68",,,"1,484.80","-29,653.20","14,074.83","-46,876.07","-46,577.97","-150,661.18","-1,935.19","-21,730.56","-46,372.28","472,979.10","-70,205.19","321,492.99","426,661.35","1,280,513.41","-133,575.09","-595,678.69","-1,078,480.32","-1,668,803.86","-944,563.71","289,623.14","1,213,507.11","1,156,611.40","-462,604.89"
收到其他与投资活动有关的现金,"3,067,000.00",,"41,589,786.84",,,,,,,"30,672,657.53","51,134,827.39","111,944,105.48","130,000,000.00","101,774,816.45","275,000,000.00","279,424,994.54","325,000,000.00","1,450,500.00","132,211,875.00","132,847,875.00","143,362,315.02","34,645,364.38","48,050,000.00","72,888,500.00","130,940,775.84","129,950,500.00","308,950,500.00","445,950,500.00","549,950,500.00","11,200,000.00","120,200,000.00","149,700,000.00","242,684,204.82","244,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,709,751.80","18,906,862.06","50,866,512.50","22,000.00","22,000.00",,,,,"30,672,657.53","51,134,827.39","111,947,605.48","132,068,758.14","101,774,816.45","279,711,371.01","279,711,363.55","331,020,872.18","1,450,500.00","139,075,984.58","139,731,929.78","150,310,687.60","34,645,364.38","48,688,745.20","73,634,304.10","132,253,348.52","131,749,820.64","312,604,763.63","451,241,095.16","557,739,723.83","11,397,345.15","123,381,093.21","153,657,635.63","245,619,970.43","249,455,152.05"
五、现金及现金等价物净增加额,"10,803,386.28","31,847,624.65","68,421,425.68","-21,333,954.17","2,120,948.46","638,195,816.10","648,866,249.92","591,210,456.69","595,693,419.53","-18,177,630.21","17,036,718.60","12,294,084.83","-11,128,180.55","-19,016,248.97","-31,038,013.54","-83,371,168.40","-1,763,593.85","-23,523,785.42","27,449,108.56","-25,453,340.71","4,411,074.63","19,467,244.38","-3,393,328.08","-40,908,025.27","-42,128,255.67","-243,990,079.30","-256,508,376.05","-334,837,894.13","-305,758,487.59","-108,146,981.73","-80,192,800.39","-131,477,715.93","-134,187,262.70","34,306.70"
购建固定资产、无形资产和其他长期资产支付的现金,"5,654,166.60","1,071,615.89","7,208,029.14","54,748,857.70","64,647,544.45","102,592.00","3,015,968.79","29,511,809.45","40,543,901.54","13,057,234.48","19,369,344.43","28,268,626.17","54,700,272.88","11,471,672.79","13,369,964.98","37,503,746.99","51,450,045.46","15,621,315.23","18,377,740.72","25,137,717.15","37,201,053.42","10,313,729.50","20,920,713.20","30,902,287.88","45,312,385.64","7,435,611.14","13,129,791.31","29,739,944.92","39,172,213.76","25,099,565.07","47,137,455.18","63,141,344.21","68,867,225.68","7,116,784.87"
期初现金及现金等价物余额,"24,475,376.50","35,278,762.78","67,126,387.43","135,547,813.11","135,547,813.11","137,668,761.57","137,668,761.57","137,668,761.57","137,668,761.57","733,362,181.10","733,362,181.10","733,362,181.10","733,362,181.10","722,234,000.55","722,234,000.55","722,234,000.55","722,234,000.55","720,470,406.70","720,470,406.70","720,470,406.70","720,470,406.70","724,881,481.33","724,881,481.33","724,881,481.33","724,881,481.33","682,753,225.66","682,753,225.66","682,753,225.66","682,753,225.66","376,994,738.07","376,994,738.07","376,994,738.07","376,994,738.07","242,807,475.37"
投资支付的现金,"5,543,823.39","11,723,544.67","3,423,135.16",,,,,,,,,,"338,000.00",,,,,,"85,700,000.00","105,500,000.00","105,500,000.00","2,391,281.13","2,391,281.13","2,391,281.13","2,458,781.13","205,920,000.00","221,520,000.00","294,365,300.00","2,950,000.00","204,221.50","1,034,221.50","1,034,221.50","7,534,221.50",
期末现金及现金等价物余额,"35,278,762.78","67,126,387.43","135,547,813.11","114,213,858.94","137,668,761.57","775,864,577.67","786,535,011.49","728,879,218.26","733,362,181.10","715,184,550.89","750,398,899.70","745,656,265.93","722,234,000.55","703,217,751.58","691,195,987.01","638,862,832.15","720,470,406.70","696,946,621.28","747,919,515.26","695,017,065.99","724,881,481.33","744,348,725.71","721,488,153.25","683,973,456.06","682,753,225.66","438,763,146.36","426,244,849.61","347,915,331.53","376,994,738.07","268,847,756.34","296,801,937.68","245,517,022.14","242,807,475.37","242,841,782.07"
