科目,2008年度,2009年度,2010年度,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"69,286,538.65","102,307,091.45","178,491,255.78","170,097,924.85","231,035,537.58","40,899,671.90","92,980,509.01","142,136,943.19","198,532,477.39","41,128,616.68","99,648,255.63","166,143,255.95","243,108,945.22","44,350,123.28","106,504,620.01","170,287,604.21","242,580,856.47","42,570,125.59","101,843,540.06","152,717,882.83","228,186,322.58","42,465,281.50","105,622,903.32","176,467,314.57","258,556,245.18","107,208,517.86","251,500,049.59","397,651,606.37","582,834,545.68","96,929,947.88","239,547,501.66","356,376,701.50","520,587,886.52","82,443,865.31"
取得子公司及其他营业单位支付的现金净额,,,"17,089,710.50",,,,,,,,,,,,,,,,,,,,,,,,,,"288,730,185.12",,,,,
收到的税费返还,"3,313,649.60","3,204,939.72","5,421,594.42","1,206,030.22","9,588,690.45","2,442,677.56","5,019,012.85","6,597,722.97","9,635,467.76","1,437,233.25","3,441,022.93","5,854,604.59","8,466,042.56","2,799,979.48","4,481,216.74","7,262,286.27","9,739,135.26","3,275,615.10","4,814,494.02","6,850,682.55","9,116,525.23","3,353,696.07","5,006,345.68","9,827,186.01","10,061,726.84","6,700,631.79","10,810,075.59","14,262,609.13","19,389,215.84","7,980,559.78","12,772,976.91","19,627,921.05","20,623,713.72","5,495,807.14"
支付其他与投资活动有关的现金,"2,000,000.00","832,679.30","9,311,554.00",,,,,"30,000,000.00","50,000,000.00","30,000,000.00","50,000,000.00","130,000,000.00","191,501,000.00","105,000,000.00","295,000,000.00","346,501,000.00","346,517,000.00","25,000.00","701,684.98","35,989,684.98","57,300,000.00","4,200,000.00","44,500,000.00","126,900,000.00","204,000,000.00","150,000,000.00","319,200,000.00","455,647,323.41","597,105,756.00","71,260,010.00","104,200,000.00","189,100,000.00","323,357,586.54","249,700,000.00"
收到其他与经营活动有关的现金,"5,450,214.07","6,629,330.33","4,787,568.06","7,101,493.65","13,294,867.48","4,767,946.78","6,358,886.97","11,075,922.37","15,600,979.92","3,183,151.61","5,384,437.59","9,131,035.59","37,640,778.72","3,278,436.25","20,613,876.01","17,219,873.28","41,354,422.41","4,395,950.87","16,257,249.03","19,568,419.16","32,659,914.00","6,200,697.05","26,342,318.83","30,603,789.51","37,771,847.23","8,332,664.07","21,799,931.43","36,220,893.23","30,474,467.28","14,340,912.64","23,863,182.85","32,766,370.66","21,868,260.82","8,571,064.81"
投资活动现金流出小计,"13,197,989.99","13,627,839.86","37,032,428.80","54,748,857.70","64,647,544.45","102,592.00","3,015,968.79","59,511,809.45","90,543,901.54","43,057,234.48","69,369,344.43","158,268,626.17","246,539,272.88","116,471,672.79","308,369,964.98","384,004,746.99","397,967,045.46","15,646,315.23","104,779,425.70","166,627,402.13","200,001,053.42","16,905,010.63","67,811,994.33","160,193,569.01","251,771,166.77","363,355,611.14","553,849,791.31","779,752,568.33","927,958,154.88","96,563,796.57","152,371,676.68","253,275,565.71","399,759,033.72","256,816,784.87"
经营活动现金流入小计,"78,050,402.32","112,141,361.50","188,700,418.26","178,405,448.72","253,919,095.51","48,110,296.24","104,358,408.83","159,810,588.53","223,768,925.07","45,749,001.54","108,473,716.15","181,128,896.13","289,215,766.50","50,428,539.01","131,599,712.76","194,769,763.76","293,674,414.14","50,241,691.56","122,915,283.11","179,136,984.54","269,962,761.81","52,019,674.62","136,971,567.83","216,898,290.09","306,389,819.25","122,241,813.72","284,110,056.61","448,135,108.73","632,698,228.80","119,251,420.30","276,183,661.42","408,770,993.21","563,079,861.06","96,510,737.26"
投资活动产生的现金流量净额,"-9,488,238.19","5,279,022.20","13,834,083.70","-54,726,857.70","-64,625,544.45","-102,592.00","-3,015,968.79","-59,511,809.45","-90,543,901.54","-12,384,576.95","-18,234,517.04","-46,321,020.69","-114,470,514.74","-14,696,856.34","-28,658,593.97","-104,293,383.44","-66,946,173.28","-14,195,815.23","34,296,558.88","-26,895,472.35","-49,690,365.82","17,740,353.75","-19,123,249.13","-86,559,264.91","-119,517,818.25","-231,605,790.50","-241,245,027.68","-328,511,473.17","-370,218,431.05","-85,166,451.42","-28,990,583.47","-99,617,930.08","-154,139,063.29","-7,361,632.82"
购买商品、接受劳务支付的现金,"28,796,437.89","35,083,680.66","62,627,830.38","66,337,603.89","81,674,090.68","15,126,509.04","28,047,615.72","44,377,395.33","50,494,759.62","19,853,595.59","36,170,558.23","55,660,673.96","66,445,964.21","19,006,315.62","44,106,211.60","63,748,672.15","74,019,614.17","19,781,124.76","38,060,046.05","55,077,219.76","60,726,490.54","13,909,107.87","33,292,771.61","53,734,953.35","72,643,911.79","40,517,386.56","124,907,829.73","222,158,133.84","272,105,194.75","45,848,064.45","97,986,073.02","138,943,765.24","182,658,927.44","24,939,995.60"
吸收投资收到的现金,,,"22,746,800.00",,,"637,201,000.00","632,838,800.00","632,838,800.00","632,838,800.00",,,,,,,,,,"1,000,000.00","1,000,000.00","1,000,000.00",,,,,,"55,900.00","55,900.00","1,055,900.00",,"660,000.00","572,000.00","572,000.00","-44,000.00"
