科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"111,522,810.16","521,496,265.77","767,159,465.42","1,277,770,424.67","586,715,637.79","2,026,742,745.84","2,409,378,511.97","2,285,578,324.38","391,529,818.51","1,284,922,536.47","2,241,398,619.61","2,793,130,492.16","830,217,075.26","1,711,703,752.79","2,866,106,648.53","3,473,492,079.21","843,627,695.42","1,467,126,634.68","2,930,737,600.28","3,664,524,682.14","853,830,967.43","1,950,698,609.13","2,725,386,652.01","4,406,134,007.27","1,623,988,333.77","3,363,152,288.44","3,773,199,606.86","6,720,564,495.37","303,522,513.12","530,627,153.84","1,249,272,546.03","5,456,601,809.89","382,610,272.32","3,763,890,482.58","5,233,543,401.75","7,375,183,843.93","513,303,152.93","1,853,395,727.71","4,112,123,124.70","8,246,527,311.12","555,519,134.14","1,698,033,654.72","2,883,640,105.45","5,767,980,961.16","792,678,634.89","1,489,162,551.34"
二、营业利润,"6,654,908.89","93,063,197.21","160,746,877.62","298,315,846.29","148,552,040.23","735,110,354.88","823,075,588.45","789,133,911.39","146,269,452.42","406,037,948.55","800,274,998.63","1,079,750,553.93","252,232,151.07","414,742,753.38","943,164,210.48","1,177,598,064.11","294,905,367.13","497,414,971.08","1,071,662,804.80","1,100,095,761.17","295,098,375.79","555,852,775.98","746,157,321.36","1,180,785,668.20","466,710,887.45","1,138,743,484.95","1,063,088,420.53","934,975,930.06","37,555,107.24","72,909,090.62","71,040,699.93","1,210,494,907.15","42,212,894.14","501,039,075.99","1,101,297,966.39","1,350,275,277.76","43,167,205.24","200,533,446.00","1,055,170,947.98","1,688,341,882.66","65,295,232.85","247,480,107.91","695,587,520.91","1,543,340,114.62","365,241,498.80","552,055,863.43"
减:营业成本,"85,153,642.92","373,024,920.02","514,885,407.30","819,540,565.23","359,626,347.86","967,630,309.20","1,162,543,342.58","1,071,463,913.59","167,435,892.69","646,316,044.16","1,065,460,559.89","1,337,159,599.39","469,197,582.51","1,073,151,739.99","1,560,586,804.48","1,820,713,744.24","426,237,866.36","741,215,027.70","1,403,782,351.38","2,002,309,379.03","412,768,120.52","1,051,989,187.21","1,499,381,052.94","2,563,965,110.76","942,096,568.23","1,785,532,848.38","2,061,140,910.84","4,799,985,757.64","166,444,663.48","258,965,431.50","838,189,084.82","3,392,444,513.08","223,089,547.97","2,753,141,689.60","3,355,800,592.93","4,870,957,039.38","287,387,847.75","1,340,988,214.33","2,431,102,106.58","5,421,264,071.79","374,172,717.39","1,229,819,121.40","1,821,318,063.09","3,294,282,132.42","290,762,386.47","643,433,332.42"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"5,387,267.47","26,627,985.01","43,043,124.86","89,899,203.73","56,095,759.43","253,138,508.62","314,761,072.00","273,401,128.15","43,382,776.01","153,896,726.13","265,535,445.54","230,211,587.77","65,724,414.36","132,464,102.45","232,577,819.25","286,206,621.59","70,098,283.43","121,888,976.33","292,283,733.76","325,177,443.09","85,999,163.47","192,699,483.71","244,686,995.91","359,419,752.31","136,906,428.79","288,083,988.61","407,026,696.37","610,025,895.75","23,228,346.73","43,138,310.26","89,054,237.03","457,885,996.72","35,731,975.58","308,656,251.86","455,597,320.05","668,755,365.80","43,521,254.20","100,421,761.30","316,067,327.79","700,049,803.39","19,531,282.11","41,712,949.43","137,506,724.98","361,104,719.59","67,134,184.14","108,675,762.44"
营业外收入,"1,905,650.00","2,878,388.38","3,008,856.53","4,411,075.19","872,793.05","1,215,431.80","1,302,400.58","1,775,905.57","3,969,807.69","3,439,478.29","5,849,072.82","9,154,585.26","2,541,337.80","2,910,530.30","3,816,569.35","4,822,127.14","8,424,711.61","5,864,686.82","8,774,510.46","10,705,437.30","1,422,307.68","2,840,185.68","3,680,351.84","8,979,516.55","4,676,564.23","5,438,733.24","10,739,534.16","12,537,545.29","4,574,919.75","9,384,125.63","10,347,258.02","12,202,013.14","2,026,954.78","3,606,597.36","5,180,889.95","9,700,693.37","1,910,553.90","3,446,894.47","7,078,171.80","11,282,553.33","5,192,705.74","9,587,294.09","12,191,229.20","19,000,000.62","3,991,288.84","1,869,393.43"
销售费用,"4,627,456.26","10,729,059.47","19,895,839.07","30,757,765.52","7,580,973.09","37,520,318.45","61,347,807.67","79,267,567.32","17,411,177.36","40,306,324.32","62,701,426.85","77,377,749.15","22,973,085.87","41,659,803.66","58,358,311.73","86,183,246.99","27,215,468.34","48,113,304.11","82,896,915.30","119,793,009.56","29,722,990.56","75,157,226.52","131,051,311.94","143,885,827.68","36,144,358.72","69,693,302.75","125,096,088.59","189,300,033.70","31,986,094.07","62,521,964.41","98,510,894.33","188,319,238.57","26,625,180.36","72,901,491.34","126,588,100.04","173,088,119.36","27,219,493.94","62,139,363.86","103,702,305.29","156,223,462.45","23,890,686.49","48,850,284.11","70,635,113.69","143,678,875.23","23,440,664.04","57,380,508.88"
减:营业外支出,"338,810.20","349,960.20","355,381.07","2,514,695.64","4,200.00","3,591,529.71","6,241,586.85","7,876,256.30","6,709.74","1,457,599.58","2,010,416.69","6,253,408.51","1,022,870.00","8,163,091.63","10,684,379.45","10,669,448.74","523,196.40","5,835,785.03","7,669,266.71","9,109,718.24","984,987.38","1,615,010.33","8,890,586.45","10,134,772.31","1,785,295.64","3,560,448.99","6,315,233.47","11,346,867.64","1,571,309.75","3,391,851.00","17,883,800.74","22,031,894.85","2,255,426.50","5,567,349.42","9,602,243.07","19,212,825.50","3,633,422.55","6,317,863.84","7,518,753.96","165,577,495.80","4,099,162.27","6,452,012.48","8,058,305.93","18,928,016.20","3,673,059.66","2,881,950.32"
管理费用,"5,251,360.97","12,149,738.70","19,212,371.24","27,109,951.48","9,569,343.84","20,573,420.34","29,247,025.53","45,284,033.93","9,524,846.66","24,250,619.11","37,251,653.61","48,134,062.60","15,159,098.75","38,035,317.41","51,480,735.29","75,095,974.25","21,359,117.01","48,666,924.24","64,857,594.11","82,613,273.09","23,271,737.99","51,110,288.14","82,853,334.05","110,237,879.51","43,506,517.09","75,795,568.34","104,695,465.06","147,527,787.78","31,531,602.71","60,196,070.88","92,997,962.87","128,995,805.01","27,830,067.65","58,680,546.84","88,618,111.48","139,167,037.55","53,115,700.33","106,949,081.32","156,447,092.94","206,080,432.58","64,759,101.68","127,388,547.22","170,949,524.49","248,380,650.22","58,440,005.08","135,835,903.43"
其中:非流动资产处置净损失,,,,,,,,,183.04,183.04,183.04,183.04,,,"22,867.81","11,562.85",240.13,"26,829.95",,"71,215.82","70,097.94","82,661.23","87,854.91","866,242.54","22,988.81","23,711.69","27,370.05",,"2,920.60","581,441.48","1,426,811.54","1,489,798.42",605.00,"3,738.96","241,967.40","6,749,466.22","2,665.50","342,193.62","583,325.28","527,730.99","2,491.44","5,385.90","6,661.07",,,
