科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"149,842,642.49","156,143,230.00","197,313,563.91","53,377,933.41","97,994,758.78","143,035,678.99","201,168,554.97","52,510,791.46","81,814,536.19","120,699,277.80","294,154,427.48","96,264,682.24","197,887,999.72","283,105,691.08","366,136,887.67","91,269,457.91"
取得借款收到的现金,"520,128,384.93","627,973,967.62","627,813,545.10","269,000,000.00","399,000,000.00","598,000,000.00","711,287,512.72","260,000,000.00","727,413,616.43","1,656,789,781.32","1,662,889,781.32","327,250,000.00","648,250,000.00","692,250,000.00","1,078,575,908.36","170,000,000.00"
支付的各项税费,"20,661,127.93","11,384,514.41","14,709,011.38","2,571,304.30","6,025,008.41","8,866,453.90","11,397,946.45","2,184,416.25","5,697,462.92","8,584,040.78","10,135,732.67","3,123,091.96","10,227,489.89","12,844,986.62","28,694,751.05","11,152,057.15"
收到其他与筹资活动有关的现金,,"15,186,240.10",,,,"80,000,000.00","130,089,782.42",,,,"210,918,239.30",,"150,907,852.02","321,907,852.02","372,808,852.02","9,000,000.00"
支付其他与经营活动有关的现金,"40,894,418.76","34,171,833.84","28,159,990.99","13,187,400.22","14,091,551.27","42,541,250.28","38,323,843.82","15,868,868.65","25,062,518.69","42,787,080.63","33,394,390.46","16,198,758.94","26,061,785.36","45,999,954.26","46,326,872.24","17,058,074.18"
筹资活动现金流入小计,"520,128,384.93","643,160,207.72","627,813,545.10","269,000,000.00","988,905,000.00","1,267,905,000.00","1,431,282,295.14","260,000,000.00","751,715,616.43","1,722,680,516.13","1,938,637,104.48","327,250,000.00","828,157,852.02","1,043,157,852.02","1,451,384,760.38","179,000,000.00"
经营活动现金流出小计,"558,326,686.51","630,194,046.64","768,803,385.53","181,017,308.80","332,052,796.00","552,484,460.33","704,768,929.77","190,422,591.69","428,117,221.95","624,598,536.57","1,031,675,450.67","385,503,578.98","740,978,677.16","1,131,753,371.45","1,483,381,714.80","346,205,602.68"
偿还债务支付的现金,"488,965,128.01","613,932,526.75","565,786,345.19","243,355,000.00","504,355,000.00","662,140,000.00","803,927,512.72","165,285,000.00","304,285,000.00","599,397,370.43","878,684,883.15","323,191,164.89","478,191,164.89","692,827,801.89","942,239,438.89","256,779,492.00"
经营活动产生的现金流量净额,"235,069,408.42","253,240,371.29","273,766,018.09","68,450,521.79","75,443,780.01","113,671,456.50","317,713,877.08","75,865,339.46","93,169,124.25","194,374,458.59","305,727,001.55","158,839,801.83","121,579,316.14","258,958,644.37","406,816,773.87","211,754,874.78"
分配股利、利润或偿还利息支付的现金,"52,991,294.99","76,898,695.94","67,380,987.57","11,264,160.07","21,316,180.70","60,819,388.67","73,005,831.77","8,463,438.67","25,930,006.28","37,574,612.78","75,979,939.76","18,841,635.00","50,234,415.84","86,784,798.35","111,628,073.61","17,174,031.23"
收回投资收到的现金,"816,195.84",,,,"100,000,000.00","470,000,000.00","645,000,000.00","135,000,000.00","135,000,000.00","135,000,000.00","75,000,000.00",,,,,"40,000,000.00"
支付其他与筹资活动有关的现金,"21,186,020.38","16,563,376.58","10,330,732.32","3,479,058.47","7,970,411.68","23,253,637.68","65,119,530.67","17,796,521.55","27,927,797.90","47,543,670.68","113,108,526.56","7,449,527.27","235,148,039.56","388,694,669.62","389,173,145.70","45,893,567.00"
取得投资收益收到的现金,,,,,"124,520.57","1,295,512.35","1,995,758.93","384,363.02","384,363.02","384,363.02","384,363.00",,,,,
筹资活动现金流出小计,"563,142,443.38","707,394,599.27","643,498,065.08","258,098,218.54","533,641,592.38","746,213,026.35","942,052,875.16","191,544,960.22","358,142,804.18","684,515,653.89","1,067,773,349.47","349,482,327.16","763,573,620.29","1,168,307,269.86","1,443,040,658.20","319,847,090.23"
处置固定资产、无形资产和其他长期资产收回的现金净额,"2,793,872.04","1,540,231.45","99,230.91","236,867.95","804,320.15","887,947.97","752,429.21","703,216.01","6,331,603.84","9,765,840.04","11,982,364.92","9,498.86","67,687,393.71","189,317,453.20","215,163,137.53","7,598,270.08"
筹资活动产生的现金流量净额,"-43,014,058.45","-64,234,391.55","-15,684,519.98","10,901,781.46","455,263,407.62","521,691,973.65","489,229,419.98","68,455,039.78","393,572,812.25","1,038,164,862.24","870,863,755.01","-22,232,327.16","64,584,231.73","-125,149,417.84","8,344,102.18","-140,847,090.23"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-19,168.60","1,910.57","1,621.27","11,755.78",256.79,"13,382.15",374.39,"-1,092.82","-875,870.99","-821,371.36","-995,152.47","293,801.96","150,935.67","909,699.64","2,987,434.15","17,026.44"
收到其他与投资活动有关的现金,"19,137,739.80","2,150,000.00","23,647,700.00",,,,"2,123,600.00",,"3,000,000.00","17,964,000.00","4,992,000.00",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"22,747,807.68","3,690,231.45","23,746,930.91","236,867.95","100,928,840.72","472,183,460.32","649,871,788.14","136,087,579.03","144,715,966.86","163,114,203.06","92,358,727.92","9,498.86","67,687,393.71","189,317,453.20","215,163,137.53","47,598,270.08"
五、现金及现金等价物净增加额,"16,393,771.38","22,664,250.84","-1,946,735.89","-7,306,488.96","64,405,217.75","183,011,554.97","41,611,953.41","-7,606,707.12","13,049,766.85","390,323,380.33","89,356,095.39","-48,610,229.99","-37,394,262.49","-31,439,811.00","131,078,774.13","46,779,465.69"
购建固定资产、无形资产和其他长期资产支付的现金,"198,390,217.67","163,008,896.52","283,776,786.18","86,177,415.94","216,501,067.39","383,693,364.65","695,203,506.18","228,013,572.57","557,326,480.22","944,302,986.90","1,178,598,236.62","185,521,005.48","291,396,139.74","355,476,190.37","442,232,673.60","71,743,615.38"
期初现金及现金等价物余额,"51,018,502.84","67,412,274.22","90,076,525.06","88,892,838.64","88,892,838.64","88,892,838.64","88,129,789.17","164,741,742.58","129,741,742.58","129,741,742.58","129,741,742.58","219,097,837.97","219,097,837.96","219,097,837.97","219,097,837.97","350,176,612.10"
投资支付的现金,,,,,"350,000,000.00",,"720,000,000.00","60,000,000.00","60,000,000.00",,,,,,"60,000,000.00",
期末现金及现金等价物余额,"67,412,274.22","90,076,525.06","88,129,789.17","81,586,349.68","153,298,056.39","271,904,393.61","129,741,742.58","157,135,035.46","142,791,509.43","520,065,122.91","219,097,837.97","170,487,607.98","181,703,575.47","187,658,026.97","350,176,612.10","396,956,077.79"
