科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"74,784,232.73","155,614,395.54","235,123,959.63","314,500,354.17","72,844,546.69","170,801,350.50","263,110,696.22","347,430,480.48","54,418,353.45","126,611,849.39","209,562,821.79","305,217,216.20","87,463,053.10","187,725,635.84","292,208,825.23","402,736,079.10","101,889,175.17","222,606,895.47","332,577,661.08","457,624,430.05","105,681,026.41","208,383,283.16","306,707,813.69","414,517,257.26","103,954,003.58","206,608,362.70","305,447,169.88","417,389,223.31","111,008,363.27","121,861,272.32","196,258,274.27","507,764,060.95","55,855,184.07","203,868,041.20","457,479,804.11","993,443,414.26","255,203,168.29","597,249,221.81","871,611,355.19","1,355,621,551.74","116,295,047.21","263,128,785.31","726,549,267.41","1,245,324,272.18","232,857,972.97"
二、营业利润,"4,236,904.21","7,303,517.76","9,565,045.35","3,587,479.62","909,488.31","1,560,855.37","-58,446.22","-11,457,151.11","-6,079,303.01","-6,356,132.83","-3,135,344.79","2,516,561.33","5,084,766.46","10,939,533.83","17,831,060.07","24,464,173.10","6,035,573.77","12,304,763.90","17,629,760.06","16,970,756.69","1,688,266.84","2,249,548.46","-1,394,699.98","-106,328,251.97","176,916.51","-977,329.66","-1,750,476.46","918,805.74","728,186.80","44,042,819.65","67,197,626.49","254,640,296.98","20,560,737.61","60,093,104.14","128,500,721.31","338,363,245.38","30,955,221.40","98,397,847.83","154,803,379.24","312,770,860.59","19,940,202.37","98,016,170.18","151,208,309.52","156,132,261.41","36,336,309.03"
减:营业成本,"61,754,780.87","131,537,922.77","200,382,481.63","265,189,106.06","62,639,767.14","148,508,447.18","233,572,230.28","313,611,813.96","53,751,925.72","115,880,264.67","186,052,087.35","262,994,536.57","72,579,999.64","156,996,213.02","243,489,724.12","338,468,999.26","85,732,336.89","186,516,841.33","275,091,359.72","384,478,720.72","87,296,107.55","172,408,128.22","252,711,655.28","342,664,596.15","82,634,383.09","161,457,617.85","239,708,150.75","328,214,472.18","93,677,496.01","50,449,491.88","92,843,825.11","187,133,505.30","28,128,154.03","118,538,122.80","267,802,528.66","514,656,973.77","188,225,829.78","403,714,129.81","587,268,768.74","805,372,496.36","70,236,799.96","170,917,196.78","516,865,438.10","885,950,129.51","146,213,001.07"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"151,610.60","277,310.64","365,160.57","1,106,453.19","270,975.51","539,255.37","1,110,514.00","1,428,398.27","192,809.89","327,255.25","1,086,100.40","1,675,053.67","109,827.79","678,189.16","949,356.41","1,668,000.48","141,354.63","441,822.65","683,493.08","1,542,099.40","478,396.96","1,199,753.59","1,776,918.07","2,376,310.83","630,475.34","1,523,839.08","2,155,600.06","2,867,157.21","590,786.24","680,224.51","125,024.87","5,154,316.22","414,340.09","1,525,121.40","6,071,226.44","10,193,676.85","673,551.56","1,680,480.88","2,823,100.07","14,948,784.09","533,993.06","3,703,341.81","5,649,524.71","8,664,477.32","809,813.43"
营业外收入,"862,318.18","1,261,568.06","2,466,135.12","3,187,143.80","424,239.52","969,125.28","2,666,171.69","4,025,898.91","225,015.39","331,835.82","1,610,971.97","1,896,798.81","483,045.37","662,598.77","1,359,059.71","1,641,782.94","301,049.40","1,163,947.31","1,424,094.77","1,597,788.10","274,539.49","449,868.14","776,646.41","1,307,818.98","582,744.68","1,357,028.72","1,808,397.25","2,985,901.86","1,010,024.15","11,652,673.00","13,422,274.00","25,428,798.04","8,210,000.00","17,741,636.06","35,942,138.07","46,086,702.35","6,228,084.00","13,729,298.30","26,242,414.47","37,903,022.85","3,761,048.43","4,399,223.72","15,259,753.62","90,035,885.31","1,033,583.94"
销售费用,"1,609,232.42","3,270,593.34","5,222,969.91","10,241,717.10","2,178,202.52","5,689,736.90","7,576,180.07","10,785,406.35","1,348,920.27","3,316,052.02","5,346,732.44","8,791,015.14","1,787,888.70","4,118,892.84","6,807,803.41","9,926,153.59","2,200,192.11","5,323,891.18","7,759,736.53","11,176,727.95","2,324,102.00","5,087,351.64","7,406,940.98","10,557,608.79","2,720,444.51","5,096,326.24","7,945,745.94","12,002,491.38","3,246,110.85","8,111,749.43","11,378,042.99","17,789,473.46","5,034,788.60","10,467,336.43","19,787,055.23","31,525,188.65","12,651,681.35","16,928,092.65","21,795,341.73","28,544,656.84","3,889,091.28","10,084,925.61","15,339,614.92","23,223,742.09","7,722,056.69"
减:营业外支出,"65,710.90","93,036.65","242,183.24","130,014.40","77,784.00","99,204.00","181,220.00","424,705.57","251,650.00","251,650.00","251,650.00","311,469.96","177,876.32","287,639.44","542,583.90","927,982.51",600.48,"29,362.56","472,526.70","1,004,109.31","203,480.01","258,954.88","580,358.20","908,907.04","8,398.00","1,454,099.78","1,625,687.71","1,740,467.29","71,437.22","216,546.55","337,785.43",509.01,"6,522.04","21,207.50","313,905.20","529,285.50","80,000.00","159,314.97","159,314.97","499,805.81",172.43,"9,595.29","552,882.37","783,967.56","152,921.82"
管理费用,"5,309,694.42","10,898,749.49","16,005,389.51","27,139,934.92","5,563,746.87","11,643,921.45","16,491,058.83","23,188,012.62","5,548,953.20","12,314,394.82","18,462,582.11","21,766,295.33","5,815,009.83","12,618,070.40","19,077,754.30","22,132,502.43","6,277,609.22","13,770,774.63","23,437,302.71","28,657,519.07","8,653,057.43","17,057,504.62","29,187,060.37","42,605,680.45","10,070,907.74","22,295,953.24","34,183,959.41","47,701,680.84","11,582,200.91","17,190,741.01","24,250,210.83","41,306,711.83","5,541,374.80","12,766,188.27","30,999,582.82","54,505,147.07","11,653,766.58","23,195,354.12","35,278,918.99","56,409,283.82","12,049,452.12","21,833,496.69","37,381,197.80","64,389,059.18","18,453,518.99"
其中:非流动资产处置净损失,,,,,,,,"378,085.57",,,,"59,141.41",,,,,,,,"530,240.91","10,788.46","121,704.13","12,704.13","156,357.13",,"1,131,909.80","1,183,273,026.00","1,219,392.41",,,,,,,,"219,728.90",,,,"91,567.20",,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,722,010.21","2,237,487.16","3,494,098.28","6,306,776.92","1,282,366.34","2,620,159.26","4,180,184.29","6,027,895.83","1,577,459.99","2,700,858.45","3,807,571.93","5,205,679.44","2,085,560.68","3,057,522.21","4,659,811.03","6,868,850.91","2,270,668.92","4,808,617.78","8,311,702.10","12,177,611.25","5,203,439.01","10,994,991.16","17,654,551.27","24,824,447.83","7,574,209.45","14,209,419.90","20,156,059.70","24,810,922.58","5,669,681.42","298,499.39","1,709,937.64","4,533,621.80","2,576,209.51","5,876,574.00","7,075,108.05","13,773,836.26","7,415,670.97","14,079,206.11","22,009,910.89","32,193,365.93","10,381,971.58","24,289,684.80","37,911,354.66","58,462,902.78","22,677,388.85"
