科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"396,641,951.28","576,930,300.42","624,337,862.73","333,189,051.65","552,678,211.10","707,896,304.69","199,974,779.54","386,252,550.23","573,015,055.05","741,183,528.98","202,060,497.31","354,596,052.54","561,454,616.24","762,986,476.82","196,416,268.49"
取得子公司及其他营业单位支付的现金净额,"18,975,299.31",,,,,,,,,,,,,,"20,000,000.00"
收到的税费返还,"10,725,273.36","4,702,667.78","3,842,048.01","4,450,894.61","7,749,327.24","8,854,140.16","715,865.98","1,630,999.26","2,179,112.47","3,800,501.84","937,170.24","2,248,971.01","3,600,028.89","5,573,975.91","3,713,271.13"
支付其他与投资活动有关的现金,,"3,769,056.66",,,,"94,000,000.00","92,000,000.00","248,000,000.00","491,000,000.00","784,670,000.00","173,000,000.00","408,000,000.00","586,000,000.00","763,000,000.00","113,000,000.00"
收到其他与经营活动有关的现金,"1,323,623.02","1,342,671.81","2,104,006.01","5,271,411.54","5,485,173.90","15,102,883.19","1,448,898.22","2,382,560.15","3,260,874.32","3,251,166.38","1,904,218.71","2,667,250.84","3,402,612.14","3,435,889.80","485,600.38"
投资活动现金流出小计,"46,484,278.77","11,367,204.16","14,070,464.96","2,580,322.90","2,601,612.84","98,307,538.53","93,269,791.70","254,360,302.36","503,654,305.30","802,385,328.66","201,603,031.05","446,183,142.19","647,858,332.50","855,713,925.19","158,404,258.11"
经营活动现金流入小计,"408,690,847.66","582,975,640.01","630,283,916.75","342,911,357.80","565,912,712.24","731,853,328.04","202,139,543.74","390,266,109.64","578,455,041.84","748,235,197.20","204,901,886.26","359,512,274.39","568,457,257.27","771,996,342.53","200,615,140.00"
投资活动产生的现金流量净额,"-45,977,573.83","-6,101,894.15","-9,506,057.06","-2,580,322.90","-2,600,612.84","-98,306,538.53","-19,731,757.36","-61,975,368.57","-70,792,840.01","-36,121,661.74","4,436,963.85","-33,178,460.04","-37,037,157.20","25,861,238.26","-52,809,011.54"
购买商品、接受劳务支付的现金,"332,160,794.20","545,970,519.51","549,505,304.95","264,316,200.39","514,386,914.74","652,518,974.78","146,745,415.65","251,446,135.16","430,006,422.38","637,312,718.81","166,435,891.33","275,316,955.98","525,159,650.34","767,662,726.49","151,046,486.88"
吸收投资收到的现金,,,,,,"286,459,500.00",,,,,,,,,
支付给职工以及为职工支付的现金,"14,750,022.59","15,888,682.37","17,269,688.98","9,348,414.13","14,718,703.64","20,014,359.23","5,056,947.76","10,054,208.80","16,149,526.63","22,728,384.69","6,796,571.72","12,471,794.86","18,317,235.15","25,174,250.36","6,520,443.61"
取得借款收到的现金,"214,000,000.00","183,000,000.00","235,700,000.00","70,400,000.00","95,400,000.00","168,400,000.00","10,000,000.00","10,000,000.00","10,000,000.00","15,000,000.00",,,"110,000,000.00","220,000,000.00",
支付的各项税费,"2,984,976.72","3,224,629.43","3,510,002.22","2,935,340.21","4,736,139.78","5,348,500.05","1,216,443.22","2,990,100.88","4,617,546.15","6,050,672.12","1,294,812.84","2,288,594.25","5,532,496.30","6,525,641.64","910,759.31"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,
