科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付其他与经营活动有关的现金,"41,144,520.74","34,201,249.59","38,765,756.35","18,812,873.80","26,515,768.59","41,009,448.25","8,317,801.14","16,109,699.81","26,692,670.41","36,580,792.32","6,638,573.83","15,086,126.64","24,041,772.91","35,936,017.02","6,986,002.89"
筹资活动现金流入小计,"214,000,000.00","183,000,000.00","235,700,000.00","70,400,000.00","95,400,000.00","454,859,500.00","10,000,000.00","10,000,000.00","10,000,000.00","15,000,000.00",,,"110,000,000.00","220,000,000.00",
经营活动现金流出小计,"391,040,314.25","599,285,080.90","609,050,752.50","295,412,828.53","560,357,526.75","718,891,282.31","161,336,607.77","280,600,144.65","477,466,165.57","702,672,567.94","181,165,849.72","305,163,471.73","573,051,154.70","835,298,635.51","165,463,692.69"
偿还债务支付的现金,"154,040,000.00","165,000,000.00","233,000,000.00","97,700,000.00","117,700,000.00","324,100,000.00","10,000,000.00","10,000,000.00","10,000,000.00","15,000,000.00",,,"10,000,000.00","90,000,000.00","40,000,000.00"
经营活动产生的现金流量净额,"17,650,533.41","-16,309,440.89","21,233,164.25","47,498,529.27","5,555,185.49","12,962,045.73","40,802,935.97","109,665,964.99","100,988,876.27","45,562,629.26","23,736,036.54","54,348,802.66","-4,593,897.43","-63,302,292.98","35,151,447.31"
分配股利、利润或偿还利息支付的现金,"5,754,066.24","8,368,529.62","8,594,994.38","3,818,830.69","5,540,830.39","7,276,975.81","48,333.34","26,718,333.34","26,718,333.34","26,722,320.84",,"26,670,000.00","27,249,904.17","28,560,825.01","1,593,550.03"
收回投资收到的现金,,,"1,064,407.90",,,,,,,,,,,,
支付其他与筹资活动有关的现金,"477,376.50","2,035,415.33","734,114.76","351,507.33","780,198.92","7,758,603.79","1,397,189.54","4,767,189.54","4,767,189.54","4,767,189.54",,,,,
取得投资收益收到的现金,,,,,,,"535,034.34","1,381,933.79","2,858,465.29","4,533,734.92","1,039,994.90","1,934,692.15","2,751,185.30","4,043,463.23","95,246.57"
筹资活动现金流出小计,"160,271,442.74","175,403,944.95","242,329,109.14","101,870,338.02","124,021,029.31","339,135,579.60","11,445,522.88","41,485,522.88","41,485,522.88","46,489,510.38",,"26,670,000.00","37,249,904.17","118,560,825.01","41,593,550.03"
处置固定资产、无形资产和其他长期资产收回的现金净额,"226,704.94","2,665,310.01",,,"1,000.00","1,000.00","3,000.00","3,000.00","3,000.00","4,729,932.00",,"69,990.00","69,990.00","69,990.00",
筹资活动产生的现金流量净额,"53,728,557.26","7,596,055.05","-6,629,109.14","-31,470,338.02","-28,621,029.31","115,723,920.40","-1,445,522.88","-31,485,522.88","-31,485,522.88","-31,489,510.38",,"-26,670,000.00","72,750,095.83","101,439,174.99","-41,593,550.03"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-5,510,528.55","641,751.71","6,852,679.77","1,978,404.44","2,813,763.78","560,886.65","-143,001.88","-622,635.63","-1,523,416.81","-1,747,134.15","-1,062,331.51","-562,761.84","-366,638.40","-305,946.95","-317,969.05"
收到其他与投资活动有关的现金,"280,000.00","2,600,000.00","3,500,000.00",,,,"73,000,000.00","191,000,000.00","430,000,000.00","757,000,000.00","205,000,000.00","411,000,000.00","608,000,000.00","877,461,710.22","105,500,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"506,704.94","5,265,310.01","4,564,407.90",,"1,000.00","1,000.00","73,538,034.34","192,384,933.79","432,861,465.29","766,263,666.92","206,039,994.90","413,004,682.15","610,821,175.30","881,575,163.45","105,595,246.57"
五、现金及现金等价物净增加额,"19,890,988.29","-14,173,528.28","11,950,677.82","15,426,272.79","-22,852,692.88","30,940,314.25","19,482,653.85","15,582,437.91","-2,812,903.43","-23,795,677.01","27,110,668.88","-6,062,419.22","30,752,402.80","63,692,173.32","-59,569,083.31"
购建固定资产、无形资产和其他长期资产支付的现金,"27,508,979.46","7,231,252.35","14,070,464.96","2,580,322.90","2,601,612.84","4,307,538.53","269,791.70","5,360,302.36","11,654,305.30","16,715,328.66","28,603,031.05","38,183,142.19","61,858,332.50","62,713,925.19","25,404,258.11"
期初现金及现金等价物余额,"51,626,361.81","71,517,350.10","57,343,821.82","69,294,499.64","69,294,499.64","69,294,499.64","100,234,813.89","100,234,813.89","100,234,813.89","100,234,813.89","76,439,136.88","76,439,136.88","76,439,136.88","76,439,136.88","140,131,310.20"
投资支付的现金,,"366,895.15",,,,,"1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00",,,,"30,000,000.00",
期末现金及现金等价物余额,"71,517,350.10","57,343,821.82","69,294,499.64","84,720,772.43","46,441,806.76","100,234,813.89","119,717,467.74","115,817,251.80","97,421,910.46","76,439,136.88","103,549,805.76","70,376,717.66","107,191,539.68","140,131,310.20","80,562,226.89"
