科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"48,024,685.00","80,361,773.24","75,917,917.25","207,956,500.07","167,732,015.92","157,030,682.01","139,580,109.38","160,129,143.54","73,325,543.41","137,281,207.90","107,049,362.09","139,312,021.36","65,353,289.96","352,144,547.45","286,284,353.33","125,272,711.80","156,883,130.35","110,837,572.50","386,941,848.88","150,683,561.44","215,310,837.52","207,894,802.41","556,465,221.92","207,475,692.82","278,692,568.49","241,743,597.00","316,514,770.37","374,045,824.64"
短期借款,"19,900,000.00","60,000,000.00","65,000,000.00","70,000,000.00","40,000,000.00","50,000,000.00","20,000,000.00","65,000,000.00","15,000,000.00","80,000,000.00","20,000,000.00","65,000,000.00","33,100,000.00","105,000,000.00","125,000,000.00","80,000,000.00","170,000,000.00","140,000,000.00","160,000,000.00","85,000,000.00","130,000,000.00","120,000,000.00","385,100,000.00","320,000,000.00","360,000,000.00","390,000,000.00","365,000,000.00","300,900,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"6,660,113.66","6,166,573.07","8,168,600.60","2,420,393.16","5,394,912.19","11,065,419.93","4,816,504.03","6,405,532.99","9,285,265.55","18,679,895.45","27,987,146.56","21,890,430.24","13,559,831.61","19,809,222.20","20,989,796.34","19,695,291.48","32,327,147.19","23,103,967.85","26,514,543.51","32,684,236.27","28,052,588.04","30,102,761.15","22,926,388.15","23,010,668.21","52,972,986.90","41,768,657.18","47,431,157.51"
应付票据,"65,817,606.01","26,101,524.10","24,278,689.86","38,990,328.84","36,269,823.71","24,025,782.36","41,993,472.60","35,857,349.32","14,779,700.39","14,940,915.99","22,923,333.07","26,794,958.94","22,117,765.10","25,965,977.04","25,647,872.58","20,581,932.84","25,341,725.91","29,698,808.46","32,863,152.93","48,640,925.77","55,279,917.64","71,212,278.13","44,845,506.21","40,885,518.79","40,664,106.17","41,168,640.87","41,313,679.70","47,425,535.15"
应收账款,"65,573,853.43","79,092,738.95","111,097,845.65","115,878,447.26","141,279,355.86","134,642,758.99","106,219,421.92","110,563,624.81","123,938,204.49","149,791,224.49","133,110,216.10","157,869,063.32","149,384,760.17","306,480,258.14","234,862,028.75","310,328,240.63","297,402,053.44","439,574,799.09","340,065,665.13","454,122,335.45","437,076,354.61","467,350,697.07","384,748,921.79","420,227,591.84","467,624,255.16","509,810,340.79","496,632,838.01","515,579,178.81"
应付账款,"40,119,679.35","59,271,784.46","101,583,584.17","55,296,999.64","87,511,960.31","55,992,465.52","49,105,602.28","33,157,557.18","44,894,736.33","76,049,989.15","109,971,136.96","118,734,739.57","117,641,136.61","132,453,673.11","175,742,379.34","181,157,129.63","221,744,024.82","192,271,952.16","265,411,674.70","262,905,556.04","183,842,401.38","239,650,388.38","249,092,413.60","175,774,347.10","194,941,281.10","182,786,496.22","231,148,618.69","271,979,649.70"
预付款项,"391,454.88","2,660,554.39","1,103,494.24","40,000.00","7,970,188.23","1,816,152.61","37,250,953.39","31,058,375.15","38,840,317.93","42,399,037.23","4,512,196.58","2,880,936.54","3,444,747.51","1,041,666.54","5,984,730.31","9,543,867.11","15,333,943.01","26,216,774.44","13,838,033.31","14,865,414.28","21,674,427.98","19,109,900.07","15,683,327.60","39,974,778.06","40,043,038.95","25,889,857.40","32,151,719.32","70,133,011.88"
预收款项,"951,800.25","517,908.31","227,069.74","4,750.00","480,802.10","4,910.00","151,901.98",,,"1,138,305.43","18,223,172.37","3,755,319.09","2,566,060.33","2,157,370.19","4,858,341.00","6,016,763.52","5,331,434.38","6,192,666.81","7,887,333.05","12,126,498.70","9,355,525.25","6,479,295.47","9,187,937.63","16,061,728.32","11,563,387.95","15,991,536.69","25,129,228.66","53,977,233.33"
其他应收款,"22,419,225.28","6,583,725.65","1,849,555.66","4,763,034.71","3,232,460.18","3,761,783.03","2,388,137.79","3,504,238.56","4,854,547.33","8,007,626.42","12,926,554.69","17,011,577.30","21,329,905.03","21,706,361.72","33,323,105.34","68,260,712.12","79,408,045.25","106,321,563.93","120,497,733.29","138,768,526.66","107,566,233.72","149,370,362.59","108,719,339.58","113,517,437.08","145,232,681.67","163,586,137.95","214,207,194.03","102,698,725.49"
应付职工薪酬,"5,368,620.68","1,966,395.87","2,768,884.17","1,470,000.00","553,000.00","446,940.00","1,475,137.36",475.36,"100,000.00","797,068.03","1,268,057.77","1,291,753.31","1,811,583.43","20,875,198.05","25,652,389.93","9,192,416.84","19,750,071.95","27,455,389.38","37,699,247.13","14,739,937.81","24,491,473.37","30,040,065.54","51,074,670.44","17,092,756.08","28,252,064.06","37,527,610.32","47,327,228.40","19,991,696.90"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,711,025.80","4,576,969.94","2,609,654.53","1,229,786.13","934,868.84","264,647.87","-2,269,716.13","-2,352,115.67","-924,048.80","1,161,023.11","1,022,385.01","-1,971,690.72","2,405,125.63","19,767,245.76","23,000,718.81","27,211,722.65","31,835,344.02","36,926,643.55","41,536,105.63","36,821,729.61","27,482,213.11","12,851,720.96","44,181,245.80","17,577,092.08","26,024,033.04","27,681,321.65","46,963,691.42","30,440,905.49"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,
