科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"399,311,313.80","462,553,703.70","422,407,082.24","463,667,462.79","412,117,782.09","391,520,693.46","125,022,999.01","113,309,022.60","85,286,751.43","125,196,827.29","126,543,994.23","176,921,192.70","149,095,101.98","121,835,504.61","80,134,346.91","115,065,330.47","122,519,889.53","145,585,449.65","110,953,334.74","120,895,573.84","186,281,658.05","127,292,817.14","122,819,497.54","109,304,680.25","80,979,831.28","111,835,146.25","144,088,530.34","161,727,535.54","103,881,194.42","105,536,061.55","102,536,037.91","94,202,469.88","99,085,423.11","65,886,557.23","83,788,711.68","97,670,292.47","83,670,962.98","2,172,401,036.46","2,260,614,694.71","528,723,225.65","213,863,122.94","2,053,676,067.07","1,371,523,937.72"
短期借款,"486,935,689.70","561,276,850.00","498,887,253.12","559,323,958.75","546,254,089.57","560,270,234.50","513,762,625.14","481,564,571.79","536,970,161.39","558,513,479.57","564,997,028.98","291,649,931.31","298,844,506.18","320,640,023.19","273,672,019.38","227,992,072.87","331,562,739.56","363,064,889.89","333,792,621.45","318,200,000.00","294,200,000.00","347,000,000.00","347,000,000.00","322,430,000.00","298,430,000.00","289,430,000.00","329,430,000.00","297,000,000.00","269,900,000.00","277,700,000.00","312,900,000.00","179,300,000.00","144,400,000.00","127,400,000.00","122,770,000.00","82,000,000.00","102,000,000.00",,,"20,000,000.00","60,000,000.00","80,000,000.00","129,466,400.00"
交易性金融资产,,,,,,,"5,000,000.00",,,,,,,,,,,,,,,,,,,,"12,000,000.00",,,"8,001,000.00","7,601,000.00",,,,,,,"16,123,577.21",,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,990,000.00","3,062,827.50","3,393,832.20","3,849,314.90","2,004,745.00","1,557,000.00","1,444,500.00","4,463,550.00","2,344,890.00","2,133,148.00","2,182,950.00","1,578,750.00","410,233.00","800,450.00","1,144,788.00","399,452.00","278,490.00","2,370,905.87","713,985.00","3,112,500.00","3,318,960.19","609,000.00","4,161,700.00","7,547,474.32","7,492,026.11","1,957,253.15","10,275,225.75","2,591,940.12","2,668,205.77","1,631,110.24","487,445.00","22,421,883.68","100,000.00","249,075.50","1,269,075.50","3,563,044.26","191,941.11","163,812.64","2,496,130.00","4,016,130.00",,"1,487,000.00",
应付票据,"80,000,000.00","80,000,000.00","120,000,000.00","80,206,800.00","40,000,000.00","40,000,000.00","36,000,000.00","42,730,763.66","2,702,103.00","6,161,868.01","17,779,624.29","8,920,370.92",,,,,,,,,"7,998.00","7,998.00","43,868,377.11","43,868,377.11","43,472,256.96","41,950,000.00","43,155,353.42","43,747,853.42","42,785,000.00","42,392,500.00",,"4,837,193.01","8,988,233.69",,"4,858,479.87","5,688,251.53",,,,,,,
应收账款,"308,341,423.79","288,211,461.84","290,180,023.28","359,359,090.22","356,010,937.00","329,953,860.78","328,501,082.21","272,490,653.89","294,516,929.26","273,193,891.88","261,632,886.29","277,291,858.69","278,030,579.14","268,950,457.10","253,822,164.35","344,594,847.85","226,154,606.94","316,320,257.77","342,795,195.81","218,858,676.79","192,896,633.09","173,624,082.87","177,351,605.78","181,530,861.71","166,348,638.58","170,526,262.43","171,550,720.23","131,119,346.48","145,502,562.40","135,372,908.02","141,804,676.57","126,317,679.06","102,411,244.40","86,295,580.90","112,987,001.18","47,705,828.01","67,982,030.95","642,842,624.99","687,939,044.43","745,004,128.17","964,525,756.30","990,946,998.37","1,111,988,408.54"
应付账款,"227,852,478.62","193,538,743.09","202,949,616.62","204,681,554.46","188,559,534.38","186,526,421.15","201,009,356.25","190,662,545.45","186,924,335.06","201,608,099.66","198,764,353.78","254,353,947.28","234,482,040.31","188,930,694.76","195,789,296.82","254,763,734.32","188,123,341.97","221,659,445.17","229,047,661.25","174,081,356.99","184,487,522.74","155,602,770.21","134,875,526.95","118,493,434.02","126,353,229.57","139,893,411.04","121,649,520.34","85,260,697.63","89,080,454.16","73,680,900.14","112,586,630.92","111,543,476.83","91,063,626.62","85,562,862.17","75,798,768.29","30,952,970.83","35,289,375.09","407,408,993.36","434,465,424.84","410,510,247.59","551,673,074.64","372,377,778.76","449,493,514.82"
预付款项,"23,466,228.28","32,891,655.80","31,989,389.31","37,110,964.45","40,251,046.62","48,416,711.92","38,819,468.11","54,900,912.53","38,179,217.18","38,087,692.29","30,552,300.02","31,654,611.24","36,365,116.24","24,061,617.92","32,555,790.29","41,600,881.60","54,956,584.73","31,100,341.38","42,073,133.32","25,914,149.30","29,089,023.40","29,369,823.95","17,958,973.89","16,386,306.04","20,329,784.09","20,457,239.41","24,610,717.23","8,525,214.30","22,852,630.00","9,545,211.74","19,879,461.91","5,793,635.50","5,683,087.98","5,253,003.61","4,955,890.81","1,227,853.27","1,714,766.13","69,374,618.97","92,968,960.26","47,118,466.84","162,699,808.13","337,180,878.18","622,273,029.85"
预收款项,"25,708,894.28","21,521,636.44","15,800,489.59","29,937,899.13","54,726,954.41","41,143,062.79","69,697,307.31","145,487,347.14","142,029,415.46","103,947,258.68","99,853,608.41","56,447,582.67","66,253,155.76","61,183,301.81","53,443,775.15","51,907,082.59","12,209,676.23","66,384,419.17","55,934,726.89","35,969,744.40","105,157,143.25","29,370,530.80","18,200,547.07","38,084,592.80","24,618,752.18","26,041,592.35","23,448,673.14","8,978,069.64","8,953,134.02","10,515,600.10","14,641,589.85","9,654,572.08","13,292,415.34","13,006,818.21","10,956,229.63","4,162,050.52","6,084,246.64","144,778,418.65","151,981,433.60","71,656,675.73","129,048,031.17","228,183,360.27","243,378,419.06"
其他应收款,"77,007,713.19","90,461,183.71","103,531,836.89","93,744,682.83","98,992,824.11","87,140,668.96","87,911,684.81","99,000,849.53","97,787,251.25","88,057,170.43","91,615,095.96","78,546,891.36","79,189,158.34","120,771,776.04","84,187,346.85","68,453,120.19","86,051,078.54","76,860,271.07","82,540,545.79","48,265,397.35","53,905,202.45","70,999,704.69","49,232,566.66","10,168,526.25","26,858,332.71","19,503,023.63","19,267,676.78","15,597,588.80","23,499,159.02","25,009,646.43","20,894,033.90","10,859,823.98","10,728,501.89","10,226,069.28","13,674,517.40","8,091,051.26","10,016,354.89","359,900,662.06","266,636,784.47","188,288,252.08","237,668,516.24","233,580,487.78","239,812,093.31"
应付职工薪酬,"7,345,197.02","6,070,335.08","5,625,392.31","4,324,151.97","3,367,608.01","3,920,957.33","5,414,332.54","4,455,141.68","4,288,005.97","4,501,874.93","4,612,991.31","4,673,544.17","4,172,301.51","3,780,408.34","3,738,736.51","4,105,024.18","4,152,548.74","3,858,876.94","4,640,710.36","5,738,404.83","4,076,163.41","4,163,216.98","4,202,921.14","6,451,484.06","4,651,044.43","4,775,187.10","4,471,894.64","6,392,471.33","4,465,314.64","4,580,084.03","4,673,980.70","5,168,910.85","4,035,133.42","4,506,865.66","4,673,527.29","4,672,490.24","1,470,674.42","9,000,321.78","8,875,555.63","14,831,940.57","7,579,854.15","16,883,248.53","29,783,726.12"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-4,941,393.02","-1,548,375.84","1,240,315.44","8,130,901.81","-1,560,006.54","-1,684,558.31","-1,512,972.73","2,085,709.26","-1,477,682.79","-5,082,734.93","125,468.39","-1,355,010.34","-1,843,313.94","-4,928,890.52","190,534.53","24,079,322.92","2,463,591.90","-4,744,939.46","-4,521,931.90","-3,102,887.53","-2,641,178.93","-1,710,053.59","-113,216.60","7,566,903.57","-1,070,967.47","-1,226,608.16","1,827,402.91","6,123,895.49","2,993,274.10","-587,693.14","1,105,172.91","5,360,176.52","4,723,817.77","2,491,583.39","3,803,758.51","5,868,214.49","3,419,988.16","26,491,915.14","38,889,218.52","75,317,650.23","56,279,739.64","74,359,661.18","84,122,117.76"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,"45,466.67","45,466.67","310,933.34","445,866.68",,,,,,,,,,,"365,050.14",,"34,821.92","34,821.92","10,413.42",
