科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"60,441,349.51","91,625,378.90","131,520,777.98","97,985,341.03","147,335,213.65","213,835,989.99","35,489,996.47","127,872,121.17","178,311,220.54","277,601,529.49","45,130,392.04","128,278,774.36","200,774,601.32","279,907,785.50","60,747,198.51","128,772,092.98","179,537,969.93","327,948,371.93","60,224,122.82","174,714,107.04","284,493,410.45","515,755,768.36","87,906,615.81","226,018,548.53","303,825,485.59","544,282,530.17","60,349,542.37","238,982,079.18","364,456,632.23","779,939,639.94","170,597,686.79","362,666,850.48","516,852,268.34","936,023,719.25","168,589,381.77","404,946,115.08","685,805,749.68","1,125,804,691.36","252,444,712.02"
二、营业利润,"19,391,714.63","20,223,162.67","25,574,982.16","20,127,676.53","32,020,274.13","38,329,361.74","4,360,480.13","28,756,635.78","38,197,607.27","44,182,820.07","4,270,865.47","20,536,966.87","23,921,449.17","29,081,344.51","6,638,163.06","11,983,659.13","9,486,343.21","24,749,031.76","5,707,992.71","29,899,264.72","74,628,684.49","135,754,736.20","56,575,017.10","91,479,047.23","135,322,773.35","206,732,881.26","10,471,090.13","84,919,634.53","133,087,183.24","283,231,490.25","63,781,985.96","113,549,469.93","141,779,587.08","174,321,006.01","56,117,047.05","130,925,891.75","187,731,898.00","-1,069,940,246.22","52,208,601.98"
减:营业成本,"34,197,936.12","55,613,311.17","78,763,469.89","65,124,586.55","95,247,768.42","143,792,249.84","23,080,270.72","85,951,030.64","116,395,372.82","199,221,643.01","29,416,626.65","84,366,288.76","136,480,587.75","192,761,706.66","35,405,374.19","80,912,547.96","114,736,110.29","234,196,001.72","40,549,313.79","109,648,308.67","149,424,900.49","281,439,807.55","25,507,022.17","95,697,630.28","105,883,056.46","235,770,667.04","20,061,488.79","93,058,423.93","124,367,805.18","300,437,608.67","46,858,365.48","131,356,011.31","197,245,304.04","439,528,567.20","74,898,442.98","227,885,761.19","390,900,994.63","690,778,290.50","137,627,411.08"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"888,945.21","1,070,063.55","1,332,436.31","1,070,611.89","1,263,301.48","2,211,336.72","327,749.18","1,196,395.04","1,493,018.03","2,533,699.61","248,102.37","826,161.33","1,281,227.70","2,189,071.54","409,323.98","1,770,793.38","1,348,261.88","2,582,624.56","25,499.30","213,330.39","498,393.57","1,061,167.97","384,288.17","658,435.82","911,227.00","1,545,540.72","204,963.78","592,585.60","1,037,760.88","3,533,729.33","897,994.27","2,229,641.55","4,503,451.74","5,508,542.07","890,738.25","1,779,515.49","2,305,373.72","3,373,798.09","1,142,002.65"
营业外收入,"1,086.83","32,940.72","1,053,057.53",,"100,000.00","1,102,172.28",,"701,591.20","701,591.20","1,405,576.13","500,025.00","507,218.10","507,218.10","1,207,314.29","200,000.00","2,829,408.21","3,994,354.78","5,790,812.20",119.27,"1,000,593.89","1,024,043.92","8,062,845.30",123.20,"7,690,305.74","7,928,015.89","14,768,500.36","400,300.00","827,820.00","1,008,415.54","19,614,774.94","2,649,800.00","2,099,607.27","2,623,232.02","334,755.16","69,124.73","376,796.33","1,033,063.10","712,533.83","516,860.01"
销售费用,"3,608,660.52","8,178,701.59","12,672,200.40","4,922,536.03","9,174,244.43","14,163,502.51","3,259,330.46","7,357,755.02","12,465,045.48","19,797,211.03","5,790,044.91","12,086,608.46","22,159,295.24","33,992,096.35","11,044,997.53","19,308,112.23","32,297,803.43","40,515,820.16","8,709,689.93","18,735,935.78","30,626,374.39","43,722,560.16","9,872,814.55","21,295,534.17","29,141,570.80","41,984,008.82","11,712,371.17","23,604,080.72","39,106,466.39","63,718,397.95","16,792,630.04","34,571,957.92","50,277,943.51","64,738,018.91","14,398,361.21","28,411,617.03","43,396,669.14","68,605,776.21","15,942,828.27"
减:营业外支出,"2,137,041.28","92,209.88","274,756.37","600,000.00","638,910.00","682,604.91",,"187,633.91","248,009.07","258,848.72","9,263.67","29,279.55","129,279.55","225,998.23",20.87,"31,979.86","85,922.53","823,361.48",474.05,"101,642.01","272,056.44","262,011.79",,125.00,"81,293.99","171,950.49","12,568.72","17,780.35","23,633.94","55,171.36","128,010.06","191,800.88","260,805.61","282,898.14","200,666.77","432,850.07","2,514,091.35","5,220,633.47","332,522.40"
管理费用,"4,755,709.41","6,568,667.75","11,606,169.99","6,451,499.10","9,407,306.25","14,684,386.51","5,070,517.73","8,743,791.98","13,397,110.09","18,412,462.59","6,567,190.32","12,643,560.22","20,658,202.57","27,163,738.45","8,451,296.23","16,157,384.59","25,187,023.53","32,591,006.53","6,238,786.80","18,026,259.32","32,603,963.05","52,620,702.28","18,265,986.90","33,647,852.09","51,925,783.64","74,437,731.93","18,864,380.23","35,719,606.34","63,729,055.48","119,052,587.68","44,332,691.95","91,641,409.67","142,391,108.73","214,219,879.26","54,432,127.33","112,521,152.35","76,140,587.56","104,346,044.22","25,548,785.15"
其中:非流动资产处置净损失,,"13,399.88",,,,,,,"8,474.20","8,474.20",,,,,,,,,,,,"3,539.86",,,,"91,910.78","12,523.99","14,551.84","14,551.84","16,074.88",,"20,652.42","28,670.72",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
