科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"966,789,337.44","1,133,516,522.37","597,375,852.40","943,507,481.83","1,276,721,034.22","334,845,439.99","743,528,556.11","1,134,841,723.29","1,500,980,933.30","387,204,475.97","824,281,053.84","1,260,319,627.81","1,689,209,598.05","424,619,866.25","932,935,484.08","1,423,580,019.89","1,992,191,544.54","501,200,366.92","1,135,132,281.64","1,756,953,485.63","2,315,040,565.81","559,063,295.52","1,190,483,041.23","1,850,092,146.98","2,470,533,019.31","561,637,464.43","1,181,301,145.87","1,845,544,015.91","2,480,246,153.64","522,304,171.39","1,205,310,250.78","1,821,879,148.43","2,503,730,345.15","566,045,579.77","1,273,925,983.54","1,988,789,956.15","2,852,555,262.74","829,940,103.40","1,758,815,023.25","2,650,144,267.02","3,621,754,713.06","835,738,416.97"
二、营业利润,"94,930,561.85","80,208,498.47","41,862,383.37","72,882,448.22","113,309,961.65","22,928,838.32","72,445,973.75","114,548,804.38","148,506,166.50","23,364,745.01","67,276,919.83","117,716,949.50","163,563,229.03","27,769,543.22","86,155,140.76","131,194,704.09","160,252,681.74","22,195,031.11","60,975,468.12","61,168,284.19","70,202,106.01","9,399,036.91","26,809,591.36","38,772,602.16","69,107,772.16","16,272,455.50","47,933,707.72","78,050,821.61","116,243,180.37","13,259,423.54","70,064,260.28","125,276,331.56","178,058,836.62","14,559,182.95","105,674,606.45","186,867,242.80","297,635,902.10","71,340,845.61","181,759,188.44","308,844,539.13","431,245,690.32","94,493,089.63"
减:营业成本,"594,764,356.18","696,533,330.43","360,024,675.58","552,683,392.88","742,832,564.18","204,493,072.19","464,413,613.27","702,884,575.02","926,483,058.29","257,973,657.22","527,211,122.47","780,917,890.94","1,009,790,630.15","267,855,161.26","573,186,500.63","858,792,858.18","1,201,860,250.58","319,705,004.32","736,669,942.44","1,179,045,143.38","1,517,509,789.51","371,860,394.01","753,609,451.22","1,131,178,437.47","1,515,270,930.27","338,825,066.25","662,116,004.60","1,033,891,548.82","1,395,789,401.76","283,794,082.71","603,518,088.33","888,812,984.97","1,228,617,844.64","282,834,566.07","580,993,544.98","886,279,476.32","1,245,879,345.60","362,551,282.28","746,587,932.20","1,085,397,648.07","1,481,812,325.02","341,542,661.03"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"6,153,588.35","6,758,790.14","3,484,380.66","5,706,587.15","8,334,463.09","2,308,411.34","4,925,744.92","7,695,336.22","9,852,903.21","1,915,717.52","3,550,665.02","5,761,530.94","9,228,238.43","2,120,887.43","4,440,479.21","7,116,319.10","9,965,758.37","3,124,135.54","5,212,130.17","8,582,039.89","13,163,509.38","3,661,053.89","7,961,396.34","13,321,439.27","18,458,192.14","4,031,456.02","9,207,474.81","14,809,809.39","20,476,505.75","4,724,831.07","10,800,718.83","16,142,241.04","27,342,232.62","5,189,329.33","15,576,789.82","21,648,253.62","33,304,200.61","5,797,490.53","14,539,951.92","23,095,432.30","33,655,260.91","7,688,109.88"
营业外收入,"3,048,167.73","7,400,258.86","6,062,034.35","6,639,895.14","7,562,403.51","986,036.88","2,938,541.37","4,133,899.95","10,114,325.69","1,465,067.61","3,901,456.34","7,203,292.82","10,383,754.52","457,561.33","2,724,464.72","4,955,460.99","5,762,560.27","120,397.71","964,937.57","5,078,563.22","7,503,004.36","1,429,385.97","3,694,261.82","11,594,304.21","13,094,640.35","1,116,818.17","4,955,476.76","6,101,562.00","20,952,092.93","2,191,232.71","3,245,236.84","7,023,586.92","16,620,943.35","1,648,709.19","473,474.22","3,900,952.28","2,737,913.35","333,689.96","42,762.45","741,499.00","8,626,544.82","183,578.75"
销售费用,"154,670,343.92","186,183,342.19","104,042,334.60","177,168,251.36","230,215,248.43","54,550,563.21","120,521,841.13","190,148,891.75","259,110,389.22","64,547,848.67","149,022,652.49","231,191,983.90","325,145,958.01","71,676,877.62","161,466,580.35","253,003,084.63","391,875,062.51","90,846,059.29","191,213,715.62","284,341,586.55","435,525,185.51","88,738,038.67","228,392,798.81","385,690,334.70","550,979,753.37","108,907,747.67","266,862,682.15","429,841,383.05","619,578,625.42","131,461,596.94","331,582,515.40","520,864,377.89","775,756,671.96","180,699,560.27","385,083,042.48","619,573,314.53","938,967,610.88","255,644,881.33","543,449,215.55","834,621,623.99","1,194,909,775.25","251,307,964.61"
减:营业外支出,"4,265,227.03","4,493,790.71","1,668,534.55","3,079,870.51","4,868,877.55","588,826.80","1,800,554.89","6,517,215.34","10,929,863.87","1,088,466.89","2,709,582.95","4,424,319.22","6,668,639.18","1,340,499.74","2,581,635.23","5,426,022.40","12,065,829.26","755,199.05","3,401,792.55","4,372,142.46","7,616,489.38","2,354,492.20","4,527,542.04","6,304,274.57","9,025,764.83","1,446,280.81","4,640,432.69","5,709,939.04","9,293,955.14","805,412.62","4,293,325.75","10,858,051.76","11,650,431.99","1,061,572.56","3,597,073.32","4,902,835.49","8,724,295.42","1,686,232.02","2,551,662.05","4,233,465.70","9,488,927.50","1,532,690.81"
管理费用,"101,782,390.09","111,641,478.17","65,831,994.32","103,539,637.43","141,281,560.41","40,621,508.05","72,560,303.17","105,351,691.49","139,759,464.81","32,338,205.36","74,240,579.22","112,793,009.77","162,934,166.16","41,621,608.20","90,085,779.78","142,798,457.85","188,926,560.95","44,905,223.37","108,998,238.36","174,884,715.49","223,072,260.88","62,137,900.91","140,667,529.21","226,886,869.56","247,636,076.52","72,067,328.68","155,450,419.13","233,241,174.50","263,181,555.18","72,232,514.45","155,597,733.78","226,782,983.11","266,944,247.03","67,126,832.51","141,886,216.88","217,654,203.54","271,082,030.59","105,185,467.31","214,658,625.62","244,331,909.86","257,905,409.50","92,793,810.61"
其中:非流动资产处置净损失,"1,404,812.11","733,840.97","230,270.69",,"1,310,445.18",,"272,743.32","502,219.92","839,253.74",,"367,582.59","590,343.25","1,670,607.69","318,617.51","421,962.38","964,115.62","5,476,744.16","122,648.80","274,721.08","274,721.08","2,326,065.03","189,558.73","436,666.49","644,061.77","642,841.91","116,791.81","117,225.14","117,225.14","359,202.61",,"1,870,030.86","2,139,607.79","2,066,048.88","419,803.13","421,624.77","448,893.02",,,,,,
