科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"370,787,945.36","791,525,329.35","1,537,222,352.42","2,244,509,617.92","246,121,575.62","670,956,350.78","1,028,838,868.85","1,222,112,163.37","237,219,120.06","660,195,175.41","1,041,683,234.82","1,437,208,657.98","203,713,506.33","399,113,941.99","698,883,779.00","1,250,087,892.90","309,337,159.19","608,523,654.12","959,434,300.97","1,268,522,927.76","142,226,619.96","289,565,953.48","468,501,621.73","746,166,483.06","135,800,493.17","301,072,482.81","600,357,130.92","933,528,351.78","165,978,847.85","386,595,407.04","642,835,516.30","987,073,921.92","134,407,155.79","336,787,125.35","596,908,228.33","981,099,530.79","192,549,228.48","491,850,175.43","862,443,156.54","1,256,308,315.90","231,991,498.30","593,400,796.19","958,939,646.01","1,286,688,567.14","381,343,635.23","811,562,005.17","1,238,097,256.98","1,584,732,210.82","179,941,617.11"
取得子公司及其他营业单位支付的现金净额,,"2,902,400.00",,"20,644,154.92","9,999,980.00","9,999,980.00","9,999,980.00","6,999,064.09",,,,,,,,,,,,,,,"37,256,666.41","36,536,036.71",,"33,510,910.73","33,970,370.85","67,470,370.85",,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"27,152.20","272,748.28","4,621,921.74","8,051,567.68","237,808.42","360,290.73","421,307.16","491,613.77","444,937.44","55,976.93","86,789.53","1,922,599.90","1,499,855.75","1,544,142.25","7,597,253.69","7,645,601.73",,"213,002.04","2,648,517.81","19,217,422.91",,"38,432.85","2,391,613.85","2,444,451.75","153,106.75","213,527.69","213,527.69","637,254.43","5,867,757.19","5,905,441.83","6,131,353.88","7,011,674.51","50,598.10","689,321.46","714,858.84","780,150.94","2,939,433.19","3,339,019.70","3,572,768.92","3,844,895.89","154,144.34","1,133,838.57","1,156,713.81","1,475,857.34","1,203,096.89","1,394,878.47","1,394,949.27","2,078,152.73","262,882.25"
支付其他与投资活动有关的现金,,"30,492.00","41,626,105.26",,,,,,,,,,,,"5,029,583.18",,,,,,,,,,,"6,171,359.49","6,646,556.62","11,369,883.97","19,214.00",,"594,102.60","5,500,306.32",,"3,187,690.10","3,193,888.40","3,179,818.10",,,,,,,,,,,"12,148.20","12,148.20","54,710.97"
收到其他与经营活动有关的现金,"41,473,700.32","168,752,082.11","249,777,197.14","433,067,492.15","199,662,102.62","256,871,784.84","351,678,874.43","462,727,882.09","35,738,997.45","109,957,456.56","160,802,287.83","217,053,401.54","27,094,555.42","675,543,350.77","745,616,983.42","842,723,707.97","82,584,825.76","192,225,012.21","453,943,584.40","624,472,224.64","55,825,603.55","133,397,776.88","159,406,206.54","228,533,812.09","118,979,235.62","289,162,487.80","363,670,226.59","326,951,876.22","84,759,329.69","113,878,116.17","133,319,982.98","191,631,146.88","133,066,178.32","189,531,313.66","346,620,092.90","373,193,738.90","14,225,984.27","60,174,110.15","91,926,404.60","99,741,124.18","37,646,950.78","71,474,256.22","144,487,798.53","179,110,314.35","30,495,401.54","100,833,811.98","171,828,112.38","286,168,015.35","144,775,772.39"
投资活动现金流出小计,"19,839,422.03","28,191,403.62","75,432,489.99","56,264,658.28","14,517,748.66","25,785,598.02","35,638,461.58","37,381,440.93","1,488,604.20","4,451,736.00","37,427,991.77","36,883,632.49","3,988,068.00","8,960,873.73","13,122,719.51","11,909,722.17","2,228,857.86","7,887,530.16","12,514,868.04","16,482,296.72","5,821,177.66","12,435,666.28","190,857,924.91","196,980,997.92","2,169,062.69","145,647,395.44","188,397,543.62","90,588,293.36","20,089,104.72","103,493,365.72","25,693,417.91","210,649,744.05","34,476,133.13","71,644,050.56","97,697,179.28","33,326,402.45","26,802,582.13","6,185,448.05","9,133,181.72","29,560,300.19","5,327,316.91","33,712,137.25","56,960,599.40","61,173,804.16","33,400,490.27","10,422,807.18","23,983,198.85","35,107,020.38","28,903,566.58"
经营活动现金流入小计,"412,288,797.88","960,550,159.74","1,791,621,471.30","2,685,628,677.75","446,021,486.66","928,188,426.35","1,380,939,050.44","1,685,331,659.23","273,403,054.95","770,208,608.90","1,202,572,312.18","1,656,184,659.42","232,307,917.50","1,076,201,435.01","1,452,098,016.11","2,100,457,202.60","391,921,984.95","800,961,668.37","1,416,026,403.18","1,912,212,575.31","198,052,223.51","423,002,163.21","630,299,442.12","977,144,746.90","254,932,835.54","590,448,498.30","964,240,885.20","1,261,117,482.43","256,605,934.73","506,378,965.04","782,286,853.16","1,185,716,743.31","267,523,932.21","527,007,760.47","944,243,180.07","1,355,073,420.63","209,714,645.94","555,363,305.28","957,942,330.06","1,359,894,335.97","269,792,593.42","666,008,890.98","1,104,584,158.35","1,467,274,738.83","413,042,133.66","913,790,695.62","1,411,320,318.63","1,872,978,378.90","324,980,271.75"
投资活动产生的现金流量净额,"28,207,837.95","61,736,046.05","66,872,395.17","119,651,908.80","33,683,492.21","82,742,328.56","195,735,390.91","190,832,067.59","-360,754.20","11,347,603.74","-21,533,866.39","9,055,151.33","12,025,932.00","212,696,188.48","240,758,119.42","235,648,397.90","-1,503,006.99","-1,042,056.87","-650,104.60","-4,608,441.78","-5,804,234.89","93,667,765.35","-56,303,411.89","-61,443,121.13","147,577,322.81","61,092,239.29","27,606,851.60","107,028,562.39","-18,189,104.72","-90,179,990.68","16,104,852.73","-187,936,281.64","-33,715,065.26","-40,638,735.46","-17,579,760.63","75,758,328.97","-11,248,957.48","7,884,185.18","22,926,219.17","15,046,711.11","2,095,557.04","-11,069,297.55","-25,705,032.97","-7,446,136.79","-32,861,750.53","77,808,098.15","67,758,122.27","28,701,300.74","-16,458,651.36"
购买商品、接受劳务支付的现金,"202,541,043.28","468,058,294.24","805,881,004.53","1,102,816,346.78","308,522,994.84","478,825,246.39","939,252,119.73","1,222,837,200.16","140,765,028.00","284,047,180.49","418,071,076.53","553,784,956.64","258,280,874.64","403,999,065.55","616,700,366.80","993,896,602.24","280,417,706.77","525,763,116.00","759,859,359.50","993,833,522.40","104,211,000.46","198,411,346.32","314,335,103.56","519,098,004.67","127,631,470.67","292,789,739.67","497,993,588.94","873,203,807.36","189,141,301.42","480,594,801.92","635,699,250.35","822,566,547.10","153,794,078.47","295,566,311.96","502,280,036.30","710,470,775.72","142,540,284.00","253,685,071.11","406,596,071.82","631,995,810.28","133,239,826.81","257,704,606.61","525,859,755.19","714,685,909.69","200,426,226.25","368,310,306.17","565,610,295.02","757,774,906.82","200,739,643.75"
吸收投资收到的现金,,,,"150,000.00",,,,,,"1,400,000.00","1,400,000.00","1,400,000.00",,,"2,940,000.00","2,940,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00",,,,"1,000,000.00",,,,,"40,998,962.00","40,998,962.00","40,998,962.00","40,998,962.00",,,"1,250,000.00","1,250,000.00","2,946,156.26","2,946,156.26","2,946,156.26","2,946,156.26","2,463,843.74","57,963,843.74","57,963,843.74","57,963,843.74",,,,,"2,695,000.00"
