科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"20,068,089.96","45,481,465.73","69,231,690.03","31,162,061.01","448,373,054.51","400,256,825.92","417,171,187.72","418,667,196.02","368,938,454.18","311,318,860.01","327,407,763.71","351,813,703.31","285,063,552.66","299,242,407.31","279,271,007.66","227,143,806.56","191,742,017.40","191,165,255.55","253,392,310.52","251,740,696.50","240,970,219.52","225,157,132.72","260,494,186.68","191,161,710.11","175,226,809.77","235,423,754.48","277,876,695.37","242,741,402.29","317,135,728.32","416,352,539.23","414,864,221.14","344,574,953.27","302,134,782.48","426,660,130.20","405,739,019.39","244,431,568.90"
短期借款,"6,000,000.00","8,000,000.00","36,000,000.00","23,700,000.00",,,,,,,"10,000,000.00","21,000,000.00",,,"13,000,000.00","13,000,000.00","13,000,000.00","17,000,000.00","23,000,000.00","23,000,000.00","30,000,000.00","36,000,000.00","17,000,000.00",,"29,000,000.00","29,000,000.00","6,000,000.00","6,000,000.00",,"5,000,000.00",,,,"13,000,000.00","6,000,000.00","6,000,000.00"
交易性金融资产,"652,039.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,"800,000.00",,,"600,000.00","900,000.00","300,000.00",,,"1,200,000.00","372,000.00"
应付票据,,,,,,,,,,,,,"1,800,000.00",,,,"1,800,000.00",,,,,,,,,,,,,,,,,,,
应收账款,"2,719,718.88","4,057,997.60","16,176,789.04","14,766,807.48","8,069,412.86","15,837,489.31","14,070,008.57","19,691,671.44","14,104,856.11","43,594,070.97","20,095,335.36","40,305,257.66","38,453,267.02","44,684,330.16","34,022,945.77","38,132,569.12","37,360,879.08","34,453,522.23","38,223,386.66","31,573,160.81","47,760,071.89","32,485,388.24","34,885,876.09","36,891,873.53","32,528,737.24","27,299,671.76","40,996,170.32","41,959,501.67","49,625,488.80","29,856,415.77","63,765,665.60","73,132,450.25","57,543,632.28","35,768,443.58","74,900,604.58","84,758,158.74"
应付账款,"4,014,199.39","17,846,087.39","22,370,822.19","7,745,804.85","2,383,177.03","26,674,130.41","11,212,009.92","5,189,541.82","5,889,883.26","69,071,835.66","112,641,468.08","51,936,261.59","17,485,728.68","46,584,727.49","144,753,542.26","58,453,443.75","42,485,565.00","51,563,701.98","84,940,161.57","57,991,653.78","41,190,008.12","40,343,605.10","86,387,771.29","57,406,602.15","59,743,868.30","63,506,286.77","100,382,586.85","70,608,713.54","52,672,036.63","110,186,348.11","191,031,777.30","104,110,290.33","94,653,959.35","117,465,758.26","272,731,886.55","121,956,756.59"
预付款项,"758,291.00","3,195,416.97","5,001,793.31","13,316,498.99","8,317,238.69","42,424,167.71","5,996,377.38","11,410,712.76","36,488,032.50","121,851,031.78","84,704,925.46","81,723,325.51","75,717,833.98","108,932,624.82","94,388,587.02","96,199,238.92","81,709,953.65","104,131,112.48","60,014,245.59","63,644,839.99","63,911,980.40","102,351,742.47","59,081,913.65","68,171,483.39","120,074,519.76","125,892,350.69","36,299,502.70","70,388,689.33","88,401,122.54","111,244,157.47","27,071,712.30","66,185,308.24","62,873,974.26","99,214,618.24","15,507,210.13","40,895,407.04"
预收款项,"23,418,147.82","33,540,812.46","35,266,116.55","20,904,159.82","23,749,068.33","13,676,919.77","30,843,915.66","26,848,130.03","24,777,205.44","44,447,274.18","74,428,679.01","117,117,346.29","90,860,370.22","135,317,777.89","109,075,448.08","133,199,910.54","114,817,306.90","135,878,051.74","127,637,063.69","151,480,874.70","140,508,281.79","157,790,547.11","165,109,444.95","177,638,818.25","162,260,310.71","214,360,344.44","140,639,432.13","163,966,845.39","167,337,221.32","316,253,190.78","211,546,330.17","229,487,909.48","225,261,150.48","510,336,201.25","201,396,684.58","197,069,973.33"
