科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"45,028,010.69","26,369,896.88","75,747,117.97","63,260,732.04","462,791,285.52","389,489,625.13","413,367,888.41","411,767,153.42","423,235,120.28","461,432,565.65","493,851,281.17","497,832,719.07","508,958,673.51","505,690,981.24","390,275,136.37","335,144,514.43","317,823,726.92","265,526,416.64","298,280,349.00","373,586,875.04"
短期借款,"31,000,000.00",,"30,000,000.00","15,000,000.00",,,,,,,,"5,000,000.00","5,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","7,000,000.00","33,979,789.55","33,939,309.53","36,891,870.20"
交易性金融资产,,,,,,,,,,,,,,,"4,510,483.73","4,510,483.73","4,510,483.73","4,510,483.73",,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"31,304,943.03","43,609,832.20","51,235,715.60","19,115,121.44","9,589,723.28","16,640,846.87","73,510,784.26","59,667,839.40","36,666,505.21","33,858,475.44","72,563,057.93","62,533,779.21","65,392,466.96","73,927,196.10","101,496,182.28","76,214,574.13","79,313,974.74","96,652,633.65","153,793,184.81","129,049,306.29"
应付票据,,,,,,,,,,,,,,,"5,937,028.63",,"9,817,317.94",,"18,579,577.54",
应收账款,"99,416,266.54","117,762,027.46","137,709,818.50","178,898,809.78","197,737,153.43","214,590,050.40","151,315,576.10","190,719,314.99","208,560,078.21","232,118,799.84","171,202,407.51","266,009,064.24","283,423,934.98","297,820,900.38","259,660,882.36","303,162,129.45","333,615,518.94","397,831,571.16","329,083,402.22","402,682,329.58"
应付账款,"52,570,517.96","47,674,725.53","50,512,053.69","53,278,944.11","50,018,674.01","50,941,218.96","39,662,107.52","45,846,859.06","42,414,349.01","45,650,175.46","36,171,965.27","59,438,539.05","68,015,314.65","75,288,838.52","63,916,597.06","75,829,242.84","92,786,513.17",,"109,535,884.30",
预付款项,"2,516,066.22","3,172,562.22","3,036,655.64","4,694,821.20","5,589,097.39","5,858,069.24","911,918.16","2,366,329.56","16,178,138.59","2,498,326.60","3,981,930.63","5,011,003.34","6,044,418.67","11,333,145.63","9,265,693.70","16,221,103.38","14,744,899.02","20,076,346.66","8,005,044.35","13,759,530.98"
预收款项,"15,450,342.20","21,846,023.21","17,782,353.56","14,997,966.77","14,728,768.46","15,986,508.75","20,446,702.30","15,036,063.61","14,859,765.01","14,483,581.88","15,744,674.30","20,898,046.59","23,125,417.75","22,030,147.52","27,700,843.41","22,727,756.57","22,921,291.05","24,800,073.49","32,283,844.38","33,330,206.93"
其他应收款,"878,127.74","1,036,462.11","1,059,419.36","2,375,966.77","2,027,513.46","1,996,290.68","760,429.77","2,066,356.26","1,716,242.13","1,445,408.34","31,095,641.12","33,112,094.85","32,082,436.74","33,217,648.51","32,009,572.80","34,832,079.93","34,953,681.09","8,597,556.41","4,224,729.26","4,619,357.59"
应付职工薪酬,"7,644,264.74","12,415,798.52","11,706,191.70","9,260,958.10","13,653,896.02","19,768,415.90","13,704,113.48","13,854,986.21","16,691,647.07","22,859,898.36","15,263,917.68","16,743,966.62","24,540,911.54","35,683,747.36","19,148,345.64","20,604,722.55","31,136,223.02","36,768,810.72","19,096,430.90","23,165,367.55"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"8,519,374.52","7,281,548.18","7,641,368.97","10,746,877.62","5,873,085.29","8,142,586.60","5,972,103.53","8,791,576.64","6,240,381.01","10,021,238.57","7,864,273.50","11,681,805.42","8,314,025.29","13,653,724.40","13,793,676.91","18,811,098.01","11,722,611.22","18,254,007.22","11,533,318.27","18,797,606.98"
应收利息,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,"287,671.23","409,188.36","380,421.24","258,903.21","28,269.92","28,269.92","28,269.92",,"43,386.39","43,386.39"
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,"24,003,000.00",,,,,,,,"21,336,000.00",,,,,,,
存货,"44,546,726.21","63,389,168.48","79,783,866.41","82,930,264.08","84,720,609.19","88,403,246.68","91,468,232.56","84,688,756.27","80,511,522.38","85,478,291.72","89,295,703.73","110,889,989.73","119,370,712.45","127,759,736.88","132,985,519.61","152,265,288.46","176,219,315.99","246,482,527.54","256,810,072.68","252,000,092.42"
其他应付款,"5,368,436.80","9,175,582.28","14,896,864.52","13,636,445.63","17,644,868.31","13,971,540.41","12,401,227.43","11,283,237.24","11,290,570.58","13,342,319.10","12,949,487.72","15,699,119.34","20,944,087.19","25,316,367.80","62,285,735.47","21,901,925.69","21,434,168.23","20,690,353.80","19,256,638.28","77,687,199.50"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,"199,150.68","106,795.50",,"26,698.87",,,,"77,386.45"
一年内到期的非流动负债,,,,,,,,,,,,"122,778.59","124,128.36","124,128.36",,,,"1,000,000.00","1,000,000.00","1,000,000.00"
其他流动资产,,,,,,"45,000,000.00","46,382,884.67","45,000,000.00","45,000,000.00","17,000,000.00","17,088,550.69","17,016,260.00","16,000,000.00","16,000,000.00","14,323,029.02","13,000,000.00","14,242,970.69",,"4,651,783.02",
其他流动负债,,,,,,,,,,,,"400,875.00",,,,,,,,
流动资产合计,"223,690,140.43","255,339,949.35","348,572,593.48","351,275,715.31","762,455,382.27","761,978,129.00","777,717,713.93","796,275,749.90","811,867,606.80","833,831,867.59","879,078,572.78","992,404,910.44","1,031,471,793.99","1,065,856,404.24","944,526,499.87","935,376,872.38","975,424,571.12","1,039,677,535.79","1,054,848,565.34","1,175,774,878.35"
流动负债合计,"120,552,936.22","98,393,677.72","132,538,832.44","116,921,192.23","125,922,292.09","108,810,270.62","92,186,254.26","94,812,722.76","91,496,712.68","106,357,213.37","88,281,989.70","130,394,318.97","171,780,306.02","182,355,857.17","202,810,497.04","169,903,015.58","196,846,394.55","262,275,190.16","245,225,003.20","311,537,458.85"
可供出售金融资产,,,,,,,,,,,,,,,,,"2,100,000.00","2,100,000.00","2,329,095.36",
长期借款,,,,,,,,,,,,,,,,,,"124,291,739.13","124,458,698.73","124,458,698.73"
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,
长期应付款,"400,000.00","400,000.00","400,000.00","400,000.00","400,000.00","400,000.00","400,000.00","400,000.00","400,000.00","400,000.00","400,000.00","29,689,051.89","29,003,420.69","28,803,420.69","200,000.00","200,000.00",,,,
长期股权投资,,,,,,,,,,,,,,,,"2,100,000.00",,,,
专项应付款,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,
固定资产,"39,867,347.08","38,456,071.32","47,197,355.27","46,249,125.37","44,983,895.81","44,245,387.00","46,446,745.65","45,589,508.13","45,862,427.97","46,319,339.63","48,741,114.24","55,371,639.97","53,466,789.99","53,583,557.29","78,530,986.83","89,146,808.23","96,473,776.55","179,588,496.93","195,098,982.65","190,989,293.58"
递延所得税负债,,,,,,,,,,,,,"301,391.93","250,922.71","5,988,468.31","5,878,632.85","6,420,804.17","16,989,701.91","14,966,558.95","14,610,878.23"
在建工程,"224,282.06","22,306,687.87","25,706,776.06","24,805,524.56","25,197,245.74","27,038,874.24","28,474,617.11","29,224,856.43","29,253,913.11","29,460,934.79","30,407,601.13","31,466,238.92","41,433,154.46","51,524,917.65","33,759,206.79","28,025,948.40","24,842,085.37","47,437,987.99","42,622,825.33","43,736,562.46"
其他非流动负债,,,,,,"7,963,609.23",,,,,"150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00",,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"5,300,000.00","9,720,565.67","10,841,047.28","10,587,817.16","8,591,424.42","8,363,609.23","13,847,595.23","13,303,213.71","12,762,964.62","12,255,793.15","161,757,000.44","190,615,263.17","189,798,623.55","189,116,559.60","15,819,089.71","15,423,769.61","15,480,456.29","151,510,679.79","149,167,962.08","148,490,172.15"
固定资产清理,,,,,,,,,,,,,,,,,,,,
负债合计,"125,852,936.22","108,114,243.39","143,379,879.72","127,509,009.39","134,513,716.51","117,173,879.85","106,033,849.49","108,115,936.47","104,259,677.30","118,613,006.52","250,038,990.14","321,009,582.14","361,578,929.57","371,472,416.77","218,629,586.75","185,326,785.19","212,326,850.84","413,785,869.95","394,392,965.28","460,027,631.00"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","53,340,000.00","53,340,000.00","53,340,000.00","53,340,000.00","53,340,000.00","106,680,000.00","106,680,000.00","106,680,000.00","106,680,000.00","106,680,000.00","106,680,000.00","106,680,000.00","106,680,000.00","192,024,000.00","192,024,000.00","196,747,100.00"
油气资产,,,,,,,,,,,,,,,,,,,,
资本公积,"26,632,439.77","26,632,439.77","26,632,439.77","26,632,439.77","423,204,686.44","423,204,686.44","423,204,686.44","423,204,686.44","423,204,686.44","396,534,686.44","396,534,686.44","396,534,686.44","396,534,686.44","396,534,686.44","395,906,707.72","395,906,707.72","395,906,707.72","310,030,082.90","310,562,707.72","370,368,993.47"
无形资产,"59,901,831.46","58,186,886.66","56,401,444.32","55,818,073.72","55,478,452.52","55,763,338.78","55,471,061.37","54,818,591.47","54,981,860.56","54,554,465.62","53,948,526.89","58,380,584.73","58,072,062.70","57,481,271.97","95,243,432.67","94,170,869.52","93,189,812.80","130,750,721.29","129,852,631.22","127,958,943.72"
盈余公积,"16,278,055.90","24,439,554.19","33,313,955.75","33,313,955.75","33,313,955.75","33,313,955.75","41,843,026.58","41,843,026.58","41,843,026.58","41,843,026.58","51,832,792.95","51,832,792.95","51,832,792.95","51,832,792.95","64,135,987.03","64,135,987.03","70,601,806.85","70,601,806.85","78,555,759.81","78,555,759.81"
开发支出,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,"63,006,154.00"
商誉,,,,,,,,,,,,"86,285,972.54","86,125,931.66","86,712,210.66","51,057,902.17","51,057,902.17","51,057,902.17","95,838,200.03","89,109,522.92","89,109,522.92"
未分配利润,"117,141,176.38","179,247,482.95","239,281,540.21","255,772,213.32","248,705,965.99","267,253,144.07","288,838,875.04","304,878,145.39","324,973,224.76","306,576,687.13","333,932,751.08","350,952,787.82","356,298,101.19","390,800,917.54","420,338,344.28","450,996,573.09","460,960,283.71","510,738,183.39","549,699,492.91","597,782,882.84"
长期待摊费用,,,,,,,,,,,,"22,198.37",,"28,388.89",,,,,,
少数股东权益,,,,,,,,,,,"3,904,638.35","3,832,198.37","4,576,982.89","4,789,314.87","4,148,336.55","4,133,678.75","4,129,568.22","7,995,399.93","3,054,842.16","3,141,169.90"
递延所得税资产,"2,221,007.24","4,144,125.10","4,729,646.32","5,079,179.27","4,963,348.35","5,259,937.09","5,150,299.49","5,473,088.95","5,654,806.64","6,080,799.04","5,348,043.92","6,910,502.75","6,931,760.24","6,923,377.87","6,720,934.00","7,301,331.08","7,517,069.33","9,782,400.99","14,252,970.33","13,543,911.90"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"125,400,000.00",,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"102,214,467.84","123,093,770.95","134,035,221.97","131,951,902.92","130,622,942.42","132,307,537.11","135,542,723.62","135,106,044.98","135,753,008.28","136,415,539.08","263,845,286.18","238,437,137.28","246,029,699.05","256,253,724.33","265,312,462.46","271,802,859.40","275,180,646.22","465,497,807.23","473,266,027.81","467,667,329.94"
所有者权益(或股东权益)合计,"200,051,672.05","270,319,476.91","339,227,935.73","355,718,608.84","758,564,608.18","777,111,786.26","807,226,588.06","823,265,858.41","843,360,937.78","851,634,400.15","892,884,868.82","909,832,465.58","915,922,563.47","950,637,711.80","991,209,375.58","1,021,852,946.59","1,038,278,366.50","1,091,389,473.07","1,133,721,627.87","1,183,414,577.29"
资产总计,"325,904,608.27","378,433,720.30","482,607,815.45","483,227,618.23","893,078,324.69","894,285,666.11","913,260,437.55","931,381,794.88","947,620,615.08","970,247,406.67","1,142,923,858.96","1,230,842,047.72","1,277,501,493.04","1,322,110,128.57","1,209,838,962.33","1,207,179,731.78","1,250,605,217.34","1,505,175,343.02","1,528,114,593.15","1,643,442,208.29"
负债和所有者(或股东权益)合计,"325,904,608.27","378,433,720.30","482,607,815.45","483,227,618.23","893,078,324.69","894,285,666.11","913,260,437.55","931,381,794.88","947,620,615.08","970,247,406.67","1,142,923,858.96","1,230,842,047.72","1,277,501,493.04","1,322,110,128.57","1,209,838,962.33","1,207,179,731.78","1,250,605,217.34","1,505,175,343.02","1,528,114,593.15","1,643,442,208.29"
