科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"60,490,320.96","59,068,883.68","58,689,880.26","114,751,047.57","890,220,994.42","837,895,979.78","635,203,723.40","595,311,582.08","445,741,537.54","471,995,932.20","427,380,621.77","436,773,353.06","277,614,207.57","274,894,388.07","218,052,306.47","229,794,355.76","150,300,999.86","99,581,112.56","138,910,684.35","132,314,984.73","105,422,874.62","73,173,266.72","113,342,568.17","53,440,093.64","72,670,317.86","51,812,215.20","80,559,012.03","83,906,147.27","38,214,637.42","38,420,521.45","38,667,309.31","29,605,668.11","152,561,788.56","57,118,799.47","77,740,414.59","62,765,635.79","86,796,832.92","70,148,270.83","29,884,785.69"
短期借款,"110,000,000.00","140,000,000.00","120,000,000.00","220,000,000.00","210,000,000.00","170,000,000.00",,,,,,,,,,,,,,,,,,"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","120,000,000.00","120,000,000.00",,"33,000,000.00","33,000,000.00","33,000,000.00","33,000,000.00",
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"655,000.00","935,962.94","1,860,000.00","2,088,230.00","200,000.00","740,000.00","800,000.00","600,000.00","630,000.00","2,099,400.00","940,000.00","450,000.00","500,000.00","300,000.00","100,000.00","2,552,100.00","2,080,000.00","2,100,000.00","2,140,000.00","4,302,000.00","2,420,000.00","3,600,000.00","1,550,000.00","3,606,300.00","1,120,925.34","210,000.00","179,992.65","1,918,125.00","2,794,974.01","2,181,314.00","710,000.00","950,000.00","1,400,000.00","820,000.00","2,593,203.60","4,493,398.99","190,000.00","280,000.00","1,843,517.80"
应付票据,"8,959,690.00","3,314,298.00","7,387,804.00","7,375,732.00","7,512,650.00","9,417,630.00","5,501,950.00","5,197,524.80","8,048,079.00","11,311,989.06","3,903,467.83","5,184,661.77","8,110,292.80","13,623,000.00","9,848,741.00","5,948,061.00","3,425,000.00","5,335,609.78","2,365,492.00","1,550,000.00","1,086,400.00","1,060,000.00","1,136,000.00","1,356,000.00","210,000.00",,"856,937.36","656,937.36",,,,,,,,,,,
应收账款,"42,371,150.08","58,057,641.57","48,659,346.55","58,974,889.92","49,366,474.77","78,578,246.52","60,592,070.43","76,180,716.44","70,225,831.51","90,944,973.58","93,924,764.46","100,668,228.34","129,997,333.12","192,355,194.50","142,801,352.37","207,475,781.76","131,740,788.59","190,763,397.80","169,933,402.25","210,072,057.74","158,650,210.11","219,468,354.75","201,055,741.89","189,441,775.44","162,588,707.02","238,275,965.22","209,981,654.47","222,502,566.81","169,186,338.04","202,550,556.89","197,557,400.35","208,543,237.29","194,396,970.91","190,144,238.12","181,640,338.63","195,811,292.20","172,717,508.76","200,994,453.17","204,259,962.94"
应付账款,"30,571,256.69","33,504,243.82","26,658,089.82","53,083,101.04","101,254,144.83","71,208,144.32","73,832,215.50","87,059,720.87","91,295,408.59","61,503,917.88","61,901,720.77","62,538,511.70","97,275,839.41","74,504,545.56","92,108,208.16","108,011,159.00","125,284,462.16","138,866,553.51","153,140,328.89","155,361,389.44","158,431,307.24","149,827,062.51","150,174,754.34","178,336,148.35","135,849,121.10","129,823,132.29","139,298,737.00","149,920,368.06","170,126,967.14","153,081,569.53","137,927,438.24","159,684,463.08","193,879,594.02","147,348,184.68","134,038,156.20","129,302,248.36","143,315,738.73","117,481,611.21","169,508,976.72"
预付款项,"9,445,223.92","14,339,025.32","13,905,758.87","15,677,978.70","7,836,566.08","8,562,195.00","10,434,145.87","31,912,551.91","52,661,557.67","59,915,432.29","91,971,191.51","94,539,729.43","32,913,522.53","30,249,450.62","26,533,032.87","27,886,799.25","47,014,236.25","62,855,206.52","65,839,100.80","48,253,551.83","17,582,609.22","17,702,933.58","30,179,156.24","33,839,633.27","6,352,438.88","6,413,105.98","8,069,279.02","9,821,358.77","8,096,897.75","49,322,387.92","19,312,409.83","16,166,162.81","8,190,019.79","11,723,270.83","10,123,637.99","13,969,404.29","5,355,703.04","11,204,845.53","6,120,367.63"
预收款项,"26,474,910.52","20,672,118.64","18,207,435.72","27,514,336.87","17,767,012.12","21,433,747.06","23,355,656.14","24,432,782.46","23,711,764.36","20,861,339.83","22,940,301.96","22,910,772.77","29,314,160.46","20,134,986.95","23,120,095.26","24,667,878.96","40,503,261.35","37,378,691.78","42,900,465.92","52,778,662.80","37,970,767.69","19,400,636.20","29,032,368.62","30,240,262.11","33,632,950.11","23,916,600.31","34,900,732.72","36,384,597.17","34,984,074.52","35,462,484.03","36,767,420.05","48,982,553.19","37,071,169.94","33,480,750.76","33,632,508.52","40,831,141.57","42,189,874.66","43,619,460.26","40,978,811.13"
