科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"104,609,523.85","123,717,994.29","131,108,897.54","69,140,600.77",,"154,627,973.70","37,165,658.97","83,000,171.29","129,148,437.73","175,193,269.21","51,690,728.04","100,800,269.96","150,757,188.20","216,274,156.20","54,386,795.52"
取得借款收到的现金,"437,581,400.00","513,000,000.00","441,116,288.89","201,000,000.00",,"440,000,000.00","32,242,361.79","38,294,116.91","145,294,116.91","215,255,472.96","520,000,000.00","779,559,775.19","956,962,826.14","1,085,119,193.29","998,086,243.15"
支付的各项税费,"84,092,982.43","95,277,374.54","94,221,709.84","47,876,205.27",,"107,312,682.45","20,549,982.27","47,239,968.83","60,990,293.25","80,488,848.07","26,523,021.33","54,711,399.37","62,086,705.53","82,715,691.52","8,331,436.08"
收到其他与筹资活动有关的现金,,"1,120,400.00","3,166,400.00",,,,,,,,,,,,"4,000,000.00"
支付其他与经营活动有关的现金,"72,290,504.87","81,805,043.26","77,942,691.60","38,523,671.27",,"82,591,319.12","28,079,357.22","56,670,560.84","85,659,607.95","110,447,247.06","32,515,846.78","62,738,576.00","91,771,598.53","147,645,627.33","95,942,869.88"
筹资活动现金流入小计,"437,581,400.00","514,120,400.00","444,282,688.89","201,000,000.00",,"1,126,520,000.00","32,242,361.79","38,294,116.91","145,294,116.91","218,708,646.35","520,000,000.00","779,559,775.19","956,962,826.14","1,085,119,193.29","1,002,086,243.15"
经营活动现金流出小计,"859,272,974.75","978,557,197.28","934,341,231.39","505,988,709.76",,"1,118,568,384.95","345,723,344.30","719,612,762.36","970,263,197.22","1,091,765,845.41","437,224,678.61","698,443,813.56","1,075,066,902.88","1,365,665,724.38","287,202,062.88"
偿还债务支付的现金,"335,000,000.00","467,581,400.00","521,000,000.00","155,000,000.00",,"402,000,000.00","204,000,000.00","418,051,755.12","418,051,755.12","422,000,000.00","180,417,080.56","180,024,495.58","291,528,627.16","226,591,441.04","832,669,630.97"
经营活动产生的现金流量净额,"75,266,253.01","128,145,448.31","179,974,049.86","74,463,803.24","122,170,551.58","183,129,416.34","32,053,408.57","65,569,547.40","91,084,358.56","80,690,257.96","-16,673,310.13","105,360,663.28","160,271,123.79","179,112,619.32","85,735,354.16"
分配股利、利润或偿还利息支付的现金,"59,902,738.02","172,278,707.19","73,244,490.71","58,671,260.98",,"136,772,569.19","3,061,509.90","72,158,793.70","73,137,342.97","77,609,544.88","5,324,014.98","12,289,439.66","91,672,737.07","101,704,367.07","13,204,803.50"
收回投资收到的现金,,"41,800,000.00","41,800,000.00",,,,,,"157,555,443.35",,,"160,000,000.00","160,000,000.00","260,000,000.00",
支付其他与筹资活动有关的现金,,,,,,"14,494,951.30",,,,"4,596,226.46",,,,,
取得投资收益收到的现金,"99,674,172.97","55,948,138.50","112,248,678.95","11,551,392.91",,"101,549,592.91",,"64,999,000.00","67,839,506.85","143,118,413.70","50,952,191.63","100,951,191.63","100,951,191.63","103,212,671.22","427,850.61"
筹资活动现金流出小计,"394,902,738.02","639,860,107.19","594,244,490.71","213,671,260.98",,"553,267,520.49","207,061,509.90","490,210,548.82","491,189,098.09","504,205,771.34","185,741,095.54","192,313,935.24","383,201,364.23","328,295,808.11","845,874,434.47"
处置固定资产、无形资产和其他长期资产收回的现金净额,"525,637.80","1,249,708.65","9,108,708.55","29,771.75",,"325,619.87","1,876,768.41","2,852,916.67","9,924,258.35","7,932,486.90","5,318,990.85","6,974,901.33","8,341,411.67","3,680,760.84","13,658,328.13"
筹资活动产生的现金流量净额,"42,678,661.98","-125,739,707.19","-149,961,801.82","-12,671,260.98","-75,701,079.33","573,252,479.51","-174,819,148.11","-451,916,431.91","-345,894,981.18","-285,497,124.99","334,258,904.46","587,245,839.95","573,761,461.91","756,823,385.18","156,211,808.68"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,505,395.65","19,510.23","3,056,413.05","1,124,719.91",,"1,903,336.12","-115,404.04","-575,060.19","755,128.16","-1,646,952.40","-1,062,753.75","328,667.80","972,949.30","991,933.26","-1,148,600.32"
收到其他与投资活动有关的现金,,"7,569,000.00","800,000.00","1,000,000.00",,"4,210,500.00",,,,"24,631,395.00",,"4,208,100.00",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"100,199,810.77","106,566,847.15","163,957,387.50","12,581,164.66",,"106,085,712.78","1,876,768.41","67,851,916.67","235,319,208.55","175,682,295.60","56,271,182.48","272,134,192.96","269,292,603.30","366,893,432.06","14,086,178.74"
五、现金及现金等价物净增加额,"-33,054,308.12","-49,899,095.18","-25,909,153.60","42,960,222.07","-25,596,826.61","649,892,833.56","-340,672,584.50","-678,952,679.25","-507,322,704.30","-409,645,211.58","-58,268,834.30","78,351,606.83","-188,699,325.10","-73,407,159.08","18,365,983.60"
购建固定资产、无形资产和其他长期资产支付的现金,"146,485,532.38","98,442,960.72","140,383,015.44","32,538,204.76",,"213,980,211.19","74,668,209.33","166,782,651.22","257,936,418.39","312,483,980.85","156,062,857.36","432,725,757.16","603,949,509.08","783,508,128.90","98,458,757.66"
期初现金及现金等价物余额,"225,134,922.92","192,080,614.80","142,181,519.62","116,272,366.02",,"116,272,366.02","766,165,199.58","766,165,199.58","766,165,199.58","766,165,199.58","356,519,988.00","356,519,988.00","356,519,988.00","356,519,988.00","291,021,005.34"
投资支付的现金,"103,208,105.85","60,448,232.96","81,067,879.20",,,"497,900.00","125,000,000.00","193,100,000.00","230,650,000.00","66,389,706.90","275,000,000.00","453,992,000.00","589,047,954.32","589,828,400.00","138,060,000.00"
期末现金及现金等价物余额,"192,080,614.80","142,181,519.62","116,272,366.02","159,232,588.09",,"766,165,199.58","425,492,615.08","87,212,520.33","258,842,495.28","356,519,988.00","298,251,153.70","434,871,594.83","167,820,662.90","283,112,828.92","309,386,988.94"
