科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付其他与经营活动有关的现金,"34,334,505.64","29,229,850.99","38,369,117.85","14,570,203.64","18,591,290.36","29,997,388.66","61,869,765.96","16,985,002.46","22,322,294.83","34,971,376.55","70,146,669.44","17,586,590.01","30,147,361.68","71,041,288.18","139,177,790.02","28,743,109.40","38,890,753.65","64,591,050.86","108,501,045.39","30,072,500.63","343,339,571.70","223,153,699.47","499,290,808.83","79,570,661.52","246,481,632.19","376,529,263.04","685,366,902.64","151,721,046.11","373,746,896.13","445,820,264.53","667,468,340.67","283,969,044.81","1,363,281,718.79"
筹资活动现金流入小计,"378,014,275.18","186,409,462.89","257,182,698.65","32,967,263.83","135,615,303.17","760,795,719.37","793,406,382.22","46,138,259.40","92,585,840.40","116,748,005.40","171,708,597.40","88,426,127.11","275,828,267.97","471,455,167.68","641,238,979.64","186,365,340.00","488,503,470.00","676,049,224.00","871,052,653.48","292,754,074.56","741,890,382.76","1,845,058,718.22","2,674,258,441.37","519,559,921.83","2,202,501,573.10","3,105,877,003.58","4,145,694,789.66","916,226,354.55","2,251,333,613.99","3,104,625,050.16","3,999,629,088.92","1,420,415,409.94","2,873,204,836.66"
经营活动现金流出小计,"615,583,122.20","478,704,921.70","646,473,762.21","190,820,984.15","423,408,575.79","697,975,091.30","936,871,867.95","251,428,859.07","527,667,516.35","800,919,370.29","1,057,681,172.23","284,172,942.15","655,083,207.93","1,016,119,835.15","1,429,121,710.09","346,407,999.57","901,718,597.88","1,498,802,865.56","2,307,374,166.76","716,253,426.21","1,885,632,536.60","2,758,431,431.51","4,944,083,548.72","1,945,955,675.22","4,544,468,004.94","8,228,695,377.30","12,271,489,885.91","4,184,727,221.71","9,089,083,808.32","13,449,043,993.52","18,059,241,506.74","5,727,995,812.11","12,412,378,815.52"
偿还债务支付的现金,"172,232,853.96","196,334,588.90","172,652,636.55","24,963,498.88","57,253,576.43","205,083,793.82","244,396,641.42","22,307,623.29","51,386,344.99","65,161,910.49","80,544,573.04","47,754,883.52","89,603,133.54","176,086,666.54","211,346,701.54","132,321,723.00","246,390,722.00","488,144,580.00","649,223,589.18","242,029,684.33","587,758,088.48","1,325,996,046.14","2,014,138,889.02","338,987,512.22","761,651,959.50","1,194,730,558.19","1,763,935,855.12","433,975,192.57","1,479,190,037.61","2,102,342,874.06","2,847,051,257.27","1,114,715,386.57","2,296,339,898.09"
经营活动产生的现金流量净额,"8,377,806.53","64,645,982.36","105,843,990.40","2,917,745.13","-33,992,821.84","-73,511,239.10","-39,057,096.41","-25,512,501.37","-54,018,069.27","-44,498,826.95","-43,740,713.64","-13,054,329.68","-81,241,317.66","-122,520,004.39","-94,251,003.04","-4,056,350.97","-9,302,655.52","-43,532,801.57","-8,739,537.41","37,078,167.05","51,320,789.33","356,844,249.36","255,904,261.53","-203,507,510.32","-184,328,571.38","328,169,286.46","-44,447,633.88","-499,227,439.05","-389,699,683.03","-24,518,149.27","584,353,672.48","1,381,455,694.97","545,592,856.44"
分配股利、利润或偿还利息支付的现金,"8,337,557.71","11,110,069.11","18,854,502.52","1,019,095.56","4,679,354.24","6,250,744.59","8,353,720.95","655,135.65","4,000,292.52","40,171,200.45","68,469,687.23","1,537,029.81","24,293,033.66","48,198,392.88","55,934,808.48","8,304,168.58","69,054,290.38","83,477,674.12","94,736,339.94","10,869,058.39","55,178,997.45","67,349,771.24","82,001,119.61","14,169,147.07","32,723,725.81","48,534,158.60","133,296,692.97","32,042,821.36","65,015,970.78","213,306,240.42","247,967,113.07","38,668,206.41","105,596,444.54"
收回投资收到的现金,,"6,931,819.45","281,880.00",,,,,,,,,,,,,,"7,000,000.00","47,000,000.00","49,000,000.00",,"4,151,250.00","391,229,700.00","543,179,700.00","57,000,000.00","197,894,562.53","991,794,562.53","1,907,150,000.00","302,100,000.00","352,040,000.00","839,240,000.00","1,247,347,281.05","184,000,000.00",
支付其他与筹资活动有关的现金,"5,605,000.00",,"5,763,000.00",,"651,770.00","4,444,128.70","1,867,021.92",,"54,445.00","142,667.34",,,"300,000.00","300,000.00","10,000,000.00",,"2,105,000.00","2,105,000.00","1,105,000.00",,"222,095,500.00","309,594,323.96","176,932,079.38","669,639.86","21,387,379.18","38,687,217.45","269,143,169.64","62,362,077.80","184,913,508.34","237,912,082.46","320,088,451.20","156,172,779.60","309,890,044.06"
取得投资收益收到的现金,"2,738,008.28","4,824,853.52","4,255,537.50","240,000.00","4,734,220.00","4,734,220.00","5,146,163.75",,"2,472,432.50","3,613,553.34","6,613,553.34",,"470,640.00","470,640.00","6,432,543.75","767,601.93","810,800.56","9,980,334.81","14,343,903.69",,"3,978,450.00","4,478,282.18","13,359,106.87","314,607.98","776,586.06","3,778,947.82","9,388,462.69","194,352.89","3,267,645.61","5,349,819.35","8,387,928.76","4,392,621.21","7,576,867.52"
筹资活动现金流出小计,"186,175,411.67","207,444,658.01","197,270,139.07","25,982,594.44","62,584,700.67","215,778,667.11","254,617,384.29","22,962,758.94","55,441,082.51","105,475,778.28","149,014,260.27","49,291,913.33","114,196,167.20","224,585,059.42","277,281,510.02","140,625,891.58","317,550,012.38","573,727,254.12","745,064,929.12","252,898,742.72","865,032,585.93","1,702,940,141.34","2,273,072,088.01","353,826,299.15","815,763,064.49","1,281,951,934.24","2,166,375,717.73","528,380,091.73","1,729,119,516.73","2,553,561,196.94","3,415,106,821.54","1,309,556,372.58","2,711,826,386.69"
处置固定资产、无形资产和其他长期资产收回的现金净额,"138,000.00","1,291,384.40","96,038.22",,"233,671.43","272,171.43","571,226.30","16,600,265.00","39,100,265.00","65,115,965.00","60,316,936.61","25,477.00","322,674.00","579,794.00","29,573,956.50","55,692.31","288,983.87","2,561,004.87","5,155,351.87","2,090,783.80","2,151,783.80","2,709,633.30","3,947,196.86",,"118,419.55","323,975.11","1,580,291.12","384,719.97","842,318.29","2,246,840.32","2,591,410.49","30,000.00","6,516,789.94"
筹资活动产生的现金流量净额,"191,838,863.51","-21,035,195.12","59,912,559.58","6,984,669.39","73,030,602.50","545,017,052.26","538,788,997.93","23,175,500.46","37,144,757.89","11,272,227.12","22,694,337.13","39,134,213.78","161,632,100.77","246,870,108.26","363,957,469.62","45,739,448.42","170,953,457.62","102,321,969.88","125,987,724.36","39,855,331.84","-123,142,203.17","142,118,576.88","401,186,353.36","165,733,622.68","1,386,738,508.61","1,823,925,069.34","1,979,319,071.93","387,846,262.82","522,214,097.26","551,063,853.22","584,522,267.38","110,859,037.36","161,378,449.97"
处置子公司及其他营业单位收到的现金净额,"4,707,904.01","1,520,140.70",,,,,,,,,,,,,,,,,"25,870,081.88","1,071,112.16","5,067,393.08","12,264,977.37","12,264,977.37","1,000,000.00","1,500,000.00","1,500,000.00","1,509,344.44",,,,"15,832,913.02","114,416.30",
四、汇率变动对现金的影响,"-2,377,374.13","-1,244,799.78","-842,077.78","-323,323.20","341,789.94","390,975.73","-794,873.70","-3,596.84","426,834.50","880,163.70","-216,682.67","-680,548.80","-1,180,832.80","-1,220,834.50","-1,014,686.63","465,175.21","1,921,861.25","1,708,055.12","2,933,945.86","1,058,933.78","257,479.10","8,671,158.04","8,496,914.58","-5,433,625.73","5,052,734.95","4,451,823.24","7,937,445.66","-177,954.86","-3,750,537.53","-8,054,433.93","-11,882,536.76","-38,822,003.70","-20,822,131.29"
收到其他与投资活动有关的现金,,"1,736,905.24",,,,,"3,243,714.31",,,,,,,"3,012,223.81","3,012,223.81",,,,"17,641,054.37",,,,,,"1,605,825.15","1,605,825.15","1,605,825.15",,,,,"2,320,872,380.00","7,940,699,116.07"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"7,583,912.29","16,305,103.31","4,633,455.72","240,000.00","4,967,891.43","5,006,391.43","8,961,104.36","16,600,265.00","41,572,697.50","68,729,518.34","66,930,489.95","25,477.00","793,314.00","4,062,657.81","39,018,724.06","823,294.24","8,099,784.43","59,541,339.68","112,010,391.81","3,161,895.96","15,348,876.88","410,682,592.85","572,750,981.10","58,314,607.98","201,895,393.29","999,003,310.61","1,921,233,923.40","302,679,072.86","356,149,963.90","846,836,659.67","1,274,159,533.32","2,509,409,417.51","7,954,792,773.53"
五、现金及现金等价物净增加额,"124,185,871.70","-5,602,801.99","12,102,983.92","-37,323,057.12","-44,715,877.16","359,348,153.80","304,093,709.43","-61,304,062.47","-119,093,572.22","-215,501,745.03","-254,208,665.54","-257,084.45","-8,380,497.31","7,835,750.49","151,805,012.56","-53,881,900.87","39,955,956.60","-45,588,236.87","-51,299,616.41","63,899,293.95","-106,805,791.14","-2,667,337.80","188,697,805.72","-93,262,830.39","170,274,048.79","1,182,679,015.47","225,700,924.82","-56,138,950.42","-139,573,495.06","26,249,353.85","411,278,890.14","-146,754,365.31","798,275,117.98"
购建固定资产、无形资产和其他长期资产支付的现金,"80,158,051.50","56,343,101.76","157,444,944.00","47,142,148.44","86,947,374.45","115,439,061.78","184,188,458.01","75,563,729.72","144,219,792.84","214,667,990.08","250,224,085.53","25,681,896.75","48,714,904.53","66,887,319.60","103,570,374.36","19,053,467.77","46,916,491.18","62,826,799.98","101,922,195.28","16,115,034.68","29,050,733.28","58,052,006.91","107,175,364.93","25,355,476.63","94,744,038.71","313,018,986.23","709,017,131.07","223,958,892.19","444,425,018.80","691,758,721.79","994,444,192.23","425,965,131.45","771,034,797.67"
期初现金及现金等价物余额,"18,764,899.40","142,950,771.10","137,347,969.11","149,450,953.03","149,450,953.03","149,450,953.03","149,450,953.03","453,544,662.46","453,544,662.46","453,544,662.46","453,544,662.46","199,335,996.92","199,335,996.92","199,335,996.92","199,335,996.92","351,141,009.48","351,141,009.48","351,141,009.48","351,141,009.48","299,841,393.07","299,841,393.07","299,841,393.07","299,841,393.07","488,539,198.79","488,539,198.79","488,539,198.79","488,539,198.79","714,240,123.61","714,240,123.61","714,240,123.61","714,240,123.61","1,804,327,982.58","622,618,354.91"
投资支付的现金,"1,079,285.00","7,930,791.00",,,,,"17,500,000.00",,,,"12,170,000.00",,"6,400,000.00","19,200,000.00","19,200,000.00","77,800,000.00","84,800,000.00","102,800,000.00","125,169,412.48","1,140,000.00","1,540,000.00","490,060,091.48","570,193,523.38","42,450,000.00","620,454,562.53","1,067,154,562.53","2,336,510,000.00","23,300,000.00","176,740,000.00","646,646,800.00","1,024,756,800.00","168,000,000.00","60,000,000.00"
期末现金及现金等价物余额,"142,950,771.10","137,347,969.11","149,450,953.03","112,127,895.91","104,735,075.87","508,799,106.83","453,544,662.46","392,240,599.99","334,451,090.24","238,042,917.43","199,335,996.92","199,078,912.47","190,955,499.61","207,171,747.41","351,141,009.48","297,259,108.61","391,096,966.08","305,552,772.61","299,841,393.07","363,740,687.02","193,035,601.93","297,174,055.27","488,539,198.79","395,276,368.40","658,813,247.58","1,671,218,214.26","714,240,123.61","658,101,173.19","574,666,628.55","740,489,477.46","1,125,519,013.75","1,657,573,617.27","1,420,893,472.89"
