科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"101,800,489.28","240,089,455.94","380,591,560.01","492,372,337.49","119,391,238.66","290,684,059.84","454,543,881.61","575,720,357.27","101,950,214.30","262,101,406.92","410,422,410.84","544,520,701.79","114,773,459.67","258,735,062.53","396,367,699.58","541,224,471.94","124,815,299.15","291,981,530.43","477,350,764.81","638,097,692.12","734,464,943.54","1,811,084,081.64","2,710,108,300.74","3,877,392,815.26","995,483,019.61","2,166,584,948.80","3,201,450,686.74","4,463,630,641.28","1,102,281,859.19","2,602,861,151.29","3,774,171,515.64","4,866,688,802.83","1,513,780,374.73","3,323,250,105.32","4,741,344,818.56","6,174,305,698.07","1,511,801,334.50","3,335,542,295.21","4,969,569,777.13","7,092,779,974.36","2,024,574,397.93","4,289,245,175.07","6,111,092,617.26","9,108,900,358.90","2,697,358,960.72","5,039,053,758.81"
二、营业利润,"52,619,100.06","92,083,973.43","156,182,238.77","246,794,639.17","13,664,713.10","33,707,774.46","62,408,752.06","105,109,822.32","31,927,457.39","77,407,119.05","111,141,843.47","137,397,720.20","17,537,987.38","47,953,051.78","93,734,827.57","149,857,802.62","22,553,703.79","64,887,490.94","110,352,905.09","306,124,588.77","68,514,280.79","291,678,700.64","401,613,857.96","425,874,173.37","76,272,288.51","191,435,154.59","316,299,197.35","384,842,827.39","95,799,058.82","285,506,288.34","451,698,678.43","481,417,362.63","223,141,566.22","477,580,286.23","702,810,160.04","752,761,721.38","210,223,232.59","512,342,901.04","743,167,863.83","657,789,363.35","183,626,954.64","410,740,975.03","462,024,490.29","709,842,111.89","207,040,725.37","589,121,484.38"
减:营业成本,"39,651,375.63","95,842,525.53","138,321,954.35","182,627,353.08","43,784,625.99","103,848,462.76","152,612,235.93","203,165,010.38","36,917,630.07","90,141,453.02","150,539,305.94","189,708,689.42","43,931,784.03","97,735,600.33","134,484,483.78","176,882,127.55","47,402,692.46","106,159,691.79","160,147,129.06","211,723,465.21","544,874,252.05","1,363,003,052.54","1,984,635,862.20","2,892,848,803.58","758,563,597.82","1,602,520,757.20","2,348,167,631.23","3,297,060,716.19","820,619,315.81","1,896,360,133.48","2,658,766,254.41","3,383,450,920.21","1,056,556,382.45","2,281,432,147.41","3,126,496,590.47","4,040,404,182.36","1,004,188,227.28","2,218,242,572.06","3,250,154,102.11","4,752,611,436.51","1,457,973,272.43","2,981,849,150.76","4,206,991,278.45","6,195,070,792.09","1,738,002,962.50","3,139,911,162.69"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,139,428.69","2,738,061.76","4,793,697.35","6,564,136.28","1,384,546.82","3,435,136.97","6,125,107.18","7,895,074.74","1,093,793.49","3,103,540.66","5,537,231.08","7,351,256.83","1,188,501.29","3,541,549.89","5,662,394.28","7,816,022.20","1,289,816.51","3,902,996.89","6,644,346.85","9,201,896.01","1,962,474.27","6,488,143.25","10,326,580.53","13,067,601.23","2,531,755.24","7,065,862.53","11,005,578.04","14,641,603.73","3,132,637.71","9,504,383.70","15,515,736.06","20,849,083.00","7,063,854.08","16,737,726.64","27,179,364.20","39,072,189.40","7,464,199.08","16,225,249.41","27,362,101.80","60,892,853.82","10,228,791.29","36,250,111.41","52,846,894.25","78,882,972.85","19,455,496.29","49,564,109.33"
营业外收入,"5,314.33","1,938,535.33","1,942,429.83","3,408,769.75","177,205.54","183,910.18","254,851.94","4,640,542.53","147,792.29","241,880.74","3,235,138.82","14,748,213.76","119,027.84","791,205.60","1,207,834.91","9,255,832.07","1,873,805.30","3,822,886.36","9,212,572.17","21,022,216.38","630,580.50","14,247,794.07","17,082,362.57","33,371,327.13","3,937,674.65","9,332,419.50","12,517,917.52","21,092,340.71","3,663,124.70","12,340,860.96","21,697,603.33","48,597,308.20","4,620,267.18","13,065,260.56","18,167,321.32","37,087,884.35","8,002,957.16","29,165,054.65","42,880,540.92","78,550,930.43","10,855,784.99","25,529,396.51","157,830,254.20","17,476,071.65","7,297,655.49","11,816,332.22"
销售费用,"29,729,379.28","66,346,034.85","113,283,278.41","157,211,378.88","33,315,086.08","95,419,381.39","153,294,551.12","193,768,201.79","32,016,895.02","79,017,936.50","121,835,613.54","159,210,556.99","31,485,812.21","72,387,710.29","118,856,413.18","151,698,736.52","38,703,896.43","90,614,109.62","148,676,262.97","207,423,883.40","63,378,937.07","108,333,126.49","196,117,820.43","271,115,520.27","55,574,072.14","142,276,043.78","219,941,010.97","339,345,199.43","61,875,113.40","172,210,411.54","290,235,219.91","445,070,855.87","88,305,628.21","264,685,787.71","419,865,323.02","659,826,190.86","108,957,143.49","293,666,371.33","457,937,701.02","745,356,556.53","157,555,581.33","412,819,942.72","688,791,650.18","1,090,596,288.69","301,233,670.25","612,872,185.42"
减:营业外支出,"68,042.98","717,196.59","582,585.98","4,136,530.56","50,307.58","120,785.32","236,310.60","1,430,056.54","64,638.25","300,370.48","310,814.82","4,758,403.02","63,878.50","152,448.17","181,631.64","7,564,173.07","404,277.19","526,100.95","674,762.78","1,304,675.11","1,606,259.53","2,683,346.73","6,246,377.00","13,182,721.88","1,221,654.35","3,267,749.99","3,153,787.78","15,263,385.40","5,299,402.47","6,923,169.23","15,341,062.63","32,994,331.90","5,600,738.21","6,215,676.36","11,308,326.06","32,537,036.41","6,885,954.31","11,328,022.19","20,150,520.27","36,031,623.08","4,480,055.35","11,629,547.59","38,285,194.60","45,546,468.10","5,347,290.91","10,564,322.70"
管理费用,"16,806,986.83","36,013,537.96","49,792,960.26","67,186,988.98","21,004,446.72","43,366,745.41","63,034,070.98","86,962,280.77","20,395,116.25","38,427,514.58","56,978,382.41","85,334,342.91","23,078,357.04","47,319,426.99","70,310,851.30","96,545,058.77","22,938,403.82","41,835,186.53","69,707,733.93","103,501,595.43","51,351,270.97","121,675,308.19","179,730,061.79","301,349,525.23","75,617,672.70","154,362,120.36","226,661,757.19","356,946,292.48","96,018,027.84","201,535,556.26","323,033,977.21","452,198,453.82","120,974,547.88","254,466,754.06","418,458,048.70","600,666,898.81","152,164,317.91","319,997,433.00","440,479,771.06","694,927,661.73","165,861,792.51","369,208,399.53","546,591,869.24","867,012,853.72","264,003,853.95","516,698,765.73"
其中:非流动资产处置净损失,,"31,080.26","31,080.26","1,583,571.51",,,,"373,964.52","64,638.25","300,370.48",,"4,675,226.36","63,878.50","49,698.17","141,072.51","7,217,916.32","404,277.19","526,100.95","526,100.95","1,057,979.86","1,606,259.53","167,119.56","4,760,485.00","4,495,564.78","721,654.35","232,149.54","232,149.54","5,468,834.38","4,046,850.23","4,162,461.59","5,495,400.72","6,673,294.48","6,673,294.48","1,182,820.75","3,946,208.65","6,975,308.57","1,100,626.75","2,723,466.85","7,279,963.88","9,582,782.05","561,822.62","2,609,620.95","2,761,668.80",,,
