科目,2007-12-31,2008-12-31,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"27,645,751.76","58,555,309.12","63,738,342.49","589,786,519.73","555,721,991.12","533,818,687.12","513,017,387.90","473,047,582.02","468,082,638.03","463,472,377.64","427,874,850.56","413,556,367.30","397,082,103.12","346,639,411.80","329,071,909.39","288,915,854.78","324,474,905.15","324,165,417.69","310,123,809.68","305,475,734.28","295,589,184.42","323,518,011.49","290,263,882.76","338,670,946.19","45,087,834.48","44,046,476.95","44,736,384.78","58,147,803.86","74,467,787.00","69,704,437.57","65,452,892.02","200,124,202.68","224,534,271.92","48,959,014.25","54,224,162.24"
短期借款,,"6,400,000.00","16,400,000.00","10,000,000.00","10,000,000.00",,,"3,000,000.00","3,000,000.00","39,000,000.00","39,000,000.00","39,000,000.00","39,000,000.00","9,000,000.00","39,000,000.00","39,000,000.00","59,000,000.00","59,000,000.00","59,000,000.00","59,000,000.00","59,000,000.00","19,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00",,,"50,000,000.00","50,000,000.00","50,000,000.00","75,000,000.00","33,000,000.00","75,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"13,589,035.37","9,296,800.00","28,327,664.00","8,470,699.00","11,011,617.00","13,215,612.61","14,303,821.34","24,402,931.76","34,951,504.50","33,190,660.00","49,303,827.00","53,123,938.86","46,729,698.97","36,256,890.54","50,029,526.81","39,287,241.92","44,397,203.46","44,542,650.84","27,551,700.08","51,477,027.43","47,346,766.73","24,940,489.27","47,092,308.34","38,897,491.48","57,208,368.47","33,220,112.75","46,800,059.94","57,884,126.89","41,346,456.82","48,837,433.49","48,520,236.58","62,193,946.70","127,042,466.58","83,044,922.78","69,776,773.19"
应付票据,,,"15,000,000.00","15,000,000.00",,"13,800,000.00","13,800,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,"70,908,682.00","31,403,660.00","34,668,444.00"
应收账款,"26,808,044.38","62,245,314.66","76,942,570.32","97,307,669.92","106,287,270.03","110,864,427.27","126,529,286.82","166,541,012.16","171,392,303.60","182,292,469.29","191,540,229.15","205,073,878.23","198,789,725.91","201,894,881.96","201,746,414.75","189,464,387.69","209,693,542.37","200,468,385.04","227,867,537.51","228,808,752.29","235,108,282.12","249,968,323.65","242,401,444.81","240,464,413.67","227,859,111.75","240,818,141.24","229,174,223.38","199,747,976.44","210,953,505.72","219,285,074.55","212,762,196.31","188,928,402.58","240,164,430.16","241,177,367.64","255,879,000.13"
应付账款,"12,580,473.59","21,975,939.77","21,653,503.49","16,861,321.27","21,389,431.93","13,397,022.46","14,798,254.66","44,335,562.25","44,869,911.73","46,794,976.94","50,489,364.54","55,344,185.15","49,067,147.86","53,275,872.73","49,553,326.33","67,809,173.86","63,401,086.68","63,469,280.86","63,754,007.89","79,115,152.79","63,994,341.36","62,962,973.18","60,098,606.65","63,280,360.96","52,075,832.99","51,064,357.19","48,657,523.45","39,828,342.46","30,933,778.74","28,543,113.64","28,595,933.04","29,698,035.72","68,952,980.13","64,716,212.90","67,510,262.05"
预付款项,"6,408,201.11","20,062,805.17","24,581,460.96","17,792,349.01","21,553,201.11","26,178,521.18","24,782,068.77","12,458,228.58","10,603,731.38","5,147,477.15","4,130,550.77","8,045,649.49","9,308,951.58","13,188,722.55","19,159,849.05","5,748,481.38","7,631,237.02","7,532,390.47","9,972,265.68","3,135,825.10","4,067,004.93","1,689,216.94","2,155,917.74","1,265,362.94","1,138,992.61","1,192,115.63","516,630.45","1,641,405.28","1,470,079.13","1,794,615.49","3,026,446.26","2,867,623.32","12,642,255.78","11,907,619.56","38,681,865.41"
预收款项,"30,636,062.48","17,878,675.65","14,196,468.33","9,116,681.00","9,457,350.81","14,074,624.09","8,778,888.24","11,694,587.47","15,212,583.23","15,663,375.28","23,855,493.21","21,654,332.24","27,220,669.48","31,309,100.41","35,549,138.23","23,327,743.15","30,926,160.47","27,892,528.43","27,714,544.49","22,564,401.18","16,286,772.48","19,796,454.67","20,643,366.71","11,160,282.54","12,273,905.29","10,082,811.07","16,780,165.37","17,648,848.78","25,184,804.52","31,637,213.02","27,139,898.17","14,234,537.26","10,587,857.01","7,968,624.17","13,151,906.43"
