科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"429,073,382.06","500,502,622.70","111,540,848.80","413,921,331.04","743,043,055.48","114,269,737.86","209,511,250.34","413,116,261.34","699,367,081.11","92,742,413.05","191,800,024.30","650,120,242.40","954,188,292.65","173,487,653.20","556,266,150.26","895,551,319.26","1,377,195,632.35","369,745,131.58","664,763,546.59","1,117,985,547.26","1,880,078,130.37","353,495,342.45","970,182,808.27","1,402,055,385.77","2,646,405,786.93","480,448,984.81","1,182,682,194.40","1,968,829,022.64","3,102,701,612.07","627,423,243.05","1,357,754,418.76","2,412,646,765.53","2,798,834,795.98","694,345,865.59","2,104,870,488.07","2,716,393,081.78","2,970,319,559.72","376,882,365.60","825,763,745.21","1,348,267,213.30","2,036,921,002.88","366,993,375.06"
取得子公司及其他营业单位支付的现金净额,"6,174,360.08",,,,,,,,"57,055,890.13",,,"165,185,999.85","165,185,999.85",,"17,500,000.00","17,500,000.00",,,"23,500,000.00","23,500,000.00","73,883,101.86","8,019,601.89","217,058,112.45","217,058,112.45","216,847,092.36",,"37,884,161.34","37,884,161.34","39,229,516.06",,,"439,623,987.31","484,602,411.19",,,,,,,,,
收到的税费返还,"7,906,190.11","3,484,060.55","6,548,530.62","11,548,952.55","23,803,552.61","3,298,139.51","7,882,241.33","8,926,486.18","10,583,887.34","3,600,940.74","11,888,132.72","11,995,326.24","22,253,899.64","1,467,295.01","6,553,758.25","10,797,470.62","28,459,441.36","3,530,279.96","5,028,729.85","11,448,835.68","45,017,265.35","6,060,345.07","11,115,504.07","13,692,393.19","22,836,391.71","28,618,693.66","32,655,827.89","38,989,708.06","52,842,940.49","2,841,478.31","5,507,739.04","7,990,676.96","20,600,103.25","2,786,913.14","3,844,378.89","11,460,086.18","14,656,317.24","3,224,702.29","5,448,162.20","9,909,836.08","14,831,594.65","2,309,952.98"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,"4,277,603.93",,,,"11,952,499.15",,"9,455,881.15","11,203,700.20",,,,,,,,,,,"8,418,519.10","8,418,519.10","7,063,311.23",
收到其他与经营活动有关的现金,"56,733,599.84","5,296,564.72","1,070,376.19","8,722,219.99","12,842,045.37","3,030,835.16","26,155,456.39","43,164,179.80","86,283,936.16","8,760,979.59","18,789,164.68","87,393,629.40","58,794,880.49","12,730,592.42","16,816,560.44","34,022,437.08","51,605,964.29","5,253,473.51","21,876,558.45","37,175,948.44","83,693,836.69","32,910,269.77","44,978,295.63","73,078,175.87","98,217,440.99","13,770,073.96","51,721,133.32","98,538,005.26","139,778,628.01","14,471,815.40","32,051,808.48","68,375,937.60","85,218,553.61","22,550,227.93","36,994,613.58","47,802,655.61","88,379,423.29","28,970,941.58","51,110,020.52","89,448,315.29","124,596,116.29","47,657,809.03"
投资活动现金流出小计,"17,513,134.88","6,554,105.12","3,887,475.30","72,940,960.69","77,366,911.07","152,742,347.91","268,227,780.45","393,685,373.37","561,542,388.99","230,469,053.82","262,872,086.91","427,381,689.91","455,242,613.21","5,447,565.04","60,640,568.76","131,173,427.04","161,398,152.56","6,160,845.56","40,587,300.98","135,405,380.26","273,577,760.79","138,665,589.19","365,245,704.30","424,812,709.05","452,596,126.97","82,957,783.85","193,933,955.59","258,106,711.77","314,500,665.08","62,036,363.64","292,075,803.64","722,273,352.78","1,585,939,505.36","57,475,574.65","519,059,578.85","594,658,942.24","1,181,855,872.77","120,473,098.63","218,453,330.42","258,437,414.22","753,557,851.42","113,098,982.87"
经营活动现金流入小计,"493,713,172.01","509,283,247.97","119,159,755.61","434,192,503.58","779,688,653.46","120,598,712.53","243,548,948.06","465,206,927.32","796,234,904.61","105,104,333.38","222,477,321.70","749,509,198.04","1,035,237,072.78","187,685,540.63","579,636,468.95","940,371,226.96","1,457,261,038.00","378,528,885.05","691,668,834.89","1,166,610,331.38","2,008,789,232.41","392,465,957.29","1,026,276,607.97","1,488,825,954.83","2,767,459,619.63","522,837,752.43","1,267,059,155.61","2,106,356,735.96","3,295,323,180.57","644,736,536.76","1,395,313,966.28","2,489,013,380.09","2,904,653,452.84","719,683,006.66","2,145,709,480.54","2,775,655,823.57","3,073,355,300.25","409,078,009.47","882,321,927.93","1,447,625,364.67","2,176,348,713.82","416,961,137.07"
投资活动产生的现金流量净额,"-6,524,271.28","-6,541,737.20","-3,877,375.30","-72,930,860.69","-77,356,811.07","-152,742,347.91","-268,225,864.43","-393,667,847.35","-560,771,020.00","-230,467,553.82","-250,480,333.16","-415,477,916.43","-443,280,597.42","-2,445,316.90","-49,022,212.92","-119,553,863.20","-149,639,230.21","-3,148,550.56","-34,630,855.98","-129,444,835.26","-265,775,873.59","-136,219,389.19","-362,621,857.89","-419,657,686.10","-446,319,545.21","-80,737,124.55","-191,972,454.70","-235,835,089.57","-260,923,619.06","-53,679,173.42","-280,084,347.58","-699,201,712.70","-909,064,601.09","73,831,781.43","-291,486,538.42","-248,255,332.64","-279,778,749.30","103,456,870.27","89,799,752.94","71,142,112.93","-97,286,787.27","36,344,408.29"
购买商品、接受劳务支付的现金,"279,765,469.71","201,493,664.68","93,118,349.39","190,279,590.19","258,636,550.76","52,694,118.39","82,647,952.46","126,770,301.80","206,061,691.61","55,731,984.99","136,421,345.52","187,415,206.65","289,132,612.09","117,807,011.12","211,518,189.11","325,817,874.50","491,663,941.91","177,638,424.55","417,014,267.68","570,343,038.80","852,058,158.37","335,602,020.05","735,387,780.59","1,116,005,177.34","1,555,470,020.73","359,535,319.45","876,564,632.38","1,466,716,777.11","2,221,238,075.37","532,927,759.12","1,143,185,698.18","1,692,364,440.58","1,852,208,659.37","455,416,550.57","1,291,430,489.00","1,586,633,417.17","1,190,395,512.64","116,160,271.35","234,096,342.88","341,806,228.48","474,140,498.89","126,024,179.20"
吸收投资收到的现金,"1,500,000.00",,"73,940,000.00","1,785,775,200.00","1,785,775,200.00",,,,"3,000,000.00",,,,"11,000,000.00",,"4,000,000.00","4,000,000.00","41,527,789.00",,,,"22,392,062.37","3,000,000.00","43,994,355.84","83,864,432.48","122,477,306.70",,"6,317,532.93","12,660,103.61","169,973,634.72","1,041,952.40","31,306,197.54","35,306,197.54","35,306,197.54","1,706,750.00","29,656,750.00","30,956,750.00","32,381,750.00","250,000.00","250,000.00","250,000.00","250,000.00","21,750,000.00"
支付给职工以及为职工支付的现金,"55,693,640.31","85,575,651.52","64,157,062.83","102,794,855.20","152,568,461.05","56,816,466.27","106,421,608.05","178,318,347.93","252,980,216.69","78,917,968.11","160,937,432.47","235,316,605.97","347,076,222.68","130,218,397.13","258,922,747.07","329,719,397.97","481,056,582.68","163,416,068.58","296,954,521.32","402,409,281.26","524,829,192.39","178,599,906.98","307,038,590.41","409,480,906.86","547,611,073.64","179,866,945.11","303,492,389.66","410,782,530.90","544,180,402.56","163,542,791.01","312,743,982.14","415,163,062.10","568,016,199.97","189,281,074.12","349,347,746.31","486,560,319.72","654,415,550.21","160,055,514.92","360,854,038.07","518,653,195.06","693,377,780.51","179,385,188.10"
取得借款收到的现金,"16,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,,"228,691,761.00",,,,"101,072,061.00",,,,"109,913,814.00",,"549,637,214.62","316,211,675.44","1,210,921,144.32","237,445,999.00","1,074,695,225.54","1,132,695,225.54","1,170,695,225.54","413,000,000.00","563,000,000.00","583,000,000.00","583,000,000.00","310,208,212.26"
