科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"1,060,180,147.47","897,217,861.94","765,021,912.79","895,307,013.64","1,329,035,940.47","1,001,033,928.41","1,327,054,340.48","1,516,997,202.87","1,758,394,626.03","1,159,051,365.41","897,970,183.03","943,555,361.90","780,458,105.65","574,611,893.15","942,649,803.23","552,518,933.26","284,969,076.92","1,177,596,328.68","1,036,403,460.14","1,465,137,577.14","896,207,470.84","695,593,755.13","1,243,366,573.71","838,355,989.19","1,343,189,099.18","693,629,733.60","575,168,216.19","603,149,080.83","611,887,938.47","975,230,328.84","958,579,604.72","1,104,831,230.28","1,427,105,940.46","1,187,351,645.87","1,321,560,023.57","1,035,389,761.58","1,122,131,207.78","1,582,526,095.29","3,363,958,673.58","3,000,725,362.91","3,015,259,719.45","2,438,750,657.12","2,886,591,809.86","3,686,323,650.11"
短期借款,"1,412,000,000.00","1,554,000,000.00","1,405,000,000.00","1,656,802,615.93","1,934,352,615.93","1,931,550,000.00","2,438,150,000.00","2,435,150,000.00","2,958,150,000.00","3,129,150,000.00","2,755,210,498.00","2,735,000,000.00","2,920,000,000.00","2,795,000,000.00","2,638,000,000.00","2,952,000,000.00","2,507,000,000.00","3,349,738,364.52","3,253,738,364.52","2,966,000,000.00","3,418,060,651.28","3,384,357,750.24","3,301,297,098.96","2,679,778,142.99","3,225,778,142.99","2,974,000,000.00","2,854,830,923.86","2,734,104,221.83","1,937,000,000.00","2,047,000,000.00","2,287,000,000.00","2,291,000,000.00","2,356,000,000.00","2,336,000,000.00","2,256,000,000.00","2,097,000,000.00","1,786,000,000.00","1,779,000,000.00","1,545,000,000.00","1,799,000,000.00","1,599,000,000.00","1,396,000,000.00","1,459,000,000.00","1,131,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,"25,211,719.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"976,628,945.90","869,815,813.82","970,557,634.08","620,759,861.72","966,152,108.21","1,286,157,233.27","1,093,104,222.97","548,803,636.35","654,962,320.08","956,057,884.60","973,479,630.74","453,809,591.14","1,337,648,278.45","1,267,049,957.90","722,610,238.68","201,255,016.00","642,200,218.25","1,022,713,510.78","1,357,407,633.06","802,127,317.62","1,368,988,884.91","1,277,571,304.37","1,001,143,328.02","998,520,288.25","945,445,376.90","1,221,528,801.80","925,684,319.28","430,017,006.65","907,930,770.66","218,788,058.26","650,058,746.84","401,543,368.49","308,176,067.52","144,595,256.17","237,961,408.82","60,044,801.63","362,011,779.60","529,603,259.90","271,849,683.17","241,591,236.88","817,608,051.62","1,493,447,108.50","2,546,497,586.80","2,747,771,104.76"
应付票据,"157,000,000.00","30,000,000.00",,"70,000,000.00","140,000,000.00",,,"215,000,000.00","130,000,000.00",,,,,,,,"343,000,000.00","553,000,000.00","210,000,000.00","120,000,000.00","220,000,000.00","100,000,000.00",,,,,,,,,,,"10,456,914.91","210,606,328.96","665,941,892.88","681,024,650.82","521,238,928.15","927,486,319.48","724,660,632.26","630,486,561.58","575,139,978.50","35,764,058.37","85,448,465.11","11,722,335.87"
应收账款,"3,377,158.68","8,803,134.31","2,196,590.35","2,037,795.16","6,125,158.85","8,759,865.82","8,815,293.76","107,854.34","3,065,653.81","3,764,487.94","3,972,780.93","984,811.76","1,303,202.38","2,808,517.33","1,609,815.04","3,072,838.96","2,907,041.78","779,623.80","16,064.40",132.05,"127,346.27","327,514.20","50,186.24","150,458.90","139,760.97","204,250.22","123,012.88","2,021.56",465.05,"34,454.40","307,152.48","6,371,510.60","6,641,266.48","5,195,053.08","9,241,733.78","4,870,353.15","12,497,506.91","18,008,841.86","20,362,270.88","6,525,127.20","16,194,663.95","21,888,594.54","28,068,643.91","218,283.88"
应付账款,"351,943,065.31","381,400,163.97","484,010,827.11","452,418,752.91","389,823,584.33","648,457,974.03","852,533,736.71","372,091,399.80","572,756,297.63","557,711,983.57","530,776,682.05","575,184,722.78","768,180,867.60","773,757,751.45","654,070,515.14","693,920,173.67","988,500,406.88","711,953,621.49","930,088,175.55","853,903,132.89","480,117,977.77","1,019,681,160.65","950,747,429.52","1,062,113,688.12","965,974,079.86","1,039,117,439.20","1,328,078,573.51","1,079,138,149.17","1,573,452,970.44","1,508,067,142.51","1,500,977,457.24","986,285,921.50","1,080,013,770.98","1,192,567,321.05","876,897,850.68","802,028,071.01","1,259,172,404.22","1,246,089,293.86","1,007,411,856.81","892,957,223.17","1,248,368,530.63","1,148,884,508.38","1,082,191,793.88","1,072,520,231.50"
预付款项,"189,340,630.05","269,960,392.97","239,002,996.89","208,722,628.49","444,165,968.90","261,542,197.85","102,328,092.60","151,663,851.16","157,027,876.67","215,342,264.53","73,169,873.41","212,126,055.83","119,959,601.19","55,721,169.60","100,169,566.99","596,340,074.06","236,916,936.59","505,858,734.10","352,606,044.00","248,348,384.51","398,565,851.44","146,045,791.79","108,373,758.47","113,526,434.37","43,704,962.35","122,875,432.96","83,241,367.72","267,581,357.78","83,888,873.97","382,328,929.75","67,613,380.36","157,339,180.46","161,076,337.07","281,754,203.89","167,031,785.69","264,114,390.85","39,354,201.78","103,349,891.99","213,458,891.66","245,703,411.16","624,122,890.41","130,578,785.67","258,090,424.14","251,117,002.91"
预收款项,"276,594,131.75","386,731,190.92","540,599,067.59","557,314,374.22","721,621,926.45","687,790,301.56","851,226,717.66","777,066,757.99","740,518,777.75","523,824,799.76","976,905,543.58","830,503,929.68","1,266,120,382.41","1,072,357,325.37","1,335,147,388.74","1,071,571,495.86","879,178,579.76","952,633,970.18","951,975,583.42","747,945,628.77","1,013,953,665.76","620,531,768.59","736,167,987.45","754,140,391.43","725,486,529.84","756,491,988.27","680,393,029.32","605,016,811.35","902,706,273.15","615,179,645.74","887,299,941.34","714,266,436.03","675,556,099.31","514,441,073.07","572,738,621.12","460,584,156.02","605,283,187.41","680,514,075.84","779,063,629.23","492,012,479.57","733,486,349.83","883,952,540.60","1,391,854,873.75","783,994,725.48"
