科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"9,438,012.91","23,777,499.30","57,202,878.70","12,876,217.17","23,396,390.14","40,215,189.61","70,648,397.33","15,057,646.46","25,988,897.70","43,411,434.55","72,601,247.16","16,344,923.44","25,946,598.99","46,620,956.74","78,782,973.53","18,302,766.53","33,618,547.71","58,489,625.29","94,558,772.31","25,010,790.87","39,990,177.52","63,056,350.93","93,151,693.21","27,440,343.28","51,705,883.73","104,209,488.54","148,646,900.12","33,535,189.66","64,908,679.20","98,227,807.40","163,700,856.86","30,934,388.29","70,389,025.57","108,636,439.48","154,699,108.20","37,332,342.19","75,068,984.94","115,883,155.29","169,156,623.97","35,016,771.87","75,458,080.05","292,868,628.49","404,338,070.40","96,308,916.14","189,558,990.62"
取得借款收到的现金,,,"81,560,000.00","63,000,000.00","73,000,000.00","150,000,000.00","180,000,000.00",,"50,000,000.00","50,000,000.00","118,000,000.00","8,500,000.00","128,500,000.00","128,500,000.00","153,500,000.00",,"130,000,000.00","130,000,000.00","180,000,000.00",,"140,000,000.00","140,000,000.00","250,000,000.00","30,000,000.00","160,000,000.00","285,000,000.00","347,000,000.00",,"90,000,000.00","90,000,000.00","102,000,000.00",,"60,000,000.00","60,000,000.00","60,000,000.00",,,,,,,,,,
支付的各项税费,"9,468,652.20","20,061,490.45","43,643,953.29","4,536,763.93","11,137,454.68","23,106,114.90","36,944,637.50","4,818,289.73","10,302,294.70","21,358,778.10","31,625,840.00","3,760,927.44","7,385,875.42","16,712,936.49","34,525,171.27","16,768,368.87","31,824,802.95","47,220,284.43","57,019,074.99","11,262,139.27","29,723,906.93","36,708,490.04","50,330,282.76","6,584,266.41","19,995,458.85","54,630,892.07","75,752,416.51","11,056,779.65","39,610,367.71","59,511,668.73","78,045,351.84","15,847,453.95","35,978,360.91","60,330,787.74","82,086,270.11","15,911,102.57","41,334,848.24","82,716,635.77","111,460,917.40","10,442,601.43","31,340,361.40","86,270,290.37","113,230,729.42","22,692,763.79","52,142,159.37"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,523,094.57","2,016,893.00","7,265,183.00"
支付其他与经营活动有关的现金,"18,623,085.43","19,540,046.53","36,930,088.20","5,909,877.27","8,340,921.40","16,949,422.39","21,455,961.75","10,137,716.46","12,973,747.08","20,051,232.01","26,868,664.84","10,535,405.75","26,546,705.50","41,565,456.94","31,571,318.65","9,450,856.69","19,731,162.27","31,066,665.57","35,788,309.20","5,504,123.15","18,339,729.00","25,959,778.80","26,534,522.99","5,574,905.67","10,000,202.38","39,589,595.66","63,905,517.92","18,331,359.01","37,362,319.09","57,023,610.64","58,932,814.00","23,060,181.95","32,477,415.03","42,945,810.90","52,831,362.13","9,189,550.94","26,288,623.28","39,706,242.98","58,031,677.53","8,856,071.97","21,789,996.70","76,894,397.71","112,349,282.81","17,532,913.50","46,563,577.53"
筹资活动现金流入小计,,,"81,763,000.00","63,000,000.00","399,823,750.00","476,823,750.00","506,823,750.00",,"50,000,000.00","50,000,000.00","118,000,000.00","8,500,000.00","128,500,000.00","128,500,000.00","153,500,000.00",,"130,000,000.00","130,000,000.00","180,000,000.00",,"140,000,000.00","140,000,000.00","250,000,000.00","30,000,000.00","684,697,008.00","809,697,008.00","871,697,008.00",,"90,000,000.00","90,000,000.00","102,000,000.00",,"60,000,000.00","60,000,000.00","60,000,000.00",,,,,,,,"418,473,083.82","2,016,893.00","7,265,183.00"
经营活动现金流出小计,"104,245,461.86","191,914,003.91","504,652,666.37","116,773,030.94","216,995,997.79","354,019,388.41","464,386,751.30","74,518,069.96","167,436,070.36","261,446,889.58","444,147,513.08","204,781,628.03","497,185,633.97","810,001,398.49","1,240,519,013.01","381,266,506.86","766,115,824.61","1,205,081,065.76","1,599,307,858.76","296,391,028.76","706,043,241.37","975,070,807.02","1,341,849,718.75","272,204,691.17","615,873,447.83","1,230,290,761.78","1,767,064,101.68","323,663,018.97","713,270,244.81","1,101,225,553.32","1,550,371,576.98","295,149,868.06","628,659,508.83","796,234,140.53","1,059,472,107.11","135,848,090.79","307,362,534.70","479,585,069.57","810,748,163.65","146,608,723.86","335,921,055.51","1,160,398,382.18","1,603,770,082.05","362,539,065.33","787,034,729.12"
偿还债务支付的现金,"5,035,000.00","10,270,529.00","6,560,000.00","33,000,000.00","43,000,000.00","153,000,000.00","260,000,000.00",,"50,000,000.00","50,000,000.00","118,000,000.00",,"128,500,000.00","128,500,000.00","153,500,000.00",,"40,000,000.00","80,000,000.00","160,000,000.00","20,000,000.00","130,000,000.00","150,000,000.00","240,000,000.00","20,000,000.00","30,000,000.00","296,000,000.00","374,000,000.00","55,000,000.00","175,000,000.00","217,000,000.00","217,000,000.00",,"50,000,000.00","60,000,000.00","60,000,000.00",,,,,,,"10,000,000.00","10,000,000.00",,
经营活动产生的现金流量净额,"-17,954,468.44","25,704,310.97","17,244,976.18","-37,573,882.43","-32,530,205.62","-29,198,432.40","9,006,302.67","2,857,586.57","36,758,267.90","44,095,429.48","42,192,528.19","-25,101,334.02","11,324,779.11","58,935,453.87","71,816,681.02","-64,779,180.77","-35,091,926.69","-54,659,336.08","17,117,943.64","-24,406,735.89","-4,036,613.77","20,316,001.64","22,717,129.88","-44,511,932.72","-22,159,954.89","-19,412,014.18","511,550.15","14,488,119.65","60,034,253.52","105,314,690.19","157,061,161.05","-40,346,284.16","22,517,621.42","48,449,807.00","84,783,692.39","13,793,005.97","96,175,692.95","112,230,108.23","72,634,232.23","16,851,862.03","92,310,515.14","49,811,446.21","205,529,731.63","-69,890,386.75","-19,527,165.17"
分配股利、利润或偿还利息支付的现金,"31,205.28","21,586,758.52","59,631,127.20","1,854,947.50","4,201,595.00","5,789,147.50","6,863,694.45",,"11,010,092.48","11,019,204.98","11,134,629.98",,"116,550.00","8,304,966.92","8,813,081.53","13,920.00","57,164,337.76","56,136,579.37","58,181,104.92","344,547.50","10,586,257.03","10,817,548.70","11,707,147.31","1,359,969.75","3,224,537.77","9,013,664.18","21,264,566.51","1,430,600.00","19,077,435.84","20,415,835.84","20,412,473.42","151,320.00","14,174,515.87","14,242,876.98","14,494,914.97",,"10,773,730.72","10,773,730.72","10,773,730.72",,"13,365,360.75","17,203,025.10","82,827,809.91",,"7,003,346.13"
收回投资收到的现金,,,,,"10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,"2,846,600.00","2,846,600.00",,,,,"2,058,757.09","2,058,757.09","2,058,757.09","2,058,757.09",,,"2,686,000.00",,,,,,,,,,"800,446.29","230,800,446.29"
支付其他与筹资活动有关的现金,"14,566.81","442,874.45","2,183,450.82","199,400.00","6,728,584.84","8,610,137.58","8,609,452.58",,,,,,,,,,,,,,,,,,"77,900.00","388,450.02","3,897,900.00",,,,,,,,,,,,,,"15,494.22",,"9,762,095.46","36,210.03","36,210.03"
取得投资收益收到的现金,,,,,"10,958.90","10,958.90","10,958.90",,,,,,,,,,,,,,,,,,,,,,,,,,,"4,380,825.62","4,380,825.62",,,,,,,,"206,042.20",,"1,613,479.45"
筹资活动现金流出小计,"5,080,772.09","32,300,161.97","68,374,578.02","35,054,347.50","53,930,179.84","167,399,285.08","275,473,147.03",,"61,010,092.48","61,019,204.98","129,134,629.98",,"128,616,550.00","136,804,966.92","162,313,081.53","13,920.00","97,164,337.76","136,136,579.37","218,181,104.92","20,344,547.50","140,586,257.03","160,817,548.70","251,707,147.31","21,359,969.75","33,302,437.77","305,402,114.20","399,162,466.51","56,430,600.00","194,077,435.84","237,415,835.84","237,412,473.42","151,320.00","64,174,515.87","74,242,876.98","74,494,914.97",,"10,773,730.72","10,773,730.72","10,773,730.72",,"13,380,854.97","27,203,025.10","102,589,905.37","36,210.03","7,039,556.16"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"39,260.00","131,528.00",,"603,600.00","801,595.00","814,745.00",,"218,776.16","218,776.16","816,052.56",,"17,000.00","17,000.00","176,620.50",,,"17,040.00","586,540.00","14,304.00","14,304.00","14,304.00","14,304.00",,,"426,707.20","426,707.20",,800.00,"67,932.00","102,932.00","480,943.20","687,552.20","687,552.20","687,552.20",,,,,"215,953.29","236,840.29","1,956,046.29","6,970,024.19","1,555,300.00","1,578,951.99"
筹资活动产生的现金流量净额,"-5,080,772.09","-32,300,161.97","13,388,421.98","27,945,652.50","345,893,570.16","309,424,464.92","231,350,602.97",,"-11,010,092.48","-11,019,204.98","-11,134,629.98","8,500,000.00","-116,550.00","-8,304,966.92","-8,813,081.53","-13,920.00","32,835,662.24","-6,136,579.37","-38,181,104.92","-20,344,547.50","-586,257.03","-20,817,548.70","-1,707,147.31","8,640,030.25","651,394,570.23","504,294,893.80","472,534,541.49","-56,430,600.00","-104,077,435.84","-147,415,835.84","-135,412,473.42","-151,320.00","-4,174,515.87","-14,242,876.98","-14,494,914.97",,"-10,773,730.72","-10,773,730.72","-10,773,730.72",,"-13,380,854.97","-27,203,025.10","315,883,178.45","1,980,682.97","225,626.84"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-24,846.74","-195,366.64","-668,734.69","-126,390.73","-147,918.00","-485,420.22","-446,938.19",,"-114,638.65","-178,245.62","-46,824.20","-45,904.16","-112,903.49","-264,895.28","-178,204.23","-59,263.24","-192,041.20","-356,841.56","-441,021.24","-42,526.24","-39,285.26","7,205.64","-10,193.15","-71,531.69","-145,285.07","-169,291.82","-1,953,221.34","27,007.41","35,847.58","34,644.61","394,219.46","1,449.14","-9,927.50","-9,927.50","44,732.02",,"1,042,026.08","1,211,055.42","3,709,926.54","-256,031.62","-876,234.62","-1,711,986.78","-1,984,606.64","-653,893.16","70,946.84"
收到其他与投资活动有关的现金,,,,,,,,"168,100.00",,,,,,,,,,,,,,,,,,,,,"17,271,300.68","17,271,300.68","17,271,300.68",,,,,,,,,,,"53,708,648.88","56,845,144.61","4,000,000.00","7,010,707.21"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"39,260.00","131,528.00",,"10,614,558.90","10,812,553.90","10,825,703.90","168,100.00","218,776.16","218,776.16","816,052.56",,"17,000.00","17,000.00","176,620.50",,,"17,040.00","586,540.00","14,304.00","14,304.00","2,860,904.00","2,860,904.00",,,"426,707.20","426,707.20","2,058,757.09","19,330,857.77","19,397,989.77","19,432,989.77","480,943.20","687,552.20","7,754,377.82","5,068,377.82",,,,,"215,953.29","236,840.29","55,664,695.17","64,021,211.00","6,355,746.29","241,003,584.94"
五、现金及现金等价物净增加额,"-33,657,791.60","-30,039,877.41","-35,453,470.99","-15,476,539.89","304,780,591.17","264,330,433.98","197,008,453.58","-3,134,203.11","1,605,078.74","-7,764,621.27","-45,027,212.90","-30,011,745.75","-18,793,823.33","2,275,534.32","2,027,626.44","-78,298,130.00","-27,232,838.42","-103,490,156.41","-92,154,042.15","-57,164,322.86","-27,374,840.69","-29,318,352.26","-14,795,022.05","-40,273,613.16","621,927,288.40","44,604,401.39","1,773,022.85","-49,174,789.50","-39,643,796.80","-50,249,747.12","-11,392,254.64","-57,232,652.34","-5,459,982.51","12,769,436.13","6,661,762.35","3,813,308.97","74,934,453.16","88,855,579.60","45,793,963.39","13,618,836.61","69,963,317.75","-122,258,540.03","351,425,526.10","-569,244,756.03","-590,880,441.70"
购建固定资产、无形资产和其他长期资产支付的现金,"10,597,704.33","23,287,919.77","58,008,238.46","5,721,919.23","9,049,414.27","16,222,732.22","43,727,217.77","6,131,195.68","24,247,234.19","40,881,376.31","68,282,910.87","13,364,507.57","29,906,148.95","48,107,057.35","60,974,389.32","13,445,765.99","24,784,532.77","42,354,439.40","71,236,399.63","12,384,817.23","22,939,882.10","31,897,808.31","37,898,215.47","4,330,179.00","7,162,041.87","26,186,333.66","55,396,994.70","9,318,073.65","14,967,319.83","27,581,235.85","52,868,151.50","17,217,440.52","24,480,712.76","29,181,944.21","37,603,844.25","9,979,697.00","11,509,535.15","13,811,853.33","19,776,464.66","3,192,947.09","8,326,948.09","198,819,669.53","232,023,988.34","7,592,105.44","26,752,673.41"
期初现金及现金等价物余额,"69,663,275.78","69,663,275.78","69,663,275.78","34,209,804.79","34,209,804.79","34,209,804.79","34,209,804.79","231,218,258.37","231,218,258.37","231,218,258.37","231,218,258.37","186,191,045.47","186,191,045.47","186,191,045.47","186,191,045.47","188,218,671.91","188,218,671.91","188,218,671.91","188,218,671.91","96,064,629.76","96,064,629.76","96,064,629.76","97,105,297.30","82,310,275.25","82,310,275.25","135,044,124.97","99,463,252.65","105,790,250.75","101,236,275.50","105,790,250.75","101,236,275.50","89,844,020.86","89,844,020.86","89,844,020.86","89,844,020.86","96,505,783.21","96,505,783.21","96,505,783.21","96,505,783.21","142,299,746.60","142,299,746.60","558,832,137.95","558,832,137.95","910,257,664.05","910,257,664.05"
投资支付的现金,,,"7,541,424.00",,"10,000,000.00","10,000,000.00","10,000,000.00",,,,"8,571,428.60",,,,,,,,,,"-212,893.47","-212,893.47","757,500.00",,,,,,,,,,,,,,,,,,,,,"495,500,000.00","785,500,000.00"
期末现金及现金等价物余额,"36,005,484.18","39,623,398.37","34,209,804.79","18,733,264.90","338,990,395.96","298,540,238.77","231,218,258.37","228,084,055.26","232,823,337.11","223,453,637.10","186,191,045.47","156,179,299.72","167,397,222.14","188,466,579.79","188,218,671.91","109,920,541.91","160,985,833.49","84,728,515.50","96,064,629.76","38,900,306.90","68,689,789.07","66,746,277.50","82,310,275.25","42,036,662.09","704,237,563.65","179,648,526.36","101,236,275.50","56,615,461.25","61,592,478.70","55,540,503.63","89,844,020.86","32,611,368.52","84,384,038.35","102,613,456.99","96,505,783.21","100,319,092.18","171,440,236.37","185,361,362.81","142,299,746.60","155,918,583.21","212,263,064.35","436,573,597.92","910,257,664.05","341,012,908.02","319,377,222.35"
