科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"192,172,691.01","244,975,799.67","127,388,275.94","221,343,276.76","321,215,501.79","86,643,689.21","213,349,540.22","358,165,186.97","503,826,529.83","130,298,990.54","298,692,104.49","497,820,169.39","689,808,328.52","145,946,327.53","333,429,211.82","528,819,606.10","736,711,887.20","150,644,901.99","404,378,329.88","674,320,476.99","928,088,765.70","211,264,580.17","498,720,845.55","800,718,545.86","1,057,884,347.12","216,990,797.51","478,886,011.09","751,385,906.28","1,083,362,628.27","238,730,063.16","565,360,996.21","886,107,283.20","1,323,982,177.63","343,860,856.92","884,345,417.62","1,407,637,483.48"
二、营业利润,"34,619,621.18","44,555,021.14","23,928,891.43","45,223,440.64","65,850,254.15","16,026,030.88","47,034,141.77","82,380,468.26","107,716,477.63","19,851,012.74","55,130,936.75","91,023,401.79","64,343,411.23","12,713,243.54","20,353,043.04","40,080,204.35","41,253,755.38","6,907,062.03","40,271,833.17","71,706,669.19","87,488,459.78","16,930,049.97","67,548,969.71","114,588,036.71","130,885,941.26","16,818,502.46","51,148,259.27","88,817,343.90","112,830,863.35","-3,157,688.61","14,339,183.44","40,835,558.80","22,242,623.17","-4,170,464.42","81,099,256.86","169,841,733.77"
减:营业成本,"123,611,769.08","152,761,853.13","73,381,682.05","125,283,632.85","185,787,419.98","52,283,917.41","125,878,349.63","210,727,840.93","294,119,915.25","79,465,672.38","176,919,061.75","289,417,858.52","412,589,050.38","84,661,417.43","193,952,285.07","305,332,127.09","430,433,678.71","89,319,583.93","234,440,991.20","388,917,057.46","533,309,249.00","122,856,152.89","284,198,130.22","455,755,970.90","607,338,133.20","127,991,253.65","274,044,649.26","426,881,632.06","620,893,177.96","145,033,320.90","339,173,622.17","527,791,820.48","800,794,425.73","217,010,204.21","554,719,594.52","871,590,016.90"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"514,338.79","611,136.00","477,521.11","898,968.71","1,241,713.17","226,333.79","675,717.61","1,023,572.51","1,567,502.42","1,115,692.25","2,240,204.28","4,191,075.68","5,170,164.92","1,623,248.68","3,215,051.93","4,903,561.76","5,982,335.95","938,914.75","2,487,736.00","4,343,641.96","6,512,916.18","1,296,379.33","3,162,210.40","5,449,763.26","7,990,603.80","2,636,096.08","4,309,967.16","6,490,217.41","8,862,391.75","2,674,497.73","4,148,188.28","6,171,508.97","12,422,745.49","2,375,126.60","7,016,257.98","9,955,241.79"
营业外收入,"387,594.81","2,709,298.78","3,809,397.08","7,594,902.79","24,999,404.87","1,500,260.00","3,376,283.46","10,610,409.92","24,018,727.40","1,163,122.40","8,862,600.88","10,937,514.71","24,378,705.74","2,970,006.40","21,264,173.45","23,524,600.06","44,944,014.68","7,146,016.88","14,327,169.47","22,999,090.82","41,970,613.16","6,047,109.44","17,090,738.07","29,955,312.25","49,514,856.42","8,150,613.16","21,282,965.67","30,247,367.24","52,591,149.39","8,995,721.79","20,688,738.50","33,755,218.63","50,743,823.01","8,365,364.96","15,447,044.18","18,979,474.68"
销售费用,"18,991,985.42","24,351,576.16","14,470,660.89","23,651,226.97","32,271,078.56","9,696,493.79","21,850,958.19","35,603,472.75","49,181,477.43","11,092,017.88","27,023,973.25","44,959,776.34","86,984,663.76","18,408,629.15","44,904,984.04","69,766,290.32","103,321,602.76","20,566,172.04","51,113,573.23","84,423,445.31","125,635,006.85","28,078,146.72","60,567,969.04","95,356,600.34","137,975,149.77","30,228,621.15","66,758,496.75","101,478,911.56","141,792,595.80","39,466,332.41","89,902,667.71","132,332,963.03","192,534,981.22","53,233,553.81","111,103,875.68","159,481,485.49"
减:营业外支出,"7,540.36","615,701.22","64,339.38","100,488.66","114,959.31","34,553.98","34,753.98","53,963.77","173,758.02","6,460.02","24,995.05","384,285.77","640,707.69","1,809,484.98","1,832,624.47","2,000,868.44","2,114,728.29","16,704.14","178,861.51","377,624.25","733,922.93","15,378.22","87,594.67","312,198.96","578,671.00","57,825.73","144,561.12","336,263.07","534,619.94","397,607.15","460,667.78","849,447.00","1,151,947.86","70,530.11","2,809,295.20","2,936,338.59"
管理费用,"14,053,544.15","19,816,854.38","13,908,709.55","24,384,407.82","33,823,797.65","10,500,012.49","23,618,838.41","37,805,730.65","64,597,472.72","21,750,194.20","43,493,379.64","76,454,929.84","135,125,431.02","31,925,984.59","75,471,742.21","116,182,726.49","169,187,035.72","36,196,936.99","79,993,818.92","134,212,374.55","194,435,899.78","48,734,223.51","97,546,814.43","152,816,994.80","205,597,056.41","49,318,561.65","101,580,373.69","157,358,076.68","228,167,967.41","60,709,103.13","131,195,668.26","200,413,049.11","302,472,987.16","81,093,918.91","181,494,163.98","263,208,794.06"
其中:非流动资产处置净损失,,"95,566.22","64,339.38","90,488.66","104,959.31","34,553.98","34,553.98","53,963.77","53,763.77","6,460.02","20,736.50","374,225.77","594,567.86","19,634.42","19,634.42","45,522.30","153,968.20","4,358.02","4,578.02","15,283.96","417,159.83","15,167.99","15,225.49","76,474.08","438,117.05","1,275.34","26,777.10","193,816.80","316,723.20","162,619.10","163,199.28","363,860.78","464,970.64","43,954.11","2,624,048.40","2,631,528.62"
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"233,871.32","1,079,751.42","103,964.11","154,752.97","1,552.64","-3,134,284.47","-7,407,643.09","-11,515,707.61","-15,081,686.88","-4,158,763.46","-7,097,627.68","-10,104,298.65","-12,578,588.23","-4,182,615.27","-8,523,473.85","-12,540,911.36","-15,661,843.26","-3,640,569.41","-7,222,239.91","-11,423,616.68","-14,210,612.71","-1,095,039.49","-4,137,732.02","-6,215,607.00","-8,532,778.28","-4,455,713.25","-8,811,704.11","-14,305,171.20","-14,699,765.34","-976,239.24","-3,896,048.04","-5,931,118.53","-9,529,655.06","-1,492,440.11","-1,197,456.85","1,476,171.02"
