科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应收款,"4,631,926.15","5,752,956.01","4,501,684.83","5,289,779.56","2,349,535.26","2,979,473.35","478,859.65","1,268,106.32","1,409,647.54","574,020.00","5,454,901.96","8,041,125.17","13,231,753.68","16,447,094.13","11,894,294.56","16,440,835.53","9,923,761.99"
应付职工薪酬,"6,637,575.74","6,978,526.44","5,747,012.15","4,261,614.70","4,476,456.06","4,561,798.51","6,726,524.76","4,861,938.15","5,287,856.61","6,080,875.83","8,592,989.59","8,798,891.78","8,536,338.85","9,540,563.70","12,386,801.17","11,729,833.48","13,807,071.08"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"3,146,550.89","2,517,494.71","1,623,109.74","1,398,823.73","4,016,286.71","2,616,379.57","1,017,285.84","324,656.19","1,402,435.21","-214,185.71","18,501,909.43","14,387,412.91","14,643,919.68","23,770,915.88","32,939,052.67","18,032,477.88","32,093,569.98"
应收利息,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,"221,659.81","436,116.03","7,956.67","359,247.92","493,459.81","927,833.02","536,755.14"
应收股利,,,,,,,,,,,,,,,,,
应付股利,,,,,,"12,500,000.00",,,,,,,"230,330.62",,,,"722,150.00"
存货,"79,605,120.61","64,661,716.40","65,186,668.00","67,793,710.66","61,938,582.24","64,598,827.59","66,592,201.09","60,608,225.12","64,491,735.23","78,308,965.69","118,667,378.12","150,855,164.68","172,394,189.09","163,257,221.83","217,210,997.78","251,790,134.55","390,001,871.84"
其他应付款,"1,462,914.74","1,877,777.70","338,241.35","702,812.72","1,444,155.54","409,886.06","363,104.72","460,612.45","75,857.71","461,646.14","197,100,187.64","195,782,014.89","125,496,046.22","126,839,294.79","121,511,146.06","126,510,250.30","114,599,624.56"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,"39,971,981.71","47,693,368.97",,,
一年内到期的非流动负债,,"33,246.00","88,125.00","84,240.00","81,936.32","71,493.94","75,699.10","82,270.65","82,635.00","65,989.46","45,272.07","24,577.64","6,556.09",,,,
其他流动资产,,,,,,,"36,477,082.17","35,347,513.84","80,346,991.40","100,360,554.46","31,341,446.15","1,401,020.14","576,975.34","496,883.00","2,806,554.32","1,187,957.02","1,477,365.78"
其他流动负债,,,,,,,,,,,,,,,,,
流动资产合计,"182,578,494.15","171,550,356.57","178,322,677.96","186,599,651.74","294,754,771.77","297,280,837.84","275,331,751.77","278,638,515.69","268,168,880.63","261,921,410.34","474,476,408.88","520,123,120.93","550,968,670.65","600,731,444.06","688,623,251.49","708,542,412.46","964,190,568.13"
流动负债合计,"35,453,422.20","24,886,134.95","31,258,687.08","34,875,246.31","38,753,061.51","51,816,628.97","29,778,514.58","28,167,350.41","34,065,484.38","41,809,514.98","473,162,915.36","507,835,250.73","464,036,481.00","501,444,514.55","645,063,835.42","657,964,111.44","878,893,951.11"
可供出售金融资产,,,,,,,,,,,,,,,,,
长期借款,,"105,279.00","139,528.31","112,315.51","88,758.34","69,637.95","44,149.23","25,834.61","6,873.58",,"100,000,000.00","100,000,000.00","200,000,000.00","200,000,000.00","167,000,000.00","167,000,000.00","167,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,"30,416,357.66","22,489,376.93","45,986,521.05","43,411,027.65","70,736,090.14"
长期应付款,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,
固定资产,"13,154,748.77","11,618,748.68","11,183,933.57","10,713,177.94","10,334,627.01","9,857,069.19","11,494,068.18","12,026,227.02","25,604,258.02","25,783,596.46","63,411,654.12","63,704,404.62","62,274,130.38","61,943,551.25","70,370,828.93","72,899,754.29","109,106,285.31"
递延所得税负债,,,,,,,,,,,"4,803,592.63","4,803,592.63","4,620,088.98","4,377,721.89","4,270,447.27","4,139,642.79","4,004,654.37"
在建工程,"428,693.60","19,102,414.04","30,054,020.22","30,686,635.56","31,343,965.98","32,078,981.18","34,121,094.74","34,615,188.76","22,424,873.00","24,873,870.67","9,103,289.23","10,083,948.78","38,385,956.92","57,024,773.68","70,765,161.48","87,237,443.55","45,624,332.49"
其他非流动负债,,,,,,,,"2,600,000.00",,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,,"1,555,279.00","1,589,528.31","1,562,315.51","2,688,758.34","2,669,637.95","2,644,149.23","2,625,834.61","2,606,873.58","2,600,000.00","108,398,012.12","107,403,592.63","207,220,088.98","206,977,721.89","173,844,957.07","176,688,662.39","180,702,693.58"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"35,453,422.20","26,441,413.95","32,848,215.39","36,437,561.82","41,441,819.85","54,486,266.92","32,422,663.81","30,793,185.02","36,672,357.96","44,409,514.98","581,560,927.48","615,238,843.36","671,256,569.98","708,422,236.44","818,908,792.49","834,652,773.83","1,059,596,644.69"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","66,680,000.00","66,680,000.00","66,680,000.00","66,680,000.00","66,680,000.00","66,680,000.00","66,680,000.00","66,680,000.00","70,543,800.00","70,543,800.00","70,543,800.00","70,543,800.00","126,978,840.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"72,417,767.51","72,417,767.51","72,417,767.51","72,417,767.51","152,383,863.83","152,383,863.83","152,383,863.83","152,383,863.83","152,383,863.83","152,383,863.83","152,383,863.83","152,156,790.90","281,108,985.17","289,572,314.17","301,043,632.72","310,119,701.34","297,616,529.51"
无形资产,"8,186,724.20","8,016,315.57","7,629,388.82","7,532,868.12","7,593,858.88","7,490,069.90","7,385,369.40","7,281,424.78","7,175,032.76","7,070,941.94","46,813,390.49","47,092,734.05","45,712,495.98","44,117,793.03","43,174,160.91","42,118,679.42","41,422,599.64"
盈余公积,"5,953,923.60","9,182,328.48","11,615,421.92","11,615,421.92","11,615,421.92","11,615,421.92","13,685,964.18","13,685,964.18","13,685,964.18","13,685,964.18","13,828,517.56","13,828,517.56","13,828,517.56","13,828,517.56","13,828,517.56","13,828,517.56","13,828,517.56"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,"124,027,980.00","124,027,980.00","123,833,141.17","123,833,141.17","123,737,029.82"
商誉,,,,,,,,,,,"329,936,997.80","329,936,997.80","329,936,997.80","329,936,997.80","329,936,997.80","329,936,997.80","329,936,997.80"
未分配利润,"40,600,554.26","53,204,871.30","61,492,219.33","66,419,454.85","73,778,755.46","63,476,731.28","64,764,079.49","70,158,933.10","58,371,001.88","58,192,068.11","67,983,767.02","75,832,198.27","79,445,914.74","87,475,571.44","85,546,440.14","88,013,902.76","85,392,380.47"
长期待摊费用,,,,,,,,,,,,,,"18,860.37",,"47,890.95",
少数股东权益,,,,,,,,,,"1,201,799.89","62,563,487.09","69,410,414.83","82,519,898.21","86,448,412.30","95,296,397.34","102,522,795.43","113,378,570.91"
递延所得税资产,"146,250.49","519,294.24","714,901.48","795,003.54","1,298,829.11","1,177,272.85","732,052.71","759,163.10","1,005,620.08","817,442.52","2,002,355.78","1,713,093.30","5,857,336.68","8,139,089.36","8,067,974.20","7,339,163.77","9,628,578.56"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"170,000.00",,"3,447,258.10","16,182,543.00","18,920,830.27","20,302,401.96","10,869,205.22","7,515,139.66","4,028,914.29","4,028,914.29","2,210,350.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"21,916,417.06","39,256,772.53","49,582,244.09","49,727,685.16","50,571,280.98","50,603,393.12","53,902,585.03","54,682,003.66","59,657,041.96","74,728,394.59","470,188,517.69","472,833,580.51","523,452,480.64","531,185,582.08","572,330,558.66","587,019,871.72","608,665,233.94"
所有者权益(或股东权益)合计,"169,041,489.01","184,365,715.15","195,056,706.66","199,889,775.08","303,884,232.90","293,397,964.04","296,811,672.99","302,527,334.33","291,153,564.63","292,240,289.95","363,103,999.09","377,717,858.08","403,164,581.31","423,494,789.70","442,045,017.66","460,909,510.35","513,259,157.38"
资产总计,"204,494,911.21","210,807,129.10","227,904,922.05","236,327,336.90","345,326,052.75","347,884,230.96","329,234,336.80","333,320,519.35","327,825,922.59","336,649,804.93","944,664,926.57","992,956,701.44","1,074,421,151.29","1,131,917,026.14","1,260,953,810.15","1,295,562,284.18","1,572,855,802.07"
负债和所有者(或股东权益)合计,"204,494,911.21","210,807,129.10","227,904,922.05","236,327,336.90","345,326,052.75","347,884,230.96","329,234,336.80","333,320,519.35","327,825,922.59","336,649,804.93","944,664,926.57","992,956,701.44","1,074,421,151.29","1,131,917,026.14","1,260,953,810.15","1,295,562,284.18","1,572,855,802.07"
