科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"426,319,901.88","543,009,013.66","260,441,863.13","325,358,956.75","426,365,788.57","61,692,152.11","188,228,398.85","267,701,661.21","442,986,787.22","84,659,288.33","256,435,685.34","400,608,608.85","610,159,763.92","142,001,296.37","364,279,800.58","552,591,812.44","749,878,725.92","179,092,914.82","382,597,531.86","571,936,204.91","764,665,100.64","165,082,374.42","344,987,416.73","501,747,792.11","671,386,803.12","144,600,709.98","344,968,883.69","446,280,324.64","613,843,585.81","104,261,502.64","210,323,977.59","305,045,177.30","416,038,607.80","98,900,534.84","212,280,244.59","352,850,132.96"
二、营业利润,"85,448,850.69","101,611,154.17","50,329,582.42","52,702,174.11","79,715,981.36","8,702,411.09","33,606,813.87","44,314,887.12","79,554,268.68","7,531,239.03","40,008,595.64","54,744,813.59","72,345,420.26","2,687,175.76","30,673,806.24","41,699,901.87","50,882,111.92","10,348,953.70","38,688,567.17","52,419,128.22","53,894,600.12","9,207,298.14","38,103,611.46","55,454,753.46","56,757,884.70","10,550,743.06","38,790,099.78","28,811,834.93","4,173,184.94","-17,707,966.67","-33,229,849.21","-76,821,517.85","-120,087,739.10","-8,158,246.50","-17,836,141.63","-5,547,788.85"
减:营业成本,"245,231,238.57","330,306,079.13","157,559,561.46","197,513,325.45","243,892,575.53","35,009,423.55","109,522,515.24","156,234,290.63","258,205,451.94","47,046,357.71","152,951,045.57","246,813,155.61","391,723,057.04","100,951,719.22","254,284,660.18","388,872,766.81","526,769,674.67","128,166,898.45","260,266,692.32","384,646,354.08","519,118,000.18","110,667,020.61","227,018,647.49","332,621,387.87","444,420,344.40","95,621,703.53","211,350,612.60","293,337,111.63","403,629,040.36","78,281,850.29","150,438,975.58","215,379,952.20","289,380,893.04","68,851,077.55","146,753,391.82","243,316,743.66"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,081,027.08","3,370,425.45","2,029,722.89","2,625,305.18","3,769,762.17","410,283.41","2,004,150.53","2,549,999.78","3,672,379.61","620,197.68","1,558,407.36","2,259,549.45","3,398,349.04","1,195,447.88","3,047,816.89","3,921,397.50","5,914,238.22","1,280,454.85","2,327,963.20","3,550,211.58","6,031,643.52","1,390,818.33","2,582,874.12","3,535,945.91","4,437,299.41","853,504.93","2,112,442.36","3,046,184.16","4,001,548.02","712,494.23","1,313,241.51","1,567,853.07","5,689,750.69","897,478.71","2,732,772.00","3,923,014.18"
营业外收入,"8,128,805.18","4,893,335.50","1,627,491.19","6,680,753.47","11,188,384.70","3,604,027.62","7,790,043.06","9,266,619.74","11,556,272.44","6,043,967.53","10,479,218.94","12,384,327.83","20,810,095.74","1,956,354.41","5,266,577.59","9,156,834.76","12,433,778.66","324,400.90","4,165,580.80","6,792,425.32","9,988,229.47","706,148.70","1,793,223.17","6,705,905.83","9,575,429.57","3,026,112.23","5,263,346.49","10,222,027.97","14,488,593.64","1,962,216.74","4,978,850.97","7,406,362.81","13,982,773.08","2,715,415.53","8,903,861.99","3,131,429.91"
销售费用,"40,266,352.02","38,781,004.42","18,294,610.57","28,060,614.37","39,396,993.11","7,106,483.37","17,264,423.99","29,883,016.28","43,765,123.85","13,160,425.25","27,126,213.71","42,534,525.99","64,059,195.96","16,852,595.52","37,887,945.43","60,450,607.57","81,632,936.72","15,240,768.25","35,774,165.86","64,449,907.07","86,314,101.15","18,027,212.02","32,886,315.94","49,440,746.04","73,872,215.25","13,970,132.38","36,726,074.58","52,491,501.93","77,082,086.85","15,504,592.61","31,578,010.71","45,496,680.03","63,938,739.79","11,565,801.60","23,682,715.09","37,040,281.47"
减:营业外支出,"302,421.46","912,781.27","4,665.19","104,865.19","151,144.04",,,2.62,"616,381.08",145.00,"14,325.00","14,325.00","116,223.75","12,695.50","20,374.50","31,354.20","214,052.64","3,380.15","6,294.14","19,007.59","367,928.88",,"30,000.00","35,544.00","461,133.69","456,468.97","778,191.42","1,259,514.26","2,079,341.95","93,223.75","161,252.53","185,931.45","653,067.82","235,945.42","349,091.65","461,634.73"
管理费用,"44,016,195.17","57,598,855.19","27,205,083.80","37,995,612.75","53,166,251.24","10,888,356.49","27,440,297.13","39,649,161.83","63,050,766.47","18,160,987.07","37,737,479.72","59,150,172.92","84,053,615.86","22,387,096.10","37,686,938.30","59,586,845.28","89,300,036.15","28,375,376.55","51,733,157.20","76,079,656.74","100,729,218.05","29,881,726.26","53,199,783.29","77,772,403.99","103,451,798.33","26,236,209.83","60,607,997.23","87,353,240.64","124,732,485.75","28,517,958.02","60,976,059.89","90,590,027.93","122,559,352.41","26,209,371.43","57,131,239.88","86,055,296.73"
其中:非流动资产处置净损失,"283,895.85","68,318.21",,,"4,665.19",,,,"110,378.46",145.00,145.00,145.00,"2,043.75","1,300.00","2,079.00","6,058.70","38,755.62",,"2,913.99","15,306.55","13,076.28",,,85.47,"52,445.76","1,168.97","7,931.42","22,101.83","10,334.52","12,014.75","32,143.53","36,822.45","27,866.37","225,034.15","226,867.16","301,753.49"
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"5,264,391.50","7,194,359.59","3,238,838.53","3,697,200.05","3,591,429.78","-826,384.15","-2,011,380.26","-8,594,203.28","-9,828,566.38","-1,859,918.41","-4,138,584.43","-6,086,136.48","-7,487,811.78","-2,072,738.11","-4,826,799.90","-7,464,672.97","-10,692,534.88","-2,880,915.46","-7,431,887.43","-10,739,814.33","-14,533,677.69","-1,405,317.38","-6,164,628.42","-12,682,110.62","-5,677,291.72","-1,429,572.79","-3,724,252.39","-11,834,862.77","-11,103,797.65","-344,019.17","-4,396,208.33","-2,575,371.88","-8,375,410.52","617,899.67","2,166,554.89","4,315,384.53"
三、利润总额,"93,275,234.41","105,591,708.40","51,952,408.42","59,278,062.39","90,753,222.02","12,306,438.71","41,396,856.93","53,581,504.24","90,494,160.04","13,575,061.56","50,473,489.58","67,114,816.42","93,039,292.25","4,630,834.67","35,920,009.33","50,825,382.43","63,101,837.94","10,669,974.45","42,847,853.83","59,192,545.95","63,514,900.71","9,913,446.84","39,866,834.63","62,125,115.29","65,872,180.58","13,120,386.32","43,275,254.85","37,774,348.64","16,582,436.63","-15,838,973.68","-28,412,250.77","-69,601,086.49","-106,758,033.84","-5,678,776.39","-9,281,371.29","-2,877,993.67"
资产减值损失,"2,264,321.27","4,147,135.71","1,784,463.46","2,764,724.84","2,832,795.38","401,578.35","401,578.35","3,664,508.85","4,567,363.05",,"1,192,527.77","1,192,527.77","2,067,937.54",,"5,525,433.44","5,524,966.38","6,072,263.12","-1,438,621.52","1,238,873.54","1,530,761.55","13,111,215.31",,"3,165,292.30","3,195,709.30","4,387,363.71",,"1,948,593.09","-4,033,166.70","100,418,491.14",-133.15,"5,289,077.61","33,827,832.40","72,641,759.40","-33,329.96","-564,278.03","-4,271,665.90"
减:所得税,"14,506,334.98","13,969,914.95","7,618,006.10","9,101,245.54","13,086,823.21","1,466,040.20","5,354,312.49","5,478,601.91","12,149,101.66","1,850,091.85","10,562,411.61","15,483,975.25","12,876,669.69","1,076,741.91","5,476,157.52","8,189,711.41","10,860,028.43","2,527,918.22","6,390,778.94","9,918,027.18","7,836,395.88","1,416,483.52","5,965,090.98","8,821,284.85","8,401,132.30","2,000,707.83","5,373,241.63","3,493,159.87","357,436.75","74,568.42","-88,162.54","-2,095,459.36","-3,879,689.95","637,583.93","1,508,803.85","2,892,925.06"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85,362,619.35","8,112.74",,,"6,596,493.52",,"-58,244.38","-58,244.38"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
