科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
流动资产合计,"502,631,684.07","513,588,029.88","651,874,647.50","1,017,315,346.53","829,470,341.07","662,776,533.01","978,762,816.28","880,630,700.42","745,990,668.56","726,904,498.28","863,302,474.09","888,699,452.21"
流动负债合计,"556,799,114.25","497,095,039.98","899,474,967.14","662,602,940.86","476,605,142.01","355,125,160.72","610,613,719.59","411,822,296.74","377,023,263.84","372,592,499.34","498,928,992.32","421,322,154.01"
可供出售金融资产,,,,,,,,,,,,
长期借款,"100,000,000.00","418,000,000.00","183,000,000.00","83,000,000.00","83,000,000.00","3,000,000.00",,,,,"3,000,000.00","3,000,000.00"
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"474,646,607.79","457,589,585.62","683,628,261.81","675,257,200.95","978,733,392.18","970,264,928.63","983,331,221.12","974,079,488.07","964,391,442.15","1,077,528,669.98","1,082,991,451.14","1,071,920,512.95"
递延所得税负债,,,,,,,,,,,,
在建工程,"36,246,246.44","404,549,304.11","339,345,553.47","393,921,113.35","117,550,999.55","138,069,191.68","124,499,794.71","147,815,786.99","215,679,205.75","144,659,344.14","191,232,616.89","220,774,389.08"
其他非流动负债,,,,"4,465,500.00",,,,,,,,
工程物资,"8,219,784.00",,,"897,435.90",,,,,"2,070,940.16",,,
非流动负债合计,"102,455,000.00","420,543,000.00","185,651,000.00","87,465,500.00","87,280,000.00","7,094,500.00","6,009,000.00","5,811,000.00","5,613,000.00","5,415,000.00","6,707,000.00","7,699,000.00"
固定资产清理,,,,,,,,,,,,
负债合计,"659,254,114.25","917,638,039.98","1,085,125,967.14","750,068,440.86","563,885,142.01","362,219,660.72","616,622,719.59","417,633,296.74","382,636,263.84","378,007,499.34","505,635,992.32","429,021,154.01"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"210,000,000.00","210,000,000.00","210,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","364,000,000.00","364,000,000.00","364,000,000.00","364,000,000.00"
油气资产,,,,,,,,,,,,
资本公积,"97,576,134.15","97,576,134.15","97,576,134.15","737,978,266.22","737,978,266.22","737,978,266.22","737,978,266.22","737,978,266.22","653,978,266.22","653,978,266.22","653,978,266.22","653,978,266.22"
无形资产,"179,875,220.16","176,857,592.27","171,909,681.93","170,956,706.40","170,003,730.87","169,050,755.34","168,097,779.81","167,144,804.28","166,191,828.75","173,440,925.15","172,998,170.41","172,114,861.41"
盈余公积,"18,666,270.19","28,083,153.58","40,981,455.42","40,981,455.42","40,981,455.42","40,981,455.42","58,938,651.14","58,938,651.14","58,938,651.14","58,938,651.14","86,535,399.59","86,535,399.59"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"221,754,375.72","304,501,587.56","419,609,099.36","453,202,537.09","475,219,846.78","521,185,460.96","564,717,706.66","678,373,221.88","639,326,141.18","674,209,093.81","722,882,320.02","844,069,921.58"
长期待摊费用,,,,,,,,,,,"890,000.00","882,500.00"
少数股东权益,,,,,,,,,,,,
递延所得税资产,"5,631,351.85","5,214,403.39","6,534,511.36","3,882,896.46","2,306,246.76","2,203,434.66","3,236,161.69","2,687,643.39","3,112,182.61","2,355,107.96","5,569,146.54","5,621,027.46"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,,,,,"329,570.00","565,012.83","1,443,054.40","4,244,965.00","16,048,119.08","17,591,998.29"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"704,619,210.24","1,044,210,885.39","1,201,418,008.57","1,244,915,353.06","1,268,594,369.36","1,279,588,310.31","1,279,494,527.33","1,292,292,735.56","1,352,888,653.82","1,402,229,012.23","1,469,729,504.06","1,488,905,289.19"
所有者权益(或股东权益)合计,"547,996,780.06","640,160,875.29","768,166,688.93","1,512,162,258.73","1,534,179,568.42","1,580,145,182.60","1,641,634,624.02","1,755,290,139.24","1,716,243,058.54","1,751,126,011.17","1,827,395,985.83","1,948,583,587.39"
资产总计,"1,207,250,894.31","1,557,798,915.27","1,853,292,656.07","2,262,230,699.59","2,098,064,710.43","1,942,364,843.32","2,258,257,343.61","2,172,923,435.98","2,098,879,322.38","2,129,133,510.51","2,333,031,978.15","2,377,604,741.40"
负债和所有者(或股东权益)合计,"1,207,250,894.31","1,557,798,915.27","1,853,292,656.07","2,262,230,699.59","2,098,064,710.43","1,942,364,843.32","2,258,257,343.61","2,172,923,435.98","2,098,879,322.38","2,129,133,510.51","2,333,031,978.15","2,377,604,741.40"
