科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"223,796,780.12","223,057,557.56","324,299,145.51","702,312,513.39","519,596,924.51","315,798,046.79","478,240,662.67","439,158,903.40","318,148,619.93","292,927,209.14","369,728,065.42","407,606,815.27"
短期借款,"20,000,000.00",,,,,,"12,000,000.00",,,,"20,000,000.00","20,000,000.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,,,,,,,,,,,,
应付票据,,,,,,,,,,,,
应收账款,"10,416,112.23","10,870,294.35","9,121,669.74","13,006,552.22","8,310,577.73","8,321,004.78","9,671,395.68","12,854,206.05","8,222,088.79","9,675,135.85","10,984,728.09","14,592,166.93"
应付账款,"98,947,049.48","107,997,847.62","98,473,404.29","120,157,334.51","93,417,674.58","89,828,723.86","102,165,281.90","108,081,545.39","91,008,887.20","84,268,238.21","157,710,006.31","94,916,634.78"
预付款项,"3,796,265.70","1,463,126.55","1,730,707.24","1,534,095.07","3,671,683.44","2,907,029.81","1,816,367.37","1,784,777.59","5,946,540.19","9,349,335.56","1,694,084.93","5,493,615.85"
预收款项,"80,956,613.86","125,911,842.80","202,528,533.31","138,611,239.89","131,652,589.81","107,887,785.69","354,753,590.44","155,140,989.22","122,070,014.97","115,667,296.29","152,855,945.83","155,425,821.97"
其他应收款,"928,215.13","1,375,054.62","1,210,298.93","2,050,483.58","2,146,331.93","2,488,530.94","1,375,868.58","2,608,521.70","2,349,840.53","3,142,655.02","1,655,330.05","2,763,693.24"
应付职工薪酬,"20,054,476.23","21,239,901.30","35,381,552.96","18,466,299.07","25,821,293.27","35,787,427.97","44,446,175.34","28,662,810.41","32,544,123.80","39,897,283.68","50,902,436.87","23,774,717.84"
应收关联公司款,,,,,,,,,,,,
应交税费,"49,791,008.86","43,489,009.65","31,979,817.32","45,351,819.38","20,755,015.78","42,084,435.42","22,683,965.47","50,413,519.08","26,739,241.85","43,099,486.05","29,598,733.85","47,206,987.17"
应收利息,,,,,,,,,,,,
应付利息,,,,,,,,,,,,
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,
存货,"262,180,462.24","276,433,429.44","313,955,133.73","295,602,102.94","294,070,743.76","331,371,085.37","381,650,157.98","364,965,358.12","365,755,664.11","408,649,871.30","469,029,598.24","452,304,478.64"
其他应付款,"46,049,965.82","51,456,438.61","64,111,659.26","58,016,248.01","72,958,568.57","67,536,787.78","59,564,706.44","54,523,432.64","89,660,996.02","74,660,195.11","75,861,869.46","67,997,992.25"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,"241,000,000.00","147,000,000.00","467,000,000.00","282,000,000.00","132,000,000.00","12,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","12,000,000.00","12,000,000.00"
其他流动资产,"1,513,848.65","388,567.36","1,557,692.35","2,809,599.33","1,674,079.70","1,890,835.32","106,008,364.00","59,258,933.56","45,567,915.01","3,160,291.41","10,210,667.36","5,938,682.28"
其他流动负债,,,,,,,,,,,,
