科目,2007-12-31,2008-12-31,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"5,339,303.83","17,961,449.65","41,175,750.19","38,588,135.71","289,864,184.37","273,645,655.27","230,947,967.42","205,816,148.84","158,507,645.67","121,559,990.32","96,355,186.56","83,893,317.88","78,954,177.53","103,945,943.87","68,859,988.86","101,406,623.21","67,014,462.56","61,420,194.78","49,879,238.94","70,725,833.28","54,420,910.40","94,104,242.53","64,542,553.02","60,022,248.82","73,277,929.23","51,067,959.14","103,580,552.96","131,938,967.39","183,448,923.77","286,305,760.57","302,326,843.05","485,868,168.38","507,412,556.52","472,644,748.10","385,796,936.42","370,590,115.92","313,935,036.80"
短期借款,"6,700,000.00","12,200,000.00","37,242,050.00","36,650,890.00","36,648,135.00","36,596,805.00","15,000,000.00","16,909,887.58","32,712,694.11","55,477,448.85","64,470,446.21","124,066,663.84","170,729,156.31","191,836,717.65","154,500,000.00","139,570,000.00","106,000,000.00","89,000,000.00","68,232,043.89","68,890,816.24","71,140,930.80","136,431,013.61","130,954,720.47","81,921,366.00","123,058,303.12","187,400,598.14","201,344,996.06","218,596,654.60","322,000,000.00","376,500,000.00","437,400,000.00","494,999,999.00","567,174,142.84","486,023,441.01","384,117,600.00","334,975,570.18","249,400,000.00"
交易性金融资产,,,,,,,,"167,082.60","653,220.00",,,,,,,,,,,,,,,,,,"9,370,000.00",,,,,,,,,,
交易性金融负债,,,,,,,,,,,,"381,008.05","83,475.90","18,552.40","9,923.70",,,,,,,,,,,,,,,,,,,,,,
应收票据,"30,000.00","3,701,509.01","8,105,000.00","6,665,883.00","550,000.00","500,000.00","5,455,721.70","9,304,058.60","1,500,985.20","9,142,652.00","2,252,652.00","9,917,065.20","22,648,000.00","17,226,373.56","55,784,449.86","48,377,133.14","40,163,000.00","67,562,319.71","90,903,889.00","87,589,128.43","80,682,404.41","80,283,153.40","121,281,417.30","138,753,713.60","128,955,953.56","92,671,305.77","106,446,154.25","162,999,703.11","112,776,989.66","86,772,209.43","115,277,009.59","140,783,852.47","114,796,346.79","59,437,136.85","34,275,592.29","56,756,392.29","27,655,216.60"
应付票据,"2,986,386.50","139,678.00",,"2,720,000.00","8,019,026.75","9,264,978.57","20,137,185.19","24,047,038.41","16,913,924.47","18,696,392.71","10,826,796.28","8,480,419.12","9,419,296.13","10,057,682.32","23,080,211.64","22,335,464.14","25,400,000.00","38,059,949.86","69,959,906.86","75,069,134.61","72,443,263.77","73,798,050.80","116,574,311.09","148,019,947.41","127,427,539.93","175,158,173.62","144,103,471.61","126,172,061.52","111,003,471.65","85,974,815.93","89,741,638.82","57,162,151.02","52,992,002.84","38,280,586.97","78,571,190.70","63,931,437.30","40,150,000.00"
应收账款,"14,190,756.80","22,752,838.59","33,348,214.78","41,402,416.11","42,725,630.02","65,059,924.85","65,066,219.67","80,404,809.27","78,301,189.05","102,501,582.85","133,085,084.47","151,118,872.54","138,228,239.01","155,412,490.88","137,653,220.21","141,378,982.78","163,124,675.50","177,836,987.50","198,367,050.63","211,191,847.38","205,412,249.67","243,168,696.55","229,543,355.22","235,303,563.59","261,040,782.80","341,872,877.05","424,278,511.53","364,974,538.20","386,407,885.22","422,615,706.81","374,237,474.39","478,563,582.61","338,852,438.15","462,723,150.84","487,804,319.96","604,245,633.12","487,238,633.63"
应付账款,"7,209,363.86","12,341,536.29","35,680,198.53","37,718,762.49","33,904,021.47","40,887,699.13","36,680,708.36","41,008,228.19","35,741,240.10","41,256,325.60","56,171,835.16","59,936,423.21","35,036,039.10","67,949,887.64","52,317,645.00","51,756,447.86","57,542,003.93","105,533,945.42","106,430,157.91","57,880,945.67","78,886,599.68","117,041,461.96","97,172,350.64","67,051,363.17","84,811,441.27","186,254,080.34","209,876,872.73","154,707,007.46","240,992,119.11","211,919,803.40","212,289,094.70","212,707,352.36","245,253,461.46","220,470,168.33","284,687,783.96","275,986,169.14","278,387,107.33"
预付款项,"688,082.50","4,406,003.89","2,449,624.02","2,538,401.39","3,409,672.35","4,532,691.92","20,884,498.24","12,577,070.91","31,469,973.44","40,185,965.44","27,660,776.05","39,844,511.38","30,744,757.62","32,398,210.22","27,607,047.48","4,727,533.84","4,766,893.71","2,734,601.12","5,079,677.00","2,551,037.54","7,823,186.00","7,141,858.48","6,382,060.44","7,427,493.56","8,388,934.11","47,951,019.59","57,505,243.25","12,654,893.81","114,965,359.81","92,655,806.53","110,760,698.89","50,125,991.90","110,554,476.06","106,541,289.61","134,861,670.83","41,440,753.44","71,343,222.91"
预收款项,"2,361,726.46","2,318,022.53","8,763,602.65","6,166,067.57","11,784,792.69","1,727,055.40","5,662,616.94","2,267,568.09","2,880,005.11","5,060,810.98","8,846,533.85","12,017,083.87","13,799,438.05","15,406,961.93","21,334,997.02","24,372,691.20","45,781,346.71","23,246,738.41","38,953,220.91","33,867,746.69","37,546,517.46","42,803,990.27","54,844,382.68","43,746,754.79","49,300,627.82","75,134,926.57","90,729,591.82","73,971,326.58","419,260,336.69","250,121,780.89","270,892,765.72","217,747,299.49","160,871,756.79","504,633,386.01","624,870,942.95","273,741,957.75","326,303,712.78"
其他应收款,"1,771,987.72","2,866,758.49","2,069,365.62","2,051,256.45","2,711,170.69","3,430,366.81","2,270,706.37","1,977,581.46","5,008,904.87","4,404,722.18","5,711,313.50","3,276,269.85","7,424,518.56","15,370,630.28","15,831,124.08","11,519,211.51","15,316,973.55","12,555,303.35","12,975,231.30","15,435,804.08","13,118,579.90","14,516,129.20","13,726,523.28","13,470,686.75","32,994,767.71","24,378,234.14","49,154,776.89","25,665,882.44","71,105,346.55","49,442,007.07","72,315,065.49","19,406,605.90","26,572,323.98","25,981,919.51","33,973,357.77","32,114,568.67","34,253,389.16"
应付职工薪酬,"253,240.17","330,061.93","502,885.00","1,485,885.00","479,885.00","741,520.00","785,642.84","3,080,282.59","1,010,600.00","1,495,416.15","1,377,967.95","4,135,137.03","1,243,851.77","1,513,041.27","2,848,403.59","5,191,026.62","1,525,284.95","3,030,144.84","5,167,218.15","10,085,772.63","5,224,510.93","8,181,539.91","9,236,678.05","14,441,209.07","7,934,655.83","10,363,813.66","11,999,125.81","13,614,455.21","5,050,633.08","6,486,924.76","9,467,797.87","23,699,623.95","9,534,898.49","9,650,125.46","10,065,546.74","25,337,378.80","9,819,255.51"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,841,257.78","1,228,689.04","480,653.67","1,528,657.02","437,598.21","4,077,787.14","584,064.18","2,715,879.57","-3,475,692.91","-162,632.22","-2,091,128.69","-3,736,063.48","-6,834,755.39","-4,383,193.19","3,660,392.17","7,213,433.79","1,868,999.27","5,532,026.99","4,886,276.42","11,390,895.29","2,679,112.20","6,491,286.70","5,170,391.68","13,276,467.84","10,209,248.74","14,793,643.52","3,078,116.43","15,998,164.48","8,719,191.56","13,999,333.11","18,640,086.20","24,922,140.13","2,470,710.35","5,060,120.46","3,496,398.14","30,283,297.56","24,296,525.03"
应收利息,,,,,,,,"2,663,431.00","1,649,022.33","1,810,786.10","1,905,333.33","2,269,708.33","240,000.00","240,000.00","240,000.00","378,889.57","101,861.28","116,335.62","196,139.13","291,100.68","79,339.18","313,072.09","185,094.61","390,635.13","56,462.37","92,108.90","156,079.28","185,411.13","254,874.07","168,655.02","165,832.85","176,895.97","211,811.54","28,940.33","42,453.55","87,814.27","40,970.30"
