科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"349,890,768.59","903,009,204.13","1,297,036,896.76","1,648,350,997.55","540,873,419.02","1,252,546,727.94","1,702,667,290.40","2,217,343,196.68","521,912,403.83","985,283,990.84","1,376,753,861.18","1,650,444,264.94","377,247,000.51","796,268,170.38","1,193,813,565.71","1,570,114,175.60","465,889,677.27","1,017,322,730.21","1,487,094,408.28","1,901,075,791.57","501,283,492.34","1,116,755,277.07","1,782,024,034.16","2,345,146,528.97","628,575,842.14","1,519,688,317.22","2,256,260,997.65","3,078,467,310.53","801,641,627.55","1,700,281,424.68","2,566,950,017.93","3,131,186,300.05","554,976,943.28","1,235,251,682.81","1,793,550,335.01","2,169,936,637.07","478,019,086.56","1,005,697,157.50","1,437,659,990.64","1,854,732,684.88","655,834,605.42","1,465,703,190.32","18,394,239,000.00","23,819,568,000.00"
二、营业利润,"7,697,288.37","21,352,629.19","34,376,596.06","45,874,834.85","35,274,349.76","105,058,807.83","185,332,690.54","261,163,359.29","40,829,209.51","58,673,360.32","52,775,272.12","30,193,867.67","9,300,732.02","20,649,366.43","25,493,839.93","29,767,081.14","11,861,119.35","32,083,860.15","50,075,782.94","73,162,206.61","20,229,933.10","36,134,785.29","71,240,768.48","145,865,413.36","51,629,502.30","172,213,443.97","260,231,803.63","442,171,784.50","178,233,344.52","392,034,492.41","581,804,898.79","666,918,729.24","102,610,912.41","157,621,140.02","193,049,758.06","183,322,523.38","-2,358,899.01","9,227,063.19","14,342,007.78","-120,428,934.83","76,593,237.93","214,811,132.76","1,793,462,000.00","1,678,573,000.00"
减:营业成本,"295,880,292.56","761,489,679.98","1,093,584,137.83","1,400,956,841.13","435,733,801.43","972,751,275.69","1,276,357,865.97","1,616,017,584.32","421,242,622.40","810,536,655.99","1,161,832,163.33","1,409,017,869.89","332,895,862.20","680,370,049.06","1,028,061,805.10","1,323,951,141.26","390,460,597.82","851,788,595.84","1,246,184,000.01","1,597,064,580.45","430,506,913.43","956,561,172.05","1,509,828,349.49","1,952,406,666.44","506,602,588.85","1,210,871,838.98","1,775,928,846.79","2,346,340,331.58","563,394,439.89","1,176,489,773.88","1,791,336,118.38","2,192,274,088.19","391,635,889.19","941,767,629.71","1,407,399,492.83","1,729,416,788.12","407,955,838.07","859,188,101.99","1,225,286,297.12","1,601,168,048.36","514,927,185.59","1,101,184,740.87","11,807,201,000.00","15,403,887,000.00"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"224,457.26","396,175.63","1,322,530.53","2,195,493.76","394,504.84","1,551,914.48","1,900,185.99","6,592,083.18","248,463.05","500,904.05","1,726,137.33","3,346,947.50","578,381.01","1,144,465.00","1,334,547.69","1,773,969.46","240,340.66","661,973.50","861,578.80","1,279,071.11","165,454.85","486,326.30","919,610.03","1,206,440.42","402,044.79","1,055,982.69","2,602,233.84","12,668,549.20","188,174.48","3,621,233.43","7,129,842.54","6,606,935.80","5,228,195.69","8,887,120.84","10,494,221.59","15,426,595.52","3,827,800.30","3,853,275.19","3,998,584.39","14,597,516.60","3,919,421.72","8,909,838.94","48,661,000.00","74,759,000.00"
营业外收入,"413,679.78","533,106.62","654,420.66","10,827,960.65","102,321.45","152,871.45","776,062.57","9,440,022.39","2,537,604.61","2,659,803.07","5,389,464.85","6,029,679.66","420,553.67","846,398.70","1,172,872.00","5,728,560.34","11,857.45","40,151.43","1,537,113.52","4,585,520.61","214,065.01","851,481.06","1,395,228.96","4,114,770.40","63,994.04","1,231,751.57","1,974,451.97","3,871,274.30","17,582.58","1,448,403.98","3,039,644.14","4,823,907.57","1,178,232.22","2,937,379.44","4,033,354.91","5,774,583.49","12,152,099.96","13,882,859.98","14,979,033.26","23,471,692.36","1,076,700.22","3,763,540.44","82,670,000.00","34,103,000.00"
销售费用,"15,574,980.97","40,234,063.02","58,090,381.19","63,374,261.95","21,939,283.27","58,255,764.11","81,080,624.06","76,879,142.01","18,886,329.21","39,341,923.32","54,487,576.60","59,852,751.77","10,426,761.12","26,647,718.10","42,285,757.77","58,515,642.26","18,306,826.20","39,265,651.50","59,897,284.07","76,440,611.88","13,674,778.20","35,678,208.25","63,994,345.97","72,179,824.50","21,190,162.30","45,575,412.03","72,024,500.77","94,995,306.85","18,980,495.62","43,196,541.82","72,052,618.87","97,828,145.48","11,112,517.44","36,541,875.51","61,921,592.69","84,149,115.89","18,898,154.60","45,242,941.76","67,848,090.28","89,529,647.08","21,024,998.60","46,571,732.05","3,134,052,000.00","4,280,335,000.00"
减:营业外支出,"48,682.57","443,650.18","2,374,613.11","16,641,148.18","38,209.98","1,010,032.68","2,194,850.37","36,249,749.34","223,174.61","1,035,555.33","1,416,456.25","5,432,474.98","205,378.97","574,306.06","930,860.68","3,614,979.14","250,694.71","469,111.17","698,628.40","977,987.88","385,145.24","848,745.45","983,569.92","7,321,440.10","217,001.61","2,797,209.72","4,287,341.76","11,672,742.17","112,748.58","278,888.58","300,547.56","3,076,652.52",,"14,810.07","14,810.07","71,737.16",,"3,392.65","5,258.23","25,258.23","677,405.02","1,077,154.84","17,260,000.00","44,674,000.00"
管理费用,"20,731,701.81","55,042,545.35","75,269,537.07","101,989,254.63","31,595,022.92","71,309,708.58","100,353,843.99","134,259,540.02","29,701,306.49","46,739,882.33","74,024,523.21","99,374,972.70","14,254,874.63","32,526,534.32","53,240,481.60","83,661,648.09","24,738,310.21","44,651,014.43","67,080,505.89","98,813,191.72","18,693,517.49","43,183,369.31","72,695,281.86","95,355,847.53","22,719,543.58","46,726,703.36","86,904,916.39","113,149,064.68","30,218,260.55","56,494,485.42","82,955,634.78","125,293,281.02","25,068,621.87","48,923,908.29","75,339,489.24","116,918,295.25","32,610,160.74","69,143,939.29","107,008,163.61","224,179,459.44","24,748,991.15","56,026,584.48","901,999,000.00","1,401,772,000.00"
其中:非流动资产处置净损失,,,,"12,260,017.68",,,,"32,039,441.84",,,,"4,003,075.49",,,,"2,150,220.72",,,,"9,950.16",,"327,787.29","327,787.29","3,684,292.94",,"614,366.72","1,111,736.52","11,450,885.91",,,,"21,677.41",,"7,689.72","7,689.72","47,981.54",,"3,392.65","5,258.23","5,258.23","10,064.02","409,813.84","4,145,000.00",
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"6,777,047.62","20,446,725.99","30,346,329.11","41,037,649.87","12,422,058.06","32,829,856.93","49,814,859.65","46,159,860.53","11,004,473.17","27,537,885.61","35,507,374.19","41,397,001.65","9,790,389.53","24,490,626.82","33,981,044.80","42,646,734.04","20,282,483.03","36,380,749.15","50,092,314.84","44,433,955.08","18,388,588.93","31,996,393.97","53,740,115.89","63,765,765.51","21,843,761.07","40,211,554.98","55,889,480.92","65,649,400.32","7,605,144.49","17,251,932.88","23,893,206.76","27,161,121.43","4,161,492.69","13,893,016.49","11,753,981.19","14,207,495.95","7,992,233.70","3,943,997.08","6,340,845.70","-4,344,892.92","5,611,869.64","23,074,053.26","844,069,000.00","1,205,286,000.00"
三、利润总额,"8,062,285.58","21,442,085.63","32,656,403.61","40,061,647.32","35,338,461.23","104,201,646.60","183,913,902.74","234,353,632.34","43,143,639.51","60,297,608.06","56,748,280.72","30,791,072.35","9,515,906.72","20,921,459.07","25,735,851.25","31,880,662.34","11,622,282.09","31,654,900.41","50,914,268.06","76,769,739.34","20,058,852.87","36,137,520.90","71,652,427.52","142,658,743.66","51,476,494.73","170,647,985.82","257,918,913.84","434,370,316.63","178,138,178.52","393,204,007.81","584,543,995.37","668,665,984.29","103,789,144.63","160,543,709.39","197,068,302.90","189,025,369.71","9,793,200.95","23,106,530.52","29,315,782.81","-96,982,500.70","76,992,533.13","217,497,518.36","1,858,872,000.00","1,668,002,000.00"
