科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"57,666,256.25","78,768,847.40","150,819,448.69","126,915,819.01","127,656,105.09","446,093,250.53","414,953,207.36","371,484,901.29","350,741,122.43","464,059,227.60","433,611,305.31","434,589,333.71","249,252,517.03","420,720,681.27","461,881,394.77","497,666,931.65","308,998,358.01","464,997,524.91","390,077,388.30","283,553,097.61","267,083,785.14","404,526,188.54","439,580,046.63","322,725,515.68","467,340,512.51","541,987,841.77","272,266,618.10","318,169,664.33","1,425,429,124.39","1,167,150,524.71","424,172,967.16"
短期借款,"75,000,000.00","45,000,000.00","92,000,000.00","92,000,000.00","92,000,000.00","42,000,000.00","60,000,000.00","80,000,000.00","119,990,000.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","170,000,000.00","217,000,000.00","215,000,000.00","175,000,000.00","357,000,000.00","426,520,000.00","380,000,000.00","275,000,000.00","275,000,000.00","285,000,000.00","285,000,000.00","335,000,000.00","310,000,000.00","225,000,000.00","355,000,000.00","355,000,000.00","330,000,000.00","445,000,000.00"
交易性金融资产,"8,953,719.50",,,,,,"32,000,000.00",,,"16,000,000.00",,,"191,000,000.00",,"182,000,000.00","151,000,000.00","288,000,000.00","48,000,000.00","168,000,000.00","215,000,000.00","249,000,000.00","93,000,000.00","123,000,000.00","173,000,000.00","125,000,000.00",,"74,000,000.00","149,200,000.00","155,200,000.00","330,000,000.00","975,000,000.00"
交易性金融负债,,,,,,,,,,,,,,,"200,000,000.00","200,000,000.00","200,000,000.00",,,,,,,,,,,,,,
应收票据,,,,,,,,"100,000.00","100,000.00",,,,,"250,000.00","100,000.00",,,,"50,000.00","250,000.00",,,,,,,,,,,"7,150,000.00"
应付票据,,,"18,270,500.00","10,925,000.00","24,352,800.00","27,669,000.00","27,200,000.00","39,175,000.00","26,750,000.00","34,254,050.00","21,754,050.00","55,600,000.00","71,300,000.00","110,571,000.00","96,311,000.00","132,590,000.00","102,396,800.00","151,484,628.00","119,137,828.00","162,295,828.00","171,848,000.00","181,442,800.00","185,400,000.00","195,810,000.00","209,070,000.00","173,528,000.00","137,300,000.00","162,315,600.00","222,525,400.00","218,758,000.00","169,533,600.00"
应收账款,"4,292,836.24","6,937,971.05","11,648,354.30","12,430,887.51","13,094,673.14","15,824,136.95","15,892,594.04","19,423,809.38","21,840,652.43","16,622,562.94","27,738,224.20","24,409,603.91","27,450,670.56","23,110,916.52","26,334,680.95","27,433,935.19","30,699,791.53","24,959,007.79","30,798,057.07","31,032,357.10","32,298,704.18","15,881,125.05","25,411,814.80","20,586,174.09","26,959,488.26","19,174,035.42","15,640,653.63","22,771,050.76","23,423,720.50","22,152,812.88","25,170,414.19"
应付账款,"97,460,239.45","72,454,821.02","50,420,780.97","61,547,261.97","59,985,776.17","53,203,702.73","52,702,002.90","48,552,462.32","78,638,387.97","36,057,554.54","55,162,003.17","38,005,139.15","40,323,998.43","37,111,129.55","37,776,854.38","40,920,253.90","49,535,366.50","51,610,219.06","59,059,939.98","52,554,995.14","58,023,608.11","54,269,573.93","65,865,419.95","64,239,156.61","70,263,156.27","74,938,226.35","65,749,705.25","68,669,670.08","67,403,026.08","63,883,578.57","65,023,131.25"
预付款项,"18,327,579.51","16,228,178.55","49,782,939.67","58,081,639.50","66,363,283.91","70,450,140.30","70,205,973.46","91,090,040.27","63,036,966.79","55,721,119.45","63,818,309.01","65,097,765.29","75,940,546.27","80,555,256.38","91,741,482.75","97,992,837.37","91,939,427.21","187,153,143.88","226,186,173.70","253,632,668.44","271,202,821.89","82,105,831.00","82,667,799.80","180,592,439.19","193,647,306.49","119,123,144.35","199,580,005.69","164,262,065.13","214,122,434.20","151,422,135.68","300,255,371.94"
预收款项,"39,778,827.28","45,864,337.52","37,186,645.33","61,869,429.44","61,824,181.84","34,912,347.88","34,028,170.83","36,127,281.51","37,011,640.67","34,873,929.59","34,269,459.10","33,035,258.35","33,081,606.51","36,984,348.70","38,140,323.83","37,886,930.63","38,708,992.35","34,853,993.31","35,387,741.73","39,474,752.07","50,711,007.13","44,295,416.67","46,323,290.24","58,472,525.22","76,720,706.66","68,030,932.72","105,091,177.41","95,683,430.47","106,986,063.00","71,384,040.22","58,177,240.02"
其他应收款,"37,827,334.65","17,941,891.32","13,448,902.81","14,127,713.36","18,581,143.27","24,115,984.61","25,019,562.59","27,284,799.66","27,839,231.06","17,115,408.72","46,584,587.24","49,644,002.21","46,610,078.41","19,281,514.87","24,767,170.25","21,227,347.72","46,235,334.29","13,835,175.39","19,114,242.18","17,868,384.65","15,754,094.63","7,331,920.97","23,833,169.31","18,986,476.40","19,411,462.81","20,044,762.52","22,047,131.33","24,944,481.87","24,991,874.11","12,769,588.10","13,320,118.10"
应付职工薪酬,"1,305,311.40","833,341.61","955,532.10","591,525.56","846,521.69","638,481.64","655,814.87","766,859.50","824,235.64","630,226.06","699,838.31","983,466.96","864,454.94","755,269.38","1,100,261.52","1,199,212.71","1,719,917.20","749,848.15","1,030,439.42","1,395,007.77","1,590,575.53","2,260,915.35","1,437,769.05","1,379,123.95","1,767,139.31","7,456,037.82","1,048,011.55","1,313,880.42","1,895,648.20","15,663,235.34","1,453,038.59"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"12,255,320.98","14,916,596.83","4,667,025.49","7,273,711.60","6,230,265.96","11,569,875.26","6,632,776.65","6,653,224.77","2,978,266.99","8,712,933.36","7,334,440.26","6,879,089.34","5,810,692.65","2,869,394.37","2,338,585.10","-3,181,528.93","2,955,037.28","11,041,148.75","13,312,739.16","9,008,982.25","8,537,092.84","9,055,040.52","10,176,845.33","7,335,883.99","9,701,315.99","14,659,361.65","12,770,947.20","11,611,999.46","30,144,202.34","12,803,047.83","11,355,223.60"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,"523,690.60",,,,,,,,,,,,,,,"6,000,000.00","10,800,000.00",,"2,160,000.00","4,320,000.00","6,480,000.00",,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
