科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"157,623,192.13","199,438,128.38","287,417,558.12","275,168,705.35","439,998,837.98","564,738,589.08","318,794,313.42","434,448,825.17","302,691,592.14","581,576,746.15","317,183,752.71","172,190,039.59","177,857,028.60","334,073,106.86","285,122,317.64","328,337,948.12","327,940,007.98","461,585,664.93","549,498,996.87","402,880,281.95","367,667,378.68","484,035,007.49","356,903,046.38","209,354,020.20","205,996,153.96","493,339,060.59","457,196,522.34","330,985,261.70","369,323,770.51","426,308,849.75","360,477,083.00"
短期借款,"297,093,292.80","273,500,000.00","387,100,000.00","589,000,000.00","381,996,923.79","282,000,000.00","404,500,000.00","293,000,000.00","486,564,339.42","736,401,798.72","873,658,612.76","767,624,923.00","801,520,899.39","978,529,394.77","929,398,705.33","919,548,257.27","933,202,931.66","1,166,488,295.67","1,395,683,820.00","1,371,705,028.06","1,049,000,000.00","935,060,000.00","956,060,000.00","951,903,525.42","1,072,096,963.88","1,247,946,271.19","1,333,320,134.19","1,292,984,578.05","1,130,749,999.00","1,154,549,999.00","1,149,800,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,"48,200.00","48,200.00","48,200.00",,,,,,,
应收票据,"45,444,692.34","3,606,281.00","27,968,786.90","34,456,300.00","42,517,163.05","27,971,035.37","42,184,593.18","45,860,209.10","72,772,215.41","113,372,997.02","67,049,608.66","52,564,143.50","53,814,117.99","82,376,351.61","59,053,621.32","37,506,669.73","54,235,187.18","82,982,127.82","137,788,964.25","83,360,804.40","92,088,595.32","85,245,210.19","100,643,782.89","121,136,836.59","126,135,823.94","163,710,458.03","166,756,344.27","126,780,337.79","82,685,464.39","49,574,912.47","54,431,309.79"
应付票据,"109,500,000.00","213,000,000.00","37,500,000.00","63,130,000.00","47,130,000.00","33,500,000.00","220,500,000.00","267,000,000.00","139,733,560.00","56,870,000.00","50,000,000.00","160,121,871.03","335,121,871.03","60,487,000.00","197,935,605.83","416,454,157.83","463,115,111.00","161,609,559.00","171,760,150.00","154,524,486.39","71,603,744.36","70,080,590.26","182,502,220.64","137,828,168.91","98,431,202.85","52,503,916.29","54,821,085.90","45,384,566.90",,"34,674,071.60",
应收账款,"240,417,818.63","321,623,130.20","341,644,539.29","527,685,771.81","703,350,005.08","443,580,307.62","620,604,488.03","613,621,669.84","922,179,371.70","832,589,702.47","916,672,007.12","1,195,821,865.80","1,230,333,579.00","1,130,964,000.84","1,057,716,497.59","1,274,624,166.86","1,419,292,668.92","1,358,993,840.71","1,299,063,771.79","1,500,350,227.82","1,212,629,862.55","1,196,535,101.65","1,228,626,134.78","1,408,199,733.75","1,427,083,170.35","1,232,721,013.41","1,152,862,994.02","1,435,613,336.81","1,399,815,120.19","1,373,846,779.33","1,218,378,909.45"
应付账款,"144,650,337.45","78,215,242.38","213,600,954.08","113,649,448.71","167,779,051.44","112,936,406.36","69,236,141.05","93,985,566.68","180,361,937.48","218,173,925.97","99,925,130.53","260,578,784.65","190,143,199.67","205,513,889.69","177,181,605.26","258,948,002.25","270,814,509.45","220,032,045.65","202,870,235.58","212,799,304.77","124,522,529.61","191,534,080.64","98,437,622.25","197,205,601.92","178,691,439.09","172,893,840.80","143,210,464.99","227,319,120.61",,"171,008,553.71",
预付款项,"2,586,292.30","3,097,573.87","18,536,951.78","16,210,968.94","28,958,324.20","16,384,962.49","185,482,166.78","132,856,808.40","69,566,796.44","24,809,257.85","156,329,393.68","71,410,886.77","119,371,828.30","9,005,780.45","36,895,754.68","33,531,325.98","38,052,798.02","4,088,675.15","41,030,402.17","18,505,956.47","47,612,993.39","3,064,247.96","23,346,672.84","9,640,962.98","39,948,387.59","38,869,005.37","41,058,693.33","39,503,623.24","44,349,368.17","32,875,409.18","36,632,809.55"
预收款项,"95,472,180.39","36,321,829.22","97,794,685.92","70,428,762.20","29,079,971.26","41,666,650.39","71,110,689.52","34,388,848.71","89,587,900.84","98,598,634.83","62,575,007.85","34,128,100.18","17,729,732.20","53,039,823.63","38,520,515.55","17,249,632.41","34,778,335.50","26,645,029.81","26,905,254.62","12,711,638.70","17,807,442.96","19,491,998.69","48,073,192.71","22,041,806.80","24,477,653.91","43,541,119.30","50,723,856.67","37,233,332.89","39,868,797.73","39,462,386.03","33,404,942.42"
