科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"392,532,026.97","240,026,207.99","214,330,672.19","246,904,787.52","589,986,752.52","419,058,022.92","391,805,949.38","492,851,915.75","463,597,178.96","334,065,434.50","461,421,955.91","479,031,197.24","344,260,027.27","399,518,704.24","321,913,857.28","423,695,673.48","387,596,350.07","442,561,103.23","195,314,169.32","599,883,978.29","1,031,686,969.54","753,870,722.91","416,288,756.39","671,331,457.61","679,039,909.24","59,499,199.34","220,027,049.55","239,311,626.24","280,454,999.38","132,044,125.88","1,770,650,908.76","326,513,009.41","1,925,504,179.67"
短期借款,"1,022,493,900.00","1,407,946,460.00","1,186,248,000.00","347,198,000.00","416,998,000.00","259,998,000.00","299,998,000.00","847,548,000.00","285,548,000.00","303,548,000.00","838,548,000.00","855,748,000.00","1,150,748,000.00","940,000,000.00","874,000,000.00","839,000,000.00","789,000,000.00","200,000,000.00","110,000,000.00","110,000,000.00",,,,,,,,,,,,"277,687,332.00","277,687,332.00"
交易性金融资产,,,,,,,,,,,,,,,,"15,000,000.00","50,000,000.00",,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"375,359,713.17","150,997,093.33","127,206,679.40","148,843,805.50","161,716,601.12","328,468,549.00","223,740,599.20","122,811,088.02","227,054,239.24","163,700,342.25","19,171,689.99","171,385,742.55","117,738,927.52","69,878,674.44","57,223,745.00","216,343,617.76","79,388,898.26","80,373,431.29","59,268,392.60","79,661,084.13","16,506,270.40","8,541,462.40","18,563,952.00","47,973,000.00","48,241,488.47","7,806,000.00","15,373,000.00","46,480,000.00","55,698,099.15","24,332,000.00","18,746,160.16","26,898,000.00","28,548,260.87"
应付票据,"70,750,000.00",,,"4,680,000.00",,"174,500,000.00","200,000,000.00","69,470,000.00","43,970,000.00",,"80,000,000.00","103,000,000.00","23,800,619.21","21,507,987.98","212,441,880.10","204,799,170.07","30,269,576.63","28,069,063.71","97,818,394.17","123,983,540.27","220,389,023.29","429,069,743.78","333,934,591.51","288,703,138.39","379,166,902.04","316,353,658.51","274,625,747.87","192,880,880.68","287,468,663.01","311,846,862.31","197,827,683.57","240,786,233.45","341,858,342.77"
应收账款,"189,479,441.23","245,996,315.51","307,770,631.99","497,201,432.13","392,825,719.75","422,397,603.49","465,728,870.82","474,983,255.79","464,574,449.55","494,535,257.21","512,761,270.78","503,567,334.25","506,179,925.60","548,883,475.15","553,319,075.82","512,254,836.40","489,563,950.28","476,818,356.97","496,059,233.95","440,838,451.76","430,731,452.81","406,594,422.46","357,858,052.79","281,225,120.32","258,405,526.29","258,890,248.37","264,930,639.36","219,449,706.25","193,911,898.76","162,148,118.52","151,556,855.59","139,904,775.67","110,902,104.75"
应付账款,"433,045,042.43","429,187,988.99","374,036,797.35","459,353,998.80","485,335,138.88","466,420,382.47","450,149,702.39","575,327,665.14","584,338,199.34","563,401,483.11","516,930,372.16","586,539,406.20","662,111,900.77","678,572,989.55","615,393,206.30","756,050,391.89","724,425,303.80","547,862,179.93","496,941,374.07","653,822,800.82","644,335,674.13","495,019,444.26","509,054,136.90","668,300,877.75","862,989,670.49","793,164,275.45","628,437,332.24","746,292,650.32","748,334,226.14","663,519,315.44","531,125,128.58","659,233,657.63","639,050,942.35"
预付款项,"75,956,138.74","47,144,638.56","37,010,749.87","101,124,433.17","220,713,163.60","108,262,215.35","153,785,363.32","192,239,245.98","189,461,580.34","48,252,093.16","89,715,603.06","30,154,005.73","17,089,954.66","17,273,089.09","61,683,991.98","36,360,547.99","31,802,417.74","22,511,585.49","91,022,812.13","21,701,028.41","13,760,313.33","21,811,037.43","22,052,347.05","24,620,380.46","21,054,513.96","4,672,166.27","23,986,443.95","18,932,044.68","13,392,411.30","10,211,192.71","30,161,126.60","17,586,711.10","12,533,147.47"
预收款项,"41,828,095.37","32,896,860.13","26,731,082.79","26,800,869.43","27,288,922.98","43,293,638.88","43,780,429.87","45,742,308.76","38,509,114.70","36,046,082.64","38,710,658.70","42,684,546.83","46,506,701.23","36,806,883.20","38,175,052.96","37,282,519.92","34,564,779.13","29,540,794.50","28,820,227.10","39,428,878.01","36,666,288.38","36,592,724.87","34,705,689.36","45,821,254.10","55,874,615.03","42,595,162.48","35,827,352.01","50,704,093.03","56,883,498.27","55,201,959.49","35,891,794.82","38,906,001.07","60,709,847.75"
其他应收款,"12,768,634.25","5,294,880.03","3,926,812.00","5,526,189.57","6,674,287.07","4,717,629.97","2,953,016.54","2,128,853.68","2,824,579.06","2,979,244.00","4,802,314.62","4,830,648.16","4,547,310.68","3,473,596.35","3,990,681.56","4,459,364.31","5,616,394.10","4,456,785.07","6,193,230.65","5,773,088.88","7,120,317.50","4,624,690.79","7,136,778.60","9,731,313.48","7,926,101.72","5,985,456.11","7,730,501.89","8,242,090.83","9,202,397.99","7,461,451.33","8,400,883.67","7,539,694.70","8,162,480.73"
应付职工薪酬,"50,454,256.64","25,203,406.14","24,169,231.45","17,007,900.28","19,231,360.71","19,034,577.79","5,697,274.30","14,784,416.54","11,839,257.47","19,029,528.29","4,423,651.63","12,129,197.18","13,045,490.72","19,116,144.95","6,298,502.46","13,990,482.72","13,665,443.08","22,394,777.34","7,811,150.64","21,037,899.19","34,415,718.66","29,313,080.08","14,079,011.87","28,000,989.72","47,529,439.89","50,496,947.59","30,149,013.25","57,910,703.08","89,638,580.28","67,783,885.20","46,011,387.19","64,651,188.50","76,598,387.23"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"37,508,368.44","26,113,620.07","63,567,279.79","89,602,412.49","49,382,011.34","50,863,361.70","41,730,506.11","83,622,475.98","88,599,460.53","52,096,510.69","6,700,041.81","46,188,430.47","38,497,926.49","61,733,972.14","42,492,230.68","72,582,182.51","60,187,057.73","64,400,690.53","44,416,803.30","106,368,680.98","74,560,810.63","39,498,068.21","58,908,010.10","120,509,015.57","86,805,534.50","71,459,847.51","72,256,142.37","100,874,492.07","105,649,901.63","253,130,836.02","264,285,599.89","109,629,077.18","115,778,825.86"
应收利息,,,,,,,,,,,,,,,,,"45,561.66","184,589.05",,"217,808.22","1,382,771.50","2,769,315.07","434,756.16","2,805,669.27","6,962,434.97","2,863,997.25","227,799.83","851,869.15","1,713,786.31","2,657,603.04","5,097,755.99","24,529,982.08","26,346,928.89"
