科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"242,408,843.66","538,297,314.64","408,436,965.08","502,316,695.06","481,270,278.26","468,777,960.00","300,686,645.37","280,110,716.95","422,361,251.50","294,123,488.00","319,849,680.95","248,320,108.77","287,218,407.58","357,353,618.45","355,929,509.50","277,208,094.54","279,501,100.82","279,008,319.54","208,969,205.47","252,056,875.55","273,417,898.70","344,624,973.41","267,554,084.57","831,514,586.17","992,655,684.88","714,064,426.02","842,337,261.29","810,744,474.07","875,072,134.76","916,657,720.66","984,551,645.32","807,720,709.97","751,753,938.46","768,894,879.78","828,448,242.27","795,056,083.90","828,363,801.44","630,291,158.64","619,650,078.17","553,006,163.76","724,535,496.36","585,443,237.10","598,925,566.33","546,982,547.75","648,813,142.22","523,076,666.94","721,615,418.78","644,022,663.55","638,903,250.07"
短期借款,"385,210,000.00","385,210,000.00","377,210,000.00","369,210,000.00","342,210,000.00","362,210,000.00","410,210,000.00","440,210,000.00","550,210,000.00","477,710,000.00","510,210,000.00","420,210,000.00","481,962,536.57","462,811,600.47","496,462,536.57","495,712,536.57","482,960,000.00","516,973,302.04","495,748,043.62","550,517,374.25","621,838,391.48","617,511,379.60","586,271,381.60","1,219,785,939.71","1,046,249,974.13","899,501,801.85","1,027,849,177.52","1,148,445,861.86","1,111,567,475.67","1,101,646,578.08","769,412,256.18","713,765,809.20","797,518,639.20","810,164,600.00","957,824,050.00","956,136,800.00","1,204,990,000.00","1,066,675,117.08","988,530,000.00","1,019,100,000.00","1,224,100,000.00","1,124,100,000.00","1,119,100,000.00","1,040,958,525.56","997,757,270.58","884,900,000.00","806,000,000.00","614,100,000.00","445,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,"2,288,603.21","2,288,603.21","2,288,603.21","2,288,603.21","1,721,029.61","1,721,029.61","1,769,090.28","1,801,130.73","1,880,478.55","1,880,478.55","1,960,579.66","1,960,579.66","1,981,178.12","1,981,178.12","1,981,178.12","1,981,178.12","1,927,003.90","1,927,003.90","5,523,135.69","1,659,237.33",,,,,,,,,"4,180,258.86","4,180,258.86","4,180,258.86",,,"42,450,000.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,240,281.83","10,871,767.28",,"4,590,000.00","4,711,128.76","3,524,928.76","121,128.76","121,128.76",,,,,,,,"8,801,283.53","2,486,145.90","2,595,017.77"
应收票据,"43,398,604.71","59,032,518.92","34,301,025.54","32,106,232.30","22,526,979.24","40,825,788.47","27,842,303.29","42,865,367.46","41,715,199.70","66,615,124.07","81,335,198.45","62,462,044.23","44,899,893.12","72,103,442.84","62,277,525.01","27,402,189.75","75,744,023.18","43,215,914.85","40,326,837.94","44,759,294.56","74,137,784.68","69,834,562.04","72,637,579.71","107,742,661.90","147,667,275.21","148,666,448.51","153,686,991.98","125,023,136.00","167,676,799.37","130,581,169.69","117,513,664.22","76,453,805.39","97,598,992.42","102,767,196.61","132,164,942.02","128,268,712.58","168,660,945.16","130,190,435.25","134,703,026.57","241,623,378.71","272,048,525.36","192,421,317.23","319,207,353.09","285,130,350.44","250,948,908.44","286,156,191.37","285,776,706.43","210,813,018.23","312,528,287.90"
应付票据,"54,850,000.00","62,850,000.00","84,850,000.00","136,370,000.00","227,950,000.00","157,950,000.00","160,000,000.00","119,200,000.00","161,200,000.00","165,611,825.99","154,361,825.99","179,750,000.00","167,000,000.00","279,500,000.00","267,500,000.00","177,000,000.00","184,500,000.00","185,000,000.00","205,781,000.00","208,781,000.00","212,500,000.00","211,500,000.00","159,000,000.00","694,732,309.53","845,866,198.25","825,223,323.31","774,965,984.37","485,903,458.16","555,582,430.26","656,300,305.88","776,582,471.04","712,454,966.48","726,585,843.42","749,585,082.82","798,689,893.64","626,613,664.31","496,602,778.40","541,858,640.45","436,825,435.33","340,183,546.60","386,027,285.22","323,020,287.87","335,008,108.97","271,327,206.86","399,155,001.10","329,481,404.80",,"322,056,386.67",
应收账款,"183,714,789.77","165,620,630.81","208,646,426.08","137,378,460.85","141,035,299.25","144,001,653.63","131,078,097.45","113,321,063.37","147,607,463.25","167,765,844.98","146,574,543.67","167,253,766.88","171,081,603.58","192,848,103.90","176,022,082.33","166,685,885.31","161,171,168.50","150,735,937.76","171,288,735.75","226,591,040.84","241,743,458.43","239,574,781.62","206,786,880.91","580,820,781.13","617,138,613.97","686,846,089.53","585,848,493.76","636,502,350.54","614,530,511.87","740,401,348.77","762,418,823.81","728,205,456.25","768,103,705.69","756,740,610.36","719,601,459.19","688,076,238.76","685,859,430.11","799,359,662.15","925,654,360.52","923,650,224.88","962,329,000.09","971,998,852.50","947,241,645.46","1,093,732,322.67","1,175,355,120.55","1,209,796,785.30","1,010,709,721.93","1,024,424,679.11","1,150,021,473.38"
应付账款,"126,903,423.71","125,309,200.52","117,938,930.21","186,129,365.02","139,370,333.97","216,786,526.74","163,269,603.20","215,971,393.34","164,152,904.82","226,844,717.30","204,938,284.09","228,100,612.95","197,114,294.30","224,839,668.92","184,189,062.55","228,020,204.16","236,470,862.13","256,926,162.94","213,428,129.06","301,408,345.35","223,799,361.71","253,068,237.75","289,804,852.44","473,497,349.08","537,535,364.70","489,526,649.65","488,355,200.59","623,796,282.20","541,129,440.39","557,207,259.84","502,061,057.31","627,145,576.40","727,004,430.87","726,071,568.19","602,928,058.68","706,338,099.70","773,885,579.54","658,561,305.50","734,660,458.08","811,701,295.55","821,066,402.94","774,767,955.82","661,836,644.91","662,531,240.46","729,405,892.67","718,390,852.22",,"791,292,036.92",
预付款项,"1,101,197.23","1,096,957.05","6,521,347.43","53,481,556.89","46,473,050.27","31,777,078.04","57,047,330.70","56,915,362.81","29,824,089.75","26,092,123.38","26,759,735.44","48,788,074.90","28,596,292.78","34,005,486.76","41,407,879.09","67,427,839.67","20,752,055.81","37,164,582.45","50,392,656.46","39,316,083.87","35,842,308.17","44,919,779.65","64,804,075.81","54,334,494.39","118,378,933.74","150,549,175.29","203,021,242.99","137,729,173.72","151,492,723.84","170,162,223.28","177,177,549.46","51,814,402.51","112,977,000.40","92,330,217.58","85,832,777.92","38,931,194.20","100,907,808.99","83,460,455.18","83,133,122.61","100,352,660.38","137,551,358.77","95,382,212.46","92,813,934.94","101,621,381.27","137,389,902.37","144,398,823.79","176,531,922.09","124,923,892.89","146,690,501.23"
预收款项,"1,964,081.45","1,964,081.45","12,964,831.45","22,889,059.01","228,650.73","53,667,722.88","26,963,543.20","21,376,631.02","13,822,756.07","25,765,065.01","16,845,722.36","13,573,756.69","9,506,723.52","10,141,476.93","8,570,851.10","15,616,559.15","11,055,450.13","9,824,509.47","9,985,850.73","23,637,912.05","20,228,650.73","21,390,361.92","9,862,217.10","27,906,504.78","15,075,199.94","31,115,748.19","19,429,039.00","72,412,309.71","18,306,107.97","52,270,816.48","61,148,313.75","37,810,020.19","36,748,229.23","36,574,615.96","29,518,928.86","53,627,241.70","38,998,689.64","73,635,467.34","48,935,468.09","77,302,696.41","72,375,162.61","103,508,717.89","116,826,536.37","75,079,594.61","104,122,252.21","82,895,197.83","80,103,934.03","143,275,906.92","120,212,106.21"
