科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"1,580,082,014.01","3,312,324,743.58","5,139,351,239.05","8,085,599,499.72","1,842,559,540.10","3,889,416,152.66","5,977,380,031.29","9,482,544,445.66","2,364,256,357.44","5,057,723,400.99","7,977,047,905.46","11,953,590,417.56","2,902,718,540.33","6,228,666,031.09","9,733,271,603.20","13,371,120,839.94","3,413,820,892.44","7,001,828,479.57","10,511,426,420.78","14,794,456,269.57","3,779,498,907.42","8,154,024,926.29","12,752,376,314.27","17,722,401,123.78","4,735,572,728.08","10,057,836,735.60","15,759,715,499.06","21,400,046,466.55","5,724,848,719.86","11,799,950,691.25","17,908,007,328.48","24,589,100,077.05","6,225,835,431.92","13,538,599,427.81","20,633,444,697.69","29,149,610,033.67","6,388,288,249.42","14,255,134,808.77","21,902,637,430.09","45,257,448,760.86","10,328,284,481.94","21,970,884,180.09","33,680,871,791.23","46,403,001,555.00"
取得子公司及其他营业单位支付的现金净额,,,,,,,"5,000,000.00","20,333,528.49","59,867,260.42","105,629,510.42","105,629,510.42","112,284,233.53","11,337,750.63","13,693,496.50","10,976,615.51","127,971,282.96",,,"5,721,335.24","16,083,378.19","5,085,907.61","24,618,888.24","55,451,762.22","23,801,762.22",,,"151,731.71","13,724,751.57",,,"1,644,172.91","2,211,778.91",,"252,000.00","9,452,000.00","9,452,000.00",,,"4,271,376.10","11,639,196.11","10,000,000.00","14,706,789.56","18,525,000.00","53,356,516.15"
收到的税费返还,"47,516.67","2,681,642.99","2,856,832.26","2,548,876.31","12,600.72","740,041.89","1,064,393.78","1,147,948.71","235,618.93","318,538.52","474,228.60","766,339.85","169,199.66","687,076.01","844,711.99","1,011,514.12","75,431.82","738,150.65","1,037,653.73","1,192,302.16","163,222.89","1,635,046.52","1,645,597.88","12,958,157.91","232,694.10","7,570,798.77","8,242,898.04","7,839,165.67","458,279.02","6,571,540.44","8,947,070.73","7,684,100.85","333,471.38","1,412,100.00","1,446,726.90","8,448,126.90","4,086,750.89","12,237,366.30","14,571,594.20","16,985,904.86","98,628.11","5,740,675.89","7,574,262.64","7,687,909.30"
支付其他与投资活动有关的现金,,,,,,,,,,"2,067,342.50","2,067,342.50","8,100,000.00","7,149,060.00","64,330,110.00","66,085,417.90",,"9,698,496.42","9,698,496.42","9,784,633.68",,,,,,,,,,,,,,"252,000.00",,,,"26,754,358.77","25,690,544.72","24,606,803.22","1,274,374,346.93","198,944,422.63","70,175,078.90","137,974,010.61","92,803,476.90"
收到其他与经营活动有关的现金,"22,019,705.99","59,370,007.17","106,402,921.83","52,658,123.94","20,867,124.01","53,158,364.89","88,554,605.60","28,677,323.33","21,948,253.46","80,939,109.98","125,357,181.73","23,207,458.09","27,383,467.22","93,876,588.71","148,254,313.85","40,506,959.14","25,568,991.86","56,445,783.26","85,101,605.22","56,317,632.74","17,797,483.61","54,219,435.33","82,642,098.78","98,004,113.51","19,078,366.15","38,823,223.02","53,709,097.32","88,738,677.49","14,374,722.13","53,448,437.56","75,769,060.23","95,723,511.65","29,217,661.76","40,061,810.25","66,440,712.60","102,307,958.73","23,407,284.10","44,218,297.00","66,493,756.95","314,523,960.87","207,536,266.55","98,022,828.67","222,004,857.99","340,666,056.90"
投资活动现金流出小计,"15,364,586.30","35,516,746.85","57,603,104.98","71,410,213.94","16,423,384.54","37,741,904.04","92,947,618.63","105,315,815.02","75,996,401.36","146,704,897.96","176,848,477.67","223,323,585.34","68,948,716.97","172,344,527.32","223,466,797.80","305,963,437.62","51,453,529.43","96,785,065.80","155,006,954.69","235,052,930.07","50,458,804.97","125,435,024.28","201,903,067.86","255,723,344.06","16,994,763.75","31,240,049.89","73,493,807.74","164,220,980.39","45,663,080.22","123,288,911.49","238,374,736.92","344,881,221.02","49,633,727.56","84,496,511.59","155,619,376.75","199,814,031.68","58,572,810.57","97,456,714.06","137,751,436.07","1,573,759,342.32","306,516,977.48","238,125,483.85","378,208,140.50","424,456,513.79"
经营活动现金流入小计,"1,602,149,236.67","3,374,376,393.74","5,248,610,993.14","8,140,806,499.97","1,863,439,264.83","3,943,314,559.44","6,066,999,030.67","9,512,369,717.70","2,386,440,229.83","5,138,981,049.49","8,102,879,315.79","11,977,564,215.50","2,930,271,207.21","6,323,229,695.81","9,882,370,629.04","13,412,639,313.20","3,439,465,316.12","7,059,012,413.48","10,597,565,679.73","14,851,966,204.47","3,797,459,613.92","8,209,879,408.14","12,836,664,010.93","17,833,363,395.20","4,754,883,788.33","10,104,230,757.39","15,821,667,494.42","21,496,624,309.71","5,739,681,721.01","11,859,970,669.25","17,992,723,459.44","24,692,507,689.55","6,255,386,565.06","13,580,073,338.06","20,701,332,137.19","29,260,366,119.30","6,415,782,284.41","14,311,590,472.07","21,983,702,781.24","45,588,958,626.59","10,535,919,376.60","22,074,647,684.65","33,910,450,911.86","46,751,355,521.20"
投资活动产生的现金流量净额,"-15,360,466.30","-31,907,411.43","-25,603,825.36","-13,346,254.55","-14,941,290.79","-23,318,722.38","-78,470,133.72","-88,453,550.17","-75,869,110.36","-81,376,763.02","-111,407,999.03","-156,468,811.32","-63,945,416.97","-166,584,791.24","-209,295,381.78","-288,781,856.98","-49,040,293.03","-73,146,023.10","-131,518,841.27","-211,230,065.38","-50,250,889.97","-60,727,814.54","-134,300,450.40","-189,823,321.97","-16,935,102.75","-31,163,438.89","-42,313,046.74","-131,241,842.13","-40,329,891.38","-118,785,713.60","-208,965,684.41","-315,355,519.45","-49,611,396.88","-79,800,820.06","-119,431,321.57","-135,137,426.47","-56,423,592.96","157,465,676.21","160,133,402.32","-9,138,765.95","-220,148,256.93","-92,279,892.06","-218,193,397.55","-286,181,193.94"
购买商品、接受劳务支付的现金,"1,365,136,603.40","2,950,550,927.04","4,637,779,394.55","7,339,461,307.31","1,713,295,011.38","3,439,059,583.90","5,325,711,463.70","8,555,202,289.04","2,085,828,647.86","4,500,362,856.95","7,185,564,042.27","10,776,742,492.61","2,722,925,193.15","5,596,440,489.67","8,802,814,136.90","12,071,170,836.94","3,432,258,083.52","6,399,334,127.53","9,955,439,884.19","13,574,735,491.84","3,725,221,147.10","7,429,617,641.04","11,861,241,353.99","16,254,350,304.84","4,295,639,508.28","9,208,952,026.05","14,595,729,806.54","19,677,678,243.79","5,702,098,302.24","11,553,683,051.08","17,447,751,970.38","24,004,157,438.02","5,644,089,272.34","12,323,623,570.32","19,119,988,676.85","26,653,647,201.64","6,089,255,619.56","12,977,413,941.55","20,254,922,821.07","39,904,501,683.58","9,820,844,639.93","19,734,413,196.28","30,272,872,617.59","41,242,898,835.78"
吸收投资收到的现金,,,,,,,,,,,,,,,,"9,800,000.00",,,,,,,,,,,,,"1,941,759,896.01","1,929,065,413.47","1,930,265,413.47","1,929,626,737.77","1,470,000.00","1,470,000.00","1,470,000.00","1,470,000.00",,,,"271,286,689.50",,"9,075,000.00","10,943,000.00","14,873,000.00"
