科目,2008-12-31,2009-12-31,2010-12-31,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应付职工薪酬,"2,451,783.80","5,108,174.87","9,757,355.14","4,539,202.46","11,493,922.48","3,614,582.31","2,917,856.81","3,612,460.58","6,609,249.59","3,896,858.74","3,568,910.13","8,719,041.88","12,001,738.98","5,963,163.37","5,925,796.68","7,771,044.50","7,689,349.92","4,627,287.92","8,165,925.00","7,639,696.70","10,772,025.29","5,034,336.61","6,056,636.27","7,464,014.41","11,412,338.34","7,580,169.13","4,637,099.64","4,584,182.21"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,257,070.76","6,463,394.52","9,700,938.52","5,056,423.17","4,083,788.44","1,201,315.66","4,523,880.31","4,804,036.03","4,780,199.47","4,482,527.10","2,614,882.66","4,179,369.84","8,761,031.78","6,458,371.01","6,712,820.47","9,146,223.36","13,717,340.33","10,678,153.05","15,171,937.09","15,112,109.15","16,349,698.92","10,667,363.03","13,475,178.83","20,664,832.32","28,254,152.01","15,809,928.37","10,432,248.24","9,892,755.26"
应收利息,,,,,,,"1,475,071.54","2,525,332.33","1,739,087.86","1,591,035.75","1,947,183.33","2,078,266.67","397,711.40","522,416.57","515,000.99","558,896.63","1,170,033.60","249,139.28","386,996.78","256,991.61","12,083.06","1,908.06","36,249.13","60,415.19","84,581.25","108,747.31","132,913.37",
应付利息,,,,"62,866.66","62,866.67",,,,,,,,,,,,"97,041.09",,"163,479.45","185,377.17","155,922.04","131,046.37","123,104.17","146,722.50","146,812.50","146,812.50","487,974.88","571,722.23"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,,,,,,,,,,,"8,255,769.20",,,,,"686,878.61",,,,,,,,,,,,
其他应付款,"1,179,828.91","931,286.73","4,336,031.31","1,527,762.95","3,569,971.63","8,629,398.78","4,985,861.08","12,778,301.67","4,704,257.36","2,779,882.03","2,320,450.11","10,938,093.90","7,432,997.92","12,533,309.57","13,968,562.64","10,019,998.69","12,997,213.78","13,597,131.18","31,694,643.70","14,365,676.72","30,936,646.91","28,182,750.96","13,252,172.30","11,665,794.83","329,711,527.23","909,446,982.28","655,973,757.02","629,843,561.82"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,"5,602,878.53","5,226,869.57","5,226,869.57","5,226,869.57","6,079,811.60","6,332,322.09","6,332,322.09","6,633,852.65","1,750,723.72","1,691,169.67","1,808,269.67","4,082,886.92","1,077,893.02"
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,"5,500,000.00","10,500,000.00","64,307,285.42","61,950,000.00","32,700,000.00","40,300,000.00","24,684,208.36","20,984,654.87","14,109,386.54","81,546,127.20","37,514,851.96","29,131,493.24"
其他流动负债,,,,,,,,,,,,,,,,,,,"3,674,762.34","2,426,789.28","19,014,887.17","17,342,710.19","11,659,860.10","8,923,874.05","14,879,028.17","12,212,136.19","6,703,620.60","3,281,835.74"
流动资产合计,"18,931,493.29","78,918,635.56","131,300,028.26","155,696,154.91","183,324,732.90","395,679,174.52","389,453,408.86","401,373,806.49","417,117,793.30","430,524,866.31","397,826,438.77","389,894,679.84","390,101,522.76","378,143,842.31","392,829,877.00","409,467,870.13","433,056,257.25","437,023,109.15","564,555,454.52","558,666,021.07","590,201,402.53","571,264,737.99","587,758,024.54","622,799,701.69","968,812,208.29","754,700,349.26","672,799,914.66","654,680,995.67"
流动负债合计,"8,326,728.12","31,887,952.09","44,780,831.62","50,107,403.97","65,443,193.19","36,197,791.00","33,073,643.64","36,419,646.41","51,321,554.12","62,404,016.69","31,017,850.18","48,932,668.28","55,559,737.83","96,677,415.71","108,652,808.55","109,229,898.09","131,464,329.11","140,550,686.69","230,170,958.21","246,297,363.51","278,711,902.66","262,066,802.05","267,676,690.22","286,726,442.99","650,151,749.35","1,209,262,189.99","930,192,990.55","906,667,102.84"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,"2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,"170,000,000.00","200,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,"13,303,500.00","13,644,416.67","13,644,416.67","16,348,547.67","5,320,236.95","5,742,215.58","5,460,970.10","5,340,139.78","2,005,626.01","1,719,949.47","1,263,205.50","788,426.50","646,111.15","452,277.82","218,418.22","176,274.16",
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,"2,119,470.37","2,086,893.13","2,041,801.60","2,009,126.89","4,081,300.93","40,821,032.98","50,474,710.90","64,909,640.34","69,620,693.02","86,286,558.83","144,279,093.64","178,705,868.70","171,845,356.97","169,383,602.51"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,"979,273.64","918,471.57","876,076.01","860,875.49","845,674.97","830,474.45","815,273.92","800,073.40","784,872.88","769,672.36","754,471.84","739,271.32","724,070.80","708,870.28","693,669.76","678,469.24","663,268.72","648,068.20","632,867.68","617,667.16","602,466.65","4,380,169.21","4,936,034.19","10,331,315.87","11,425,229.70","11,803,967.76","12,573,434.27"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"13,280,390.13","11,542,688.09","11,294,926.80","11,264,637.12","12,361,561.66","13,022,268.42","13,455,798.61","14,973,866.94","14,481,885.81","13,852,274.24","13,341,130.29","13,376,225.22","12,816,194.20","13,009,396.74","12,333,749.82","11,703,679.55","14,053,565.18","13,730,181.58","16,110,023.39","15,629,088.13","15,572,035.55","25,336,573.09","20,760,821.18","19,570,895.89","18,925,912.43","18,102,602.50","17,675,059.52","24,509,756.00"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,,,,,"218,437.00","218,437.00",,,,,,,,"19,697,267.48","21,097,267.48","17,741,108.00","22,701,594.13","22,095,401.65","18,816,739.13","19,378,731.53","9,744,733.57","9,744,733.57","11,240,305.23","8,342,788.15","13,653,442.07","14,458,545.95","7,212,854.89"
其他非流动负债,,,,,,,,,,,,,,,,,,,,"11,429,195.16",,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,,,,,,,,,,,"13,247,601.55","11,429,195.16","8,658,922.30","8,768,973.92","5,340,528.38","1,700,735.97","2,716,234.98","17,627,451.65","185,701,202.78","220,634,867.44"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"8,326,728.12","31,887,952.09","44,780,831.62","50,107,403.97","65,443,193.19","36,197,791.00","33,073,643.64","36,419,646.41","51,321,554.12","62,404,016.69","31,017,850.18","48,932,668.28","55,559,737.83","96,677,415.71","108,652,808.55","109,229,898.09","131,464,329.11","140,550,686.69","243,418,559.76","257,726,558.67","287,370,824.96","270,835,775.97","273,017,218.60","288,427,178.96","652,867,984.33","1,226,889,641.64","1,115,894,193.33","1,127,301,970.28"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"8,000,000.00","8,888,900.00","50,000,000.00","50,000,000.00","50,000,000.00","67,000,000.00","67,000,000.00","67,000,000.00","67,000,000.00","67,000,000.00","120,600,000.00","120,600,000.00","120,600,000.00","120,600,000.00","180,900,000.00","180,900,000.00","180,900,000.00","180,900,000.00","380,002,637.00","380,002,637.00","380,002,637.00","380,002,637.00","380,002,637.00","380,002,637.00","380,002,637.00","380,002,637.00","380,002,637.00","570,003,955.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,"13,962,284.31","24,294,064.82","23,608,530.86","23,608,530.86","248,042,770.08","247,889,911.23","247,889,911.23","247,889,911.23","248,279,801.23","194,289,911.23","194,289,911.23","196,264,611.23","196,856,986.23","138,699,586.23","137,538,611.23","135,013,011.23","135,013,011.23","801,934,264.15","801,934,264.15","801,934,264.15","801,934,264.15","801,934,264.15","801,934,264.15","801,823,646.66","801,823,646.66","801,823,646.66","611,822,328.66"
无形资产,"883,968.75","849,750.00","1,004,812.66","1,412,220.06","1,442,311.40","1,416,336.06","1,525,793.85","2,203,223.05","3,801,793.52","3,726,058.38","3,633,266.40","3,558,756.57","3,695,653.58","3,763,457.00","3,665,030.72","3,784,535.22","4,433,158.31","4,465,371.37","16,899,115.63","8,542,852.90","7,185,464.50","6,372,425.61","8,416,291.86","15,567,064.85","14,677,115.29","15,597,314.52","14,877,513.76","14,420,770.52"
盈余公积,"1,648,499.07","3,868,427.37","3,183,860.04","3,183,860.04","6,484,553.13","6,484,553.13","6,484,553.13","6,484,553.13","8,393,671.13","8,393,671.13","8,393,671.13","8,393,671.13","9,383,258.51","9,383,258.51","9,383,258.51","9,383,258.51","9,590,926.33","9,590,926.33","9,590,926.33","9,590,926.33","9,590,926.33","9,590,926.33","9,590,926.33","9,590,926.33","10,817,064.17","10,817,064.17","10,817,064.17","10,817,064.17"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,"1,774,919.55","1,774,919.55","1,774,919.55","1,774,919.55","1,774,919.55","5,552,934.14","5,210,901.13","5,210,901.13","5,210,901.13","26,219,002.59","23,903,664.25","55,452,631.09","55,696,635.92","55,696,635.92","55,998,169.98","55,998,169.98","826,894,506.89","829,064,831.62","830,846,453.41","830,846,453.41","829,811,828.91","829,811,828.91","822,618,974.27","1,619,739,878.32","1,619,739,878.32","1,619,739,878.32"
未分配利润,"14,678,374.20","34,623,660.95","23,551,495.14","45,051,489.09","55,274,946.40","56,476,076.51","54,909,758.24","62,235,072.66","62,789,695.47","64,032,871.98","62,259,997.99","68,375,440.11","66,547,333.93","61,534,731.92","71,768,261.90","78,299,939.41","79,819,782.66","78,591,899.05","84,626,688.36","102,961,326.80","131,680,653.58","146,042,195.31","153,402,927.41","186,177,840.24","221,256,048.34","283,472,507.70","302,634,767.68","269,785,276.31"
长期待摊费用,,,,,,,"609,666.67","813,750.01","1,186,554.21","1,147,992.97","1,224,481.03","1,221,656.07","1,143,984.66","1,381,924.42","1,381,442.68","1,334,698.78","1,007,265.70","1,227,747.22","9,270,267.08","7,729,358.57","18,845,758.29","21,815,455.45","17,084,870.91","15,268,246.32","13,384,776.68","17,549,358.24","15,277,842.20","13,812,672.72"
少数股东权益,"585,533.98","21,605.54","2,540,497.07","1,202,543.63","1,170,697.55","1,046,198.12","986,602.42","8,046,879.72","8,749,621.31","8,859,078.66","9,571,842.47","11,735,515.24","13,715,565.58","13,616,722.66","14,296,593.28","14,696,330.60","18,319,510.25","18,161,042.79","18,992,981.35","18,546,187.61","6,938,937.67","5,975,737.28","10,050,942.76","11,290,341.80","10,229,334.08","145,323.58","142,061.15","138,663.08"
递延所得税资产,"143,283.20","962,482.97","2,057,589.85","2,129,819.94","2,217,520.13","2,290,578.32","2,475,969.67","2,343,208.60","3,545,451.89","3,722,473.78","4,127,383.02","3,998,913.86","6,016,010.64","6,198,479.00","8,909,827.53","10,182,761.92","12,062,156.26","11,820,793.95","22,021,279.53","23,618,104.13","24,815,683.90","22,552,257.32","20,141,752.07","19,492,573.36","23,477,308.19","21,784,565.08","20,835,725.38","21,572,584.27"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,"10,009,789.00","26,350,897.00","10,009,789.00","8,679,789.00","8,293,392.48","7,707,233.00","50,616,192.48","65,254,402.84","57,907,233.00","57,707,233.00","57,707,233.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"14,307,642.08","14,334,194.70","17,050,720.43","17,457,672.68","18,657,188.23","19,568,214.32","20,891,059.80","26,702,256.66","29,026,659.96","28,444,573.38","28,306,834.23","62,432,526.15","71,968,984.32","120,525,272.72","130,870,631.47","120,580,167.71","122,051,302.33","125,784,456.94","973,976,295.56","1,012,114,903.99","1,027,363,687.71","1,043,150,443.94","1,040,456,820.23","1,054,819,618.73","1,108,489,562.34","1,948,776,677.35","1,938,690,164.02","1,935,225,553.50"
所有者权益(或股东权益)合计,"24,912,407.25","61,364,878.17","103,569,917.07","123,046,423.62","136,538,727.94","379,049,597.84","377,270,825.02","391,656,416.74","394,822,899.14","396,565,423.00","395,115,422.82","403,394,537.71","406,510,769.25","401,991,699.32","415,047,699.92","420,818,139.75","423,643,230.47","422,256,879.40","1,295,113,190.32","1,313,054,366.39","1,330,194,265.28","1,343,579,405.96","1,355,197,626.17","1,389,192,141.46","1,424,433,786.30","1,476,587,384.97","1,495,595,885.35","1,462,604,578.89"
资产总计,"33,239,135.37","93,252,830.26","148,350,748.69","173,153,827.59","201,981,921.13","415,247,388.84","410,344,468.66","428,076,063.15","446,144,453.26","458,969,439.69","426,133,273.00","452,327,205.99","462,070,507.08","498,669,115.03","523,700,508.47","530,048,037.84","555,107,559.58","562,807,566.09","1,538,531,750.08","1,570,780,925.06","1,617,565,090.24","1,614,415,181.93","1,628,214,844.77","1,677,619,320.42","2,077,301,770.63","2,703,477,026.61","2,611,490,078.68","2,589,906,549.17"
负债和所有者(或股东权益)合计,"33,239,135.37","93,252,830.26","148,350,748.69","173,153,827.59","201,981,921.13","415,247,388.84","410,344,468.66","428,076,063.15","446,144,453.26","458,969,439.69","426,133,273.00","452,327,205.99","462,070,507.08","498,669,115.03","523,700,508.47","530,048,037.84","555,107,559.58","562,807,566.09","1,538,531,750.08","1,570,780,925.06","1,617,565,090.24","1,614,415,181.93","1,628,214,844.77","1,677,619,320.42","2,077,301,770.63","2,703,477,026.61","2,611,490,078.68","2,589,906,549.17"
