科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"188,453,095.80","372,098,654.01","571,388,569.37","874,638,507.54","268,024,852.76","533,396,778.03","798,358,756.15","1,125,643,624.22","325,480,001.77","642,563,513.01","1,048,542,522.82","1,591,742,891.41","501,170,393.80","1,046,643,792.88","1,544,623,686.24","2,270,468,315.80","693,321,278.84","1,521,171,619.19","2,363,120,872.39","3,651,466,482.55","1,067,257,460.34","2,299,430,763.17","3,550,190,652.81","5,254,302,212.06","1,311,584,016.65","2,805,118,304.48","4,307,814,973.68","6,305,625,832.85","1,642,967,021.04","3,547,590,570.30","5,516,216,992.01","7,528,609,191.09","2,356,528,335.04","4,561,760,665.57","7,124,316,501.12","10,511,404,703.64","2,732,931,903.60","6,001,808,636.19","9,155,781,880.14","13,100,909,321.55","3,350,610,858.94","7,410,013,011.29","11,338,935,698.48","16,799,866,569.42","4,223,259,380.42"
取得子公司及其他营业单位支付的现金净额,,,,"15,793,745.01",,,,"2,273,321.21",,,,,,,,"139,819,898.27","13,383,788.48","30,573,660.45","55,573,660.45","15,816,177.31",,"8,083,554.13","322,321,044.05","423,472,602.70",,"31,284,246.63","41,784,246.63","45,669,415.97",,,,"42,081,711.73","136,837,081.30","266,521,903.07","622,761,363.43","780,702,808.44","242,650,000.00","3,795,448,942.68","3,995,936,302.84","4,002,187,466.62","22,661,209.70","22,403,983.97","3,366,626,269.32","3,692,229,903.77","30,851,657.88"
收到的税费返还,517.29,"96,755.35","96,755.35","169,223.44","75,249.85","162,942.32","234,139.98","86,340.20","234,000.00","112,163.64","132,724.19","285,039.45","35,123.46","270,100.18","512,106.05","718,838.24",,"222,157.28","1,687,977.41","2,171,347.96","266,204.29","1,185,020.11","2,751,664.74","4,742,523.03","366,205.01","569,442.17","6,389,148.08","9,469,346.63","1,914,937.95","4,546,013.48","5,621,177.00","10,990,223.69","3,715,379.60","7,022,565.77","13,621,074.25","20,431,428.27","8,390,468.09","14,536,210.72","24,881,281.67","17,836,438.73","8,285,529.45","15,565,872.17","31,108,588.72","46,747,470.11","29,221,658.34"
支付其他与投资活动有关的现金,"6,047.43",,"47,314.97",,,,,,,,,,,,,,,,"32,435,467.87","29,833,768.30",,,,,,,,,,,,,,"699,999,999.97","700,224,361.58","55,808,700.00",,"34,032,547.10","46,362,547.10","46,252,547.10",,"100,386,165.30","133,037,331.00","4,300,000.00","9,000,000.00"
收到其他与经营活动有关的现金,"48,764,262.71","96,016,901.52","97,377,911.01","126,258,455.23","23,747,698.07","146,519,323.21","176,816,256.26","224,494,786.43","29,211,610.45","91,376,641.30","128,304,389.37","130,428,178.52","10,275,708.71","20,138,301.94","55,436,675.77","117,711,109.31","82,737,844.67","84,188,007.86","178,720,337.90","127,474,641.44","94,143,527.92","178,490,245.05","138,148,790.59","305,579,037.49","102,381,234.85","253,613,048.08","279,250,190.97","442,506,938.15","189,418,073.08","214,229,529.23","258,740,477.88","277,927,287.05","343,470,637.64","281,731,323.14","365,282,200.31","560,491,165.11","181,436,297.23","398,663,012.04","592,075,138.80","565,906,226.62","122,479,792.82","608,002,493.50","674,714,320.47","569,776,476.09","302,198,541.70"
投资活动现金流出小计,"83,598,515.86","162,517,075.00","144,342,815.33","199,667,507.54","3,128,071.73","6,920,514.96","11,830,131.15","31,613,168.04","37,735,120.33","57,953,812.48","127,562,244.17","254,706,597.89","35,925,737.62","187,292,964.50","435,440,440.64","683,469,465.10","315,793,494.53","556,551,360.99","749,343,710.12","836,438,638.17","132,760,789.37","382,881,819.35","921,420,369.51","1,362,453,221.41","488,319,915.78","696,224,573.62","1,041,437,037.12","1,484,769,813.56","235,759,678.85","589,458,893.43","968,573,700.38","1,223,125,614.03","573,234,365.48","2,114,379,936.77","2,786,272,786.76","2,291,575,259.41","1,210,425,767.18","5,040,032,839.15","5,545,142,566.02","6,085,187,917.43","911,756,238.33","1,840,164,033.21","6,112,534,386.91","6,835,534,474.24","402,725,969.25"
经营活动现金流入小计,"237,217,875.80","468,212,310.88","668,863,235.73","1,001,066,186.21","291,847,800.68","680,079,043.56","975,409,152.39","1,350,224,750.85","354,925,612.22","734,052,317.95","1,176,979,636.38","1,722,456,109.38","511,481,225.97","1,067,052,195.00","1,600,572,468.06","2,388,898,263.35","776,059,123.51","1,605,581,784.33","2,543,529,187.70","3,781,112,471.95","1,161,667,192.55","2,479,106,028.33","3,691,091,108.14","5,564,623,772.58","1,414,331,456.51","3,059,300,794.73","4,593,454,312.73","6,757,602,117.63","1,834,300,032.07","3,766,366,113.01","5,780,578,646.89","7,817,526,701.83","2,703,714,352.28","4,850,514,554.48","7,503,219,775.68","11,092,327,297.02","2,922,758,668.92","6,415,007,858.95","9,772,738,300.61","13,684,651,986.90","3,481,376,181.21","8,033,581,376.96","12,044,758,607.67","17,416,390,515.62","4,554,679,580.46"
投资活动产生的现金流量净额,"-81,048,326.79","-157,642,972.84","-139,759,415.28","-175,280,067.57","-1,689,830.53","-3,078,394.69","-4,152,098.44","20,602,180.09","-37,417,824.63","-49,891,050.98","7,852,706.64","-66,411,986.24","-35,404,049.41","-158,898,465.87","-394,400,396.41","-482,932,807.03","-309,986,798.57","-485,924,674.11","-674,094,445.80","-820,993,449.59","-125,809,943.43","-165,266,998.70","-696,495,163.31","-706,046,997.34","-480,767,853.73","-681,504,820.38","-1,015,683,854.13","-1,369,222,494.56","-232,076,297.40","-570,987,114.55","-948,706,478.43","-1,056,079,842.44","-564,638,358.99","-1,378,045,823.88","-2,017,169,909.65","-2,192,802,239.62","-1,148,218,651.50","-4,668,444,616.69","-5,138,563,577.23","-5,653,516,753.91","-901,264,894.19","-2,029,007,682.57","-3,637,270,978.20","-4,139,256,750.64","-401,083,894.80"
购买商品、接受劳务支付的现金,"109,856,755.03","214,778,681.88","315,505,558.54","458,484,547.87","166,143,353.34","277,336,136.59","476,057,587.38","638,408,805.31","172,981,471.16","314,068,543.68","501,296,637.96","784,002,394.20","214,043,384.87","502,546,867.89","790,643,644.08","1,285,694,171.57","428,072,955.87","1,036,188,636.51","1,592,471,642.70","2,266,613,747.37","675,041,029.19","1,427,055,332.80","2,234,891,779.05","3,483,306,170.33","859,341,417.77","1,769,381,054.35","2,779,963,039.70","3,794,275,931.44","945,312,859.30","1,988,107,864.26","3,270,574,605.57","4,532,216,765.21","1,511,851,447.78","3,145,917,709.96","4,929,976,139.83","7,234,716,829.68","1,781,055,605.68","3,935,497,623.18","6,021,867,227.28","8,616,980,501.43","2,294,941,730.25","5,077,354,044.47","7,724,075,005.29","11,120,818,908.88","2,767,724,900.44"
吸收投资收到的现金,,,"2,800,000.00","2,800,000.00",,,"250,000.00","250,000.00",,,"573,191,470.39","648,668,632.83","27,850,000.00","27,850,000.00","28,340,000.00","1,540,000.00","28,500,000.00","497,634,738.50","536,914,738.50","518,684,738.50",,"12,594,415.73","12,594,415.73","31,194,200.00","2,250,000.00","39,750,000.00","1,031,683,774.18","1,026,642,721.08",,"9,000,000.00","10,800,000.00","160,740,000.00","2,555,920,000.00","2,598,970,427.50","2,637,877,398.28","2,573,380,915.81","3,093,575.75","122,282,925.53","83,093,794.54","243,322,109.23","29,115,823.89","42,576,823.89","610,549,553.56","1,832,927,994.29","31,474,546.82"
