科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"2,892,967,031.15","5,921,833,519.50","9,667,842,906.63","13,617,512,826.30","4,949,696,091.71","10,432,092,861.31","15,788,641,866.32","20,245,456,624.11","5,066,177,215.88","11,633,184,718.48","19,119,796,908.58","27,744,501,058.64","8,428,719,074.92","17,911,445,427.82","26,826,851,312.64","37,360,377,005.19","9,586,114,900.70","19,080,480,911.52","25,732,866,336.00","32,652,673,333.62","6,289,515,101.37","12,401,176,217.04","18,130,586,116.60","23,384,904,674.19","6,438,693,646.76","13,440,110,299.57","20,981,295,236.02","29,675,131,409.36","7,989,053,066.08","15,891,834,537.60","24,288,084,010.98","33,857,241,557.93","7,189,363,880.85","13,763,968,348.95","19,140,540,593.86","26,663,841,486.56","4,270,043,598.49","8,490,504,572.68","15,000,695,196.26","22,709,984,165.51","7,073,122,522.85","13,401,342,339.01","19,826,804,510.89"
二、营业利润,"95,606,041.96","208,553,717.60","650,615,196.90","700,523,536.91","402,823,708.42","693,921,327.99","1,163,608,210.70","1,291,195,078.61","296,286,472.05","619,048,489.43","1,060,853,570.77","1,905,703,469.12","840,705,212.19","1,607,718,016.06","2,154,870,095.84","2,245,262,477.62","460,693,455.92","929,404,928.64","812,341,592.57","183,731,922.50","-39,778,308.62","-176,207,978.17","-445,264,535.97","-981,359,066.88","334,609,068.60","651,611,692.08","905,045,185.01","1,132,484,448.55","261,757,506.83","274,457,413.33","193,366,635.20","69,554,693.39","150,928,977.45","229,839,578.79","56,329,934.64","75,732,607.41","-460,637,207.33","-983,680,798.35","-817,273,064.36","-1,162,082,396.66","335,954,732.62","548,371,746.83","566,385,746.00"
减:营业成本,"2,278,375,077.49","4,647,298,002.55","7,384,633,036.79","10,433,944,087.71","3,698,476,965.60","8,004,705,486.71","12,125,116,336.17","15,747,067,537.87","4,101,189,348.52","9,156,064,085.49","15,003,292,542.20","21,612,679,229.15","6,313,655,247.28","13,596,460,867.35","20,662,317,940.65","29,577,424,700.39","7,743,529,729.92","15,416,139,539.85","20,977,965,183.39","27,268,251,899.76","5,214,730,428.97","10,186,160,853.50","15,020,127,047.81","19,706,779,527.70","4,883,719,708.32","9,964,281,436.89","15,680,501,111.51","22,718,393,102.20","6,167,391,863.34","12,187,329,523.59","18,771,813,322.09","26,604,916,204.73","5,687,211,438.27","10,817,191,289.37","15,104,934,510.79","21,172,756,529.27","3,681,563,228.58","7,238,821,153.72","12,170,343,100.70","18,225,413,595.33","5,267,871,340.63","10,005,085,698.62","15,020,848,252.90"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"191,297,740.79","360,573,408.97","596,629,245.17","805,117,021.54","266,699,556.81","541,128,476.02","794,816,649.12","986,289,527.16","233,751,654.44","574,894,911.48","949,303,922.58","1,374,569,172.32","411,195,337.48","885,124,683.57","1,320,068,162.97","1,846,739,538.09","441,871,938.02","941,922,250.29","1,237,572,450.50","1,561,442,563.06","279,040,650.44","560,016,006.03","833,838,895.79","1,039,711,668.86","300,168,066.92","644,516,308.07","1,010,636,752.55","1,432,462,136.93","417,490,884.62","817,403,092.30","1,219,462,653.85","1,668,770,726.74","376,124,255.88","717,153,999.27","991,856,253.97","1,409,245,252.19","245,737,894.11","475,326,057.68","855,334,376.69","1,331,468,748.46","467,378,755.70","821,526,217.60","1,204,647,868.23"
营业外收入,"20,147.01","484,415.82","3,502,793.23","3,725,098.82","33,690.74","457,778.14","1,290,804.30","8,597,667.28","862,490.82","2,490,167.11","5,706,332.15","7,036,813.58","1,221,090.72","2,200,201.90","3,988,142.79","12,979,346.30","691,724.91","1,628,792.72","8,186,361.18","21,044,988.45","6,431,650.24","14,197,247.20","21,540,353.64","33,841,486.77","2,139,220.69","6,996,386.95","9,457,171.03","28,280,987.97","4,119,905.50","10,055,483.41","14,457,164.61","39,478,402.27","5,261,945.30","13,383,382.86","20,388,640.46","47,404,885.13","7,699,108.38","24,516,565.31","42,137,116.79","194,217,305.69","8,953,926.36","18,502,500.66","26,673,964.21"
销售费用,"265,247,230.56","542,108,441.77","822,602,403.10","964,125,729.56","385,342,739.30","896,180,457.11","1,298,864,591.75","1,655,739,505.05","336,482,910.70","925,176,873.55","1,553,548,028.87","2,024,616,861.92","661,626,249.14","1,343,332,099.98","1,923,225,076.27","2,361,335,086.78","617,704,256.86","1,185,506,840.55","1,786,382,803.76","2,227,396,664.68","522,106,097.45","1,201,693,447.74","1,754,909,386.76","2,294,787,812.30","555,625,693.25","1,464,165,129.60","2,355,843,718.53","2,897,909,009.85","883,295,288.32","1,999,063,154.72","3,098,206,137.37","3,908,174,030.46","621,155,604.41","1,225,313,395.19","1,889,312,703.37","2,512,440,974.04","498,526,710.94","1,112,640,076.49","1,798,146,785.89","2,426,106,853.41","590,102,323.80","1,318,488,919.60","1,959,724,588.54"
减:营业外支出,"725,999.99","1,087,512.44","8,627,083.64","17,722,452.38","3,224,886.96","6,701,880.35","10,727,130.35","23,654,421.42","3,454,817.63","9,012,045.02","17,896,109.27","17,251,163.32","4,286,008.34","9,871,896.11","13,691,154.90","21,340,662.05","5,331,454.28","11,478,334.08","15,927,031.08","9,593,783.09","9,057,947.50","13,875,947.99","17,945,445.01","11,246,230.69","3,649,533.00","7,450,386.85","10,896,582.42","6,425,092.30","9,081,216.69","13,239,606.98","28,516,343.15","29,975,595.82","25,087.11","60,034.60","632,674.98","37,447,557.08","230,406.46","1,366,846.31","1,459,360.79","24,312,388.68","54,328.30","1,526,488.30","1,768,837.29"
管理费用,"109,413,324.78","197,038,780.80","303,590,605.84","472,378,395.93","131,950,513.34","305,678,911.24","474,207,178.97","642,133,577.38","127,029,478.41","385,596,220.40","615,585,031.12","920,819,507.36","241,412,660.41","565,408,129.89","882,467,100.22","1,448,785,549.82","366,438,937.11","693,412,783.67","1,021,314,117.36","1,539,764,118.02","346,535,729.92","692,637,593.76","1,063,924,342.32","1,358,715,167.95","376,950,682.02","756,506,328.71","1,124,546,604.69","1,599,776,329.20","309,093,556.57","693,817,245.50","1,116,116,683.52","1,685,966,026.34","361,534,278.40","798,707,069.69","1,141,855,234.16","1,561,586,198.20","346,004,572.05","742,326,063.60","1,144,935,228.65","1,742,564,928.45","498,235,449.58","879,718,580.26","1,321,418,474.86"
其中:非流动资产处置净损失,"27,175.96","18,000.00","53,109.81","1,222,185.85","19,426.96","19,448.35","189,310.12","14,651,734.93","157,923.83","164,818.62","1,369,739.40","3,129,462.25",223.34,"210,778.11","494,625.90","11,766,788.97",,"104,205.18","104,205.18","7,451,813.19",,"1,044,041.61","1,385,307.86","3,384,092.63",129.00,"9,198.85","27,199.42","2,610,256.74","5,609,180.69","6,314,598.98","17,274,225.83","27,376,792.00","-68,701.82","-33,754.33","438,062.12","23,988,188.30",,"789,079.85","880,641.43","14,192,894.12","54,328.30","1,099,738.15","1,099,738.15"
