科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"6,165.96","1,519,832.38","2,126,885.95",,"2,259,719.72","2,259,658.72","2,261,148.89","2,259,542.67","2,258,548.97","2,262,330.13","2,126,695.61","7,216,336.97","12,931,716.25","8,937,928.81","5,972,679.29","4,646,081.24"
应付职工薪酬,"1,727,271.84","1,406,233.75","1,583,490.07",,"324,848.84","423,549.90","2,164,661.07","435,396.95","471,274.18","471,567.77","2,824,007.12","487,772.92","536,735.46","586,867.01","3,270,129.08","884,739.45"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"1,573,230.92","1,892,724.29","1,573,283.28",,"4,151,631.65","3,468,521.81","4,225,589.98","4,121,040.93","5,296,792.85","4,663,910.53","3,975,586.22","3,626,862.02","5,173,283.14","6,545,854.75","6,382,110.21","3,486,985.73"
应收利息,,,,,,,,,,,,,,,"1,646,500.00",
应付利息,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"43,330,000.00",,,,,,,
存货,"19,473,829.07","17,417,448.46","16,185,728.27",,"14,955,474.66","12,996,907.24","13,781,782.64","15,113,599.11","17,158,010.29","16,873,061.55","21,913,317.36","25,438,125.60","22,139,633.89","20,850,781.43","18,400,168.32","19,157,438.59"
其他应付款,"28,781.04","19,000.00","24,400.00",,"27,000.01","107,955.07","32,475.86","279,435.61","45,783.00","24,450.40","9,005,154.43","2,507,888.21","8,548,549.42","6,699,508.67","8,270,106.23","6,625,140.76"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,,"1,186,837.14","1,961,734.42",,"2,837,514.99","336,455,948.09","241,282,368.09","307,394,053.56","276,635,962.11","272,754,430.76","292,988,743.31","306,822,904.92","301,462,609.27","302,951,749.68","312,844,690.83","214,617,433.01"
其他流动负债,,"1,501,542.88","4,250,000.00",,"4,800,000.00","4,200,000.00",,,,,,,,,,
流动资产合计,"146,255,120.59","169,652,644.05","197,611,677.00","203,543,800.00","215,534,410.51","404,553,149.21","399,014,776.89","408,316,996.17","424,254,387.23","391,150,533.33","425,007,728.29","428,829,814.55","444,236,722.33","468,468,609.51","457,357,798.85","459,412,089.31"
流动负债合计,"6,556,898.56","7,773,786.73","10,965,861.86","11,809,400.00","14,369,268.74","15,409,915.54","13,600,413.60","14,718,924.58","58,224,814.60","12,360,043.37","23,847,983.32","14,608,825.58","29,012,111.12","38,589,499.05","25,157,531.26","17,162,582.69"
可供出售金融资产,,,,,,,"18,000,000.00","19,000,000.00","19,000,000.00","19,000,000.00","19,000,000.00","19,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00",
长期借款,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"10,750,890.62","11,992,156.13","12,508,932.60",,"13,952,120.04","14,285,127.56","15,054,148.21","14,683,208.54","14,936,160.48","14,471,553.63","15,141,875.56","14,337,610.15","14,421,694.82","13,899,608.07","14,400,304.84","14,227,181.92"
递延所得税负债,,,,,,,,,,,,,,,,
在建工程,"3,107,739.00","15,792,527.35","40,389,364.97",,"51,545,367.39","55,150,267.89","56,624,735.68","59,075,170.45","60,992,165.38","62,492,406.78","63,816,758.72","64,807,709.15","66,801,503.77","67,924,523.35","69,345,431.27","70,177,601.03"
其他非流动负债,,,,,"8,830,000.00",,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,,,"8,830,000.00","8,830,000.00","8,830,000.00","10,430,000.00","14,630,000.00","14,630,000.00","14,630,000.00","14,630,000.00","23,570,000.00","22,082,777.03","21,331,562.51","20,478,100.98","14,629,180.73","13,302,458.63"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"6,556,898.56","7,773,786.73","19,795,861.86","20,639,400.00","23,199,268.74","25,839,915.54","28,230,413.60","29,348,924.58","72,854,814.60","26,990,043.37","47,417,983.32","36,691,602.61","50,343,673.63","59,067,600.03","39,786,711.99","30,465,041.32"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"52,500,000.00","52,500,000.00","52,500,000.00",,"52,500,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,406,000.00","70,406,000.00","70,406,000.00","70,406,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"40,391,193.78","40,391,193.78","40,391,193.78",,"40,391,193.78","200,930,019.56","200,930,019.56","200,930,019.56","200,930,019.56","200,930,019.56","200,930,019.56","200,930,019.56","207,179,591.19","207,537,450.44","211,370,807.17","212,071,969.99"
无形资产,"17,848,128.36","17,447,725.08","17,227,833.97",,"17,021,895.55","16,918,926.34","16,886,345.46","16,863,781.04","16,755,034.28","16,646,287.52","16,537,540.76","16,428,794.00","16,320,047.24","16,211,300.48","16,154,890.37","16,043,639.60"
盈余公积,"9,734,696.86","13,374,363.09","17,233,072.26",,"17,233,072.26","17,233,072.26","21,962,836.56","21,962,836.56","21,962,836.56","21,962,836.56","27,240,425.60","27,240,425.60","27,240,425.60","27,240,425.60","33,030,143.62","33,030,143.62"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,"6,581,666.00","6,581,666.00","6,581,666.00","6,581,666.00"
商誉,,,,,,,,,,,"174,347.75","174,347.75","174,347.75","174,347.75","174,347.75","174,347.75"
未分配利润,"75,365,902.38","109,468,886.61","143,599,995.03",,"166,464,314.84","177,264,993.49","186,948,370.91","198,791,053.55","173,216,212.59","187,455,717.65","192,459,781.70","202,361,974.54","177,693,036.03","192,851,498.82","198,513,208.00","207,252,768.08"
长期待摊费用,,,,,,,,,,"169,811.32","146,226.41","136,792.41","117,924.41","103,773.41","89,622.41","75,471.41"
少数股东权益,,,,,,,,,,,"4,787,863.62","9,846,606.50","18,017,872.69","18,526,776.17","14,499,307.99","16,239,835.79"
递延所得税资产,"202,813.01","214,666.60","228,306.39",,"317,063.13","360,529.85","352,677.70","379,076.40","347,714.60","410,015.16","515,151.21","514,629.46","371,258.79","370,813.24","1,338,602.53","1,333,267.71"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,"6,384,000.00","8,408,511.00","5,554,008.00",,"1,416,993.00",,"2,138,956.69","2,714,601.65","2,678,421.34","2,998,009.40","2,496,445.10","2,840,931.34","855,434.03","895,109.25","1,163,514.75","1,440,494.07"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"38,293,570.99","53,855,586.16","75,908,445.93","80,348,200.00","84,253,439.11","86,714,851.64","109,056,863.74","112,715,838.08","114,709,496.08","116,188,083.81","117,828,345.51","118,240,814.26","100,062,210.81","100,579,475.55","103,666,713.92","103,472,003.49"
所有者权益(或股东权益)合计,"177,991,793.02","215,734,443.48","253,724,261.07","263,252,700.00","276,588,580.88","465,428,085.31","479,841,227.03","491,683,909.67","466,109,068.71","480,348,573.77","495,418,090.48","510,379,026.20","493,955,259.51","509,980,485.03","521,237,800.78","532,419,051.48"
资产总计,"184,548,691.58","223,508,230.21","273,520,122.93","283,892,100.00","299,787,849.62","491,268,000.85","508,071,640.63","521,032,834.25","538,963,883.31","507,338,617.14","542,836,073.80","547,070,628.81","544,298,933.14","569,048,085.06","561,024,512.77","562,884,092.80"
负债和所有者(或股东权益)合计,"184,548,691.58","223,508,230.21","273,520,122.93",,"299,787,849.62","491,268,000.85","508,071,640.63","521,032,834.25","538,963,883.31","507,338,617.14","542,836,073.80","547,070,628.81","544,298,933.14","569,048,085.06","561,024,512.77","562,884,092.80"
