科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"174,126,513.52","151,450,169.17","243,858,046.73","161,635,078.05","246,672,356.32","314,843,862.90","78,412,127.32","162,514,179.13","246,239,957.55","322,711,315.89","98,301,494.02","234,413,117.50","353,245,828.89","442,596,676.52","90,803,006.85","206,414,502.57","309,625,514.27","422,112,370.69","97,008,009.31","212,503,969.20","329,782,259.09","426,625,097.32","99,788,732.69","209,882,748.65","340,157,233.98","490,281,760.15","147,149,164.59","315,899,527.21","465,848,694.25","637,747,334.17","166,308,605.23","479,530,880.08","820,695,847.18","1,174,670,844.89","339,032,459.68"
二、营业利润,"24,366,188.29","28,367,343.84","48,579,005.29","32,365,242.23","41,183,742.31","50,736,692.72","13,168,712.14","23,570,294.09","26,145,432.57","15,658,732.75","4,844,965.38","11,338,091.53","14,431,791.94","12,247,191.22","3,739,111.43","6,054,990.00","6,360,822.11","6,962,623.59","691,439.73","3,760,586.62","4,567,618.14","-1,482,253.62","686,352.57","2,554,030.03","6,313,829.79","12,455,609.80","5,215,722.48","13,640,724.65","16,429,163.14","28,388,625.59","6,926,644.93","26,575,540.96","38,070,262.74","37,727,631.97","13,225,427.62"
减:营业成本,"121,283,540.60","98,790,289.26","164,686,099.30","105,298,053.23","165,804,953.63","209,850,283.90","56,238,565.39","115,106,564.55","176,757,643.48","247,372,638.58","77,498,779.54","182,837,176.66","278,181,700.08","343,130,205.62","68,481,483.39","158,171,037.58","238,139,269.40","320,875,757.46","75,513,955.12","163,881,445.89","257,841,971.68","329,547,925.45","74,898,060.42","160,036,298.95","261,394,404.87","362,344,818.60","108,533,370.31","240,803,711.56","354,428,916.41","479,079,854.62","127,180,099.47","355,869,052.38","615,703,348.49","894,071,155.37","254,523,714.61"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"76,413.13","42,614.95","43,881.37","566,061.27","807,343.24","1,050,918.76","136,915.20","483,849.41","854,133.30","1,067,225.44","322,214.37","731,248.43","1,414,856.07","1,823,660.79","120,253.85","793,664.40","1,034,034.78","1,569,401.73","101,969.45","591,206.98","720,644.90","1,182,177.58","695,465.82","992,228.66","1,610,181.48","3,946,500.60","1,449,873.95","2,011,938.25","3,280,562.29","5,271,624.58","994,014.42","3,211,521.73","5,268,745.41","7,717,063.39","1,963,919.13"
营业外收入,"318,805.98","300,536.54","1,065,897.75","4,443,486.55","9,740,594.55","9,731,949.95","59,500.00","430,980.72","940,980.72","1,902,189.01","89,100.43","130,500.00","944,053.00","1,657,624.01","142,000.00","252,619.02","336,182.40","614,476.42","1,989,960.77","2,204,430.64","2,287,045.60","1,500,603.66","655,263.87","1,100,193.44","1,582,074.69","2,223,110.76","234,756.83","1,922,884.37","1,523,199.92","2,152,675.60","20,474.77","49,930.00","2,102,771.52","2,976,588.58","197,739.27"
销售费用,"5,598,751.97","6,650,801.96","10,024,427.86","6,754,740.70","11,599,008.24","17,395,017.30","4,148,605.31","8,447,224.59","16,420,432.33","21,321,940.50","6,430,387.58","12,966,276.54","20,215,969.92","28,339,989.18","5,210,757.18","13,008,699.62","21,356,334.60","30,871,100.98","6,480,900.89","14,004,587.58","22,859,581.76","32,375,961.39","7,617,667.84","16,056,901.73","23,481,081.79","37,060,508.15","11,224,968.64","20,489,605.34","31,316,861.88","43,880,940.00","9,857,492.54","33,875,467.24","55,005,925.62","90,284,602.26","27,608,003.46"
减:营业外支出,"24,327.38","245,583.00",,333.38,"2,638.31","218,057.55",,,"16,535.36","20,777.66","4,561.30","26,196.11","91,251.49","122,445.81",,"62,520.89","170,273.65","534,965.65","41,214.44","98,459.69","485,439.71","843,773.71","1,092.31","686,062.23","841,919.41","2,231,790.30","122,802.20",,"-317,485.68","1,202,022.98",0.46,"844,644.18","1,410,193.10","2,367,971.61","121,987.02"
管理费用,"15,916,869.31","14,600,824.71","19,046,770.39","12,709,388.98","20,067,596.48","28,924,489.24","7,673,247.51","13,982,503.22","25,323,061.43","32,735,593.38","8,871,591.30","22,477,506.84","34,587,327.95","51,076,017.25","11,726,583.33","26,329,509.17","39,339,709.30","52,019,783.99","12,331,191.20","26,282,937.00","40,076,212.83","55,258,537.36","13,088,083.31","26,008,001.82","39,500,800.95","58,508,647.32","17,830,815.02","34,165,719.78","52,892,027.32","76,578,966.49","17,145,937.87","52,384,939.32","53,553,595.00","68,191,891.78","22,360,695.85"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,"458,918.95",,,,"616,878.57",,,,"2,072,442.98",,,,,,,,,
