科目,2010年度,2011年度,2012年度,2013年1-6月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"412,422,477.09","544,044,871.91","650,041,130.71","389,930,516.85","739,038,727.30","218,834,709.64","308,197,105.68","479,348,526.01","756,360,830.10","373,025,373.72","594,053,541.41","832,932,388.92","965,595,444.94","305,248,394.46","567,265,260.91","886,771,401.65","1,142,514,846.96","388,138,031.74","737,623,406.64","869,988,079.28","1,119,656,719.66","273,466,769.89"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,"117,056,048.47","117,056,048.47","117,056,048.47",
收到的税费返还,"15,313,448.36","10,673,232.33","22,814,886.86","19,695,875.91","35,686,232.31","7,344,317.40","16,227,778.40","20,148,203.58","45,488,352.38","19,833,998.05","23,259,862.93","30,714,888.87","43,711,706.43","13,809,810.12","22,836,638.20","49,626,671.86","69,739,234.54","18,828,355.95","22,913,617.02","33,226,047.76","42,472,289.19","17,564,595.47"
支付其他与投资活动有关的现金,,,"430,000.00","1,100,000.00","1,438,300.00","333,020.69","290,000.00","290,000.00","5,112,115.15","40,000.00",,"1,343,503.72","1,647,000.00","1,559,271.00","2,147,947.00","2,268,768.00","1,412,570.00","350,000.00","48,434,828.68","48,904,828.68","44,600,166.23","240,000.00"
收到其他与经营活动有关的现金,"5,771,637.24","6,354,357.00","3,308,188.74","561,700.00","3,573,080.00","2,397,911.08","3,382,045.87","8,491,486.07","4,548,809.33","1,107,331.64","2,248,746.80","8,096,201.90","9,159,482.16","1,094,782.47","5,640,008.69","7,690,653.43","14,468,874.19","1,501,417.00","9,933,156.66","12,496,184.84","20,801,857.80","15,644,740.32"
投资活动现金流出小计,"73,894,666.12","82,475,321.49","139,417,166.54","74,066,059.09","187,702,843.48","103,830,684.68","162,541,845.21","263,315,029.00","342,068,171.80","145,083,047.55","266,896,068.35","368,554,638.27","514,383,034.39","65,082,402.09","107,931,554.67","165,293,029.54","225,286,085.71","63,389,188.94","264,555,706.95","288,188,685.94","320,325,054.29","63,024,258.66"
经营活动现金流入小计,"433,507,562.69","561,072,461.24","676,164,206.31","410,188,092.76","778,298,039.61","228,576,938.12","327,806,929.95","507,988,215.66","806,397,991.81","393,966,703.41","619,562,151.14","871,743,479.69","1,018,466,633.53","320,152,987.05","595,741,907.80","944,088,726.94","1,226,722,955.69","408,467,804.69","770,470,180.32","915,710,311.88","1,182,930,866.65","306,676,105.68"
投资活动产生的现金流量净额,"-73,474,013.41","-81,965,974.27","-138,578,783.45","-71,998,084.20","-184,039,673.88","-103,830,684.68","-161,664,798.84","-261,522,281.01","-340,706,716.39","-145,149,528.55","-266,169,643.35","-354,749,057.33","-504,169,768.45","-42,318,067.92","-84,665,690.50","-141,026,075.37","-197,768,434.65","-62,411,128.94","-263,574,706.95","-287,139,685.94","-317,692,799.18","-56,319,509.54"
购买商品、接受劳务支付的现金,"308,209,550.70","378,964,983.09","409,126,618.40","230,104,746.86","458,439,154.61","178,809,680.35","252,236,948.86","365,282,746.64","445,799,918.71","145,804,640.30","320,281,497.63","496,681,534.01","604,007,726.26","189,212,580.78","308,165,429.50","439,866,864.55","560,086,567.26","138,149,874.09","262,427,753.17","366,931,384.81","445,926,729.40","178,582,171.19"
吸收投资收到的现金,"81,629,586.09","22,774,138.77",,,,"281,026,500.00","289,026,500.00","289,026,500.00","289,026,500.00",,,,"58,497,310.00",,"32,129,685.00","32,129,708.30","65,775,300.00",,,,,"-938,670.00"
