科目,2007-06-30,2008-06-30,2009-06-30,2009-12-31,2010-06-30,2010-12-31,2011-06-30,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"10,402,994.27","1,005,345.43","72,624,511.76","65,385,508.31","51,722,491.21","78,062,115.09","81,960,164.18","113,610,815.20","471,814,042.20","455,560,555.94","456,577,334.67","452,890,107.55","442,094,768.28","455,685,009.27","459,966,566.94","285,700,704.48","170,038,590.99","253,687,888.58","429,472,134.58","388,885,085.10","129,959,116.22","70,867,212.40","111,327,776.59","53,284,027.29","88,613,941.38","55,631,775.72","46,075,528.70","39,990,270.87","35,138,103.65","30,948,041.02","67,278,025.64","56,392,293.50","79,976,020.35"
短期借款,,"10,000,000.00",,,,,,,,,,,,,,,,,,,,,"21,400,000.00","33,900,000.00","39,270,000.00","39,270,000.00","42,870,000.00","101,910,000.00","144,680,000.00","156,680,000.00","201,680,000.00","151,726,408.00","175,869,620.00"
交易性金融资产,"31,260,000.00","84,203,594.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,"247,280.00",,"136,716.00","103,526.00","847,799.15","462,989.10","1,089,098.00","900,000.00","162,656.75","162,656.75","922,425.10","182,737.00","104,451.00","407,424.00","493,507.00","316,641.00","200,000.00",,,"1,700,000.00","700,000.00","1,500,000.00","1,540,000.00","1,562,000.00","2,712,000.00","3,400,000.00","3,460,899.00","6,813,225.17","11,474,262.17","13,874,127.60"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"17,894,547.49","21,780,185.82","21,863,434.90","16,216,302.71","27,452,559.96","18,608,761.18","32,920,673.52","22,126,991.14","35,261,488.53","43,149,637.83","25,543,612.97","29,012,828.35","37,608,561.62","37,328,879.94","28,311,253.58","27,370,069.13","28,962,172.38","31,527,323.99","25,659,388.31","29,712,800.28","31,117,373.15","54,137,104.34","42,721,989.11","53,778,052.47","64,722,615.21","61,117,095.47","71,210,010.12","66,590,701.49","67,043,601.36","73,351,342.57","86,836,674.49","95,222,585.48","103,243,070.87"
应付账款,"2,354,145.54","3,126,375.40","5,751,967.78","5,069,220.73","4,860,325.00","5,926,417.11","7,614,535.56","8,976,550.04","9,584,817.44","10,886,200.01","26,705,397.38","24,786,876.61","26,069,408.88","26,033,390.47","36,287,336.71","34,460,586.32","34,200,892.04","34,851,407.47","58,563,980.69","39,723,990.30","65,861,078.43","71,601,417.86","72,452,612.47","60,832,881.06","67,907,222.39","68,048,638.15","67,439,602.12","74,063,298.47","78,758,438.44","76,301,842.00","87,598,992.85","192,407,978.32","195,158,317.93"
预付款项,"673,741.53","1,406,439.87","23,569,448.81","51,392,601.88","70,463,343.57","2,440,866.96","3,647,050.14","3,830,932.11","6,166,946.22","6,504,920.58","4,206,195.12","4,424,981.10","5,447,377.46","6,021,425.65","5,687,601.19","12,078,658.67","18,301,734.96","15,551,078.17","3,701,953.45","19,011,057.57","5,460,856.14","6,717,624.30","11,674,341.74","25,290,958.63","15,926,414.64","17,792,354.40","9,055,922.85","18,634,665.95","19,290,191.53","18,599,549.83","14,303,457.58","15,021,308.50","18,391,508.26"
预收款项,"96,000.00",,"237,612.20","465,924.00","90,000.00","50,000.00",,,,,"843,094.63","843,094.63","843,094.63","843,094.63","860,602.72","860,602.72","860,602.72","860,602.72","1,186,875.82","1,186,875.82","4,832,529.70","5,486,682.01","6,356,319.84","9,468,066.25","4,749,234.54","4,630,611.18","35,039,563.87","6,694,784.42","10,473,172.98","10,087,040.08","8,650,963.83","6,464,638.77","10,685,791.08"
