科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
投资性房地产,"35,910,514.40","35,013,243.44","34,115,972.48","33,891,654.74","33,667,337.00","33,443,019.26","33,218,701.52","32,994,383.78","32,770,066.04","32,545,748.30","32,321,430.56","32,097,112.82"
预计负债,"4,702,151.76","5,869,163.82","7,837,639.37","8,127,633.16","8,801,692.95","9,684,634.63","3,166,929.00","3,046,120.51","3,729,677.62","3,932,678.52","4,835,947.02","4,924,853.04"
固定资产,"143,446,186.78","154,277,024.92","207,557,470.17","219,677,158.89","223,757,144.51","229,819,873.55","248,677,793.88","251,607,348.75","259,101,209.85","284,372,728.97","295,087,416.76","298,731,742.73"
递延所得税负债,,"220,596.89","180,540.88","143,093.59","126,152.26","104,824.31","33,062.50","33,062.50",,,,
在建工程,"8,537,523.27","32,893,972.77","12,007,332.77","2,669,982.45","5,953,643.10","11,963,926.03","8,701,126.18","13,326,734.27","18,877,297.55","4,283,557.77","7,776,351.72","7,870,204.69"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"22,310,349.19","32,682,290.75","59,941,939.19","57,580,119.97","59,344,148.80","58,084,284.51","48,701,462.85","49,720,973.00","48,422,366.73","48,181,220.41","47,174,084.30","54,329,994.93"
固定资产清理,,,,,,,,,,,,
负债合计,"373,573,982.31","515,588,563.09","678,701,091.84","604,731,771.62","705,449,157.89","831,494,617.95","875,466,469.74","953,943,459.64","1,148,125,147.46","1,263,437,310.83","1,497,926,092.36","1,611,089,268.24"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"133,225,147.00","133,225,147.00","133,225,147.00","177,725,147.00","177,725,147.00","180,666,147.00","180,666,147.00","180,666,147.00","270,999,220.00","312,972,104.00","312,971,804.00","312,971,804.00"
油气资产,,,,,,,,,,,,
资本公积,"145,400,802.26","145,400,802.26","144,475,403.10","599,577,942.26","591,782,870.54","650,206,733.57","663,115,122.45","663,115,122.45","584,952,403.61","667,472,899.39","673,435,527.92","676,367,377.52"
无形资产,"33,567,960.97","32,420,887.43","71,422,830.68","70,783,432.97","71,581,050.97","70,936,904.30","70,274,971.82","69,787,070.54","69,185,039.07","69,052,141.78","68,801,559.01","81,234,133.48"
盈余公积,"24,595,393.04","30,305,562.23","33,838,632.74","33,838,632.74","33,838,632.74","33,838,632.74","40,555,506.67","40,555,506.67","40,555,506.67","40,555,506.67","44,136,878.21","44,136,878.21"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,"62,119,580.00","62,119,580.00","62,119,580.00","62,119,580.00","62,119,580.00","43,171,956.80","43,171,956.80"
商誉,,"15,711,269.81","15,711,269.81","15,711,269.81","24,380,870.25","39,973,748.48","55,166,564.56","55,166,564.56","55,166,564.56","55,166,564.56","46,755,357.72","46,755,357.72"
未分配利润,"220,336,275.02","271,205,497.20","377,349,302.13","392,506,090.47","423,763,328.99","461,631,844.18","487,685,776.55","512,025,054.85","525,741,901.62","583,152,722.64","659,104,244.66","717,193,587.77"
长期待摊费用,"5,304,353.91","2,865,002.64","19,822,206.30","19,755,036.43","20,649,585.17","19,889,368.20","20,604,228.76","19,211,305.65","18,154,907.20","18,314,121.41","19,210,100.67","22,259,364.10"
少数股东权益,"16,145,629.56","33,988,785.84","74,076,219.26","79,880,743.81","98,264,182.81","96,731,999.74","115,502,709.11","128,098,011.53","151,818,102.00","38,084,031.07","37,395,014.65","37,769,048.07"
递延所得税资产,"11,366,409.72","17,285,860.62","6,643,049.87","5,960,867.44","8,279,346.01","10,450,102.81","14,401,840.53","14,361,485.58","19,031,733.55","27,877,751.44","30,928,064.81","31,286,270.25"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"34,841,487.00","37,985,814.13","22,400,597.22","34,793,503.46","41,844,293.71","54,458,764.71","35,567,273.11","36,616,474.25","44,340,838.53","49,182,043.62","47,461,242.10","82,305,585.96"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"290,259,270.50","328,653,075.76","389,880,729.30","403,442,906.19","439,038,646.68","487,359,721.08","524,614,027.91","536,101,348.27","567,590,638.58","599,977,402.28","612,025,377.03","682,028,445.71"
所有者权益(或股东权益)合计,"539,586,934.66","614,265,787.62","763,427,590.11","1,283,998,514.82","1,325,717,309.43","1,361,165,865.75","1,425,549,711.83","1,462,252,631.80","1,512,173,561.09","1,580,575,047.37","1,684,214,874.08","1,745,543,844.22"
资产总计,"913,160,916.97","1,129,854,350.71","1,442,128,681.95","1,888,730,286.44","2,031,166,467.32","2,192,660,483.70","2,301,016,181.57","2,416,196,091.44","2,660,298,708.55","2,844,012,358.20","3,182,140,966.44","3,356,633,112.46"
负债和所有者(或股东权益)合计,"913,160,916.97","1,129,854,350.71","1,442,128,681.95","1,888,730,286.44","2,031,166,467.32","2,192,660,483.70","2,301,016,181.57","2,416,196,091.44","2,660,298,708.55","2,844,012,358.20","3,182,140,966.44","3,356,633,112.46"
