科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"1,874,988,923.75","2,308,772,933.81","2,736,861,660.87","681,683,659.18","1,440,370,064.53","2,121,567,415.81","3,007,211,917.95","789,610,849.25","1,667,256,528.48","2,624,561,139.97","3,937,723,916.66","1,166,425,017.37","2,336,417,785.82","3,540,372,390.17","5,090,219,715.78","1,497,264,959.99","3,074,953,385.65"
二、营业利润,"265,392,616.61","378,320,985.67","437,539,626.15","104,227,755.29","235,905,555.67","330,693,636.90","463,314,504.10","131,069,971.61","284,566,293.39","443,335,847.69","698,381,262.46","198,083,952.72","405,215,796.84","584,711,743.82","808,310,564.13","237,721,945.22","503,745,768.71"
减:营业成本,"1,321,674,399.13","1,594,002,937.51","1,929,117,716.78","493,123,037.19","1,027,869,110.05","1,519,206,904.43","2,140,896,419.87","548,404,556.57","1,150,099,678.75","1,831,122,728.13","2,707,534,702.86","815,060,582.00","1,637,650,273.10","2,505,246,131.84","3,612,667,196.91","1,061,907,811.04","2,214,380,580.03"
加:补贴收入,,,,,,,,,,,,,,,,,
营业税金及附加,"10,518,541.97","14,658,078.45","13,478,536.70","3,095,913.88","6,843,626.22","10,027,657.52","16,509,349.74","4,200,755.26","8,954,221.66","15,197,791.63","31,203,037.85","8,742,505.30","15,661,925.60","27,853,554.91","42,079,965.29","12,053,308.50","25,364,587.94"
营业外收入,"17,457,310.38","18,729,620.07","31,986,475.16","1,218,111.16","13,971,803.09","16,073,615.05","21,892,024.99","13,869,834.82","29,818,373.71","51,474,512.60","25,026,832.90","878,128.99","55,766,039.80","64,497,994.79","54,183,656.55","430,422.94","12,131,003.63"
销售费用,"113,004,097.95","124,918,781.25","140,914,889.62","34,056,164.03","68,860,841.91","108,431,552.81","151,474,006.92","44,158,710.83","86,584,546.77","129,738,805.70","201,495,158.87","58,805,387.65","116,112,640.12","184,617,248.19","269,379,394.64","75,735,725.71","143,200,188.20"
减:营业外支出,"545,673.92","1,966,055.35","5,209,598.99","1,673,263.02","1,707,096.05","3,572,153.00","9,196,856.70","1,575,039.73","3,807,056.41","7,000,103.41","8,333,516.04","472,470.44","3,920,841.53","3,601,675.16","3,042,869.53","1,086,391.08","1,128,871.95"
管理费用,"163,842,191.11","180,306,780.93","225,403,723.14","48,372,099.72","116,806,787.52","186,359,364.88","276,513,783.15","73,830,928.85","153,633,611.36","242,569,837.51","331,729,925.24","89,496,980.39","185,568,484.21","282,681,392.37","396,285,638.41","111,932,434.60","234,071,148.26"
其中:非流动资产处置净损失,"117,383.63","1,453,927.90","1,265,586.65","408,843.17","531,599.77","897,661.45","1,907,558.85","336,715.01","567,573.28","1,753,619.71","2,185,828.26","3,895.96","683,199.50","1,732,717.58",,,
堪探费用,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,
财务费用,"10,222,942.05","12,873,376.65","3,247,157.71","1,771,921.28","-459,214.71","-4,655,907.53","-9,476,406.46","-2,008,111.83","-3,269,128.81","-3,985,703.61","-24,847,834.87","1,463,547.98","5,578,245.08","9,882,787.74","16,492,427.96","16,663,487.82","9,582,056.93"
三、利润总额,"282,304,253.07","395,084,550.39","464,316,502.32","103,772,603.43","248,170,262.71","343,195,098.95","476,009,672.39","143,364,766.70","310,577,610.69","487,810,256.88","715,074,579.32","198,489,611.27","457,060,995.11","645,608,063.45","859,451,351.15","237,065,977.08","514,747,900.39"
资产减值损失,"2,493,239.04","19,212,221.39","4,150,738.84","1,715,850.80","2,778,886.85","1,523,585.53","8,367,143.65","-869,222.98","1,584,190.70","8,289,938.19","29,159,157.15","2,401,946.85","-12,566,180.92","-14,127,224.75","4,485,568.47","2,391,864.74","4,972,333.69"
减:所得税,"38,816,489.12","53,676,508.19","64,563,718.12","13,629,311.28","34,812,146.86","48,272,912.74","66,290,664.40","18,294,645.80","41,152,495.90","62,947,384.21","99,397,196.41","25,723,951.00","69,675,643.14","94,342,117.48","118,961,861.44","37,667,536.89","77,676,797.92"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,
投资收益,"12,159,104.11","15,520,228.04","16,990,728.07","4,679,083.01","18,235,528.98","30,019,378.73","40,386,883.02","9,176,739.06","14,896,885.34","41,708,105.27","36,931,492.90","7,629,885.52","16,803,398.21","40,493,243.95","43,307,857.03","20,619,638.37","59,087,965.99"
