科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"107,406,159.14","113,407,808.38","120,229,590.95","71,882,209.70","112,910,125.49","169,919,002.90","36,779,889.98","92,467,260.31","168,402,743.91","265,771,223.38","42,981,028.35","123,687,336.37","227,503,033.51","348,827,862.85","51,809,578.54","148,541,726.06","280,909,486.62","491,411,568.18","96,545,156.56","264,148,030.81","436,796,403.62","753,157,662.57","134,408,532.39","363,419,316.31","584,333,336.51","954,473,335.57","167,290,497.75","420,290,638.31","689,302,272.79","1,203,756,273.71","205,643,379.27"
二、营业利润,"13,940,612.00","17,115,697.55","28,682,683.92","20,093,930.08","28,985,822.53","33,392,138.13","3,185,910.18","13,316,280.94","26,269,393.45","35,998,276.06","-621,130.99","12,666,864.21","33,781,828.01","50,642,073.68","4,287,249.50","25,241,521.14","47,215,548.12","89,765,029.56","9,004,158.41","37,248,424.63","48,938,256.43","101,704,745.48","9,704,587.94","463,499,120.34","480,685,499.41","517,708,851.08","-6,011,329.26","84,479,877.90","129,378,944.47","257,396,000.35","30,425,308.86"
减:营业成本,"69,764,040.67","61,557,440.13","50,326,750.07","28,069,632.93","45,373,746.90","67,890,246.83","22,789,607.62","42,318,231.05","74,770,971.03","120,823,323.64","20,900,596.24","58,522,280.88","102,341,043.88","160,147,408.35","22,553,269.09","56,751,223.49","121,856,877.60","222,778,188.37","45,395,031.47","119,855,636.81","196,777,971.43","345,492,493.57","63,026,704.89","157,695,767.18","265,168,085.14","435,503,476.09","95,900,123.15","201,676,144.44","337,867,049.00","574,612,506.33","111,908,769.02"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"680,081.83","1,683,795.31","2,426,909.39","1,717,438.42","2,537,770.48","3,585,576.91","507,871.97","1,427,690.55","2,511,039.13","3,780,548.54","459,324.64","1,330,374.06","3,033,826.52","4,978,547.22","677,604.00","2,386,730.63","4,521,535.84","7,160,393.58","1,300,132.89","3,535,650.38","6,624,390.87","9,466,348.52","1,806,187.70","5,335,731.04","7,819,905.15","12,882,131.33","1,545,670.39","5,292,524.34","8,210,149.85","16,183,609.95","2,497,981.52"
营业外收入,"4,462,395.96","11,814,284.64","10,301,247.92","723,165.25","2,831,498.75","15,667,002.23","4,007,150.62","7,736,544.09","10,547,435.01","21,760,864.82","8,085,601.79","15,801,452.85","20,379,612.90","33,841,122.59","7,697,420.14","15,815,258.42","26,771,250.72","39,331,657.84","8,982,050.53","23,455,756.58","33,249,076.88","53,226,258.58","13,088,961.80","26,809,385.85","36,457,746.61","66,147,812.03","27,366,996.97","5,473,164.57","7,781,583.55","2,061,346.00","6,753.50"
销售费用,"8,510,772.01","16,964,221.96","18,490,122.93","9,927,415.67","16,132,098.93","32,449,057.06","6,103,292.50","19,480,935.89","36,352,313.28","60,264,758.83","10,130,563.97","25,990,367.18","43,044,436.43","68,095,669.51","10,309,450.73","31,583,256.05","50,497,153.53","79,784,372.57","17,005,272.40","43,287,251.82","71,773,264.68","109,097,433.07","26,623,156.89","57,324,792.51","93,136,955.77","135,178,086.50","29,137,469.38","66,139,157.55","102,112,786.43","155,827,289.51","38,656,142.72"
减:营业外支出,"53,616.01",564.32,"25,434.60",,,"10,000.00","26,983.99","122,003.20","1,218.64","15,310.37",,,"329,104.02","338,204.02",,"41,938.17","65,990.42","100,022.50","21,217.60","796,681.14","1,006,005.90","424,350.26","6,485.52","139,284.70","142,257.21","381,954.07","58,150.00","209,968.44","961,149.01","3,238,725.06","15,263.03"
管理费用,"14,077,431.37","15,825,876.17","20,643,486.27","11,297,726.57","17,935,916.79","33,096,757.79","8,577,871.95","19,108,618.46","31,356,232.38","48,564,064.79","13,469,374.06","26,581,547.52","42,442,998.59","61,331,690.97","13,854,948.37","31,219,513.43","52,729,259.97","83,584,520.69","28,363,600.37","62,372,588.53","108,160,788.07","159,879,245.28","43,905,938.18","82,598,338.20","128,020,344.76","181,189,798.21","54,187,227.89","95,923,093.39","151,105,135.55","225,889,523.94","54,677,893.40"
其中:非流动资产处置净损失,,,"15,434.60",,,,,,,"5,310.37",,,"329,104.02","328,204.02",,,"65,990.42","89,222.50","21,217.60","696,681.14","684,878.30","72,165.05","6,485.52","39,088.60","42,061.11","129,505.22","58,150.00","141,802.25","744,290.55",,
