科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"350,180,393.33","936,873,192.44","1,501,235,534.85","2,965,004,098.27","805,410,996.14","1,763,897,691.77","2,595,647,728.51","3,272,287,588.77","600,556,553.53","1,486,624,822.06","2,340,300,122.82","3,038,538,728.98","794,242,963.35","2,177,552,498.12","3,368,219,382.22","6,138,384,050.66","1,718,248,579.42","3,435,706,164.91","5,105,839,990.02","6,965,011,407.95","1,583,088,545.41","3,356,361,201.44","4,865,013,855.40","6,542,479,738.75","1,453,653,959.30","3,196,421,759.45","4,823,467,667.29","6,609,562,076.70","1,440,083,267.20","3,129,227,316.92","4,805,743,707.31","6,582,527,007.96","1,413,072,766.39","2,954,636,615.20","4,366,836,869.21","5,929,105,971.84","997,431,346.77","2,392,675,798.85","3,450,845,995.39","4,798,571,558.85","1,192,176,285.18","2,506,103,181.22","4,054,506,750.63","6,143,781,781.29","1,609,599,792.75"
二、营业利润,"15,277,522.40","43,189,534.31","83,738,305.42","149,196,900.94","49,165,168.33","150,726,077.94","222,893,022.29","158,278,666.65","-12,042,203.54","17,802,029.03","52,196,037.71","81,308,371.21","33,331,152.68","79,007,606.86","135,044,807.43","239,949,501.09","63,906,142.07","100,663,246.87","92,602,013.70","92,960,229.38","6,114,662.86","9,780,493.67","-73,401,637.69","-338,318,958.21","-107,131,944.66","-152,205,212.03","-179,942,443.64","-185,390,252.91","-54,336,372.09","-114,845,721.47","-197,223,842.27","-316,083,888.18","-101,964,962.69","-194,214,098.79","-321,215,608.05","-588,860,922.49","-332,529.00","8,347,424.87","6,048,503.14","-81,283,041.10","18,832,964.81","110,804,904.29","258,013,057.48","464,827,842.86","186,648,285.48"
减:营业成本,"278,834,642.21","772,718,462.83","1,229,425,556.55","2,426,514,934.75","654,675,188.64","1,391,694,191.94","2,051,293,824.26","2,634,517,454.67","507,878,937.28","1,244,556,088.69","1,943,799,426.39","2,465,937,870.85","640,223,691.72","1,758,416,274.91","2,719,649,441.80","4,851,864,278.53","1,375,603,063.75","2,762,256,011.32","4,131,461,958.07","5,647,497,104.67","1,276,256,462.02","2,711,843,893.47","3,959,101,790.98","5,557,075,749.09","1,300,710,552.09","2,802,808,308.38","4,163,755,008.46","5,616,889,463.54","1,234,736,399.06","2,674,373,864.73","4,142,283,265.07","5,690,954,588.86","1,225,964,758.57","2,592,086,385.39","3,859,260,216.21","5,123,388,037.99","810,771,906.40","2,009,797,445.34","2,881,783,531.32","3,993,084,728.39","937,457,675.10","1,926,454,013.58","3,144,315,786.23","4,677,339,791.55","1,235,830,875.30"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,039,689.64","4,547,180.82","7,373,476.06","15,482,726.25","6,455,513.95","12,413,258.58","17,598,292.97","19,257,814.28","1,682,159.76","3,702,102.62","5,354,547.05","6,301,190.79","1,884,430.95","3,651,310.07","5,134,496.53","24,292,105.79","10,137,969.55","20,271,452.21","25,626,994.95","39,562,063.29","6,584,965.60","10,761,779.31","17,010,832.57","28,276,973.42","5,676,936.22","15,177,978.99","22,805,382.31","32,349,125.67","6,415,282.96","14,805,099.60","16,749,575.51","27,118,628.51","7,684,113.47","15,373,966.76","18,647,243.71","28,757,211.50","1,533,781.50","9,920,159.80","16,526,703.35","37,738,061.01","13,291,051.35","29,517,897.55","43,961,160.94","64,897,292.59","10,809,411.36"
营业外收入,"215,176.38","226,176.38","234,962.38","7,755,735.72","1,046,900.00","5,096,088.31","5,547,529.87","2,048,202.89","28,715,572.50","30,133,813.49","30,956,518.44","26,089,055.67","6,173,332.56","11,884,882.92","16,986,090.63","75,985,143.97","7,514,705.14","46,229,031.46","57,001,619.80","74,015,099.11","5,508,300.00","8,142,904.00","55,361,807.19","81,362,031.28","9,387,704.70","24,964,942.42","56,218,170.69","221,526,845.68","6,683,424.48","21,228,064.89","25,724,390.90","372,455,934.94","4,763,338.09","11,232,273.76","40,435,276.21","211,609,510.56","7,373,488.06","10,814,641.43","21,784,090.27","127,239,966.50","2,475,270.08","2,566,230.17","5,550,563.17","16,559,756.06","1,881,183.03"
销售费用,"18,575,387.43","36,594,875.64","64,939,484.10","119,918,188.22","29,371,195.89","68,345,318.14","96,421,974.18","131,427,165.60","31,202,064.30","64,185,462.50","102,328,476.31","134,020,314.64","31,787,396.67","92,209,119.42","129,297,723.44","202,258,633.16","53,527,231.69","114,016,008.45","165,175,584.59","235,734,633.58","55,287,692.78","114,223,540.61","187,227,759.73","275,267,154.81","62,835,966.72","130,434,440.15","189,872,252.61","271,364,154.77","52,536,401.85","117,777,581.07","183,539,493.52","275,585,758.15","69,081,547.65","135,284,259.57","203,441,660.42","259,485,295.06","43,908,369.79","98,487,112.85","144,770,347.20","202,231,056.58","57,992,409.38","119,434,725.82","189,361,226.80","268,574,193.56","72,940,781.55"
减:营业外支出,,"200,000.00","220,000.00","4,540,578.59","3,686.87","223,739.40","459,076.84","7,923,391.66","35,188.56","90,361.56","371,488.80","1,191,633.03","26,050.00","31,580.00","58,602.90","3,238,882.74","118,228.86","387,392.98","1,027,395.33","5,312,238.83","21,869.62","317,335.87","344,279.78","2,473,510.25","585,376.96","278,678.29","739,568.90","2,095,559.63","52,449.99","194,096.75","318,361.52","6,956,875.23","9,602.40","414,829.83","514,459.22","2,111,501.68","22,979.28","652,031.99","1,241,261.78","3,870,363.45","545,108.48","5,489,614.74","6,167,154.34","10,526,648.42","221,769.11"
管理费用,"15,801,076.17","30,910,419.58","48,255,518.13","142,406,601.09","25,524,642.52","56,778,983.65","82,112,758.48","151,815,856.51","33,909,326.40","86,232,140.45","137,138,545.66","217,297,286.11","46,574,317.85","130,105,035.08","209,621,069.04","419,706,133.98","101,277,356.93","201,731,951.62","330,768,410.33","452,585,843.78","96,705,148.44","207,565,127.82","319,789,177.19","388,986,237.98","89,745,253.77","189,742,303.65","289,721,384.82","367,729,708.16","82,581,749.71","177,853,147.01","283,352,389.90","375,028,466.43","99,739,553.56","178,790,908.38","270,900,414.98","620,028,559.64","92,394,570.35","153,453,994.64","236,220,646.55","374,783,392.90","106,546,753.75","206,075,773.64","295,550,353.08","429,073,430.25","107,436,484.89"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,"2,248,264.08",,,"600,000.00","4,271,655.18",,"28,000.00","28,000.00","607,365.02",,,"432,943.48","1,699,271.20",,,"16,674.30","2,063,029.24",,,,"1,101,049.92",,"41,199.04","42,069.04","1,103,232.32",,"433,082.87","434,492.87",,
