科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"17,937,527.40","21,180,244.22","21,981,730.34","6,440,815.58","10,024,100.87","13,702,570.27","18,147,913.45","6,692,857.33","10,677,944.33","15,052,500.92","21,666,757.12","6,437,337.59","10,234,419.20","14,638,092.27","23,785,522.76","7,169,407.94"
取得借款收到的现金,"355,400,000.00","168,000,000.00","272,000,000.00",,"25,000,000.00","144,000,000.00","324,690,000.00","99,000,000.00","474,000,000.00","699,000,000.00","761,000,000.00","298,432,000.00","728,522,000.00","1,174,522,000.00","2,036,522,000.00","240,432,000.00"
支付的各项税费,"34,623,647.66","34,671,273.04","30,355,287.88","5,190,465.88","12,937,409.25","18,777,675.14","26,996,783.18","5,425,362.31","14,683,995.03","22,161,611.39","48,720,565.94","24,353,684.05","60,776,826.20","86,919,729.33","98,469,196.17","24,545,306.72"
收到其他与筹资活动有关的现金,,"100,000,000.00",,,,"50,000,000.00",,"11,966.22","11,966.19","59,658.41",,,"20,856.83","24,018.07",,"3,003,426.55"
支付其他与经营活动有关的现金,"47,812,566.96","51,578,493.99","64,136,949.93","16,075,183.92","34,634,543.25","67,375,458.64","72,914,358.10","841,137,410.58","1,013,879,605.61","1,883,218,892.65","79,743,845.83","50,965,681.43","53,300,021.56","80,710,928.57","227,116,539.96","36,936,015.83"
筹资活动现金流入小计,"355,400,000.00","416,650,000.00","272,000,000.00",,"412,507,400.00","581,507,400.00","712,197,400.00","1,299,011,966.22","1,674,011,966.19","2,859,059,658.41","2,921,000,000.00","298,432,000.00","728,542,856.83","1,174,546,018.07","2,036,522,000.00","608,435,417.43"
经营活动现金流出小计,"116,059,526.52","125,340,440.44","156,656,898.25","37,782,415.75","74,111,529.81","123,058,638.38","197,541,910.91","871,028,239.57","1,078,954,395.53","1,980,500,059.36","2,481,641,132.41","924,976,042.89","873,494,801.63","902,281,794.01","1,714,654,849.86","250,535,631.88"
偿还债务支付的现金,"205,550,000.00","358,300,000.00","251,450,000.00","28,500,000.00","42,258,718.76","80,260,083.47","182,000,000.00",,"167,060,034.72","404,060,034.72","518,690,000.00","171,000,000.00","556,000,000.00","692,000,000.00","962,582,800.00","172,632,000.00"
经营活动产生的现金流量净额,"52,226,146.32","134,941,301.67","118,732,054.22","42,324,042.03","63,587,327.63","73,533,532.91","73,383,908.03","-774,778,592.79","-829,038,035.75","-1,516,014,665.88","-1,817,244,809.00","-619,371,335.35","-595,659,074.96","-488,071,556.12","-1,125,292,278.54","-141,798,081.77"
分配股利、利润或偿还利息支付的现金,"34,530,309.62","48,541,512.76","28,301,540.77","3,476,078.99","17,555,354.16","23,428,686.76","23,772,126.64","5,462,141.69","28,334,583.69","39,455,299.22","49,975,478.77","8,502,870.99","19,288,614.22","44,757,294.09","61,104,698.15","16,211,948.41"
收回投资收到的现金,,,,,,"180,000,000.00","481,418,532.84",,,"400,000,000.00","404,448,097.35",,,"50,000,000.00","53,821,147.79",
支付其他与筹资活动有关的现金,"7,825,859.55","22,735,003.77","39,603,542.74","3,081,374.11","21,459,180.32","108,641,927.81","81,621,720.27","606,563.16","1,046,218.03","760,425.87","1,024,604.56","97,321.16","236,751.34","109,623.42","64,094.74","1,400,000.00"
取得投资收益收到的现金,,,,,,"576,090.76",,"547,512.38","875,951.24","3,296,800.82",,,,,"468,480.00","739,814.34"
筹资活动现金流出小计,"247,906,169.17","429,576,516.53","319,355,083.51","35,057,453.10","81,273,253.24","212,330,698.04","287,393,846.91","6,068,704.85","196,440,836.44","444,275,759.81","569,690,083.33","179,600,192.15","575,525,365.56","736,866,917.51","1,023,751,592.89","190,243,948.41"
处置固定资产、无形资产和其他长期资产收回的现金净额,"7,526,577.85","5,686,636.00","18,080,912.84","1,514,768.80",,,"9,465,273.16",,"167,191.00","524,094.50","15,232,503.96","133,179.00","558,116.90","1,011,483.90","21,149,329.98","77,940.00"
筹资活动产生的现金流量净额,"107,493,830.83","-12,926,516.53","-47,355,083.51","-35,057,453.10","331,234,146.76","369,176,701.96","424,803,553.09","1,292,943,261.37","1,477,571,129.75","2,414,783,898.60","2,351,309,916.67","118,831,807.85","153,017,491.27","437,679,100.56","1,012,770,407.11","418,191,469.02"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,"100,000,000.00","300,174,925.00","8,174,925.00",,"1,875,000.00","3,891,666.67","4,141,666.67",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"7,526,577.85","5,686,636.00","18,080,912.84","1,514,768.80",,"180,576,090.76","490,883,806.00","100,547,512.38","301,218,067.24","411,995,820.32","419,680,601.31","2,008,179.00","4,449,783.57","55,153,150.57","75,438,957.77","817,754.34"
五、现金及现金等价物净增加额,"-40,463,455.68","19,296,699.12","164,616.11","-21,529,522.34","366,358,974.67","265,429,779.89","280,115,353.96","454,555,842.37","530,719,962.56","797,652,013.17","388,988,403.39","-525,215,220.64","-598,495,502.59","-239,908,303.03","-429,389,712.77","186,458,223.75"
购建固定资产、无形资产和其他长期资产支付的现金,"207,710,010.68","108,404,722.02","89,293,267.44","30,310,880.07","28,462,499.72","77,856,545.74","128,955,913.16","64,156,338.59","111,031,198.68","155,113,039.87","214,757,305.59","26,683,872.14","60,303,702.47","119,158,998.04","210,306,799.11","90,752,917.84"
期初现金及现金等价物余额,"49,701,730.39","9,238,274.71","28,534,973.83","28,699,589.94","28,699,589.94","28,699,589.94","28,699,589.94","309,404,943.90","308,814,943.90","309,404,943.90","308,814,943.90","697,803,347.29","697,803,347.29","697,803,347.29","697,803,347.29","268,413,634.52"
投资支付的现金,,,,,,"280,000,000.00","580,000,000.00",,,"300,000,000.00","350,000,000.00",,"100,000,000.00","125,460,000.00","182,000,000.00",
期末现金及现金等价物余额,"9,238,274.71","28,534,973.83","28,699,589.94","7,170,067.60","395,058,564.61","294,129,369.83","308,814,943.90","763,960,786.27","839,534,906.46","1,107,056,957.07","697,803,347.29","172,588,126.65","99,307,844.70","457,895,044.26","268,413,634.52","454,871,858.27"
