科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"21,730,168.45","42,604,562.73","40,040,127.36","53,791,931.15","32,162,785.04","318,525,971.52","313,311,307.76","281,080,579.65","289,682,150.02","259,045,099.44","169,718,791.48","119,879,327.38","122,440,896.87","137,068,788.38","143,698,141.08","98,082,022.58","77,082,459.62","45,238,219.60","43,017,840.79","39,803,529.77","59,928,785.80","77,168,442.79","111,445,683.12","94,629,881.25","125,201,056.34","201,360,589.07","154,235,807.66","87,625,076.48","99,943,504.05","98,923,450.36","79,638,939.23"
短期借款,,"24,700,000.00","24,700,000.00","24,950,000.00","19,800,000.00",,,,,,,,,,,,,,,,,"17,889,092.93","67,817,747.27","120,600,000.00","164,800,000.00","197,560,907.07","142,139,570.22","99,100,000.00","124,020,498.00","154,518,428.00","149,288,284.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,"100,000.00",,,"500,000.00",,,,,,,,,,,,,,,"500,000.00","228,759.77",,"2,279,311.98","32,897,961.61","39,762,887.90","2,641,398.26","19,129,344.42","32,907,708.40","27,720,372.62"
应付票据,,,,,,,,,,,,,,,,,,,,,,"51,901,708.54","50,228,288.31","30,832,355.43","12,225,760.73","19,473,199.90","35,630,115.26","44,236,145.76","32,000,008.95","7,116,357.88","2,616,530.88"
应收账款,"7,217,391.29","9,505,731.44","14,982,148.39","17,888,401.36","23,181,064.48","30,510,453.42","27,479,927.91","32,633,094.11","30,740,066.43","35,046,840.84","37,803,056.70","43,531,370.13","43,672,649.13","50,888,797.32","47,662,457.30","57,533,559.20","56,450,564.63","60,828,016.12","59,955,452.05","73,914,564.69","78,536,273.23","146,172,740.26","117,104,209.67","128,804,112.75","139,150,474.70","149,899,259.11","131,652,193.03","169,184,813.47","154,692,438.52","172,267,803.72","130,438,331.15"
应付账款,"4,424,087.78","6,814,087.97","9,627,285.33","15,211,443.49","11,993,282.40","10,601,665.90","13,456,835.55","15,864,776.94","14,211,465.91","11,886,024.60","15,723,102.98","20,389,110.74","21,423,923.44","18,449,108.98","22,764,154.92","25,596,817.66","29,275,565.54","23,825,923.52","24,147,954.80","33,904,836.03","25,131,493.65","70,146,433.21","51,387,776.79","54,375,398.88","56,064,889.70","71,987,012.58","65,989,625.50","69,810,476.31","59,342,565.46","75,584,017.21","73,131,201.44"
预付款项,"1,052,276.41","1,629,115.07","1,265,430.73","1,737,119.62","1,973,526.49","823,628.88","2,274,487.03","3,532,928.93","2,724,192.75","1,428,291.95","5,868,168.87","5,039,886.04","5,106,845.01","3,452,705.96","5,214,750.33","6,345,547.88","11,691,614.45","6,198,704.17","8,261,226.33","12,125,224.56","9,081,831.60","8,771,717.35","3,876,246.11","11,844,292.45","10,726,641.94","7,995,394.79","7,199,410.65","10,299,002.62","15,350,337.36","6,221,459.74","9,595,007.52"
预收款项,"2,850,830.38","3,880,032.91","1,948,961.15","3,149,133.47","4,530,434.89","3,372,603.78","4,231,053.25","4,623,121.84","5,369,271.13","4,174,622.46","5,914,253.21","4,412,712.57","5,419,519.55","4,222,399.36","5,282,527.17","6,331,711.26","6,810,768.92","6,117,110.38","8,028,491.39","8,721,959.44","8,361,291.54","12,353,427.41","14,414,631.94","14,072,587.53","19,142,742.61","21,269,317.02","21,444,756.71","19,911,523.45","22,007,277.96","27,162,700.39","14,887,142.07"
其他应收款,"1,012,318.76","985,611.86","823,683.16","2,417,471.62","8,405,641.78","998,605.20","1,439,275.85","1,661,093.84","2,299,970.86","1,313,666.38","1,736,157.63","3,250,476.86","2,531,052.38","11,364,462.02","9,795,714.82","9,888,826.78","17,171,072.39","15,856,788.42","23,880,603.62","19,422,233.18","21,483,568.08","18,080,980.97","24,153,604.03","23,393,181.04","17,650,477.31","7,338,652.68","8,012,203.85","24,131,608.41","31,624,710.21","23,665,183.94","21,946,041.68"
应付职工薪酬,"37,907.75","37,907.75","37,907.75","37,907.75","37,907.75","37,907.75","37,907.75","37,907.75","37,907.75","803,708.75","39,487.75","37,907.75","37,907.75","1,667,907.75","33,600.07",,,"2,250,000.00",,,,"5,917,738.35","989,053.83","2,110,467.22","1,688,301.39","5,434,396.04","487,125.25","542,190.15","648,185.67","7,582,237.69",
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,542,410.16","1,684,836.04","3,764,575.94","2,459,683.42","-366,161.63","3,398,268.23","-2,280,892.29","-1,560,374.85","2,301,387.17","3,597,899.58","737,037.00","4,334,965.03","4,060,532.35","3,833,607.25","1,657,211.45","2,248,954.36","1,741,568.20","4,246,096.39","1,672,528.99","6,051,613.69","5,512,764.99","18,835,966.89","4,494,398.91","9,435,367.58","9,175,860.35","12,611,476.67","6,309,134.08","5,088,051.89","5,581,641.09","8,150,276.87","25,618,457.04"
应收利息,,,,,,,,,,"4,748,971.80",,"843,516.67","530,580.42","1,392,966.66","601,256.93","929,362.98","1,482,652.99",,,,,,"44,891.58",,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,"44,201.15",,,,"65,311.94",
应收股利,,,,,,,,,,,"548,262.84","548,262.84","548,262.84",,,,,,,"2,000,000.00","2,000,000.00",,,"2,000,000.00","2,000,000.00","500,000.00","500,000.00",,,,
应付股利,,,,,,,,,,,,"689,700.00","689,700.00","689,700.00","689,700.00","1,172,910.00","1,172,910.00","1,172,910.00","1,152,120.00","1,361,865.88","1,361,865.88","1,361,865.88","5,659,721.88","5,789,346.34","1,491,546.34","255,851.57","163,080.32","141,780.34",,"10,131,475.94","11,431,809.59"
存货,"21,798,756.85","32,093,143.21","29,202,619.67","35,945,673.94","44,339,266.37","30,177,800.20","35,381,048.69","40,764,878.38","44,934,910.82","43,007,139.50","52,628,830.67","58,472,778.67","61,961,505.04","54,485,843.25","59,056,233.47","59,365,784.30","57,637,580.65","54,111,965.73","57,747,597.22","61,074,857.03","53,792,741.66","69,538,623.96","83,146,800.54","89,617,252.78","94,832,309.40","85,655,391.56","94,271,727.70","111,311,839.93","110,376,858.25","107,482,884.06","124,111,701.14"
其他应付款,"3,100,059.85","2,911,929.14","3,780,521.76","3,796,673.28","3,080,405.67","5,606,261.08","3,733,172.95","2,987,540.56","3,663,941.13","100,099,971.12","4,982,026.27","7,555,214.71","8,026,135.14","8,188,225.37","10,941,967.66","14,243,628.50","40,304,396.61","39,759,278.50","39,565,982.07","42,355,603.66","39,771,341.31","155,762,081.76","398,207,452.51","494,621,562.13","478,898,581.24","973,605,777.14","938,276,995.86","382,457,324.50","368,725,311.00","519,886,751.56","27,292,742.26"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"1,313,400.00","800,000.00","800,000.00","800,000.00","800,000.00","800,000.00","800,000.00","800,000.00",,,,,,,,,,,,,,,,,"32,500,000.00","32,500,000.00","21,612,258.00","21,612,258.00",,
其他流动资产,"162,252.91","141,368.80","84,315.15","125,823.90","253,195.70","297,887.97","202,314.24","2,318,460.79","1,626,666.13","1,116,055.20","1,060,926.93","1,391,043.74","924,917.14","3,100,450.59","669,550.52","25,642,724.56","62,025,359.44","333,290,302.44","212,468,299.27","183,678,603.66","165,882,016.45","124,412,021.35","364,950,006.19","455,249,166.22","383,707,662.91","469,991,107.71","424,091,132.59","211,951,093.46","381,827,075.02","517,326,305.74","45,671,442.26"
其他流动负债,,"199,875.00",,,,,,,,,,,,,,,,"10,383,753.33","10,383,753.33","10,383,753.33","10,383,753.33",,,,,"45,590,000.00","45,590,000.00","45,590,000.00","45,590,000.00","45,590,000.00",
流动资产合计,"52,973,164.67","86,959,533.11","86,398,324.46","112,006,421.59","110,315,479.86","381,334,347.19","380,588,361.48","361,991,035.70","372,007,957.01","345,706,065.11","269,364,195.12","232,956,662.33","237,716,708.83","261,754,014.18","266,698,104.45","257,787,828.28","283,541,304.17","515,523,996.48","405,331,019.28","392,019,012.89","390,705,216.82","444,644,526.68","704,950,201.01","805,537,886.49","775,547,934.58","955,638,356.53","859,725,363.38","617,144,832.63","812,944,267.83","958,794,795.96","439,121,835.60"
流动负债合计,"11,955,295.92","41,542,068.81","44,659,251.93","50,404,841.41","39,875,869.08","23,816,706.74","19,978,077.21","22,752,972.24","26,383,973.09","120,562,226.51","27,395,907.21","37,419,610.80","39,657,718.23","37,050,948.71","41,369,161.27","49,594,021.78","79,305,209.27","87,755,072.12","84,950,830.58","102,779,632.03","90,522,510.70","334,168,314.97","593,199,071.44","731,837,085.11","743,487,682.36","1,380,332,139.14","1,288,530,403.20","688,489,750.40","679,527,746.13","855,787,557.48","304,266,167.28"
可供出售金融资产,,,,,,,,,,,,,,,,,"22,671,019.73","22,205,296.36","22,205,296.36","22,205,296.36","22,205,296.36","19,205,296.36","19,205,296.36","25,747,596.36","27,247,596.36","27,247,596.36","27,247,596.36","10,276,576.63","10,276,576.63","10,276,576.63","234,276.63"
长期借款,,,,,,,,,,,,,,,,,,,"20,266,484.80","30,252,484.80","32,640,484.80","32,640,484.80","65,689,954.80","49,439,954.80","54,112,242.80","26,362,258.00","26,362,258.00","15,000,000.00","15,000,000.00","15,000,000.00",
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
