科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"437,301,048.92","877,677,352.70","1,307,275,480.56","1,793,680,963.50","383,389,991.93","806,589,652.21","1,305,768,165.79","2,020,393,183.39","603,815,157.05","1,118,997,524.31","1,971,952,003.79","2,928,061,616.53","600,290,976.50","1,563,532,171.04","2,380,411,216.30","3,150,736,110.55","723,326,647.95","1,746,847,106.07","2,628,618,329.12","3,656,752,163.70","653,442,362.03","1,757,348,754.46","2,387,470,162.69","3,350,577,661.53","611,032,740.74","1,721,080,091.73","2,602,812,058.93","3,720,788,318.32","638,123,913.66","1,889,021,288.11","3,079,365,719.87","4,226,868,489.63","723,349,070.34","2,144,672,417.13","3,606,588,811.75","5,196,043,096.55","1,086,665,527.94","2,693,627,850.62","3,647,936,279.10","5,738,468,159.88","1,531,103,664.79","3,258,338,756.66","5,373,430,104.11"
二、营业利润,"19,732,269.80","45,491,723.90","78,320,699.63","97,205,488.98","16,647,733.17","23,371,500.90","43,500,887.86","36,191,466.78","17,277,596.54","27,913,534.53","49,770,036.36","53,239,004.78","26,715,970.59","45,044,028.27","67,840,307.94","84,028,927.02","33,009,582.95","67,865,471.70","100,050,481.14","99,962,875.86","30,933,875.66","68,896,684.13","95,298,802.43","92,836,791.43","29,156,159.42","61,504,589.44","90,330,042.05","69,675,414.94","27,926,823.60","54,339,801.06","75,520,295.83","68,995,604.33","26,228,553.76","51,994,424.45","55,970,671.63","50,027,033.62","25,951,352.66","48,201,756.51","43,156,575.19","47,574,144.15","36,302,978.54","71,115,120.59","89,116,829.29"
减:营业成本,"384,103,450.63","738,978,708.64","1,096,635,360.81","1,517,269,751.97","322,947,598.66","680,368,304.99","1,103,392,922.18","1,719,008,333.33","529,595,936.86","973,705,395.86","1,729,012,995.37","2,545,112,092.20","517,571,774.10","1,353,653,095.02","2,062,181,281.10","2,721,855,988.31","620,415,479.16","1,509,957,806.47","2,244,671,556.64","3,155,107,234.28","559,900,417.91","1,495,760,161.16","1,996,904,866.56","2,805,474,646.74","513,356,690.74","1,449,240,677.19","2,186,034,753.57","3,199,288,004.80","545,320,252.08","1,640,800,328.99","2,662,769,237.43","3,685,656,489.75","627,309,373.97","1,882,651,246.51","3,205,643,784.61","4,598,721,069.75","979,955,956.70","2,405,689,454.70","3,272,834,434.17","5,085,865,505.48","1,377,026,410.04","2,901,078,404.55","4,806,547,766.36"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"4,603,119.26","8,347,928.44","11,532,651.98","18,346,441.64","2,486,753.69","6,969,789.86","10,321,925.11","16,620,522.27","4,916,031.76","9,926,271.78","18,488,080.89","30,046,123.99","6,204,694.72","14,377,980.01","22,809,543.80","32,678,041.08","5,102,895.63","15,114,980.81","24,069,272.16","38,776,778.52","7,239,212.96","18,510,963.31","26,566,214.57","42,958,024.25","7,150,153.93","22,070,352.04","29,283,577.17","47,105,466.92","9,079,794.47","25,773,258.80","39,825,053.88","55,734,504.39","11,436,446.03","23,644,721.96","37,664,889.19","53,898,140.52","11,132,561.26","20,405,328.54","20,661,275.23","36,959,646.81","8,145,448.10","15,147,408.93","17,408,935.98"
营业外收入,"843,340.00","993,340.00","1,337,887.00","3,607,497.00","613,384.53","1,477,751.47","1,834,925.59","5,349,678.02","691,709.87","1,274,039.42","3,225,851.38","7,325,422.24","522,840.82","3,731,863.67","7,855,375.73","12,220,684.12","1,211,408.02","2,705,190.06","3,660,303.86","9,903,904.52","2,051,363.66","3,004,576.74","4,773,680.65","13,316,753.58","3,100,280.95","5,853,072.91","6,507,096.63","9,787,389.07","2,348,971.96","3,305,089.97","4,229,579.74","15,817,253.73","716,747.65","3,311,959.93","4,903,994.90","22,380,501.69","1,774,086.75","4,755,165.54","13,748,281.55","19,309,433.93","2,783,755.65","8,951,970.05","12,117,898.79"
销售费用,"2,550,459.95","5,549,798.44","8,227,487.76","11,981,583.65","3,404,977.09","10,890,957.91","20,072,908.74","25,690,526.67","5,019,346.86","5,874,944.89","12,634,651.61","22,164,372.73","5,883,038.30","7,902,312.55","14,116,095.91","20,962,284.69","5,746,668.88","9,783,924.09","15,697,425.37","23,154,555.40","6,953,440.22","12,669,229.04","17,624,194.79","24,298,877.43","6,522,007.07","13,951,103.90","18,593,131.67","24,934,680.42","6,705,453.09","13,204,224.92","17,770,147.09","23,593,756.83","6,580,904.51","13,559,297.68","18,513,061.15","24,843,743.75","8,017,640.79","13,449,550.24","17,826,660.70","24,274,996.63","6,609,642.96","12,828,185.80","16,333,735.79"
减:营业外支出,"755,794.37","2,252,835.91","2,922,558.87","5,882,968.94","779,821.52","1,503,223.85","2,877,104.00","3,339,509.69","1,096,317.62","1,830,197.23","3,673,610.35","5,735,611.34","628,725.53","1,435,017.31","3,136,828.86","7,213,961.20","1,230,687.32","2,237,962.53","3,191,577.88","5,176,545.48","700,375.50","2,029,401.86","2,770,314.63","6,112,021.14","2,905,241.74","3,912,724.79","4,630,677.01","6,024,013.83","574,888.70","1,739,214.95","3,602,456.38","7,180,355.74","497,532.72","1,667,494.18","1,699,723.37","6,465,777.40","841,887.56","2,165,452.25","2,752,220.98","4,281,979.81","21,922.90","790,506.18","1,213,418.54"
管理费用,"10,524,032.24","21,440,911.90","40,218,483.45","62,080,363.54","23,550,169.34","45,215,797.54","65,504,130.92","90,299,166.36","37,474,461.33","62,137,413.03","100,127,495.07","168,169,803.89","48,467,192.74","95,287,969.95","146,748,805.58","206,694,178.86","67,334,377.95","121,598,744.30","176,074,680.06","249,849,282.76","65,488,197.87","118,477,104.17","178,767,792.17","261,638,018.57","61,451,466.58","124,548,377.69","200,655,394.79","255,029,043.13","60,882,940.28","129,248,036.37","197,717,785.69","273,165,397.41","63,431,079.83","151,188,195.29","198,962,646.44","289,060,487.64","74,689,104.77","141,433,533.97","209,141,285.27","316,664,028.31","100,947,170.92","216,714,670.19","339,111,967.99"
其中:非流动资产处置净损失,,,"618,041.88","986,279.62",,,"196,008.51","263,184.80","30,452.53","46,277.25",,"252,044.94",,"82,349.07",,"201,776.45",,"633,144.15",,"1,048,867.80",,"43,851.92",,"631,770.26","2,501,742.12","2,408,976.81","2,501,742.12","385,992.89",,"50,420.50",,"1,201,013.20",,,"-275,864.43","552,375.26",,"7,113.52","8,530.36","77,561.60",,"404,370.87","527,227.60"
