科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"124,667,801.24","138,907,729.64","81,920,698.73","114,342,618.16","153,883,226.78","31,137,154.80","86,227,160.93","124,693,867.00","180,774,817.68","40,473,456.35","108,724,115.40","151,856,574.04","198,406,151.19","62,586,343.03","97,802,391.91","146,251,251.60","202,624,053.35","30,615,425.97","76,829,317.75","112,197,362.07","162,242,588.88","37,803,691.51","80,630,008.35","134,051,880.66","165,124,208.35","22,892,756.56","64,625,727.81","94,308,098.01","116,245,560.46","26,931,096.97","67,403,679.95","143,230,838.77","218,844,148.98","75,102,036.65","139,328,444.40","200,871,904.52","218,983,596.49","80,939,543.15"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"176,392,587.03","55,860,000.00","55,860,000.00","55,860,000.00","55,860,000.00",
收到的税费返还,,,,,,,,,,,,,,,,,,,"1,204,255.94",,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,"17,585,026.06",,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"7,905,611.67","1,465,131.92","1,167,363.87","1,509,339.24","4,038,491.58","5,025,383.49","5,605,820.39","11,596,012.47","8,567,474.07","5,951,696.29","7,676,033.50","10,534,313.96","11,820,756.78","13,928,116.15","16,260,896.72","19,309,243.79","20,363,711.89","12,450,561.54","15,777,053.46","19,851,514.82","23,370,837.67","10,087,996.74","14,065,828.28","17,272,312.44","17,089,201.17","1,187,651.16","4,579,223.93","6,098,750.39","6,464,752.55","7,005,429.15","8,873,095.39","20,791,103.79","15,255,998.77","29,590,904.74","31,088,106.92","34,185,694.51","37,024,028.50","3,831,649.28"
投资活动现金流出小计,"13,017,952.86","12,520,540.58","13,462,492.80","14,371,526.26","16,883,316.25","6,058,762.82","21,849,465.51","38,599,313.10","53,182,290.13","22,856,255.37","61,254,814.22","90,731,919.74","94,868,366.33","4,657,960.77","18,980,640.93","29,444,765.67","41,408,045.22","24,926,877.79","27,874,639.10","28,949,007.70","31,905,258.26","3,320,233.80","4,482,309.37","5,125,139.37","12,351,368.68","46,292,883.20","47,817,834.83","52,787,004.77","98,492,428.41","65,323,685.47","526,119,802.22","580,414,654.67","564,609,403.45","57,500,878.20","57,968,015.45","235,712,902.96","235,215,106.16","741,820.33"
经营活动现金流入小计,"132,573,412.91","140,372,861.56","83,088,062.60","115,851,957.40","157,921,718.36","36,162,538.29","91,832,981.32","136,289,879.47","189,342,291.75","46,425,152.64","116,400,148.90","162,390,888.00","210,226,907.97","76,514,459.18","114,063,288.63","165,560,495.39","222,987,765.24","43,065,987.51","93,810,627.15","132,048,876.89","185,613,426.55","47,891,688.25","94,695,836.63","151,324,193.10","182,213,409.52","24,080,407.72","69,204,951.74","100,406,848.40","122,710,313.01","33,936,526.12","76,276,775.34","164,021,942.56","234,100,147.75","104,692,941.39","170,416,551.32","235,057,599.03","256,007,624.99","84,771,192.43"
投资活动产生的现金流量净额,"-10,752,435.92","-12,336,139.00","-12,311,578.14","-8,203,718.93","-10,503,332.21","-6,057,307.24","-21,848,009.93","-38,363,136.08","-50,710,105.58","-19,933,724.04","-58,332,282.89","-87,576,950.17","-91,637,396.76","-4,657,960.77","-18,978,640.93","-29,434,765.67","-41,380,553.24","-24,926,877.79","-27,874,639.10","-28,949,007.70","-15,374,086.10","5,278,310.20","5,542,836.69","4,914,406.69","-2,317,822.62","-24,197,222.93","-25,722,174.56","-30,691,344.50","-62,837,068.14","-19,899,466.29","-93,907,583.04","-148,202,435.49","-132,397,184.27","-57,150,878.20","-57,618,015.45","-57,828,508.44","-128,697,254.58","48,731,541.32"
购买商品、接受劳务支付的现金,"99,038,114.22","88,925,844.50","7,087,788.76","16,533,388.33","18,016,322.21","13,209,668.14","36,540,964.33","54,866,670.26","87,981,219.58","26,618,660.16","59,591,629.54","86,003,729.66","114,009,902.99","19,864,229.24","32,966,061.28","47,869,401.04","53,827,730.46","9,745,425.76","17,721,107.99","25,270,809.91","33,738,986.17","10,155,253.30","18,476,556.87","38,885,926.30","35,966,307.51","6,605,823.57","13,533,217.04","25,537,477.77","26,892,742.69","5,678,903.30","15,567,260.78","49,192,271.47","82,725,978.94","47,347,379.36","68,105,827.91","87,815,709.39","91,418,403.22","61,369,101.27"
吸收投资收到的现金,"7,000,000.00","20,008,360.50",,,,"594,720,000.00","594,720,000.00","594,720,000.00","594,720,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"13,818,517.04","15,482,539.93","7,814,497.89","12,442,053.83","16,419,012.20","5,718,881.25","12,291,054.12","18,651,748.88","24,125,344.01","8,961,867.90","16,738,379.75","24,904,527.91","33,561,359.77","11,330,237.60","18,758,032.05","26,093,098.30","34,817,990.54","9,577,348.34","16,958,162.49","24,512,991.70","31,888,472.09","7,844,296.75","16,869,151.38","22,410,304.48","32,545,161.76","9,504,299.78","17,436,930.56","25,689,845.94","32,849,687.35","8,149,514.63","15,745,664.40","24,387,431.62","36,353,199.29","11,211,860.81","21,865,322.57","31,856,334.53","39,911,026.66","12,077,046.88"
取得借款收到的现金,"12,000,000.00","12,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付的各项税费,"8,504,126.19","23,494,293.74","10,763,743.96","20,032,642.62","27,937,797.22","2,904,514.31","11,025,054.08","20,811,658.40","27,860,235.67","8,179,438.33","12,699,047.31","19,775,262.93","26,757,125.70","5,561,848.19","10,706,791.27","19,372,018.19","26,679,592.78","4,428,412.49","12,430,872.36","22,282,458.18","29,154,005.38","3,416,658.34","14,289,748.81","23,873,336.36","27,535,330.92","5,127,702.55","9,381,398.00","18,717,310.74","19,425,748.29","3,128,309.58","10,163,631.42","23,705,141.53","32,395,105.50","4,626,311.93","12,339,503.86","22,256,007.99","26,097,767.88","4,680,902.31"
收到其他与筹资活动有关的现金,,,,,,"270,029.19","4,519,818.34","6,444,815.34","4,580,000.00","1,274,625.76",,,"5,591,196.37","4,727,166.54","4,727,166.54","4,727,166.54","4,727,166.54",,,,"4,939.27",,,,,,"1,783,500.00","2,723,500.00","6,173,500.00",,,,,"3,575,695.00","3,575,695.00","3,575,695.00","3,450,000.00",
支付其他与经营活动有关的现金,"8,055,894.27","14,638,565.86","5,699,046.75","12,902,723.48","12,144,356.72","2,787,551.72","4,561,440.72","6,830,955.61","17,263,128.27","3,072,581.14","6,701,955.61","8,957,791.51","13,875,459.29","3,495,344.69","8,361,771.49","12,891,281.68","18,652,444.18","4,864,262.97","10,476,845.43","15,067,870.67","19,001,255.99","6,708,418.15","11,106,898.57","16,992,503.98","15,843,865.48","3,786,197.46","10,633,751.46","11,790,290.87","15,108,629.57","2,706,945.84","10,736,901.83","26,681,924.77","21,376,126.13","5,761,231.56","14,761,314.69","19,653,176.77","23,579,549.11","4,981,193.42"
