科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"330,906,385.17","704,952,392.68","1,189,299,944.35","1,641,357,957.99","410,191,290.43","893,367,286.53","1,386,050,606.38","1,838,896,967.34","271,779,925.37","568,430,660.32","962,514,793.29","1,397,926,492.97","452,646,866.66","1,053,095,057.72","1,979,896,306.59","3,485,545,895.68","1,105,411,739.37","2,079,422,168.70","2,917,291,699.38","3,661,140,532.39","818,420,509.93","1,714,792,217.77","2,646,607,574.92","3,314,932,340.12","698,021,620.92","1,554,848,970.55","2,466,711,906.25","3,555,529,091.47","946,817,656.59","1,981,838,148.51","3,121,285,193.36","3,997,348,258.10","1,027,617,855.92","2,062,505,693.69","3,197,801,472.57","4,463,785,976.80","1,285,666,527.07","2,639,763,733.98","4,031,171,595.10","4,994,490,048.20","1,244,325,896.73","3,010,053,462.47","4,722,412,537.01","6,268,987,037.67"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,"975,473.10",,,,
收到的税费返还,,"1,778,861.72","1,778,861.72","2,652,504.11","1,847,309.33","8,345,467.83","12,791,337.16","15,256,385.80",,,,"3,083,983.85","3,815,745.22","3,815,745.22","12,910,221.42","30,979,939.68","31,733,811.57","58,456,846.09","99,724,160.47","129,882,537.67","12,646,799.97","20,968,942.62","44,457,951.80","49,114,076.17","3,384,318.41","4,467,114.37","4,467,114.37","8,083,842.37","9,667,686.83","11,668,924.13","18,671,016.39","20,589,451.75","393,192.29","8,422,006.04","14,619,851.89","31,135,566.61","21,019,405.64","22,714,324.17","31,687,243.25","62,849,974.99","19,598,144.62","55,867,810.06","93,333,214.04","123,809,691.10"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,"70,000,000.00","70,000,000.00","25,000,000.00",,,,"30,000,000.00",,,,"1,443,665,210.07","1,097,843,898.73","1,497,624,284.05","1,757,624,278.06","2,171,624,278.02","220,232,550.07","220,232,550.07","293,688,350.07","403,201,350.07",,,,"2,000,000.00"
收到其他与经营活动有关的现金,"25,156,482.67","96,398,919.80","110,410,066.21","33,831,264.60","10,766,035.86","46,504,712.89","76,044,436.43","87,430,323.08","17,371,505.61","53,518,311.71","64,449,926.11","27,699,481.93","64,851,816.94","85,469,892.01","86,785,718.08","28,780,352.87","46,901,682.68","123,497,305.59","133,088,382.93","73,720,520.69","78,213,790.90","99,542,479.07","199,628,435.73","25,389,114.95","57,416,417.76","81,595,228.97","106,404,573.41","111,332,120.79","5,595,353.89","68,069,713.01","64,830,222.96","144,264,365.37","46,341,922.24","55,823,200.87","59,851,727.88","168,044,328.11","33,899,908.61","77,180,998.09","206,231,744.75","214,981,144.80","33,019,197.52","105,656,249.90","133,326,970.78","201,984,290.79"
投资活动现金流出小计,"17,426,257.73","70,411,620.40","90,984,742.42","198,324,133.49","57,989,521.74","125,824,322.10","169,418,146.46","260,486,340.45","88,162,760.73","103,818,242.28","119,247,913.41","152,073,144.96","15,585,062.16","219,917,929.66","701,398,911.57","1,101,486,569.22","308,940,548.26","460,606,271.97","505,830,682.51","722,510,536.14","80,794,468.99","223,303,041.88","438,178,914.88","1,511,123,239.21","30,503,107.94","436,862,259.84","921,215,328.53","1,408,381,214.14","580,229,683.87","862,993,924.67","1,334,930,082.47","4,073,669,452.14","1,245,600,982.14","2,251,762,052.81","3,412,027,154.26","5,320,411,086.41","1,163,752,976.84","2,213,596,461.32","3,592,963,709.26","4,782,490,889.91","348,487,799.85","931,552,377.19","2,239,128,017.17","3,224,628,930.79"
经营活动现金流入小计,"356,062,867.84","803,130,174.20","1,301,488,872.28","1,677,841,726.70","422,804,635.62","948,217,467.25","1,474,886,379.97","1,941,583,676.22","289,151,430.98","621,948,972.03","1,026,964,719.40","1,428,709,958.75","521,314,428.82","1,142,380,694.95","2,079,592,246.09","3,545,306,188.23","1,184,047,233.62","2,261,376,320.38","3,150,104,242.78","3,864,743,590.75","909,281,100.80","1,835,303,639.46","2,890,693,962.45","3,389,435,531.24","758,822,357.09","1,640,911,313.89","2,577,583,594.03","3,674,945,054.63","962,080,697.31","2,061,576,785.65","3,204,786,432.71","4,162,202,075.22","1,074,352,970.45","2,126,750,900.60","3,272,273,052.34","4,662,965,871.52","1,340,585,841.32","2,739,659,056.24","4,269,090,583.10","5,272,321,167.99","1,296,943,238.87","3,171,577,522.43","4,949,072,721.83","6,594,781,019.56"
投资活动产生的现金流量净额,"-14,141,773.93","-66,350,969.04","-63,605,385.34","-162,004,745.48","-56,357,813.74","-107,294,735.18","-140,317,953.01","-229,847,030.17","-81,075,075.57","-91,892,008.00","-104,317,896.91","-131,813,720.06","-9,840,346.44","-206,705,541.03","-684,912,962.94","-1,082,385,793.70","-306,455,834.35","-453,514,278.69","-493,061,132.82","-708,067,478.68","-78,097,420.21","-209,922,009.68","-421,898,722.89","-493,581,379.16","-28,365,934.89","-180,150,036.37","-413,180,622.88","-528,672,469.99","123,081,183.01","349,801,616.61","-965,176.57","-150,716,825.30","-529,512,545.55","-387,671,021.45","-811,969,141.37","-1,061,992,310.93","-88,429,380.49","-212,641,945.34","-668,552,377.28","-665,136,072.73","699,528,610.84","928,743,939.28","112,628,117.94","39,325,591.52"
购买商品、接受劳务支付的现金,"229,959,210.17","460,332,870.10","777,759,531.04","1,070,677,401.30","267,938,322.41","608,855,881.05","923,706,168.74","1,148,650,778.54","155,837,486.23","285,276,710.43","501,780,841.26","721,980,314.69","278,321,286.39","680,277,360.37","1,282,808,405.87","2,502,738,755.75","1,160,634,834.17","1,954,675,290.46","2,591,659,616.66","2,871,180,684.66","567,764,753.53","1,198,730,618.17","1,709,007,744.03","2,118,940,843.28","395,021,151.07","961,885,936.25","1,494,937,349.28","2,111,938,435.41","587,521,369.73","1,266,693,135.97","1,905,764,509.18","2,316,092,673.15","597,118,571.19","1,205,441,720.47","1,810,491,807.50","2,582,816,324.98","820,186,811.00","1,774,084,961.08","2,666,695,742.95","3,044,500,086.92","946,442,992.35","2,350,995,557.45","3,432,476,173.94","4,132,135,978.09"
吸收投资收到的现金,,,,"894,842,601.00",,"4,000,000.00","4,000,000.00","2,040,000.00",,,,,,,,,"133,800,000.00","133,800,000.00","133,800,000.00","133,800,000.00",,,,,,,,,,,,,,"400,000.00","400,000.00","400,000.00",,"1,000,000.00","1,000,000.00","1,000,000.00",,,,
