科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"242,255,547.94","326,908,533.55","540,991,241.95","117,096,529.35","251,004,344.19","408,226,690.51","562,890,957.65","88,217,964.37","239,728,504.53","375,105,678.07","567,341,084.04","156,511,584.83","321,313,776.34","520,746,429.64","714,310,395.92","189,516,486.67","394,838,793.00","662,687,178.05","962,481,952.70","266,834,890.40","563,656,423.53","857,860,300.49","1,156,798,579.86","299,790,335.40","695,341,988.22","1,184,376,756.79","1,793,343,085.10","518,709,002.25","1,141,079,520.04","1,739,708,376.20","2,505,386,981.05","872,329,825.20"
取得子公司及其他营业单位支付的现金净额,,,"4,593,911.53",,,,,,"2,906,133.40","2,906,133.40","926,133.40",,,,,,,,"8,844,630.53",,,,"40,300,000.00",,,,,,,"63,492,735.26","144,432,413.44",
收到的税费返还,"3,050,706.92","2,990,888.17","6,349,238.64","8,027,815.90","10,330,267.98","15,730,205.27","19,008,074.98","7,582,611.02","11,223,501.69","15,461,297.00","23,143,067.18","5,681,422.03","15,869,523.56","27,377,548.87","32,526,336.21","9,101,199.52","30,659,185.74","45,643,111.73","50,750,225.96","9,276,423.92","32,932,509.25","58,212,462.56","87,993,145.94","17,408,174.91","32,832,074.75","73,858,650.52","110,739,749.43","31,430,286.23","52,810,314.98","95,256,995.10","152,786,737.50","38,742,779.20"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,"500,000.00",,,,,,"95,000.00","55,200.00","55,200.00","55,200.00",,,,,"25,500,000.00",
收到其他与经营活动有关的现金,"825,904.80","2,345,820.80","5,700,749.57","2,317,444.46","10,892,145.53","16,094,840.05","13,845,082.98","18,011,940.19","24,598,943.05","32,037,345.01","23,315,619.32","4,043,626.13","19,908,772.57","31,032,691.51","17,813,047.96","10,588,514.98","6,974,454.87","67,061,171.01","9,328,825.86","21,017,746.93","7,892,214.33","89,479,223.11","27,558,506.29","57,152,589.34","38,203,207.00","29,277,157.73","20,734,065.57","48,012,730.11","24,156,877.56","124,831,565.03","85,150,002.65","54,871,864.83"
投资活动现金流出小计,"5,072,322.52","7,589,920.44","86,279,648.33","5,076,957.78","6,661,778.89","26,061,881.50","54,415,587.36","51,072,880.13","70,548,710.44","107,686,009.67","130,347,130.99","28,382,502.44","43,059,971.81","71,557,453.63","103,920,846.01","8,611,379.03","42,163,471.95","61,713,765.01","97,528,829.79","52,963,283.75","71,598,452.95","101,039,678.01","144,770,043.35","27,698,007.22","80,110,417.25","108,954,442.51","153,451,633.06","127,722,883.38","288,634,789.51","484,874,640.98","608,395,444.81","279,470,395.16"
经营活动现金流入小计,"246,132,159.66","332,245,242.52","553,041,230.16","127,441,789.71","272,226,757.70","440,051,735.83","595,744,115.61","113,812,515.58","275,550,949.27","422,604,320.08","613,799,770.54","166,236,632.99","357,092,072.47","579,156,670.02","764,649,780.09","209,206,201.17","432,472,433.61","775,391,460.79","1,022,561,004.52","297,129,061.25","604,481,147.11","1,005,551,986.16","1,272,350,232.09","374,351,099.65","766,377,269.97","1,287,512,565.04","1,924,816,900.10","598,152,018.59","1,218,046,712.58","1,959,796,936.33","2,743,323,721.20","965,944,469.23"
投资活动产生的现金流量净额,"-5,072,322.52","-7,589,920.44","-86,070,032.95","-5,076,957.78","-6,661,778.89","-25,379,881.50","-53,766,881.69","-51,072,880.13","-70,548,710.44","-107,686,009.67","-119,577,646.37","-28,382,502.44","-43,059,971.81","-71,557,453.63","-102,107,645.00","-8,611,379.03","-42,163,471.95","-56,655,765.01","-91,315,569.51","-52,963,283.75","-71,204,636.91","-100,632,266.48","-144,029,604.39","-27,698,007.22","-80,083,417.25","-108,793,942.51","-148,678,426.69","-127,704,807.51","-288,616,789.51","-484,782,413.06","-604,794,170.51","-279,457,395.16"
购买商品、接受劳务支付的现金,"195,522,006.68","276,709,139.46","425,792,903.70","95,185,998.32","203,258,257.90","307,128,502.51","418,101,897.30","85,493,390.39","199,251,707.39","331,321,012.35","507,295,722.29","77,068,597.37","219,491,538.02","337,529,150.79","494,146,741.57","159,741,769.83","269,493,677.07","511,078,639.03","684,512,668.55","189,389,566.68","414,620,235.09","612,709,431.61","841,644,695.94","226,934,213.54","509,791,779.56","781,442,660.67","1,228,281,288.92","467,860,454.68","862,530,407.41","1,310,429,029.15","1,917,048,309.13","688,204,866.74"
吸收投资收到的现金,"7,200,000.00","10,000,000.00","45,000,000.00",,"341,530,000.00","341,530,000.00","341,530,000.00",,,,,,,,"2,476,800.00",,,,"2,400,640.00",,,,"206,549,986.96","36,217,429.61","32,259,635.49","355,333,082.16","367,275,828.79","142,629,317.80","144,589,317.80","156,456,092.26","185,363,217.70",
