科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"591,313,970.39","721,412,808.09","798,385,984.36","360,264,014.29","588,890,453.55","952,061,623.41","227,795,358.24","542,835,920.28","789,965,854.52","1,205,957,095.36","260,778,886.13","576,434,749.60","902,346,010.85","1,406,783,198.64","352,734,728.30","719,057,501.43","1,048,145,921.94","1,684,841,814.74","345,197,929.47","755,695,753.74","1,190,742,424.01","1,946,837,461.69","382,860,262.47","768,910,911.79","1,169,410,174.85","2,293,777,543.14","474,660,277.58","1,121,799,056.14","1,654,685,422.50","2,696,114,939.84","622,284,281.12","1,350,682,009.82","2,148,175,885.43","5,977,970,721.07","979,078,631.46"
二、营业利润,"33,447,100.33","38,739,886.19","39,168,571.78","16,408,979.64","21,473,463.43","45,901,768.43","5,685,594.16","24,047,137.55","31,112,132.23","69,654,362.33","11,651,552.31","33,504,892.27","45,016,659.94","81,630,053.44","9,785,166.37","28,345,845.09","38,679,621.19","88,567,716.28","10,810,885.23","23,398,770.23","32,722,412.51","81,038,131.40","8,742,396.49","10,426,042.13","19,726,254.49","100,399,574.22","11,516,900.01","14,288,079.51","12,488,337.76","85,085,167.49","10,834,063.47","12,209,709.44","31,564,018.22","236,710,358.86","38,066,765.58"
减:营业成本,"429,618,970.04","526,933,484.42","569,530,915.77","253,761,540.89","428,369,300.46","685,226,345.98","165,529,001.56","391,822,782.74","583,153,141.02","909,204,024.50","190,333,248.83","409,105,377.14","651,466,310.12","1,043,431,137.59","265,611,744.21","533,279,389.88","779,246,146.48","1,282,047,093.10","264,262,597.18","570,178,337.38","920,119,841.77","1,540,341,978.81","301,277,276.38","598,909,322.70","919,213,278.06","1,847,794,388.82","369,592,249.23","906,499,040.38","1,350,787,891.01","2,211,211,484.64","501,522,662.42","1,114,490,864.43","1,804,425,722.94","5,006,280,429.57","805,588,054.11"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"10,333,110.49","12,842,592.30","17,510,229.81","7,703,300.95","11,955,107.64","19,354,968.10","4,871,680.11","11,421,233.88","15,608,545.05","23,705,299.17","4,919,438.65","11,493,411.04","17,174,732.27","20,415,695.68","1,866,897.55","4,311,128.21","6,053,000.68","9,619,388.28","2,977,355.82","3,899,148.56","5,765,981.81","11,576,642.68","505,873.40","2,159,456.01","2,077,317.99","7,337,298.31","597,667.52","3,525,956.68","4,739,640.49","11,128,828.47","1,858,307.56","2,960,375.38","4,114,207.96","27,373,033.33","2,783,765.36"
营业外收入,"5,336,048.24","2,914,266.19","8,821,749.56","8,331,901.21","11,918,804.40","18,107,658.32","7,426,293.00","8,453,031.00","12,088,486.81","18,943,022.41","1,749,168.47","3,060,188.29","4,500,632.11","17,343,306.16","3,973,251.36","8,925,495.79","13,064,661.21","22,016,757.61","3,540,632.36","11,974,419.44","20,409,581.12","26,683,787.78","4,002,089.63","8,375,670.59","10,926,350.63","24,574,215.83","1,015,855.75","2,474,582.30","15,799,896.32","37,579,305.38","2,489,278.57","8,632,538.82","242,841.32","5,340,852.52","279,080.82"
销售费用,"39,503,953.76","39,890,963.04","48,668,400.49","25,261,402.95","40,654,057.32","57,708,417.33","16,823,406.29","35,111,879.08","52,568,525.16","71,675,904.64","15,995,387.48","31,866,604.19","52,300,302.44","72,585,839.85","18,963,728.11","38,070,508.47","59,737,597.32","83,209,026.02","19,933,826.98","41,068,721.95","60,646,262.48","80,842,262.68","17,793,304.27","35,454,248.83","57,377,777.22","82,794,619.77","25,002,379.77","46,036,795.49","68,818,275.39","94,891,109.19","29,937,047.46","56,207,526.52","84,347,900.81","207,076,498.19","33,924,432.38"
减:营业外支出,"608,638.00","839,674.40","1,331,734.64","294,684.95","505,794.29","555,168.50","10,227.16","151,775.99","272,799.28","400,456.66","86,791.92","128,626.20","164,035.12","289,681.12","46,696.16","85,374.19","116,187.70","248,346.01","188,950.21","257,550.42","580,131.30","1,324,928.21","49,963.84","788,263.36","1,452,390.68","8,872,412.57","26,930.16","108,891.37","163,199.40","458,412.53","13,764.04","353,719.64","495,564.06","269,625.17","294,323.88"
管理费用,"63,327,065.89","80,644,826.39","95,306,753.41","49,222,481.31","75,498,885.72","117,073,004.31","32,880,480.02","73,203,090.40","98,951,267.38","138,471,837.79","35,252,496.75","73,779,668.31","117,288,608.05","157,614,831.19","54,114,069.85","97,926,246.84","140,821,324.10","186,876,209.01","44,267,121.96","92,353,704.39","133,764,541.85","177,275,171.80","45,052,412.55","84,120,756.16","121,422,783.00","167,752,712.27","57,541,625.91","102,869,572.93","153,357,551.34","199,596,650.35","64,380,938.03","111,694,731.39","168,276,746.56","418,151,071.05","89,281,690.23"
其中:非流动资产处置净损失,"205,766.15","361,491.31",,"94,083.43","305,192.77","244,199.60","10,014.16","40,279.04","61,285.08","188,942.46","43,842.02","77,841.50","113,249.27","121,374.59","46,696.16","85,373.79","106,080.80","179,482.03","87,739.21","91,739.21","104,677.09","268,348.50","20,347.84","57,292.52","285,935.22","562,243.10",467.16,"76,573.67","88,902.99","353,860.35",,"313,967.20","397,857.24",,
