科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"99,723,916.66","187,690,783.98","253,490,529.23","221,218,930.51","871,125,842.33","975,455,875.32","739,778,306.49","877,592,159.01","762,166,868.39","823,717,230.16","1,476,494,210.51","1,017,036,640.71","973,609,684.98","1,128,727,515.20","1,247,968,848.86","988,936,762.96","1,098,022,299.01"
短期借款,"100,000,000.00","160,310,000.00","107,750,000.00","131,260,000.00","198,340,000.00","256,840,000.00","133,200,000.00","260,000,000.00","290,000,000.00","335,000,000.00","80,000,000.00","50,000,000.00","130,000,000.00","327,000,000.00","357,000,000.00","457,000,000.00","500,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,
应收票据,"19,700,000.00","18,200,000.00","15,000,000.00","8,500,000.00","14,900,000.00","10,022,105.00","12,700,800.00","2,700,000.00","9,099,914.00","5,944,720.00","400,000.00","200,000.00","1,197,828.00","20,776,812.00","21,638,984.00","13,050,000.00","9,130,648.00"
应付票据,,,"20,724,671.00","19,360,674.00","18,730,784.18","39,601,376.18","75,866,917.00","49,675,566.00","57,253,724.60","55,125,106.60","10,000,000.00",,,,,,
应收账款,"43,816,481.32","63,630,903.76","65,066,481.30","66,181,499.47","67,817,362.06","68,398,310.58","71,903,533.71","68,912,247.59","81,124,305.86","68,982,688.77","66,080,950.98","77,681,560.20","94,305,037.91","179,891,476.61","146,110,295.53","252,359,148.90","165,937,537.83"
应付账款,"19,306,726.61","18,298,076.47","20,170,819.11","23,788,929.77","21,252,839.05","23,362,151.20","22,557,625.69","25,367,912.68","23,431,824.85","17,408,628.30","23,875,441.76","23,459,959.17","23,737,912.00","27,433,241.35","42,510,786.96","46,558,878.90","36,189,130.03"
预付款项,"25,093,655.61","22,279,637.63","20,621,655.69","19,249,355.08","21,991,254.18","21,046,248.01","19,530,408.85","17,195,551.44","18,010,965.90","18,998,839.67","17,082,771.34","20,529,120.31","42,209,088.12","45,891,719.68","18,548,182.91","67,800,324.20","31,436,277.54"
预收款项,"11,640,733.57","17,186,725.18","12,859,195.20","2,106,249.00","413,445.74",,"7,486,962.29","513,099.50",,,"6,251,381.55","5,262,970.00","1,213,120.30","1,615,532.44","3,698,022.90","3,226,119.10","5,109,201.88"
其他应收款,"960,730.91","1,776,731.70","1,898,730.53","2,527,047.84","1,791,099.27","488,780.03","508,628.83","20,741,990.18","21,238,773.70","1,999,754.64","1,910,169.14","5,875,575.32","17,660,494.04","24,752,013.62","20,353,906.54","26,585,539.97","27,508,469.99"
应付职工薪酬,"9,907,501.72","11,335,653.10","13,373,180.54","6,294,659.18","7,781,229.80","8,671,791.48","13,521,900.24","6,382,054.05","7,768,862.67","8,840,812.11","14,489,204.07","7,098,833.41","6,475,688.34","10,212,543.06","18,277,727.89","8,528,830.30","9,486,467.00"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"3,767,495.93","4,364,021.70","4,311,102.70","8,235,800.90","7,849,178.99","6,253,251.42","6,078,889.46","9,726,609.70","6,782,126.27","5,836,236.98","8,521,635.96","11,978,799.70","9,665,764.02","8,810,646.15","7,232,656.02","14,044,044.54","9,951,273.87"
应收利息,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,"547,749.58","568,711.11","669,600.00"
应收股利,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,"1,216,002.60",,,,,"16,832,074.28",,,,
存货,"69,454,007.98","67,652,146.01","73,141,873.49","60,164,541.72","61,616,702.36","56,785,704.28","76,628,566.58","54,497,893.25","65,824,918.84","60,496,202.15","64,294,707.85","77,360,626.30","81,481,878.78","80,752,708.82","106,038,452.52","137,832,968.30","137,606,835.81"
其他应付款,"299,957.00","277,212.00","282,401.75","55,280.00","6,631,556.41","973,677.60","836,352.60","1,101,005.68","1,462,533.13","1,165,305.18","2,297,444.90","1,745,559.02","2,382,801.73","1,835,442.73","1,222,732.46","1,356,105.20","1,283,817.15"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,
其他流动资产,"6,424,251.72","4,364,169.15","4,271,983.92","1,256,342.06","2,688,800.58","2,016,956.38","156,765,667.77","100,955,872.46","200,024,404.46","185,306,941.85","258,632,160.86","644,518,552.73","729,097,808.39","528,107,633.56","364,656,762.69","428,382,684.98","302,892,375.69"
其他流动负债,,,,,,,"62,950.82",,"62,950.82","62,950.82","62,950.82","62,950.82","62,950.82","62,950.82","62,950.82","62,950.82","62,950.82"
流动资产合计,"265,173,044.20","365,594,372.23","433,491,254.16","379,097,716.68","1,041,931,060.78","1,134,213,979.60","1,077,815,912.23","1,142,595,713.93","1,157,490,151.15","1,165,446,377.24","1,884,894,970.68","1,843,202,075.57","1,939,561,820.22","2,008,899,879.49","1,925,315,433.05","1,914,947,429.31","1,772,534,443.87"
流动负债合计,"144,922,414.83","211,771,688.45","179,471,370.30","191,101,592.85","260,999,034.17","335,702,247.88","259,611,598.10","353,982,250.21","386,762,022.34","423,439,039.99","145,498,059.06","99,609,072.12","190,370,311.49","376,970,356.55","430,552,626.63","531,345,639.97","562,752,440.75"
可供出售金融资产,,,,,,,,,,,,,,,"126,000,000.00","126,000,000.00","127,000,000.00"
长期借款,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,"145,200,000.00","72,049,501.68","118,069,501.68","128,211,550.60"
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,
固定资产,"120,522,926.92","117,342,661.88","112,351,359.44","111,108,290.35","109,874,361.88","108,713,339.44","121,623,373.25","120,531,429.85","119,421,713.19","119,674,285.75","135,710,721.79","136,774,742.08","163,141,934.21","162,360,954.42","159,918,464.32","157,814,935.50","156,600,866.64"
递延所得税负债,,,,,,,,,,,"29,247,474.47","29,066,188.47","28,884,902.47","29,247,474.47","28,522,330.47","28,341,044.47","28,159,758.47"
在建工程,,,,,,"12,225,200.00","9,156,000.00","19,435,920.00","31,595,969.35","48,322,157.94","39,302,248.17","75,008,882.92","56,202,956.94","55,442,717.79","55,293,745.32","117,662,207.93","119,527,211.50"
其他非流动负债,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
