科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
非流动负债合计,,"1,000,000.00","1,000,000.00","3,000,000.00","4,500,000.00","4,500,000.00","6,037,049.18","6,100,000.00","6,037,049.18","6,037,049.18","35,221,572.83","36,040,286.83","34,859,000.83","35,221,572.83","36,280,144.68","35,498,858.68","35,164,631.50"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"144,922,414.83","212,771,688.45","180,471,370.30","194,101,592.85","265,499,034.17","340,202,247.88","265,648,647.28","360,082,250.21","392,799,071.52","429,476,089.17","180,719,631.89","135,649,358.95","225,229,312.32","412,191,929.38","466,832,771.31","566,844,498.65","597,917,072.25"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"78,660,000.00","78,660,000.00","78,660,000.00","78,660,000.00","104,880,000.00","104,880,000.00","104,880,000.00","209,760,000.00","209,760,000.00","209,760,000.00","240,458,204.00","240,458,204.00","240,458,204.00","240,458,204.00","240,458,204.00","240,458,204.00","240,458,204.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"82,199,370.12","82,199,370.12","82,199,370.12","82,199,370.12","617,719,405.52","617,719,405.52","617,719,405.52","512,839,405.52","512,839,405.52","513,020,560.06","1,459,718,768.97","1,459,718,768.97","1,459,718,768.97","1,459,718,768.97","1,459,718,768.97","1,459,718,768.97","1,459,718,768.97"
无形资产,"27,400,847.01","26,691,451.27","25,844,926.92","25,642,321.35","25,546,382.46","25,352,089.14","49,082,530.08","48,774,030.97","48,443,687.86","148,781,494.80","180,476,532.12","179,800,457.07","178,991,271.44","178,149,929.31","176,759,985.38","175,932,132.41","175,149,500.55"
盈余公积,"18,468,400.07","28,657,152.58","39,395,218.99","39,395,218.99","39,395,218.99","39,395,218.99","51,560,812.48","51,560,812.48","51,560,812.48","51,560,812.48","64,138,322.12","64,138,322.12","64,138,322.12","64,138,322.12","79,817,920.57","79,817,920.57","79,817,920.57"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,"34,199,169.04"
商誉,,,,,,,,,,,,,,,,,
未分配利润,"116,193,829.52","107,994,402.11","204,636,999.76","141,938,367.37","170,551,992.92","199,001,582.27","219,412,097.45","235,780,073.71","261,133,171.51","279,979,070.43","306,328,463.45","347,500,424.27","363,773,678.91","392,257,087.42","403,124,136.39","444,456,431.72","478,579,925.22"
长期待摊费用,,,,,,,,,"15,692.31","86,769.24","5,201,736.01","7,169,001.57","7,324,339.61","8,028,644.65","9,820,537.94","8,890,070.18","9,650,110.88"
少数股东权益,,,,,,,,,,,,,,,,,
递延所得税资产,"347,196.41","654,127.88","665,418.65","976,914.95","1,224,540.48","1,224,540.48","1,485,447.17","1,485,447.17","1,485,447.17","1,485,447.17","3,523,099.96","5,173,189.10","8,095,963.90","10,682,186.23","10,123,999.75","11,979,546.90","13,619,037.93"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,"27,000,000.00",,"13,010,000.00","19,469,306.00","19,469,306.00","19,469,306.00","57,700.00","37,200,000.00","69,639,800.00",,"2,254,081.70","336,730.00",,,"114,670,133.80","160,000,000.00","320,000,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"175,270,970.34","144,688,241.03","151,871,705.01","157,196,832.65","156,114,590.82","166,984,475.06","181,405,050.50","227,426,827.99","270,602,309.88","318,350,154.90","366,468,419.75","404,263,002.74","413,756,466.10","559,864,432.40","724,636,368.19","876,348,394.60","1,049,758,278.10"
所有者权益(或股东权益)合计,"295,521,599.71","297,510,924.81","404,891,588.87","342,192,956.48","932,546,617.43","960,996,206.78","993,572,315.45","1,009,940,291.71","1,035,293,389.51","1,054,320,442.97","2,070,643,758.54","2,111,815,719.36","2,128,088,974.00","2,156,572,382.51","2,183,119,029.93","2,224,451,325.26","2,224,375,649.72"
资产总计,"440,444,014.54","510,282,613.26","585,362,959.17","536,294,549.33","1,198,045,651.60","1,301,198,454.66","1,259,220,962.73","1,370,022,541.92","1,428,092,461.03","1,483,796,532.14","2,251,363,390.43","2,247,465,078.31","2,353,318,286.32","2,568,764,311.89","2,649,951,801.24","2,791,295,823.91","2,822,292,721.97"
负债和所有者(或股东权益)合计,"440,444,014.54","510,282,613.26","585,362,959.17","536,294,549.33","1,198,045,651.60","1,301,198,454.66","1,259,220,962.73","1,370,022,541.92","1,428,092,461.03","1,483,796,532.14","2,251,363,390.43","2,247,465,078.31","2,353,318,286.32","2,568,764,311.89","2,649,951,801.24","2,791,295,823.91","2,822,292,721.97"
