科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
存货,"102,284,028.67","108,322,520.78","131,672,386.44","132,854,488.23","148,347,059.72","199,621,813.16","242,759,577.09","255,565,346.51","273,244,440.28","282,278,898.74","322,320,140.37","309,842,212.86"
其他应付款,"16,371,674.79","16,065,131.04","22,920,458.27","23,143,173.43","25,582,135.98","35,152,658.81","34,959,654.58","38,257,475.53","37,380,299.38","39,975,660.32","49,732,696.14","60,390,741.78"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,"703,935.97","333,261.98","612,919.59","1,207,124.34","1,607,043.43","3,033,985.96","559,741.48","3,460,914.77","3,548,886.79","4,501,168.71","404,380.55","560,830.86"
一年内到期的非流动负债,,"97,500,000.00","11,000,000.00","24,143,724.76","31,000,000.00","5,000,000.00","40,000,000.00","60,000,000.00","42,500,000.00","39,368,597.21","27,500,000.00","27,500,000.00"
其他流动资产,"33,068,871.86","35,077,147.95","37,269,010.93","36,461,770.47","47,837,824.30","52,946,756.21","492,065,250.68","353,876,776.15","282,481,201.68","113,933,656.64","55,748,348.79","637,898,930.35"
其他流动负债,,,,,,,,,,,,
流动资产合计,"477,514,139.00","618,255,244.08","724,751,568.17","780,543,585.89","908,028,542.47","1,746,870,687.98","1,439,840,865.36","1,582,983,324.77","1,600,967,594.15","1,740,120,590.58","2,448,972,345.44","2,304,430,676.87"
流动负债合计,"590,430,378.70","630,979,844.47","802,285,045.36","922,495,893.11","1,007,508,180.58","1,107,848,720.08","1,055,087,195.51","1,427,349,755.96","1,386,305,065.89","1,577,376,653.85","1,720,106,144.82","1,478,312,378.44"
可供出售金融资产,,,,,,,,,,,,
长期借款,"118,769,811.13","39,015,683.49","121,134,725.62","135,666,825.76","195,691,868.43","269,598,206.55","223,172,011.94","193,172,011.94","193,172,011.94","186,303,414.73","39,164,535.49","42,295,303.49"
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,"633,742,350.52","642,436,259.71"
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,"25,769,059.05"
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"718,864,210.52","741,425,150.43","811,751,786.59","1,031,245,126.25","1,050,314,162.67","1,232,701,113.33","1,439,108,588.62","1,507,110,212.59","1,587,025,960.64","1,643,548,323.12","1,772,281,352.94","1,886,832,631.18"
递延所得税负债,,,,,,,,,,,,
在建工程,"36,525,238.22","45,251,830.15","275,219,100.09","166,911,831.95","245,190,509.91","259,924,256.27","229,812,759.50","286,612,263.16","234,320,845.91","316,454,084.00","303,609,695.37","200,501,771.62"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"131,619,811.13","59,550,683.49","139,167,725.62","155,574,325.76","214,936,368.43","288,179,706.55","241,240,511.94","218,679,031.94","217,737,616.52","209,960,424.73","698,135,962.84","708,982,998.65"
固定资产清理,,,,,,,,,,,,
负债合计,"722,050,189.83","690,530,527.96","941,452,770.98","1,078,070,218.87","1,222,444,549.01","1,396,028,426.63","1,296,327,707.45","1,646,028,787.90","1,604,042,682.41","1,787,337,078.58","2,418,242,107.66","2,187,295,377.09"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"112,500,000.00","112,500,000.00","360,000,000.00","360,000,000.00","360,000,000.00","410,000,000.00","410,000,000.00","410,000,000.00","410,000,000.00","410,000,000.00","410,000,000.00","410,000,000.00"
油气资产,,,,,,,,,,,,
资本公积,"106,071,517.26","106,071,517.26","16,621,517.26","16,621,517.26","16,621,517.26","714,481,517.26","714,481,517.26","714,481,517.26","714,481,517.26","714,481,517.26","714,481,517.26","714,481,517.26"
无形资产,"52,913,621.63","66,989,778.45","61,831,486.03","60,354,886.61","61,043,885.88","64,670,745.89","66,144,272.97","168,457,282.73","168,827,875.38","167,083,713.78","265,025,089.50","264,247,560.09"
盈余公积,"16,312,023.09","25,277,420.03","54,540,473.11","54,540,473.11","54,540,473.11","54,540,473.11","74,802,735.06","74,802,735.06","74,802,735.06","74,802,735.06","99,469,278.93","99,469,278.93"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"384,709,580.10","613,283,096.27","606,339,882.85","637,445,707.15","735,833,794.18","839,754,577.45","907,831,019.03","818,897,440.71","926,352,370.48","1,048,418,867.03","1,142,567,559.45","1,270,571,146.51"
长期待摊费用,"37,668,254.48","38,594,026.71","51,081,737.00","51,192,797.11","62,350,375.34","73,351,582.86","88,985,322.97","91,312,818.29","95,771,458.57","98,875,233.25","109,455,533.84","107,732,456.66"
少数股东权益,,,,,,,,,,,,
递延所得税资产,"4,863,921.13","6,415,263.37","5,572,876.49","6,035,143.56","6,605,170.15","10,000,695.87","6,794,488.44","6,360,246.42","9,057,713.12","9,082,275.53","12,657,515.25","12,937,866.58"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"13,293,925.30","30,731,268.33","48,746,089.83","50,394,545.02","55,907,687.14","27,285,912.25","132,756,680.94","21,374,332.97","33,707,857.44","59,875,977.67","31,073,857.62","37,680,224.40"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"864,129,171.28","929,407,317.44","1,254,203,076.03","1,366,134,330.50","1,481,411,791.09","1,667,934,306.47","1,963,602,113.44","2,081,227,156.16","2,128,711,711.06","2,294,919,607.35","2,494,103,044.52","2,535,701,569.58"
所有者权益(或股东权益)合计,"619,593,120.45","857,132,033.56","1,037,501,873.22","1,068,607,697.52","1,166,995,784.55","2,018,776,567.82","2,107,115,271.35","2,018,181,693.03","2,125,636,622.80","2,247,703,119.35","2,524,833,282.30","2,652,836,869.36"
资产总计,"1,341,643,310.28","1,547,662,561.52","1,978,954,644.20","2,146,677,916.39","2,389,440,333.56","3,414,804,994.45","3,403,442,978.80","3,664,210,480.93","3,729,679,305.21","4,035,040,197.93","4,943,075,389.96","4,840,132,246.45"
负债和所有者(或股东权益)合计,"1,341,643,310.28","1,547,662,561.52","1,978,954,644.20","2,146,677,916.39","2,389,440,333.56","3,414,804,994.45","3,403,442,978.80","3,664,210,480.93","3,729,679,305.21","4,035,040,197.93","4,943,075,389.96","4,840,132,246.45"
