科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"378,611,173.11","453,218,725.90","501,494,012.52","275,830,838.00","444,083,393.61","624,235,333.13","146,831,017.99","357,070,581.31","578,919,726.12","831,750,062.04","177,609,673.31","501,961,291.85","761,276,874.42","1,035,930,001.04","176,236,320.57","574,883,148.43","879,312,943.37","1,218,603,963.39","206,093,936.29","620,571,528.86","890,769,528.85","1,300,300,439.08","212,451,851.79","554,322,582.10","873,298,773.92","1,142,275,192.22","303,813,529.24","644,595,836.19","961,435,038.63","1,384,728,410.55","321,786,833.82","748,740,835.21","1,161,136,862.42","1,511,889,231.79","380,362,548.56","761,647,036.89","1,172,500,324.66","1,604,541,983.50","324,193,507.47"
取得子公司及其他营业单位支付的现金净额,"2,859,174.09",,,,,,,,,,,,,"30,998,779.65",,,"19,520,000.00","19,513,096.43",,,,,,,,,,"66,980,859.92","66,980,859.92","93,560,145.42",,,,"60,900,000.00",,,,,
收到的税费返还,"14,695,789.80","14,801,297.57","13,037,687.34","9,978,196.48","15,809,736.13","22,904,154.74","9,882,475.40","17,534,623.92","26,304,594.24","35,183,400.16","10,758,937.78","18,974,270.69","27,657,710.36","34,659,828.60","10,662,565.11","16,835,719.13","28,679,835.26","36,806,608.69","13,613,804.94","20,939,303.95","29,240,317.18","38,243,681.18","9,148,832.20","13,628,795.58","25,020,847.68","30,650,654.08","7,655,509.06","15,336,232.85","23,391,778.27","30,410,140.99","15,471,776.44","34,367,742.83","53,873,337.27","54,114,524.82","16,562,538.85","26,909,277.09","44,626,045.70","53,649,917.26","11,582,615.08"
支付其他与投资活动有关的现金,,,,"102,661.00","102,661.00",,"5,185,000.00",,,,,,,"4,000,000.00","908,634.00","1,256,021.01","512,593.31","35,980,000.00",,"5,000,000.00","10,300,000.00",,,,,,,,,"153,430,000.00",,,,"95,103,090.00",,"3,725,000.00","3,725,000.00","3,725,000.00",
收到其他与经营活动有关的现金,"18,310,787.55","16,301,972.20","15,572,286.57","2,039,317.74","13,227,530.11","12,391,766.64","8,965,886.14","3,918,592.91","8,410,728.99","13,770,139.71","10,219,445.58","16,388,055.33","22,216,653.05","23,467,352.95","9,516,981.39","25,228,136.47","19,108,886.46","23,394,620.94","8,929,082.24","17,479,254.50","27,356,095.87","12,436,835.99","3,591,147.24","12,590,586.85","21,326,404.65","25,057,731.86","10,187,066.02","14,519,105.28","15,511,483.55","16,730,861.19","8,664,270.87","17,981,107.31","29,377,089.71","17,372,003.19","6,757,300.22","11,069,897.20","15,528,614.73","19,218,539.47","5,981,073.47"
投资活动现金流出小计,"26,282,104.22","48,969,441.02","11,129,739.00","19,108,881.26","20,263,282.88","44,288,098.61","26,085,036.29","65,609,317.25","114,842,799.27","162,328,819.92","34,234,561.62","82,025,843.99","126,883,694.26","227,123,025.93","71,700,345.33","108,339,515.29","221,347,619.08","285,034,710.92","34,292,511.28","62,544,913.87","87,984,347.07","99,405,541.15","19,878,345.69","36,248,037.42","93,727,895.59","171,703,594.42","75,611,192.92","280,386,342.30","356,728,009.65","579,758,131.53","98,327,872.42","132,556,354.61","159,757,916.95","287,526,028.68","25,580,029.26","67,535,365.59","97,893,118.09","149,892,812.96","18,855,054.86"
经营活动现金流入小计,"411,617,750.46","484,321,995.67","530,103,986.43","287,848,352.22","473,120,659.85","659,531,254.51","165,679,379.53","378,523,798.14","613,635,049.35","880,703,601.91","198,588,056.67","537,323,617.87","811,151,237.83","1,094,057,182.59","196,415,867.07","616,947,004.03","927,101,665.09","1,278,805,193.02","228,636,823.47","658,990,087.31","947,365,941.90","1,350,980,956.25","225,191,831.23","580,541,964.53","919,646,026.25","1,197,983,578.16","321,656,104.32","674,451,174.32","1,000,338,300.45","1,431,869,412.73","345,922,881.13","801,089,685.35","1,244,387,289.40","1,583,375,759.80","403,682,387.63","799,626,211.18","1,232,654,985.09","1,677,410,440.23","341,757,196.02"
投资活动产生的现金流量净额,"-6,558,923.23","-48,969,441.02","-6,934,763.82","-18,581,114.18","-19,657,080.80","-42,964,767.99","-26,023,568.67","-63,254,143.75","-110,781,266.43","-153,745,760.85","-31,006,993.68","-76,909,647.09","-120,835,994.94","-220,140,288.53","-67,473,693.23","-103,960,211.65","-211,793,693.50","-275,334,214.91","-27,683,638.60","-48,757,423.68","-66,558,494.64","-55,428,680.29","-17,146,223.54","-21,654,091.06","-74,007,902.86","-143,675,668.69","-75,546,658.67","-280,038,121.82","-356,226,123.44","-516,203,834.90","141,648,419.33","106,192,971.05","79,668,983.75","90,934,537.08","-4,925,631.38","-46,404,911.87","-75,243,059.57","-119,142,836.71","-12,760,193.22"
购买商品、接受劳务支付的现金,"341,238,003.73","372,462,334.25","370,047,348.62","220,112,019.26","346,438,832.34","497,355,536.97","137,487,158.71","316,937,479.85","502,265,262.58","686,540,929.77","160,071,951.31","340,512,329.10","529,569,570.56","716,679,674.27","166,473,351.76","401,471,020.61","633,911,062.10","869,628,450.44","211,245,416.64","423,028,077.94","630,913,842.21","862,646,074.49","188,098,246.53","403,514,793.06","621,446,068.93","757,048,094.21","207,656,843.91","398,204,595.99","638,242,477.66","812,328,273.71","256,355,028.86","531,956,996.06","841,366,724.32","994,843,646.36","329,875,482.15","607,465,137.98","893,739,976.04","1,074,655,685.92","230,456,862.80"
吸收投资收到的现金,"500,000.00","980,000.00",,,,"618,484,000.00",,,"6,200,000.00","6,200,000.00",,"4,755,939.52","4,755,939.52","15,949,076.52",,,,,,,,,"7,696,200.00","7,696,200.00","7,696,200.00","21,600,000.00",,,,,"11,092,112.50","11,092,112.50","11,264,712.50","11,092,112.50",,"5,793,890.93","5,793,890.93","5,784,788.00",
